EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG3A,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,ShortMidRangePctBlocked,DefFTReboundPct,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsUnassisted3s,BlockedAtRim,RecoveredBlocks,PenaltyFg3Pct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFouls,SecondChanceFG2A,OffAtRimReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,LostBallSteals,BadPassTurnovers,DefCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimFGA,SelfOReb,SelfORebPct,SecondChanceAtRimFrequency,2pt And 1 Free Throw Trips,OffThreePtRebounds,Travels,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,SecondChanceFG2M,SecondChanceFg2Pct,OffLongMidRangeReboundPct,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffCorner3ReboundPct,HeaveAttempts,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsPutbacks,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,team_id,year,season,team_vs
1761-1863-1889-2030-2059,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Kenyon Martin, Eduardo Najera","Buckner, Boykins, Miller, Martin, Najera",1761-1863-1889-2030-2059,DEN,200.0,1,3.0,6.0,6.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,0.5,0.5,1.0,0.5,0.5,1.0,0.875,0.9,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,79.2,16.0,20.8,16.0,17.4,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.5,1.0,0.483025,0.2,0.3333333333333333,11.0,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-1889-2030-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Kenyon Martin, Marcus Camby","Buckner, Boykins, Miller, Martin, Camby",1761-1863-1889-2030-948,DEN,232.0,2,4.0,7.0,9.0,8.0,17.0,1.0,2.0,,,,,2.0,3.0,5.0,,2.0,5.0,11.0,4.0,6.0,,,2.0,,3.0,,3.0,,,6.0,4.0,4.0,5.0,,,,,1.0,2.0,1.0,5.0,,,,,11.0,1.0,1.0,,,,0.6,0.42857142857142855,0.5555555555555556,0.2857142857142857,,1.0,0.8,,105.51724137931035,13.11111111111111,14.25,12.333333333333334,12.625,0.2857142857142857,0.5,0.5,,,,,,0.2857142857142857,,,,0.7142857142857143,,0.5719500000000001,,,3.9200000000000004,24.2,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,4.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.5,0.25,1.0,1.0,0.42857142857142855,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.5693,0.8181818181818182,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-1889-2035-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, DerMarr Johnson, Marcus Camby","Buckner, Boykins, Miller, Johnson, Camby",1761-1863-1889-2035-948,DEN,10.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,288.0,4.0,6.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-1889-2403-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Nene, Marcus Camby","Buckner, Boykins, Miller, Nene, Camby",1761-1863-1889-2403-948,DEN,281.0,2,5.0,-15.0,8.0,10.0,18.0,1.0,2.0,,,1.0,,1.0,2.0,3.0,,2.0,2.0,6.0,21.0,,4.0,,1.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,,,,6.0,,,,,,0.6666666666666666,0.4,0.5,0.4,0.3333333333333333,,,,92.24199288256227,15.375,15.8,14.875,13.6,0.4,0.5,1.0,,,,,0.2,0.2,,,,0.6,,0.5323800000000001,0.16666666666666666,0.25,3.8666666666666667,23.95,3.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,,,1.0,1.0,2.0,,,,,2.0,3.0,1.0,0.5,0.5,0.3333333333333333,,1.0,0.3333333333333333,1.0,,0.2,1.0,1.0,,,,,0.559325,0.3333333333333333,0.375,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.5,1.0,1.0,0.5,0.56475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-1889-2546-445,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Carmelo Anthony, Wesley Person","Buckner, Boykins, Miller, Anthony, Person",1761-1863-1889-2546-445,DEN,27.0,1,,2.0,3.0,2.0,5.0,,,,,,,,,,,,4.0,4.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,4.0,,,,,4.0,,,,,,,,1.0,,,,1.0,,266.6666666666667,2.6666666666666665,9.5,2.6666666666666665,9.5,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,4.0,,,,,,,,,,2.0,4.0,3.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-1889-2546-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Carmelo Anthony, Marcus Camby","Buckner, Boykins, Miller, Anthony, Camby",1761-1863-1889-2546-948,DEN,68.0,1,1.0,2.0,1.0,2.0,3.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,4.0,2.0,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,2.0,,1.0,,1.0,4.0,,,,1.0,1.0,,1.5,1.0,1.0,,0.5,0.5,,63.529411764705884,42.0,13.0,42.0,11.5,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.34605,,,,25.5,1.0,,,,,,,,1.0,4.0,,,,,,,,,,1.0,4.0,1.0,,1.5,1.0,,,,,,,,,,,,,,0.34605,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-1922-2035-2403,1610612743,"Greg Buckner, Earl Boykins, Francisco Elson, DerMarr Johnson, Nene","Buckner, Boykins, Elson, Johnson, Nene",1761-1863-1922-2035-2403,DEN,147.0,1,2.0,3.0,4.0,5.0,9.0,,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,,5.0,2.0,,2.0,,1.0,1.0,,,,,,,4.0,4.0,4.0,,,,,,1.0,1.0,,,,,,5.0,,,,1.0,1.0,0.3333333333333333,0.625,0.625,0.25,,1.0,0.8,1.0,88.16326530612244,14.25,18.0,14.25,18.0,0.25,,,0.5,0.5,0.5,,,0.25,1.0,1.0,,0.25,1.0,0.4602125,,,12.266666666666666,24.2,4.0,,,,,,1.0,3.0,,5.0,,,,,,,,,,,5.0,4.0,0.3333333333333333,0.625,0.625,,,,,,1.0,,,,,,,,0.4602125,1.0,1.0,5.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,,,1.0,1.0,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-2030-2035-2403,1610612743,"Greg Buckner, Earl Boykins, Kenyon Martin, DerMarr Johnson, Nene","Buckner, Boykins, Martin, Johnson, Nene",1761-1863-2030-2035-2403,DEN,62.0,1,1.0,2.0,1.0,2.0,3.0,1.0,2.0,,,,,,1.0,3.0,,,,2.0,,,2.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,1.0,,69.6774193548387,35.0,13.5,27.0,13.5,0.6666666666666666,0.5,0.5,,,,,,,,,,0.3333333333333333,,0.4115,,,6.666666666666667,,,,,1.0,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,0.319,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-2030-2403-2546,1610612743,"Greg Buckner, Earl Boykins, Kenyon Martin, Nene, Carmelo Anthony","Buckner, Boykins, Martin, Nene, Anthony",1761-1863-2030-2403-2546,DEN,194.0,2,3.0,3.0,6.0,5.0,11.0,,1.0,1.0,3.0,,1.0,1.0,1.0,5.0,1.0,1.0,,5.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,,,1.0,1.0,1.0,,,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4166666666666667,0.4166666666666667,0.16666666666666666,1.0,0.8,0.8,,81.64948453608247,19.166666666666668,15.8,18.833333333333332,15.2,0.16666666666666666,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.4012,,,11.76,24.4,3.0,1.0,,1.0,,,,2.0,,,,,,1.0,1.0,,,,,,,3.0,,,,,,0.25,0.25,,1.0,0.16666666666666666,,,,,,,0.3637,,0.5,3.0,,1.0,1.0,,,,,1.0,,,,1.0,,0.5253,,,,,,,,1.0,1.0,,0.6666666666666666,0.5,,,,,1.0,1.0,1.0,3.0,1.0,1.5,1.5,1.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
1761-1863-2030-2403-445,1610612743,"Greg Buckner, Earl Boykins, Kenyon Martin, Nene, Wesley Person","Buckner, Boykins, Martin, Nene, Person",1761-1863-2030-2403-445,DEN,667.0,2,11.0,7.0,22.0,22.0,44.0,3.0,8.0,1.0,1.0,1.0,1.0,5.0,7.0,14.0,1.0,6.0,2.0,19.0,12.0,10.0,4.0,3.0,5.0,1.0,5.0,1.0,6.0,1.0,1.0,13.0,10.0,12.0,13.0,2.0,1.0,2.0,,2.0,3.0,,2.0,1.0,4.0,1.0,4.0,19.0,0.7142857142857143,0.7142857142857143,1.0,0.16666666666666666,0.16666666666666666,0.5,0.425,0.4523809523809524,0.3,1.0,0.9090909090909091,0.8,1.0,94.99250374812593,14.545454545454545,15.772727272727273,14.363636363636363,15.090909090909092,0.4,0.375,0.42857142857142855,0.05,1.0,1.0,1.0,0.05,0.25,0.2,0.2,1.0,0.55,0.2,0.46654,0.047619047619047616,0.06666666666666667,6.528571428571429,24.05,3.0,1.0,3.0,5.0,,,,1.0,,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,3.0,3.0,,0.5,0.5,0.14285714285714285,0.2,0.14285714285714285,0.08333333333333333,0.2,1.0,0.25,0.6,0.75,0.6666666666666666,0.6666666666666666,,,0.44228333333333336,0.15789473684210525,0.13636363636363635,3.0,1.0,,,2.0,,,,,3.0,0.125,,,0.3333333333333333,0.3939,2.0,0.5,,1.0,1.0,1.0,,3.0,3.0,0.5,0.8333333333333334,0.75,0.3333333333333333,1.0,,1.0,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,True
