EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFG2M,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,ShootingFouls,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,FG3M,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,SelfOReb,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,FTDefRebounds,DefFTReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,Travels,BlockedShortMidRange,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,DefensiveGoaltends,LostBallTurnovers,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Blocked3s,BlockedArc3,HeaveAttempts,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveMakes,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1032-1112-1497-1888-2419,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Tayshaun Prince","Ham, Wallace, Billups, Hamilton, Prince",1032-1112-1497-1888-2419,DET,248.0,4,4.0,4.0,9.0,9.0,5.0,4.0,2.0,18.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,2.0,8.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,3.0,4.0,3.0,7.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,6.0,2.0,5.0,1.0,0.5,0.5,0.42857142857142855,0.5,0.5,0.5,0.25,0.14285714285714285,0.25,0.6,1.0,0.5,0.5714285714285714,0.75,1.0,1.0,1.0,1.0,1.0,104.51612903225805,12.777777777777779,14.777777777777779,10.666666666666666,12.666666666666666,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.5289214285714285,0.5052,0.51025,0.125,0.14285714285714285,0.25,0.25,9.133333333333333,24.0,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-1888-283,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Lindsey Hunter","Ham, Wallace, Billups, Hamilton, Hunter",1032-1112-1497-1888-283,DET,11.0,1,,2.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,130.9090909090909,11.0,,11.0,,,,,1.0,1.0,1.0,,,,,,0.2912,,0.2912,,,,1.0,16.4,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-1888-686,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Antonio McDyess","Ham, Wallace, Billups, Hamilton, McDyess",1032-1112-1497-1888-686,DET,287.0,2,5.0,-5.0,6.0,8.0,6.0,6.0,3.0,14.0,1.0,2.0,2.0,2.0,1.0,2.0,,,2.0,4.0,3.0,3.0,7.0,12.0,1.0,2.0,4.0,4.0,3.0,3.0,7.0,4.0,1.0,1.0,,1.0,4.0,5.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,2.0,3.0,4.0,2.0,,,3.0,7.0,6.0,1.0,0.5,0.5,0.2857142857142857,0.3333333333333333,0.3888888888888889,0.5,0.3888888888888889,0.42857142857142855,0.5,,1.0,0.5,0.25,1.0,,1.0,,,,70.2439024390244,23.0,18.625,18.666666666666668,16.25,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,,0.6666666666666666,0.2857142857142857,,0.7142857142857143,0.5084428571428571,,0.5084428571428571,0.2222222222222222,0.3333333333333333,0.5714285714285714,1.0,10.825,26.400000000000002,1.0,2.0,0.5,0.2857142857142857,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.42857142857142855,0.5,0.3333333333333333,0.5,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-1888-739,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Rasheed Wallace","Ham, Wallace, Billups, Hamilton, Wallace",1032-1112-1497-1888-739,DET,718.0,5,12.0,14.0,22.0,21.0,11.0,8.0,2.0,43.0,2.0,4.0,,1.0,3.0,4.0,1.0,1.0,6.0,9.0,6.0,11.0,32.0,18.0,1.0,1.0,2.0,4.0,3.0,8.0,16.0,2.0,2.0,1.0,6.0,7.0,2.0,9.0,2.0,1.0,1.0,2.0,2.0,1.0,,3.0,1.0,,5.0,12.0,4.0,,,30.0,16.0,11.0,1.0,0.6666666666666666,1.0,0.7,1.0,0.775,1.0,0.7272727272727273,0.4,0.6666666666666666,0.75,0.6666666666666666,1.0,0.7777777777777778,0.3333333333333333,1.0,,1.0,0.75,1.0,86.23955431754875,14.909090909090908,18.571428571428573,14.318181818181818,17.61904761904762,0.26666666666666666,0.5,0.6666666666666666,0.26666666666666666,0.75,0.75,0.06666666666666667,,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.5089766666666666,0.3929,0.48919285714285715,0.2222222222222222,0.3333333333333333,0.0625,0.5,9.322222222222223,24.866666666666664,0.5,4.0,1.0,0.5714285714285714,,1.0,5.0,,2.0,,,,5.0,,1.0,,,,0.3333333333333333,,,1.0,0.2857142857142857,1.0,1.0,3.0,3.0,10.0,6.0,3.0,3.0,1.0,5.0,2.0,7.0,2.0,2.0,3.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.5,0.1111111111111111,0.25,0.5,0.2,0.6666666666666666,1.0,0.06666666666666667,1.0,1.0,1.0,0.6,0.6,0.6666666666666666,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-2306-2419,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Carlos Arroyo, Tayshaun Prince","Ham, Wallace, Billups, Arroyo, Prince",1032-1112-1497-2306-2419,DET,140.0,1,2.0,4.0,4.0,3.0,,,1.0,7.0,1.0,2.0,1.0,,1.0,1.0,,,2.0,3.0,2.0,,10.0,6.0,1.0,1.0,2.0,,,,,2.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,8.0,,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,0.4,,,1.0,,,1.0,1.0,,,,,72.0,18.5,22.0,18.0,21.333333333333332,0.4,0.5,0.5,0.2,1.0,1.0,,1.0,,,0.8,0.50787,0.5269,,,,0.2,,6.666666666666667,26.65,,,,,1.0,,2.0,,,,,2.0,2.0,,1.0,,,,0.4,1.0,,,,,,2.0,2.0,2.0,6.0,,2.0,,1.0,2.0,3.0,2.0,,1.0,8.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-2306-2648,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Carlos Arroyo, Ronald Dupree","Ham, Wallace, Billups, Arroyo, Dupree",1032-1112-1497-2306-2648,DET,100.0,2,2.0,3.0,3.0,4.0,3.0,4.0,,7.0,,,,,,,1.0,1.0,1.0,1.0,2.0,,5.0,2.0,,,,1.0,2.0,,5.0,2.0,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,5.0,5.0,3.0,,1.0,,0.8333333333333334,,0.8333333333333334,,0.8333333333333334,0.6666666666666666,,0.5,,,0.5,,,,,0.5,,100.8,9.666666666666666,17.75,9.666666666666666,11.75,,,,,,,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.3889,,0.3889,,,,1.0,6.6,24.95,1.0,1.0,1.0,0.8333333333333334,,,1.0,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,1.0,,3.0,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,0.3333333333333333,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-2306-686,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Carlos Arroyo, Antonio McDyess","Ham, Wallace, Billups, Arroyo, McDyess",1032-1112-1497-2306-686,DET,268.0,1,4.0,1.0,10.0,9.0,10.0,9.0,2.0,19.0,,,,,,1.0,1.0,1.0,,1.0,3.0,8.0,8.0,7.0,,1.0,,1.0,3.0,8.0,8.0,,,,3.0,3.0,1.0,4.0,,,,1.0,1.0,2.0,,3.0,1.0,3.0,1.0,10.0,1.0,,,8.0,8.0,10.0,,,,,,0.4444444444444444,,0.4444444444444444,0.75,0.3333333333333333,0.75,,,0.6,0.3333333333333333,,,1.0,1.0,,102.08955223880596,11.5,17.0,10.4,14.444444444444445,,,,0.25,,,0.25,,,0.25,0.75,0.5029,0.430925,0.5029,0.2,0.5,,1.0,18.1,25.366666666666664,1.0,,,,,,2.0,1.0,2.0,1.0,,,2.0,1.0,1.0,0.5,,,0.5,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,,2.0,2.0,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-2306-739,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Carlos Arroyo, Rasheed Wallace","Ham, Wallace, Billups, Arroyo, Wallace",1032-1112-1497-2306-739,DET,172.0,1,3.0,-2.0,4.0,6.0,,1.0,,10.0,,1.0,,1.0,2.0,3.0,,,2.0,4.0,1.0,,4.0,6.0,,,,1.0,,,,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,2.0,,,,,4.0,,,1.0,0.5,,0.4,,0.4,,,0.2,,,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,83.72093023255813,16.75,17.5,16.75,17.0,0.2,,,0.6,0.6666666666666666,0.6666666666666666,,,1.0,,0.4,0.46037,,0.5247,,,,,13.5,25.7,,,,,,,1.0,,,,,,1.0,,1.0,,,,0.2,,,,,,,,,2.0,,,,1.0,1.0,,1.0,,,1.0,2.0,,,,,,,1.0,1.0,,1.0,,0.5,0.5,,,,0.25,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-2419-283,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Tayshaun Prince, Lindsey Hunter","Ham, Wallace, Billups, Prince, Hunter",1032-1112-1497-2419-283,DET,2.0,1,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,720.0,2.0,,2.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,0.4573,,0.4573,,,,1.0,1.9,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
1032-1112-1497-2419-686,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Tayshaun Prince, Antonio McDyess","Ham, Wallace, Billups, Prince, McDyess",1032-1112-1497-2419-686,DET,13.0,1,,-2.0,2.0,2.0,2.0,2.0,1.0,4.0,,,,,,1.0,,,,2.0,,,,2.0,,1.0,,2.0,,,,,1.0,,,1.0,1.0,2.0,,,,1.0,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,443.07692307692304,5.5,1.0,5.5,1.0,,,,0.5,,,,,,,,0.2615,0.252,0.2615,,,,,12.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,True
