EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PtsAssisted3s,ThreePtAssists,Arc3Assists,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,DefFTReboundPct,Arc3PctAssisted,PenaltyOffPoss,LongMidRangeFGM,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,FTOffRebounds,PenaltyTurnovers,NonShootingFoulsDrawn,3SecondViolations,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffFTReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,Corner3FGA,OffCorner3ReboundPct,Corner3Frequency,LostBallSteals,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFtPoints,PtsPutbacks,OffTwoPtRebounds,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,SecondChanceTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Defensive 3 Seconds Violations,DefCorner3ReboundPct,BlockedAtRim,SelfOReb,SelfORebPct,BlockedLongMidRange,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1000-2037-2552-703-950,1610612752,"Shandon Anderson, Jamal Crawford, Michael Sweetney, Kurt Thomas, Stephon Marbury","Anderson, Crawford, Sweetney, Thomas, Marbury",1000-2037-2552-703-950,NYK,216.0,1,4.0,9.0,6.0,6.0,6.0,1.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,11.0,2.0,1.0,6.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,0.5,0.5,0.75,0.75,0.7857142857142857,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80.0,1.0,19.166666666666668,16.833333333333332,15.666666666666666,14.666666666666666,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5,0.5161416666666666,0.14285714285714285,0.2,5.75,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1000-2037-452-703-950,1610612752,"Shandon Anderson, Jamal Crawford, Vin Baker, Kurt Thomas, Stephon Marbury","Anderson, Crawford, Baker, Thomas, Marbury",1000-2037-452-703-950,NYK,185.0,1,3.0,-3.0,5.0,5.0,2.0,,10.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,10.0,,2.0,,1.0,1.0,1.0,2.0,1.0,,5.0,,,1.0,,1.0,,,2.0,1.0,,,,,7.0,1.0,1.0,1.0,1.0,1.0,1.25,1.1666666666666667,0.5,,,,,,,,77.83783783783784,,15.6,21.4,15.6,18.0,0.5,1.0,1.0,1.0,,,,,,0.5,1.0,1.0,1.0,1.0,0.543875,0.3333333333333333,0.5,,24.6,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1000-2552-2772-950-966,1610612752,"Shandon Anderson, Michael Sweetney, Trevor Ariza, Stephon Marbury, Jerome Williams","Anderson, Sweetney, Ariza, Marbury, Williams",1000-2552-2772-950-966,NYK,196.0,1,3.0,-4.0,7.0,6.0,3.0,,13.0,,1.0,,,1.0,,,1.0,2.0,,,2.0,4.0,8.0,,2.0,,,,1.0,1.0,,,2.0,,2.0,2.0,,2.0,,,4.0,2.0,,,,,4.0,1.0,1.0,,,0.5,0.5,0.5,,1.0,,0.6666666666666666,,,1.0,,95.51020408163265,,17.857142857142858,11.833333333333334,17.857142857142858,11.833333333333334,0.5,,,,,,,,0.5,,,,0.5,,0.4495,0.5,0.5,8.9,,,,,,,1.0,,2.0,,2.0,,,,,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1000-2552-2772-966-983,1610612752,"Shandon Anderson, Michael Sweetney, Trevor Ariza, Jerome Williams, Moochie Norris","Anderson, Sweetney, Ariza, Williams, Norris",1000-2552-2772-966-983,NYK,617.0,1,10.0,5.0,18.0,18.0,8.0,1.0,36.0,5.0,6.0,1.0,6.0,1.0,1.0,2.0,7.0,13.0,1.0,2.0,1.0,18.0,13.0,1.0,10.0,,2.0,1.0,5.0,6.0,3.0,1.0,13.0,,7.0,10.0,1.0,11.0,2.0,2.0,2.0,,,,,,16.0,0.7142857142857143,0.7142857142857143,0.5,0.5,0.5384615384615384,0.5666666666666667,0.5625,0.13333333333333333,0.7777777777777778,,0.7777777777777778,,,0.75,0.75,84.0194489465154,,18.444444444444443,15.833333333333334,18.11111111111111,15.777777777777779,0.4,0.8333333333333334,0.8333333333333334,0.6,0.4,0.16666666666666666,0.16666666666666666,1.0,0.06666666666666667,0.13333333333333333,0.5,0.5,0.5333333333333333,0.5,0.46809,,,4.653846153846154,25.6,3.0,1.0,1.0,3.0,,2.0,,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,14.0,,1.0,1.0,1.0,,14.0,8.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,0.7777777777777778,0.4444444444444444,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0833333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.16666666666666666,1.0,0.4805,0.5121416666666666,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1501-1508-1743-1983-2037,1610612752,"Tim Thomas, Maurice Taylor, Bruno Sundov, Jermaine Jackson, Jamal Crawford","Thomas, Taylor, Sundov, Jackson, Crawford",1501-1508-1743-1983-2037,NYK,111.0,1,2.0,3.0,4.0,4.0,4.0,,8.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,,2.0,,1.0,1.0,1.0,2.0,,,5.0,,1.0,2.0,,2.0,,,,,,,,,5.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,,1.0,,,1.0,,103.78378378378378,,10.0,17.75,10.0,17.75,,,,,,,,,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.44045,,,19.45,24.2,3.0,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0,,5.0,,1.0,,,,5.0,3.0,0.8333333333333334,,,,0.5,0.5,1.0,1.0,0.75,,,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,1.0,,0.5,,0.8333333333333334,,,,,,,,0.3333333333333333,1.0,,0.44045,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1501-1508-1983-2037-2552,1610612752,"Tim Thomas, Maurice Taylor, Jermaine Jackson, Jamal Crawford, Michael Sweetney","Thomas, Taylor, Jackson, Crawford, Sweetney",1501-1508-1983-2037-2552,NYK,29.0,1,,-1.0,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6551724137931,,15.0,,15.0,,,,,,,,,,1.0,,,,,,0.3832,,,20.1,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1501-1508-1983-2037-2772,1610612752,"Tim Thomas, Maurice Taylor, Jermaine Jackson, Jamal Crawford, Trevor Ariza","Thomas, Taylor, Jackson, Crawford, Ariza",1501-1508-1983-2037-2772,NYK,176.0,1,3.0,5.0,5.0,5.0,1.0,,10.0,3.0,3.0,,,1.0,,,4.0,4.0,,,1.0,9.0,4.0,,4.0,,,,2.0,2.0,2.0,,4.0,,3.0,3.0,,3.0,,,2.0,,,,,,9.0,0.5,0.5,,,1.0,1.0,0.9,,1.0,,0.75,,,1.0,,81.81818181818183,,13.0,22.2,13.0,21.4,0.75,1.0,1.0,0.6666666666666666,,,,,0.25,,,,0.75,,0.494075,,,4.6,,,,,,,,,,1.0,1.0,,,,,,5.0,1.0,1.0,9.0,,,,,,9.0,5.0,0.9,,,,1.0,1.0,,1.0,1.0,,,3.0,3.0,,,,,4.0,4.0,,,4.0,,,1.0,,,,1.0,,1.0,,,1.0,,,0.75,1.0,,,,0.494075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1501-1508-1983-2037-950,1610612752,"Tim Thomas, Maurice Taylor, Jermaine Jackson, Jamal Crawford, Stephon Marbury","Thomas, Taylor, Jackson, Crawford, Marbury",1501-1508-1983-2037-950,NYK,222.0,1,4.0,-2.0,6.0,5.0,,2.0,11.0,1.0,1.0,1.0,3.0,,,1.0,2.0,4.0,,2.0,1.0,5.0,7.0,2.0,2.0,,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,,2.0,,,,,,5.0,0.5,0.5,,,0.5,0.3333333333333333,0.35714285714285715,0.3333333333333333,1.0,0.5,0.5,0.25,,,1.0,71.35135135135135,,16.5,24.6,13.5,20.0,0.16666666666666666,1.0,1.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,,0.16666666666666666,,,0.5,,0.4590083333333333,,,7.2,23.75,,,,,,,,1.0,1.0,2.0,,,,,,3.0,,1.0,5.0,,,1.0,1.0,,5.0,3.0,0.625,,,1.0,,,,1.0,0.5,,,1.0,1.0,,,,,2.0,3.0,,,2.0,1.0,,1.0,,,,0.6666666666666666,,0.6666666666666666,,1.0,,,,0.3333333333333333,1.0,,,0.3573,0.45626666666666665,,,,,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1501-1508-1983-2037-966,1610612752,"Tim Thomas, Maurice Taylor, Jermaine Jackson, Jamal Crawford, Jerome Williams","Thomas, Taylor, Jackson, Crawford, Williams",1501-1508-1983-2037-966,NYK,73.0,1,1.0,5.0,3.0,2.0,,,5.0,1.0,1.0,,,2.0,,,2.0,3.0,,,1.0,5.0,,,2.0,,,,1.0,1.0,1.0,,2.0,,,,,,2.0,1.0,2.0,1.0,,,,,5.0,0.5,0.5,,,0.6666666666666666,0.6666666666666666,0.8333333333333334,,,,,,,,,98.63013698630138,,14.666666666666666,14.5,14.666666666666666,14.5,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,,,,0.3333333333333333,,0.4764,0.3333333333333333,0.3333333333333333,11.433333333333332,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
1501-1508-1983-2037-990,1610612752,"Tim Thomas, Maurice Taylor, Jermaine Jackson, Jamal Crawford, Malik Rose","Thomas, Taylor, Jackson, Crawford, Rose",1501-1508-1983-2037-990,NYK,233.0,2,4.0,10.0,8.0,7.0,,1.0,15.0,3.0,4.0,,,3.0,,1.0,3.0,7.0,,1.0,4.0,10.0,,1.0,,,1.0,,,,,,,,4.0,5.0,2.0,7.0,1.0,1.0,6.0,4.0,,,,,7.0,,,,,0.42857142857142855,0.375,0.5,0.125,1.0,,1.0,0.4,,1.0,1.0,92.70386266094421,,12.875,18.571428571428573,11.0,18.571428571428573,0.5,0.75,0.75,,,,,,0.375,0.125,,,0.625,,0.5410625,0.4,0.4444444444444444,8.72857142857143,25.1,,,,,,,,,,,,,,,,6.0,,2.0,8.0,,,,,,8.0,6.0,0.6666666666666666,,,,,,,0.8,0.75,1.0,1.0,3.0,4.0,,1.0,1.0,3.0,3.0,5.0,,1.0,6.0,,,,,,1.0,0.6,1.0,0.5,0.75,,1.0,1.0,1.0,0.6666666666666666,0.75,0.16666666666666666,,0.5506,0.5966666666666667,0.3,1.0,1.0,1.0,,,,,2.0,,1.0,2.0,2.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2005,2004-05,True
