EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3Assists,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,DefShortMidRangeReboundPct,Arc3PctAssisted,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,FTOffRebounds,FTDefRebounds,2pt And 1 Free Throw Trips,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceTurnovers,AtRimPctBlocked,OffAtRimReboundPct,Offensive Fouls,Technical Free Throw Trips,HeaveAttempts,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SelfOReb,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,SecondChanceAtRimPctAssisted,Fg3aBlocked,BadPassOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,LongMidRangePctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
133-1503-2397-436-682,1610612745,"David Wesley, Tracy McGrady, Yao Ming, Juwan Howard, Bob Sura","Wesley, McGrady, Ming, Howard, Sura",133-1503-2397-436-682,HOU,25446.0,25,424.0,33.0,800.0,789.0,1589.0,115.0,151.0,844.0,115.0,54.0,291.0,416.0,85.0,160.0,0.20713305898491083,0.7105263157894737,0.7479452054794521,0.7,89.92218816316905,16.02875,15.99873257287706,15.10125,15.486692015209126,0.15775034293552812,0.45953360768175583,0.48182002743484226,24.832450331125827,130.0,114.0,113.0,117.0,184.0,38.0,15.0,24.0,64.0,161.0,94.0,233.0,16.0,36.0,3.0,7.0,44.0,19.0,275.0,578.0,60.0,147.0,877.0,54.0,88.0,151.0,38.0,78.0,8.0,26.0,53.0,153.0,328.0,222.0,147.0,33.0,44.0,164.0,49.0,213.0,15.0,54.0,39.0,71.0,475.0,29.0,94.0,219.0,125.0,68.0,42.0,26.0,59.0,39.0,60.0,3.0,119.0,15.0,7.0,186.0,73.0,22.0,726.0,153.0,130.0,9.0,0.5963636363636363,0.6586345381526104,0.8166666666666667,0.3973509933774834,0.3076923076923077,0.3973509933774834,0.4757785467128028,0.6136363636363636,0.48717948717948717,0.5006858710562414,0.6262135922330098,0.4807692307692308,0.5389851485148515,0.6565217391304348,0.5555555555555556,0.4957983193277311,0.7577854671280276,0.31333333333333335,0.3333333333333333,0.3178294573643411,0.2846715328467153,0.3283582089552239,0.7058823529411765,0.8489208633093526,0.252400548696845,0.6358695652173914,0.7090909090909091,0.46153846153846156,0.22085048010973937,0.39751552795031053,0.423841059602649,0.609375,0.3196159122085048,0.4034334763948498,0.4069264069264069,0.7553191489361702,0.04938271604938271,0.4444444444444444,0.4444444444444444,0.9375,0.3826086956521739,0.3893805309734513,0.36893203883495146,0.23076923076923078,0.625,0.0673076923076923,0.42857142857142855,0.18269230769230768,0.3826086956521739,0.483066091954023,0.46155192307692305,0.09669211195928754,0.11550632911392406,0.17217787913340935,0.17445838084378562,10.086505190311419,0.1625,34.0,20.0,31.0,22.0,32.0,0.6307692307692307,0.7727272727272727,8.0,0.35,30.0,5.0,12.0,5.0,7.0,15.0,22.0,52.0,31.0,2.0,18.0,19.0,21.0,1.0,0.4666666666666667,0.05363321799307959,0.062111801242236024,0.9,0.09523809523809523,0.3020833333333333,0.75,0.65625,0.7894736842105263,0.11650485436893204,0.4166666666666667,1.0,0.2631578947368421,11.0,0.10326086956521739,0.3880597014925373,14.0,7.0,,6.0,2.0,3.0,11.0,0.03089887640449438,0.02912621359223301,0.6666666666666666,1.0,,3.0,0.01948051948051948,6.0,0.2,2.0,16.0,0.013245033112582781,0.017391304347826087,3.0,3.0,4.0,,,0.008583690987124463,1.0,1.0,,,1610612745,2005,2004-05,False
133-1503-2397-436-983,1610612745,"David Wesley, Tracy McGrady, Yao Ming, Juwan Howard, Moochie Norris","Wesley, McGrady, Ming, Howard, Norris",133-1503-2397-436-983,HOU,66.0,1,1.0,-1.0,3.0,2.0,5.0,1.0,1.0,4.0,1.0,,,,,1.0,1.0,,,,109.09090909090908,11.666666666666666,15.5,11.666666666666666,15.5,1.0,1.0,0.5706,25.4,2.0,,,,,,,,,,,,,,,,,1.0,,,,3.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,3.0,,,3.0,,2.0,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5706,0.5,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,False
133-1503-2397-468-682,1610612745,"David Wesley, Tracy McGrady, Yao Ming, Jon Barry, Bob Sura","Wesley, McGrady, Ming, Barry, Sura",133-1503-2397-468-682,HOU,894.0,9,15.0,-10.0,29.0,31.0,60.0,2.0,5.0,40.0,2.0,1.0,9.0,16.0,3.0,11.0,0.2,0.5,0.875,0.5,96.64429530201342,16.344827586206897,13.548387096774194,15.206896551724139,12.935483870967742,0.08,0.44,0.487996,24.82,21.0,26.0,5.0,2.0,6.0,1.0,1.0,3.0,4.0,7.0,5.0,7.0,,3.0,,3.0,,1.0,11.0,20.0,,8.0,30.0,2.0,2.0,5.0,6.0,11.0,,4.0,6.0,18.0,14.0,8.0,,,,7.0,,7.0,,,3.0,4.0,14.0,1.0,6.0,6.0,7.0,3.0,3.0,,3.0,2.0,3.0,1.0,6.0,6.0,1.0,14.0,4.0,3.0,25.0,18.0,21.0,6.0,0.6363636363636364,0.7,,,,,0.55,1.0,0.5454545454545454,0.44,0.6666666666666666,0.4,0.46875,0.625,0.42857142857142855,0.5,1.0,0.75,0.2,0.5384615384615384,0.5,,1.0,1.0,0.24,0.3333333333333333,0.4,,0.28,0.5714285714285714,0.5714285714285714,0.75,0.28,0.7142857142857143,0.7142857142857143,0.8,0.12,,,,,,0.3333333333333333,0.2,0.3333333333333333,0.2,,0.06666666666666667,,0.5089333333333333,0.4945066666666667,0.13793103448275862,0.16666666666666666,0.16666666666666666,0.6,10.555,0.7241379310344828,,1.0,2.0,1.0,2.0,1.0,,,0.3333333333333333,1.0,,,,,1.0,1.0,2.0,1.0,,2.0,,2.0,,,0.05,,1.0,,1.0,,1.0,1.0,,,,,2.0,0.16666666666666666,0.75,,,,1.0,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,False
133-1503-2397-682-87,1610612745,"David Wesley, Tracy McGrady, Yao Ming, Bob Sura, Dikembe Mutombo","Wesley, McGrady, Ming, Sura, Mutombo",133-1503-2397-682-87,HOU,109.0,3,2.0,1.0,4.0,5.0,9.0,,,4.0,,,1.0,2.0,1.0,3.0,,,0.5,,118.89908256880734,10.25,13.6,10.25,13.6,,0.5,0.49425,,4.0,4.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,2.0,,3.0,5.0,,,1.0,1.0,2.0,,,3.0,5.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,4.0,1.0,,,,,,,0.5,,0.5,0.5,,0.5,0.625,0.5,0.625,,0.5,1.0,,1.0,,,,,0.5,,,,,,,,0.5,1.0,1.0,,,,,,,,,0.5,,,,,,,0.49425,0.3333333333333333,0.3333333333333333,0.2,1.0,9.05,1.0,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,0.5,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,False
133-1503-2857-436-87,1610612745,"David Wesley, Tracy McGrady, Andre Barrett, Juwan Howard, Dikembe Mutombo","Wesley, McGrady, Barrett, Howard, Mutombo",133-1503-2857-436-87,HOU,1000.0,7,17.0,7.0,33.0,31.0,64.0,3.0,4.0,28.0,3.0,4.0,13.0,20.0,5.0,8.0,0.13793103448275862,1.0,0.8461538461538461,1.0,92.16,16.606060606060606,14.580645161290322,15.727272727272727,14.32258064516129,0.10344827586206896,0.3448275862068966,0.43946724137931037,24.875,22.0,15.0,5.0,2.0,6.0,2.0,2.0,6.0,6.0,10.0,3.0,9.0,,1.0,,1.0,1.0,3.0,11.0,25.0,1.0,10.0,35.0,1.0,3.0,5.0,6.0,17.0,1.0,4.0,5.0,20.0,12.0,10.0,,3.0,1.0,6.0,,6.0,,1.0,3.0,2.0,12.0,1.0,6.0,7.0,7.0,2.0,,2.0,2.0,1.0,3.0,1.0,5.0,2.0,,13.0,6.0,1.0,30.0,20.0,22.0,,0.5454545454545454,0.5454545454545454,,0.25,0.25,0.25,0.44,0.3333333333333333,0.35294117647058826,0.43103448275862066,0.3333333333333333,0.35714285714285715,0.5,0.5,0.4,0.4,0.7777777777777778,0.42857142857142855,0.5,0.4375,,0.5,0.5,1.0,0.20689655172413793,0.3333333333333333,0.5,0.5,0.3448275862068966,0.6,0.6,0.5,0.3103448275862069,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.034482758620689655,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.047619047619047616,,0.14285714285714285,0.3333333333333333,0.5355666666666666,0.4587071428571428,0.17647058823529413,0.2,0.14285714285714285,0.5714285714285714,9.804,0.6666666666666666,,1.0,2.0,1.0,2.0,1.0,,,,,,,1.0,,,3.0,,2.0,,2.0,1.0,1.0,,,0.08,,1.0,,0.5,1.0,0.5,,,,,0.3333333333333333,2.0,0.3333333333333333,1.0,,,,1.0,,,1.0,0.07142857142857142,,,,,,,,,,1.0,,,,,,,,,,,,,1610612745,2005,2004-05,False
133-1503-393-436-87,1610612745,"David Wesley, Tracy McGrady, Rod Strickland, Juwan Howard, Dikembe Mutombo","Wesley, McGrady, Strickland, Howard, Mutombo",133-1503-393-436-87,HOU,818.0,9,14.0,-8.0,24.0,26.0,50.0,2.0,5.0,27.0,2.0,1.0,8.0,11.0,3.0,5.0,0.2631578947368421,1.0,0.8,1.0,88.0195599022005,18.583333333333332,14.307692307692308,18.125,13.384615384615385,0.10526315789473684,0.3684210526315789,0.4552973684210527,24.259999999999998,9.0,9.0,2.0,1.0,2.0,,1.0,1.0,2.0,4.0,2.0,8.0,2.0,3.0,,1.0,,2.0,5.0,14.0,2.0,3.0,19.0,,2.0,3.0,1.0,2.0,,3.0,3.0,5.0,8.0,2.0,3.0,3.0,,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,,3.0,7.0,3.0,2.0,2.0,,3.0,2.0,2.0,,5.0,1.0,,6.0,1.0,2.0,16.0,5.0,9.0,1.0,0.8,0.8,0.5,0.4,,0.4,0.35714285714285715,,0.5,0.42105263157894735,0.5,0.2,0.4318181818181818,0.5,0.3125,0.6,0.7777777777777778,0.3333333333333333,,0.25,0.3333333333333333,,1.0,0.6666666666666666,0.10526315789473684,0.5,0.5,1.0,0.21052631578947367,0.5,0.5,0.5,0.42105263157894735,0.25,0.25,1.0,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.5,,,,0.2,1.0,0.2,,0.4,,0.49008333333333337,0.5011300000000001,0.05,0.06666666666666667,0.15789473684210525,0.2631578947368421,12.571428571428571,0.375,,1.0,1.0,,1.0,0.6666666666666666,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,1.0,1.0,,,0.3333333333333333,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,1610612745,2005,2004-05,False
133-1503-436-468-682,1610612745,"David Wesley, Tracy McGrady, Juwan Howard, Jon Barry, Bob Sura","Wesley, McGrady, Howard, Barry, Sura",133-1503-436-468-682,HOU,244.0,2,4.0,1.0,10.0,8.0,18.0,,,10.0,,1.0,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,106.22950819672131,13.6,13.5,13.6,13.5,,0.3333333333333333,0.43,,9.0,8.0,,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,4.0,6.0,,3.0,11.0,,,,4.0,6.0,,,2.0,10.0,4.0,4.0,,,,2.0,,2.0,,,1.0,1.0,4.0,,,2.0,,,,,1.0,1.0,1.0,,2.0,2.0,,4.0,1.0,1.0,11.0,10.0,9.0,,0.5,0.5,,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6875,,0.7142857142857143,0.5,1.0,,,,,,1.0,,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,,,,,,,,0.3333333333333333,0.5,,,,,,0.43,0.14285714285714285,0.14285714285714285,,0.9090909090909091,8.966666666666667,0.9,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612745,2005,2004-05,False
133-1503-436-468-87,1610612745,"David Wesley, Tracy McGrady, Juwan Howard, Jon Barry, Dikembe Mutombo","Wesley, McGrady, Howard, Barry, Mutombo",133-1503-436-468-87,HOU,2068.0,10,34.0,3.0,60.0,64.0,124.0,7.0,8.0,61.0,7.0,7.0,26.0,36.0,4.0,9.0,0.16326530612244897,0.7777777777777778,0.896551724137931,0.875,86.34429400386847,17.8,15.625,16.366666666666667,14.1875,0.14285714285714285,0.30612244897959184,0.4379071428571429,24.9625,25.0,28.0,6.0,5.0,7.0,2.0,,1.0,1.0,8.0,12.0,26.0,1.0,1.0,,,2.0,3.0,18.0,41.0,3.0,19.0,64.0,3.0,5.0,11.0,3.0,11.0,,3.0,15.0,21.0,20.0,16.0,6.0,3.0,2.0,10.0,2.0,12.0,1.0,3.0,,7.0,26.0,1.0,8.0,19.0,10.0,6.0,3.0,3.0,5.0,2.0,4.0,,9.0,5.0,1.0,27.0,9.0,5.0,53.0,21.0,25.0,1.0,0.5555555555555556,0.5882352941176471,0.6666666666666666,0.375,,0.375,0.43902439024390244,0.6,0.2727272727272727,0.45918367346938777,0.5,0.21428571428571427,0.5163934426229508,0.6111111111111112,0.4166666666666667,0.5555555555555556,0.95,0.34782608695652173,0.2,0.32142857142857145,0.2857142857142857,0.2,1.0,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.6,0.16326530612244897,0.125,0.125,,0.5306122448979592,0.46153846153846156,0.46153846153846156,0.5833333333333334,0.02040816326530612,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.07142857142857142,,,,0.21428571428571427,0.2857142857142857,0.49075833333333335,0.43025714285714284,0.16071428571428573,0.1875,0.171875,0.328125,14.278048780487804,0.4166666666666667,1.0,3.0,4.0,3.0,4.0,1.0,0.5,,,2.0,,1.0,,,1.0,5.0,2.0,,1.0,,2.0,3.0,1.0,,,,,0.3333333333333333,0.42857142857142855,,0.75,1.0,0.16666666666666666,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,0.5,,2.0,,,,1.0,1.0,,,,,,,,1610612745,2005,2004-05,False
133-1503-436-682-87,1610612745,"David Wesley, Tracy McGrady, Juwan Howard, Bob Sura, Dikembe Mutombo","Wesley, McGrady, Howard, Sura, Mutombo",133-1503-436-682-87,HOU,7713.0,23,129.0,25.0,241.0,238.0,479.0,45.0,56.0,247.0,45.0,28.0,97.0,138.0,20.0,47.0,0.26046511627906976,0.7567567567567568,0.7479674796747967,0.75,89.42823803967327,16.195020746887966,16.008403361344538,15.21161825726141,15.357142857142858,0.20930232558139536,0.4930232558139535,0.48448558139534886,24.989285714285717,82.0,64.0,33.0,26.0,50.0,14.0,8.0,13.0,17.0,40.0,28.0,69.0,5.0,11.0,1.0,4.0,18.0,15.0,71.0,159.0,23.0,61.0,272.0,11.0,27.0,38.0,20.0,44.0,8.0,19.0,33.0,97.0,80.0,62.0,48.0,21.0,18.0,40.0,16.0,56.0,5.0,11.0,5.0,24.0,128.0,8.0,33.0,64.0,41.0,17.0,10.0,7.0,19.0,15.0,19.0,1.0,38.0,15.0,4.0,70.0,21.0,11.0,234.0,97.0,82.0,8.0,0.5633802816901409,0.6060606060606061,0.6956521739130435,0.4107142857142857,0.42105263157894735,0.4107142857142857,0.44654088050314467,0.4074074074074074,0.45454545454545453,0.4906976744186046,0.4722222222222222,0.5079365079365079,0.5465587044534413,0.5,0.60625,0.5,0.7441860465116279,0.3793103448275862,0.24242424242424243,0.3416666666666667,0.24390243902439024,0.25925925925925924,0.625,0.7837837837837838,0.23255813953488372,0.52,0.5777777777777777,0.4230769230769231,0.18604651162790697,0.425,0.4594594594594595,0.29411764705882354,0.3209302325581395,0.4057971014492754,0.4057971014492754,0.8571428571428571,0.05116279069767442,0.45454545454545453,0.45454545454545453,1.0,0.4,0.4,0.3888888888888889,0.20634920634920634,0.6153846153846154,0.06349206349206349,0.25,0.23809523809523808,0.4,0.5210383333333334,0.4874198412698413,0.1016949152542373,0.11797752808988764,0.13970588235294118,0.35661764705882354,10.436477987421384,0.34024896265560167,11.0,4.0,13.0,9.0,13.0,0.8,0.6111111111111112,2.0,0.16666666666666666,5.0,3.0,8.0,7.0,4.0,9.0,4.0,10.0,8.0,,5.0,2.0,8.0,,0.4444444444444444,0.050314465408805034,0.075,0.8333333333333334,,0.34782608695652173,0.8,0.6153846153846154,0.35714285714285715,0.2222222222222222,0.375,0.6666666666666666,0.4666666666666667,3.0,0.1,0.6521739130434783,6.0,2.0,,3.0,1.0,1.0,9.0,0.08035714285714286,0.027777777777777776,1.0,1.0,1.0,3.0,0.05172413793103448,2.0,0.2,,4.0,,,2.0,1.0,3.0,,,,,,,,1610612745,2005,2004-05,False
133-1503-436-87-983,1610612745,"David Wesley, Tracy McGrady, Juwan Howard, Dikembe Mutombo, Moochie Norris","Wesley, McGrady, Howard, Mutombo, Norris",133-1503-436-87-983,HOU,173.0,1,3.0,-2.0,5.0,5.0,10.0,2.0,2.0,6.0,2.0,,1.0,4.0,,,0.3333333333333333,,0.5,,83.23699421965318,18.8,15.8,15.6,15.4,0.3333333333333333,0.3333333333333333,0.44610833333333333,25.75,5.0,,3.0,,,,,,1.0,1.0,,3.0,,,,,,2.0,1.0,4.0,,2.0,4.0,1.0,2.0,3.0,1.0,4.0,,2.0,2.0,4.0,,2.0,,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,4.0,1.0,1.0,1.0,4.0,5.0,,,,,,,,0.25,0.5,0.25,0.16666666666666666,0.5,0.16666666666666666,0.25,0.5,0.25,,0.5,0.6666666666666666,0.5,0.6,0.6666666666666666,0.5,1.0,,,,,,0.16666666666666666,1.0,1.0,,0.5,,,,,,,,,,,,,,,0.3333333333333333,,0.4073,0.44610833333333333,0.14285714285714285,0.2,0.75,1.0,16.4,1.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,False
133-1503-468-682-87,1610612745,"David Wesley, Tracy McGrady, Jon Barry, Bob Sura, Dikembe Mutombo","Wesley, McGrady, Barry, Sura, Mutombo",133-1503-468-682-87,HOU,227.0,3,4.0,3.0,10.0,9.0,19.0,3.0,4.0,10.0,3.0,1.0,3.0,5.0,3.0,5.0,0.6666666666666666,1.0,1.0,,120.52863436123349,12.6,11.222222222222221,12.3,11.222222222222221,0.5,0.6666666666666666,0.42343333333333333,25.2,5.0,4.0,2.0,,,,,,,1.0,,1.0,,1.0,,,2.0,2.0,,2.0,2.0,7.0,13.0,,,,,,1.0,2.0,4.0,7.0,,,6.0,,2.0,,2.0,2.0,,,,,6.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,14.0,4.0,3.0,13.0,7.0,5.0,2.0,,,1.0,0.5,0.5,0.5,,,,0.5,,0.75,0.5,,0.5833333333333334,,1.0,,1.0,0.5,,1.0,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,0.16666666666666666,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,0.6666666666666666,,0.3741,0.4,0.6666666666666666,,0.5384615384615384,11.65,0.5,2.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,0.5,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1610612745,2005,2004-05,False
133-1508-1763-2397-468,1610612745,"David Wesley, Maurice Taylor, Ryan Bowen, Yao Ming, Jon Barry","Wesley, Taylor, Bowen, Ming, Barry",133-1508-1763-2397-468,HOU,8.0,1,,-2.0,,1.0,1.0,,,2.0,,,,,,1.0,,,,,180.0,,8.0,,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,False
133-1508-1763-2397-682,1610612745,"David Wesley, Maurice Taylor, Ryan Bowen, Yao Ming, Bob Sura","Wesley, Taylor, Bowen, Ming, Sura",133-1508-1763-2397-682,HOU,122.0,1,2.0,2.0,4.0,3.0,7.0,,,5.0,,,1.0,1.0,1.0,1.0,,,0.5,,82.62295081967214,14.5,21.333333333333332,14.5,21.333333333333332,,,0.3751,,3.0,3.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,,3.0,7.0,,,,1.0,1.0,,,3.0,5.0,2.0,2.0,,,,1.0,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,4.0,2.0,,7.0,5.0,3.0,,0.5,0.5,,,,,1.0,,1.0,1.0,,1.0,0.875,,0.8333333333333334,,0.5,,,,,,,0.5,,,,,0.5,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,0.3669,0.5,0.5,,0.7142857142857143,10.7,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,False
133-1508-1909-2558-468,1610612745,"David Wesley, Maurice Taylor, Scott Padgett, Reece Gaines, Jon Barry","Wesley, Taylor, Padgett, Gaines, Barry",133-1508-1909-2558-468,HOU,37.0,1,1.0,1.0,2.0,2.0,4.0,,1.0,2.0,,,1.0,1.0,,,1.0,,0.5,,155.67567567567568,9.0,9.5,9.0,7.5,,1.0,0.5679,23.0,2.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,3.0,,,,,,1.0,1.0,,3.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,3.0,2.0,,,,,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,,0.5,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,0.5679,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,False
