EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LostBallTurnovers,FTA,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGA,NonHeaveArc3FGA,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Frequency,DeadBallTurnovers,Offensive Fouls,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Fg2aBlocked,FG2APctBlocked,LongMidRangePctBlocked,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyFg3Pct,DefFTReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,TwoPtShootingFoulsDrawn,TwoPtShootingFoulsDrawnPct,3SecondViolations,ShortMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceFtPoints,PtsUnassisted3s,BadPassSteals,PenaltyTurnovers,BlockedAtRim,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,AtRimPctBlocked,OffArc3ReboundPct,Loose Ball Fouls,2pt And 1 Free Throw Trips,PenaltyCorner3FGM,BadPassOutOfBoundsTurnovers,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,Travels,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,HeaveAttempts,OffensiveGoaltends,team_id,year,season,team_vs
1548-1711-1718-1729-56,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Ricky Davis, Gary Payton","Blount, LaFrentz, Pierce, Davis, Payton",1548-1711-1718-1729-56,BOS,161.0,1,3.0,-5.0,4.0,5.0,5.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,10.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,80.4968944099379,20.0,16.2,20.0,14.8,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.44388333333333335,7.25,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-1729-2556-2744,1610612738,"Mark Blount, Paul Pierce, Ricky Davis, Marcus Banks, Al Jefferson","Blount, Pierce, Davis, Banks, Jefferson",1548-1718-1729-2556-2744,BOS,278.0,2,5.0,-2.0,8.0,7.0,1.0,15.0,,,,1.0,2.0,6.0,,1.0,8.0,10.0,2.0,,1.0,,1.0,,,2.0,2.0,,2.0,1.0,3.0,6.0,0.5,1.0,,,,0.3333333333333333,0.2857142857142857,0.3888888888888889,0.14285714285714285,1.0,77.6978417266187,17.0,20.285714285714285,15.375,19.857142857142858,,,,,0.14285714285714285,,,,0.5714285714285714,0.40263571428571426,10.483333333333333,23.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,5.0,4.0,0.3333333333333333,0.2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.2857142857142857,0.5,0.6666666666666666,1.0,0.5,0.75,0.5,1.0,1.0,0.6666666666666666,0.25,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.4065,0.394625,0.125,0.5,0.25,0.625,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-1729-2556-952,1610612738,"Mark Blount, Paul Pierce, Ricky Davis, Marcus Banks, Antoine Walker","Blount, Pierce, Davis, Banks, Walker",1548-1718-1729-2556-952,BOS,171.0,2,3.0,-2.0,4.0,5.0,,9.0,1.0,1.0,,,1.0,3.0,,1.0,2.0,4.0,,,,,,,,,,,,1.0,1.0,2.0,,,,,,0.3333333333333333,0.25,0.25,0.25,,75.78947368421052,18.5,19.4,18.5,19.4,0.25,1.0,1.0,,,,,,0.25,0.4174375,13.6,24.8,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-1729-2744-56,1610612738,"Mark Blount, Paul Pierce, Ricky Davis, Al Jefferson, Gary Payton","Blount, Pierce, Davis, Jefferson, Payton",1548-1718-1729-2744-56,BOS,30.0,2,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,14.0,,14.0,,,,,,,,,,0.4033,18.8,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-1729-2753-952,1610612738,"Mark Blount, Paul Pierce, Ricky Davis, Delonte West, Antoine Walker","Blount, Pierce, Davis, West, Walker",1548-1718-1729-2753-952,BOS,200.0,1,3.0,4.0,5.0,5.0,,10.0,,,,,3.0,3.0,,,6.0,2.0,4.0,,2.0,,2.0,,,4.0,1.0,1.0,2.0,,2.0,6.0,0.6666666666666666,0.6666666666666666,,,,1.0,1.0,1.0,,0.5,72.0,13.0,27.0,13.0,26.0,,,,,,,,,1.0,0.5620999999999999,1.5999999999999999,,,,3.0,3.0,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.6,,,,,,,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,1.0,0.5,0.5,,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-1729-2754-56,1610612738,"Mark Blount, Paul Pierce, Ricky Davis, Tony Allen, Gary Payton","Blount, Pierce, Davis, Allen, Payton",1548-1718-1729-2754-56,BOS,103.0,1,2.0,-3.0,4.0,4.0,4.0,8.0,2.0,2.0,,,2.0,4.0,,,4.0,7.0,,,,,,,,,,,,,,4.0,,,,,,0.5,0.5,0.5,,,111.84466019417476,15.5,10.25,15.5,10.25,0.5,1.0,1.0,,,,,,,0.371225,13.425,,4.0,,,,,,,2.0,,,,,,2.0,4.0,,,4.0,4.0,,,,,1.0,1.0,,1.0,,,,,,,,,4.0,4.0,,0.5,,0.5,,0.5,1.0,,,1.0,,,,,,,,,,,0.5,,,,,,,0.371225,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-1729-56-952,1610612738,"Mark Blount, Paul Pierce, Ricky Davis, Gary Payton, Antoine Walker","Blount, Pierce, Davis, Payton, Walker",1548-1718-1729-56-952,BOS,469.0,2,8.0,4.0,11.0,12.0,4.0,23.0,,1.0,,1.0,4.0,8.0,1.0,2.0,11.0,7.0,4.0,3.0,2.0,1.0,3.0,,,7.0,,,2.0,,1.0,11.0,0.5,0.5,1.0,0.5,0.5,0.5,0.55,0.55,0.2,,70.6183368869936,17.818181818181817,22.75,16.636363636363637,15.666666666666666,0.1,,,,0.1,,,,0.4,0.462385,13.2375,23.75,4.0,1.0,2.0,2.0,,,2.0,5.0,,,,,,1.0,3.0,1.0,,5.0,4.0,,1.0,,1.0,5.0,7.0,1.0,8.0,,,,,,,,,5.0,4.0,,0.3333333333333333,,0.625,,0.625,0.5555555555555556,0.3333333333333333,,0.5454545454545454,0.25,,0.5,,,,0.2,1.0,1.0,0.5,0.5,0.4,0.4,,,,,0.40255,,,,0.45454545454545453,0.36363636363636365,1.0,1.0,1.0,0.5,0.5,0.1,2.0,,,,,,,1.0,0.42857142857142855,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-2556-2744-2753,1610612738,"Mark Blount, Paul Pierce, Marcus Banks, Al Jefferson, Delonte West","Blount, Pierce, Banks, Jefferson, West",1548-1718-2556-2744-2753,BOS,72.0,1,1.0,-4.0,3.0,2.0,,5.0,,,,,,1.0,,,1.0,5.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.25,,,100.0,13.0,16.5,13.0,16.5,,,,,,,,,,0.3653,18.2,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-2556-2744-2754,1610612738,"Mark Blount, Paul Pierce, Marcus Banks, Al Jefferson, Tony Allen","Blount, Pierce, Banks, Jefferson, Allen",1548-1718-2556-2744-2754,BOS,237.0,1,4.0,3.0,6.0,5.0,,11.0,,2.0,,,3.0,5.0,,,7.0,4.0,2.0,,1.0,,1.0,,,2.0,,,1.0,1.0,1.0,7.0,0.3333333333333333,0.3333333333333333,,,,0.6,0.6,0.5833333333333334,,,66.83544303797468,21.0,22.2,21.0,20.2,0.4,,,,,,,,,0.36706,12.84,,,,,,,,3.0,3.0,,1.0,,,,,,,,,4.0,,,,,,3.0,,3.0,,,,,2.0,,,,,,,,,,,,,,,0.75,,,,,,,,,,,0.6,1.0,1.0,,,,,,0.16666666666666666,,,,,,,3.0,1.0,1.0,,1.0,,,,,,,,,,1.0,0.2,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,1.0,0.16666666666666666,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
1548-1718-2754-56-952,1610612738,"Mark Blount, Paul Pierce, Tony Allen, Gary Payton, Antoine Walker","Blount, Pierce, Allen, Payton, Walker",1548-1718-2754-56-952,BOS,38.0,1,1.0,-4.0,1.0,1.0,,2.0,,1.0,,,,1.0,,,,4.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,75.78947368421053,19.0,19.0,19.0,19.0,1.0,,,,,,,,,0.3842,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,False
