EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DeadBallTurnovers,ShortMidRangeFGM,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefThreePtRebounds,SelfOReb,Steals,LostBallSteals,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,HeaveAttempts,Fg2aBlocked,OffThreePtRebounds,LostBallTurnovers,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyArc3Frequency,BadPassSteals,RecoveredBlocks,BlocksRecoveredPct,LongMidRangeAssists,LongMidRangePctAssisted,DefAtRimReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PtsPutbacks,BlockedAtRim,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Loose Ball Fouls,Offensive Fouls,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,FTOffRebounds,OffFTReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,LongMidRangePctBlocked,3SecondViolations,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,Blocked3s,BlockedCorner3,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1444-15-1559-2457-2876,1610612741,"Lawrence Funderburke, Eric Piatkowski, Adrian Griffin, Jannero Pargo, Jared Reiner","Funderburke, Piatkowski, Griffin, Pargo, Reiner",1444-15-1559-2457-2876,CHI,442.0,1,7.0,-8.0,12.0,12.0,8.0,4.0,3.0,24.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,2.0,4.0,13.0,21.0,1.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,9.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,6.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,9.0,9.0,8.0,1.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.4090909090909091,1.0,0.5,0.5,1.0,0.5625,0.18181818181818182,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.42857142857142855,0.6,0.6666666666666666,78.19004524886878,21.416666666666668,15.416666666666666,20.0,14.083333333333334,0.09090909090909091,1.0,1.0,0.09090909090909091,0.6363636363636364,0.2857142857142857,0.2857142857142857,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,0.14285714285714285,1.0,0.2727272727272727,0.43595454545454543,0.6553,0.37871428571428567,0.08333333333333333,0.1,0.3076923076923077,0.6923076923076923,15.133333333333333,23.8,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
1444-15-1559-2457-970,1610612741,"Lawrence Funderburke, Eric Piatkowski, Adrian Griffin, Jannero Pargo, Othella Harrington","Funderburke, Piatkowski, Griffin, Pargo, Harrington",1444-15-1559-2457-970,CHI,15.0,1,,-2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
1444-15-2457-2550-970,1610612741,"Lawrence Funderburke, Eric Piatkowski, Jannero Pargo, Kirk Hinrich, Othella Harrington","Funderburke, Piatkowski, Pargo, Hinrich, Harrington",1444-15-2457-2550-970,CHI,15.0,1,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,96.0,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
1444-15-2550-2732-970,1610612741,"Lawrence Funderburke, Eric Piatkowski, Kirk Hinrich, Ben Gordon, Othella Harrington","Funderburke, Piatkowski, Hinrich, Gordon, Harrington",1444-15-2550-2732-970,CHI,96.0,1,2.0,,2.0,3.0,1.0,,,5.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,3.0,3.0,,,,,,,1.0,1.0,,3.0,,3.0,,1.0,1.0,1.0,3.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,2.0,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,1.0,,1.0,,,1.0,75.0,23.5,16.333333333333332,23.5,16.333333333333332,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.5286,,0.5286,,,,1.0,,23.2,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
1444-1559-2457-2732-2804,1610612741,"Lawrence Funderburke, Adrian Griffin, Jannero Pargo, Ben Gordon, Andres Nocioni","Funderburke, Griffin, Pargo, Gordon, Nocioni",1444-1559-2457-2732-2804,CHI,190.0,1,3.0,9.0,5.0,5.0,,,1.0,10.0,1.0,3.0,,1.0,2.0,,,,,,,,3.0,5.0,,,3.0,9.0,,,1.0,,,,,,,,,4.0,,,,1.0,,2.0,1.0,2.0,,3.0,1.0,4.0,,,,,,,,3.0,2.0,,9.0,,,,,,,0.6,,,0.6,,,0.75,,,,,,0.5,0.5,0.6,0.5,,1.0,75.78947368421053,18.8,19.2,18.2,18.0,0.6,0.3333333333333333,0.3333333333333333,0.4,,,,,,,,,1.0,,,,0.6,0.4558,0.4394,,0.3333333333333333,0.3333333333333333,,,4.9799999999999995,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
1444-1559-2457-2732-2876,1610612741,"Lawrence Funderburke, Adrian Griffin, Jannero Pargo, Ben Gordon, Jared Reiner","Funderburke, Griffin, Pargo, Gordon, Reiner",1444-1559-2457-2732-2876,CHI,247.0,1,4.0,-1.0,8.0,6.0,4.0,3.0,2.0,14.0,,1.0,,,,1.0,3.0,,1.0,,,3.0,1.0,4.0,,4.0,2.0,4.0,5.0,,,,,,2.0,,1.0,2.0,2.0,2.0,,2.0,,,,,,3.0,,4.0,2.0,6.0,1.0,,1.0,1.0,,,1.0,2.0,,1.0,4.0,2.0,4.0,,,,,0.25,,,0.125,,,0.2222222222222222,,0.25,0.5,1.0,,1.0,,0.8,0.3333333333333333,,1.0,81.61943319838058,19.125,15.666666666666666,16.5,15.666666666666666,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,0.125,,,,0.375,,,,,0.625,0.4601357142857143,0.5853,0.35615,,,,0.5,13.925,29.225,0.5,,,,,,1.0,,,,,,,,,,0.5,,1.0,0.5,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
1444-1559-2457-2732-970,1610612741,"Lawrence Funderburke, Adrian Griffin, Jannero Pargo, Ben Gordon, Othella Harrington","Funderburke, Griffin, Pargo, Gordon, Harrington",1444-1559-2457-2732-970,CHI,184.0,1,3.0,-4.0,5.0,6.0,2.0,,1.0,11.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,,1.0,2.0,5.0,,1.0,,4.0,8.0,,1.0,,,1.0,1.0,,1.0,,2.0,4.0,,1.0,,,,,1.0,2.0,,2.0,1.0,3.0,,,,,,1.0,1.0,,,,4.0,2.0,2.0,,,,,0.4,,1.0,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.16666666666666666,,,1.0,0.3333333333333333,1.0,0.25,1.0,1.0,86.08695652173913,18.4,15.333333333333334,18.2,15.333333333333334,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,0.5,0.5,,,,,0.16666666666666666,1.0,,,,0.5,0.4603083333333333,0.5286,0.408225,,,,0.5,9.4,26.7,0.4,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
1444-213-2457-2768-2804,1610612741,"Lawrence Funderburke, Antonio Davis, Jannero Pargo, Chris Duhon, Andres Nocioni","Funderburke, Davis, Pargo, Duhon, Nocioni",1444-213-2457-2768-2804,CHI,65.0,1,1.0,3.0,2.0,2.0,2.0,,,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,5.0,2.0,,,,,1.0,1.0,1.0,1.0,,5.0,,3.0,,1.0,2.0,1.0,5.0,,,,1.0,,1.0,,,,,,,,,,,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.25,,1.25,1.25,,1.25,0.5,,,,,1.0,,,,88.61538461538463,9.5,23.0,9.5,23.0,,,,,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,,,0.5,1.0,0.5,0.414225,,0.414225,,,,1.0,18.6,24.1,1.0,,,2.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
1444-2550-2732-2768-2876,1610612741,"Lawrence Funderburke, Kirk Hinrich, Ben Gordon, Chris Duhon, Jared Reiner","Funderburke, Hinrich, Gordon, Duhon, Reiner",1444-2550-2732-2768-2876,CHI,40.0,1,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,72.0,19.0,21.0,19.0,8.0,,,,1.0,,,,,,,,,,,,,,0.3738,,0.3738,,,,1.0,8.7,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
15-1559-213-2199-2421,1610612741,"Eric Piatkowski, Adrian Griffin, Antonio Davis, Tyson Chandler, Frank Williams","Piatkowski, Griffin, Davis, Chandler, Williams",15-1559-213-2199-2421,CHI,190.0,1,3.0,,6.0,6.0,,2.0,1.0,12.0,,2.0,,2.0,,1.0,3.0,,1.0,,,,1.0,5.0,,1.0,2.0,4.0,4.0,,2.0,,,,,,,,,2.0,,,,,,,2.0,2.0,,2.0,2.0,4.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,,4.0,,,,,,,0.2,,,0.16666666666666666,,,0.2857142857142857,,,0.16666666666666666,1.0,,1.0,0.5,1.0,0.4,0.5,,90.94736842105263,15.5,16.166666666666668,15.0,16.166666666666668,0.3333333333333333,,,,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,,1.0,,,,0.5,0.4788666666666667,0.5674,,0.14285714285714285,0.16666666666666666,,,10.78,22.8,,,,,,,,1.0,,,,,,,,,,0.5,1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2005,2004-05,True
