EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LostBallSteals,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Fg2aBlocked,DefThreePtRebounds,PenaltyTurnovers,Offensive Fouls,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFtPoints,Corner3Assists,OffThreePtRebounds,FTOffRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonShootingFoulsDrawn,BlockedAtRim,3SecondViolations,ShortMidRangePctBlocked,OffArc3ReboundPct,Technical Free Throw Trips,SelfOReb,OffAtRimReboundPct,SelfORebPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,DefensiveGoaltends,SecondChanceArc3FGA,SecondChanceFG3A,BlockedLongMidRange,SecondChanceArc3Frequency,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Blocked3s,BlockedCorner3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,OffensiveGoaltends,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,team_id,year,season,team_vs
1065-1496-1985-2229-2590,1610612749,"Erick Strickland, Keith Van Horn, Zendon Hamilton, Mike James, Mo Williams","Strickland, Van Horn, Hamilton, James, Williams",1065-1496-1985-2229-2590,MIL,103.0,1,2.0,-2.0,4.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,111.84466019417476,10.25,15.5,10.0,11.75,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.53875,0.6772,0.3333333333333333,0.3333333333333333,0.5,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-1985-2229-389,1610612749,"Erick Strickland, Keith Van Horn, Zendon Hamilton, Mike James, Toni Kukoc","Strickland, Van Horn, Hamilton, James, Kukoc",1065-1496-1985-2229-389,MIL,454.0,1,8.0,-1.0,13.0,12.0,,2.0,25.0,5.0,5.0,2.0,2.0,3.0,7.0,11.0,,17.0,18.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,13.0,,0.6363636363636364,1.0,0.7083333333333334,1.0,0.6538461538461539,1.0,0.5,0.5,0.5,,79.29515418502203,18.692307692307693,17.583333333333332,18.384615384615383,17.583333333333332,0.4166666666666667,1.0,1.0,0.25,1.0,1.0,0.5,0.41025,0.4937,0.07692307692307693,0.08333333333333333,0.23529411764705882,8.790909090909091,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,2.0,1.0,2.0,0.5714285714285714,0.6666666666666666,1.0,1.0,1.0,0.08333333333333333,1.0,0.5,0.5,1.0,1.0,0.4,0.3333333333333333,0.3333333333333333,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,1.0,1.0,1.0,1.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-2033-2046-2229,1610612749,"Erick Strickland, Keith Van Horn, Marcus Fizer, Desmond Mason, Mike James","Strickland, Van Horn, Fizer, Mason, James",1065-1496-2033-2046-2229,MIL,383.0,2,6.0,1.0,11.0,10.0,3.0,,21.0,2.0,4.0,,,1.0,5.0,8.0,,13.0,12.0,,,,2.0,,,,5.0,,,,2.0,,,2.0,3.0,,,,13.0,,0.625,,0.7222222222222222,,0.7222222222222222,,,,,,78.9556135770235,16.0,20.7,16.0,20.7,0.4444444444444444,0.5,0.6666666666666666,0.1111111111111111,,,0.5555555555555556,0.48747777777777773,,,,,8.275,1.0,2.0,3.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,,2.0,11.0,2.0,1.0,5.0,,1.0,0.8,0.8,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,26.6,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,7.0,4.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.125,0.25,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5045333333333334,0.5384615384615384,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-2033-2072-2229,1610612749,"Erick Strickland, Keith Van Horn, Marcus Fizer, Michael Redd, Mike James","Strickland, Van Horn, Fizer, Redd, James",1065-1496-2033-2072-2229,MIL,749.0,4,12.0,-2.0,25.0,26.0,16.0,2.0,51.0,5.0,6.0,,,5.0,8.0,17.0,5.0,27.0,29.0,,,2.0,6.0,,,2.0,12.0,,,1.0,3.0,,1.0,4.0,4.0,1.0,6.0,4.0,25.0,1.0,0.47058823529411764,,0.5238095238095238,,0.5869565217391305,1.0,0.25,,0.09090909090909091,,98.05073431241657,12.96,16.346153846153847,12.96,15.576923076923077,0.2857142857142857,0.8333333333333334,0.8333333333333334,0.23809523809523808,,,0.47619047619047616,0.5083309523809524,,0.17391304347826086,0.21052631578947367,0.07407407407407407,8.81764705882353,2.0,1.0,6.0,,,2.0,4.0,10.0,6.0,,,5.0,2.0,7.0,,5.0,,,16.0,8.0,,10.0,,2.0,0.625,0.625,1.0,0.5,0.5,0.19047619047619047,,0.6666666666666666,0.625,,0.6666666666666666,1.0,0.4,0.4,,0.2857142857142857,0.16666666666666666,0.16666666666666666,,,,,,,22.825,15.0,1.0,1.0,,,4.0,10.0,1.0,2.0,14.0,,2.0,4.0,,,14.0,15.0,0.5,0.4,0.4583333333333333,0.5384615384615384,,,0.5,0.5,1.0,0.3333333333333333,0.08333333333333333,1.0,,,0.46002916666666666,0.5185185185185185,0.6,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8,1.0,0.19047619047619047,0.5,0.5,1.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-2033-2229-2590,1610612749,"Erick Strickland, Keith Van Horn, Marcus Fizer, Mike James, Mo Williams","Strickland, Van Horn, Fizer, James, Williams",1065-1496-2033-2229-2590,MIL,154.0,1,3.0,-5.0,5.0,6.0,6.0,,11.0,1.0,1.0,,,2.0,1.0,5.0,,2.0,7.0,,,,,,,,2.0,,,,,,,,3.0,,,,2.0,1.0,0.2,,0.2,,0.2,,,,,,102.85714285714285,12.8,15.0,12.8,14.666666666666666,0.2,1.0,1.0,0.4,,,0.2,0.44279999999999997,,,,,10.040000000000001,,,2.0,,,,,2.0,,,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,1.0,0.5,0.3333333333333333,,,1.0,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-2046-2072-2091,1610612749,"Erick Strickland, Keith Van Horn, Desmond Mason, Michael Redd, Daniel Santiago","Strickland, Van Horn, Mason, Redd, Santiago",1065-1496-2046-2072-2091,MIL,416.0,2,7.0,6.0,14.0,13.0,,,27.0,,,,,1.0,6.0,8.0,5.0,20.0,14.0,,,,2.0,,,,5.0,1.0,1.0,1.0,1.0,,,2.0,3.0,,6.0,2.0,20.0,,0.75,,0.8333333333333334,,0.8333333333333334,,0.5,,,,93.46153846153845,14.642857142857142,16.23076923076923,14.642857142857142,16.153846153846153,,,,0.1111111111111111,,,0.1111111111111111,0.40457777777777776,,0.18181818181818182,0.2,,17.1625,,6.0,7.0,1.0,1.0,1.0,1.0,10.0,3.0,1.0,1.0,5.0,1.0,6.0,1.0,,,5.0,13.0,3.0,1.0,5.0,,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.1111111111111111,1.0,0.6,0.6666666666666666,,1.0,,,,,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.1111111111111111,1.0,1.0,1.0,1.0,24.4,2.0,,,,,1.0,2.0,,,2.0,,1.0,,1.0,,2.0,2.0,,0.5,0.5,0.5,,,1.0,0.5,,1.0,,,,,0.3405,0.1,0.14285714285714285,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-2046-2072-2429,1610612749,"Erick Strickland, Keith Van Horn, Desmond Mason, Michael Redd, Dan Gadzuric","Strickland, Van Horn, Mason, Redd, Gadzuric",1065-1496-2046-2072-2429,MIL,526.0,2,9.0,2.0,16.0,15.0,,1.0,31.0,3.0,4.0,,,2.0,5.0,11.0,1.0,14.0,12.0,,1.0,,2.0,,,1.0,8.0,1.0,,1.0,2.0,,,3.0,5.0,,2.0,1.0,14.0,,0.45454545454545453,,0.5,,0.5,,0.3333333333333333,,0.14285714285714285,,84.86692015209125,15.3125,18.733333333333334,15.0,17.533333333333335,0.3076923076923077,0.75,1.0,0.15384615384615385,,,0.46153846153846156,0.4678076923076923,,0.07142857142857142,0.08333333333333333,,10.018181818181818,1.0,1.0,5.0,1.0,2.0,1.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,6.0,,7.0,1.0,3.0,0.8,0.8,1.0,0.5,0.5,0.15384615384615385,,0.6666666666666666,0.7,,1.0,0.6666666666666666,0.5,1.0,1.0,0.38461538461538464,0.2,0.2,1.0,0.15384615384615385,0.5,0.5,1.0,0.5,26.0,2.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,0.5,0.18181818181818182,0.25,1.0,0.3333333333333333,,1.0,,,,,,0.07142857142857142,0.125,,,,,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,0.75,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-2046-2072-2585,1610612749,"Erick Strickland, Keith Van Horn, Desmond Mason, Michael Redd, Zaza Pachulia","Strickland, Van Horn, Mason, Redd, Pachulia",1065-1496-2046-2072-2585,MIL,33.0,1,1.0,1.0,1.0,1.0,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,87.27272727272727,12.0,21.0,12.0,21.0,,,,,,,,0.385,,,,,16.3,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.385,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-2046-2072-2590,1610612749,"Erick Strickland, Keith Van Horn, Desmond Mason, Michael Redd, Mo Williams","Strickland, Van Horn, Mason, Redd, Williams",1065-1496-2046-2072-2590,MIL,7.0,3,,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,1.0,1.0,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,,,,411.42857142857144,5.0,2.0,5.0,2.0,1.0,1.0,1.0,,,,1.0,0.3977,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,0.3977,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
1065-1496-2046-2072-389,1610612749,"Erick Strickland, Keith Van Horn, Desmond Mason, Michael Redd, Toni Kukoc","Strickland, Van Horn, Mason, Redd, Kukoc",1065-1496-2046-2072-389,MIL,342.0,2,6.0,5.0,10.0,10.0,,2.0,20.0,3.0,5.0,2.0,2.0,1.0,3.0,7.0,2.0,11.0,6.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,9.0,,,1.0,1.0,1.0,,2.0,1.0,,2.0,1.0,7.0,,0.42857142857142855,1.0,0.5,1.0,0.55,1.0,0.5,0.5,0.4,,84.21052631578947,17.4,16.8,17.1,16.8,0.5555555555555556,0.6,0.6,0.1111111111111111,1.0,1.0,0.7777777777777778,0.5211888888888888,0.5426,0.1,0.125,0.36363636363636365,3.5142857142857147,,,1.0,,1.0,1.0,2.0,2.0,3.0,1.0,,1.0,1.0,2.0,,1.0,,,5.0,6.0,,7.0,,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.2222222222222222,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,0.1111111111111111,,,,0.1111111111111111,,,,,23.5,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,1.0,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2005,2004-05,True
