EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFtPoints,PenaltyFtPoints,FTDefRebounds,LostBallSteals,StepOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,BadPassOutOfBoundsTurnovers,PenaltyArc3Accuracy,3SecondViolations,Fg3aBlocked,FTOffRebounds,SecondChanceTurnovers,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,HeaveAttempts,HeaveMakes,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,Blocked3s,BlockedArc3,team_id,year,season,team_vs
1548-1711-1718-1729-2412,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Ricky Davis, Jiri Welsch","Blount, LaFrentz, Pierce, Davis, Welsch",1548-1711-1718-1729-2412,BOS,1053.0,3,18.0,-3.0,34.0,37.0,10.0,25.0,5.0,71.0,5.0,11.0,1.0,2.0,3.0,6.0,2.0,6.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,9.0,1.0,2.0,9.0,23.0,4.0,12.0,4.0,34.0,37.0,1.0,5.0,1.0,2.0,5.0,4.0,11.0,1.0,4.0,11.0,8.0,10.0,9.0,3.0,2.0,9.0,3.0,1.0,4.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,17.0,5.0,2.0,3.0,5.0,8.0,7.0,15.0,1.0,8.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,11.0,3.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,29.0,11.0,10.0,4.0,0.4444444444444444,0.5,0.75,0.3333333333333333,0.5,0.25,0.3333333333333333,0.391304347826087,0.2,0.36363636363636365,0.42857142857142855,0.35714285714285715,0.36666666666666664,0.4473684210526316,0.35714285714285715,0.36666666666666664,0.34285714285714286,0.043478260869565216,0.09090909090909091,0.6,0.4166666666666667,0.14285714285714285,0.75,0.625,0.5,0.3181818181818182,0.16666666666666666,0.25,0.6666666666666666,0.5,0.2857142857142857,0.75,0.6666666666666666,1.0,0.047619047619047616,97.09401709401709,15.088235294117647,14.594594594594595,14.323529411764707,12.405405405405405,0.3142857142857143,0.45454545454545453,0.5,0.4,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.5,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.5,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,0.2571428571428571,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.5,0.14285714285714285,1.0,1.0,0.14285714285714285,0.4,0.5,0.13333333333333333,0.5,0.13333333333333333,0.6571428571428571,0.3333333333333333,0.5320728571428571,0.7039,0.5519133333333334,0.07894736842105263,0.11538461538461539,0.14705882352941177,0.3235294117647059,6.982608695652174,25.083333333333332,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-1729-2556,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Ricky Davis, Marcus Banks","Blount, LaFrentz, Pierce, Davis, Banks",1548-1711-1718-1729-2556,BOS,1944.0,21,32.0,2.0,60.0,62.0,17.0,24.0,8.0,122.0,10.0,18.0,3.0,6.0,3.0,6.0,2.0,9.0,9.0,18.0,1.0,4.0,,1.0,1.0,3.0,1.0,9.0,2.0,2.0,21.0,45.0,2.0,13.0,14.0,62.0,60.0,3.0,6.0,1.0,3.0,11.0,5.0,13.0,1.0,5.0,16.0,20.0,22.0,6.0,,6.0,9.0,1.0,6.0,10.0,2.0,12.0,1.0,1.0,3.0,1.0,6.0,26.0,2.0,9.0,5.0,18.0,26.0,11.0,37.0,2.0,6.0,3.0,3.0,2.0,3.0,,1.0,,6.0,9.0,16.0,1.0,17.0,,7.0,7.0,6.0,7.0,1.0,51.0,16.0,17.0,3.0,0.47619047619047616,0.5555555555555556,1.0,0.15384615384615385,0.3333333333333333,0.2,0.15384615384615385,0.4666666666666667,0.5,0.38461538461538464,0.41379310344827586,0.5,0.3611111111111111,0.4696969696969697,0.55,0.4,0.22413793103448276,0.13333333333333333,0.2222222222222222,0.5,0.5806451612903226,0.375,0.5555555555555556,0.18181818181818182,0.575,0.3142857142857143,0.5,0.42857142857142855,0.25,,0.5714285714285714,0.7,0.5714285714285714,0.5,0.06896551724137931,90.37037037037038,16.65,15.241935483870968,15.983333333333333,13.225806451612904,0.3103448275862069,0.5555555555555556,0.7142857142857143,0.3,0.15517241379310345,0.2222222222222222,0.25,0.5,0.3103448275862069,0.5,0.5294117647058824,0.6666666666666666,0.06896551724137931,0.25,0.25,1.0,0.15517241379310345,0.1111111111111111,0.1111111111111111,1.0,0.6666666666666666,0.5,0.1111111111111111,,,0.2222222222222222,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.5344827586206896,0.1111111111111111,0.505298275862069,0.6106999999999999,0.540425,0.109375,0.13725490196078433,0.1774193548387097,0.25806451612903225,9.375555555555556,25.092307692307692,0.2833333333333333,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.1111111111111111,0.05555555555555555,1.0,0.2222222222222222,0.42857142857142855,0.2857142857142857,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-1729-2753,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Ricky Davis, Delonte West","Blount, LaFrentz, Pierce, Davis, West",1548-1711-1718-1729-2753,BOS,672.0,8,11.0,-11.0,18.0,18.0,3.0,3.0,5.0,36.0,2.0,7.0,,1.0,1.0,3.0,,,1.0,9.0,,2.0,,1.0,,,1.0,1.0,,1.0,3.0,16.0,1.0,3.0,3.0,12.0,23.0,,2.0,,1.0,3.0,1.0,3.0,1.0,1.0,5.0,4.0,2.0,3.0,,,1.0,1.0,5.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,1.0,5.0,3.0,2.0,5.0,6.0,11.0,,1.0,1.0,,,4.0,,,,4.0,2.0,5.0,,4.0,,2.0,,,,,9.0,5.0,3.0,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.1875,,0.3333333333333333,0.23684210526315788,,0.625,0.2857142857142857,0.3,0.625,0.15789473684210525,0.3125,0.5714285714285714,,0.6666666666666666,0.4166666666666667,0.5,0.5,0.5555555555555556,0.42857142857142855,0.4,,,0.5,1.0,1.0,0.5,0.5,,77.14285714285715,20.72222222222222,16.61111111111111,19.055555555555557,14.222222222222221,0.3684210526315789,0.2857142857142857,0.6666666666666666,1.0,,,,,0.47368421052631576,0.1111111111111111,0.125,,0.10526315789473684,,,,0.05263157894736842,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,,0.75,0.3333333333333333,,,0.25,0.5263157894736842,1.0,0.4857947368421053,0.5356,0.5777125,0.09523809523809523,0.1111111111111111,0.25,0.4166666666666667,10.3125,23.933333333333334,0.16666666666666666,,3.0,,,,,,1.0,,,,,,,0.1111111111111111,,0.42857142857142855,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-1729-2754,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Ricky Davis, Tony Allen","Blount, LaFrentz, Pierce, Davis, Allen",1548-1711-1718-1729-2754,BOS,20.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,20.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-1729-56,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Ricky Davis, Gary Payton","Blount, LaFrentz, Pierce, Davis, Payton",1548-1711-1718-1729-56,BOS,28380.0,56,473.0,3.0,930.0,934.0,371.0,364.0,126.0,1864.0,178.0,315.0,34.0,58.0,72.0,113.0,40.0,124.0,81.0,218.0,18.0,43.0,2.0,4.0,10.0,16.0,48.0,116.0,7.0,50.0,299.0,657.0,66.0,159.0,215.0,1011.0,1008.0,43.0,94.0,4.0,11.0,144.0,114.0,233.0,29.0,66.0,438.0,386.0,212.0,165.0,33.0,56.0,116.0,48.0,45.0,193.0,55.0,248.0,39.0,16.0,112.0,19.0,62.0,551.0,19.0,131.0,80.0,220.0,337.0,154.0,491.0,24.0,94.0,64.0,72.0,44.0,73.0,12.0,28.0,12.0,145.0,112.0,229.0,7.0,277.0,13.0,109.0,46.0,34.0,46.0,2.0,867.0,438.0,371.0,46.0,0.6454849498327759,0.7121771217712177,0.8333333333333334,0.41509433962264153,0.36363636363636365,0.4393939393939394,0.41509433962264153,0.4550989345509893,0.4574468085106383,0.4892703862660944,0.4877450980392157,0.4666666666666667,0.5267558528428093,0.5341515474919958,0.5454545454545454,0.5867208672086721,0.1948529411764706,0.0684931506849315,0.11746031746031746,0.496551724137931,0.7508532423208191,0.3659217877094972,0.8333333333333334,0.21348314606741572,0.7712082262210797,0.33557046979865773,0.4744525547445255,0.3333333333333333,0.203125,0.24,0.6395348837209303,0.7984496124031008,0.85,0.8055555555555556,0.059850374064837904,94.57928118393235,15.754838709677419,14.698072805139187,14.90752688172043,14.234475374732334,0.3860294117647059,0.5650793650793651,0.6402877697841727,0.6292134831460674,0.15196078431372548,0.3225806451612903,0.3448275862068966,0.475,0.26715686274509803,0.37155963302752293,0.37155963302752293,0.7654320987654321,0.05269607843137255,0.4186046511627907,0.4186046511627907,0.8888888888888888,0.14215686274509803,0.41379310344827586,0.41739130434782606,0.8125,0.5523809523809524,0.5862068965517241,0.0380952380952381,0.5,1.0,0.06666666666666667,0.3779264214046823,0.6371681415929203,0.05351170568561873,0.625,0.16722408026755853,0.5808823529411765,0.41379310344827586,0.5076237100737101,0.5148510416666666,0.5127946308724832,0.12070874861572536,0.14650537634408603,0.142433234421365,0.4332344213649852,8.250684931506848,24.854716981132075,0.3989247311827957,2.0,46.0,123.0,37.0,30.0,5.0,50.0,16.0,22.0,34.0,9.0,28.0,6.0,0.06451612903225806,,0.8809523809523809,0.2773722627737226,0.7948717948717948,0.6086956521739131,0.2857142857142857,1.0,19.0,15.0,0.38,3.0,1.0,4.0,20.0,3.0,0.006289308176100629,0.008620689655172414,0.12121212121212122,0.14705882352941177,,,,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-2412-2556,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Jiri Welsch, Marcus Banks","Blount, LaFrentz, Pierce, Welsch, Banks",1548-1711-1718-2412-2556,BOS,1203.0,4,20.0,-11.0,40.0,40.0,4.0,9.0,4.0,80.0,7.0,11.0,1.0,2.0,,1.0,2.0,6.0,1.0,14.0,1.0,3.0,,1.0,,,2.0,5.0,1.0,,10.0,31.0,3.0,8.0,8.0,37.0,48.0,1.0,3.0,,2.0,5.0,,2.0,,,2.0,10.0,10.0,6.0,3.0,,5.0,2.0,,5.0,2.0,7.0,1.0,1.0,5.0,,,16.0,2.0,4.0,2.0,7.0,9.0,7.0,16.0,,7.0,4.0,3.0,2.0,1.0,,1.0,,4.0,4.0,9.0,,12.0,,6.0,,,,,32.0,2.0,4.0,,0.5,0.5,0.6666666666666666,0.375,,,0.375,0.3225806451612903,0.3333333333333333,,0.3717948717948718,0.2,,0.43023255813953487,0.35714285714285715,0.3333333333333333,0.20512820512820512,,,0.75,0.6363636363636364,0.19047619047619047,1.0,0.4,0.6923076923076923,0.23076923076923078,,0.25,,1.0,1.0,0.42857142857142855,1.0,,,95.76059850374064,16.45,13.625,15.4,13.175,0.28205128205128205,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.15384615384615385,0.3333333333333333,0.3333333333333333,,0.358974358974359,0.07142857142857142,0.07142857142857142,,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.1282051282051282,0.4,0.4,0.5,0.4,0.5,0.2,,,0.2,0.5,,,,,0.48717948717948717,0.4,0.5140730769230769,0.530925,0.46555,0.16279069767441862,0.17647058823529413,0.13513513513513514,0.05405405405405406,10.129032258064516,24.6875,0.1,,3.0,2.0,,3.0,,1.0,,3.0,,,,,,,,0.23076923076923078,1.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,0.1111111111111111,,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-2412-56,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Jiri Welsch, Gary Payton","Blount, LaFrentz, Pierce, Welsch, Payton",1548-1711-1718-2412-56,BOS,25396.0,36,423.0,-3.0,823.0,823.0,73.0,60.0,100.0,1646.0,164.0,275.0,18.0,53.0,13.0,23.0,42.0,120.0,99.0,236.0,16.0,37.0,,,1.0,3.0,34.0,91.0,7.0,9.0,305.0,631.0,50.0,128.0,124.0,884.0,887.0,33.0,88.0,2.0,7.0,93.0,22.0,46.0,5.0,12.0,88.0,390.0,220.0,132.0,18.0,30.0,91.0,34.0,41.0,195.0,44.0,239.0,28.0,16.0,107.0,15.0,73.0,522.0,23.0,98.0,64.0,207.0,283.0,123.0,406.0,13.0,73.0,48.0,67.0,40.0,65.0,7.0,27.0,6.0,132.0,84.0,180.0,8.0,154.0,9.0,72.0,39.0,34.0,39.0,3.0,791.0,88.0,73.0,4.0,0.639344262295082,0.6724137931034483,0.88,0.390625,0.2857142857142857,0.4166666666666667,0.390625,0.48335974643423135,0.375,0.4782608695652174,0.5006587615283268,0.37894736842105264,0.5086206896551724,0.5328467153284672,0.43457943925233644,0.5723684210526315,0.1686429512516469,0.06497622820919176,0.12363636363636364,0.5075757575757576,0.6923076923076923,0.30153846153846153,0.7441860465116279,0.2948717948717949,0.7038961038961039,0.3002481389578164,0.35135135135135137,0.2597402597402597,0.3333333333333333,0.19047619047619047,0.5789473684210527,0.7761194029850746,0.7575757575757576,0.7,0.03591160220994475,93.33123326508112,16.320777642770352,14.537059538274605,15.45321992709599,13.805589307411907,0.36231884057971014,0.5963636363636363,0.6804979253112033,0.6524390243902439,0.15810276679841898,0.35,0.37168141592920356,0.35714285714285715,0.310935441370224,0.4194915254237288,0.4194915254237288,0.7373737373737373,0.048748353096179184,0.43243243243243246,0.43243243243243246,1.0,0.11989459815546773,0.37362637362637363,0.37362637362637363,0.8235294117647058,0.5578947368421052,0.33962264150943394,,,,0.07368421052631578,0.39655172413793105,0.5652173913043478,0.05172413793103448,0.3333333333333333,0.15517241379310345,0.530961791831357,0.37362637362637363,0.4962075757575758,0.49519451219512195,0.5083379310344828,0.08866995073891626,0.10526315789473684,0.10520361990950226,0.09954751131221719,8.848969889064977,24.709375,0.08869987849331713,2.0,21.0,29.0,12.0,25.0,2.0,12.0,20.0,19.0,10.0,4.0,24.0,3.0,0.058333333333333334,,1.0,0.2846715328467153,0.6857142857142857,0.6153846153846154,0.2857142857142857,1.0,4.0,22.0,0.4444444444444444,2.0,,2.0,12.0,1.0,,,0.2857142857142857,0.1111111111111111,,,1.0,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-2556-2754,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Marcus Banks, Tony Allen","Blount, LaFrentz, Pierce, Banks, Allen",1548-1711-1718-2556-2754,BOS,181.0,1,3.0,-3.0,5.0,5.0,2.0,5.0,2.0,10.0,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,3.0,1.0,1.0,1.0,3.0,,3.0,,2.0,5.0,,,,1.0,,,1.0,,1.0,,2.0,,,,,3.0,,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,2.0,,2.0,,1.0,1.0,,,,,,0.3333333333333333,,,0.16666666666666666,,,0.16666666666666666,,,0.5,0.3333333333333333,0.5,0.5,0.5,1.0,,0.3333333333333333,0.5,0.5,1.0,,0.3333333333333333,,,1.0,,,,79.55801104972376,20.0,16.2,15.6,16.0,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,,,,,,,,,,,,0.5,,,,,,,,,1.0,0.5,,,,0.5,0.8333333333333334,,0.568125,0.56925,0.591575,,,,,2.9333333333333336,25.733333333333334,0.4,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-2753-56,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Delonte West, Gary Payton","Blount, LaFrentz, Pierce, West, Payton",1548-1711-1718-2753-56,BOS,801.0,1,13.0,-6.0,28.0,29.0,9.0,11.0,5.0,57.0,5.0,8.0,3.0,3.0,1.0,3.0,2.0,6.0,1.0,6.0,,,,,,,4.0,10.0,,1.0,8.0,20.0,4.0,10.0,2.0,30.0,36.0,3.0,5.0,,,6.0,2.0,8.0,,1.0,6.0,6.0,10.0,12.0,,2.0,10.0,4.0,1.0,3.0,4.0,7.0,4.0,,3.0,,,18.0,2.0,3.0,2.0,7.0,10.0,5.0,15.0,,1.0,,1.0,1.0,,,,,1.0,2.0,4.0,1.0,4.0,,1.0,1.0,1.0,1.0,,24.0,6.0,9.0,1.0,0.375,0.42857142857142855,1.0,0.4,,,0.4,0.4,0.6,0.25,0.4666666666666667,0.6,0.2222222222222222,0.46875,0.6,0.2727272727272727,0.3333333333333333,0.05,,1.0,1.0,0.2727272727272727,0.5,0.3333333333333333,0.8181818181818182,0.29411764705882354,0.3333333333333333,0.25,0.3333333333333333,,1.0,1.0,0.6666666666666666,,,102.47191011235955,13.928571428571429,14.172413793103448,13.428571428571429,13.655172413793103,0.26666666666666666,0.625,0.625,0.6,0.2,0.3333333333333333,0.4,,0.2,0.16666666666666666,0.16666666666666666,,,,,,0.3333333333333333,0.4,0.4,1.0,0.6,1.0,,,,,0.3333333333333333,0.3333333333333333,,,0.1111111111111111,0.6,0.4,0.5296533333333333,0.5587,0.49982777777777776,0.03225806451612903,0.047619047619047616,0.2,0.2,8.2,25.639999999999997,0.32142857142857145,,,2.0,1.0,1.0,,,,,1.0,,1.0,,0.16666666666666666,,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,1610612738,2005,2004-05,True
1548-1711-1718-2754-56,1610612738,"Mark Blount, Raef LaFrentz, Paul Pierce, Tony Allen, Gary Payton","Blount, LaFrentz, Pierce, Allen, Payton",1548-1711-1718-2754-56,BOS,12510.0,19,208.0,-49.0,418.0,421.0,29.0,52.0,37.0,839.0,60.0,116.0,9.0,14.0,5.0,7.0,30.0,59.0,49.0,116.0,6.0,23.0,1.0,3.0,,2.0,16.0,34.0,5.0,1.0,139.0,291.0,22.0,57.0,69.0,413.0,462.0,10.0,23.0,2.0,8.0,36.0,10.0,20.0,1.0,3.0,31.0,196.0,82.0,63.0,3.0,6.0,34.0,16.0,18.0,98.0,21.0,119.0,15.0,6.0,41.0,21.0,36.0,259.0,9.0,33.0,27.0,105.0,137.0,44.0,181.0,5.0,43.0,23.0,47.0,26.0,31.0,6.0,21.0,2.0,78.0,47.0,84.0,2.0,94.0,4.0,48.0,27.0,19.0,27.0,2.0,377.0,31.0,29.0,4.0,0.7050359712230215,0.7205882352941176,0.9545454545454546,0.38596491228070173,0.25,0.3333333333333333,0.38596491228070173,0.47766323024054985,0.43478260869565216,0.5,0.4942528735632184,0.41935483870967744,0.5,0.5310077519379846,0.4864864864864865,0.5166666666666667,0.16379310344827586,0.061855670103092786,0.13793103448275862,0.6025641025641025,0.6730769230769231,0.2185430463576159,0.7941176470588235,0.2571428571428571,0.6947368421052632,0.22580645161290322,0.3392857142857143,0.10344827586206896,0.2222222222222222,0.29411764705882354,0.609375,0.7192982456140351,0.8214285714285714,0.6666666666666666,0.02976190476190476,96.57553956834532,16.0311004784689,13.79809976247031,15.452153110047847,13.114014251781473,0.3333333333333333,0.5172413793103449,0.6,0.6833333333333333,0.16954022988505746,0.5084745762711864,0.5263157894736842,0.7,0.3333333333333333,0.4224137931034483,0.4224137931034483,0.7346938775510204,0.06609195402298851,0.2608695652173913,0.2608695652173913,1.0,0.09770114942528736,0.47058823529411764,0.47058823529411764,0.9375,0.45161290322580644,0.6428571428571429,0.0967741935483871,0.3333333333333333,1.0,0.16129032258064516,0.30434782608695654,0.7142857142857143,0.08695652173913043,,0.043478260869565216,0.49712643678160917,0.47058823529411764,0.49744181034482754,0.537654,0.4811956521739131,0.125,0.14678899082568808,0.08716707021791767,0.07506053268765134,9.599312714776632,24.464912280701753,0.06937799043062201,1.0,10.0,8.0,5.0,20.0,2.0,2.0,5.0,12.0,3.0,7.0,12.0,2.0,0.03389830508474576,,0.8333333333333334,0.16666666666666666,0.7142857142857143,0.4444444444444444,0.2,,1.0,10.0,1.0,2.0,,2.0,5.0,1.0,,,0.2,0.4444444444444444,,,,,,,,,,,1610612738,2005,2004-05,True
