EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffTwoPtRebounds,OffRebounds,Rebounds,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG2M,FG3M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg2ptShotDistance,FTOffRebounds,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,OffFTReboundPct,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsPutbacks,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Steals,BadPassSteals,LostBallSteals,SecondChanceAtRimPctAssisted,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,PtsUnassisted3s,ShortMidRangeAssists,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,BadPassOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyFG3M,LostBallTurnovers,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGA,Fg2aBlocked,PenaltyTurnovers,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,Corner3Frequency,FTDefRebounds,LostBallOutOfBoundsTurnovers,DefFTReboundPct,SelfOReb,SelfORebPct,ShortMidRangePctBlocked,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,OffCorner3ReboundPct,PenaltyCorner3Frequency,Corner3FGM,Corner3Assists,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
1517-1710-1730-722-978,1610612758,"Bobby Jackson, Mike Bibby, Brian Skinner, Corliss Williamson, Peja Stojakovic","Jackson, Bibby, Skinner, Williamson, Stojakovic",1517-1710-1730-722-978,SAC,63.0,1,1.0,-4.0,2.0,3.0,2.0,3.0,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,1.0,114.28571428571428,18.5,8.666666666666666,14.0,8.666666666666666,0.5,0.5,1.0,0.5,0.5,1.0,0.5629,0.5517,0.5629,0.3333333333333333,0.5,1.0,24.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1749-1802-722,1610612758,"Bobby Jackson, Mike Bibby, Cuttino Mobley, Brad Miller, Corliss Williamson","Jackson, Bibby, Mobley, Miller, Williamson",1517-1710-1749-1802-722,SAC,318.0,2,5.0,3.0,9.0,7.0,,,1.0,16,1.0,,4.0,1.0,,5.0,4.0,2.0,13.0,10.0,1.0,,,,,4.0,,2.0,4.0,4.0,1.0,2.0,1.0,11.0,,,,0.65,,0.4444444444444444,,0.5,,72.45283018867924,19.77777777777778,20.0,15.777777777777779,20.0,0.1111111111111111,0.4444444444444444,1.0,,,0.5555555555555556,0.47053888888888884,,,0.1,0.16666666666666666,,24.65,,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,6.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.25,0.25,0.8,0.6111111111111112,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,1.0,0.25,0.15384615384615385,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1749-1802-978,1610612758,"Bobby Jackson, Mike Bibby, Cuttino Mobley, Brad Miller, Peja Stojakovic","Jackson, Bibby, Mobley, Miller, Stojakovic",1517-1710-1749-1802-978,SAC,51.0,2,1.0,,3.0,3.0,3.0,3.0,,6,,,,,,,,4.0,4.0,4.0,,,,4.0,4.0,,,1.0,2.0,,,4.0,,4.0,4.0,3.0,,1.0,1.0,,,,,169.41176470588235,7.333333333333333,9.666666666666666,6.666666666666667,9.666666666666666,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.5,,0.5,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1749-1903-978,1610612758,"Bobby Jackson, Mike Bibby, Cuttino Mobley, Kenny Thomas, Peja Stojakovic","Jackson, Bibby, Mobley, Thomas, Stojakovic",1517-1710-1749-1903-978,SAC,9.0,1,,2.0,1.0,1.0,1.0,1.0,,2,,,,,,,,2.0,2.0,,,,,2.0,2.0,,,,1.0,,,2.0,,2.0,2.0,1.0,,1.0,1.0,,,,,320.0,2.0,7.0,2.0,7.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1749-722-978,1610612758,"Bobby Jackson, Mike Bibby, Cuttino Mobley, Corliss Williamson, Peja Stojakovic","Jackson, Bibby, Mobley, Williamson, Stojakovic",1517-1710-1749-722-978,SAC,156.0,2,3.0,3.0,4.0,4.0,2.0,1.0,1.0,8,1.0,1.0,1.0,,1.0,4.0,1.0,,6.0,3.0,,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,2.0,,,,4.0,2.0,2.0,,0.6,0.5,0.2,1.0,0.5,,73.84615384615384,21.5,17.5,21.25,17.0,0.2,0.2,,0.5,0.5,0.4,0.40587999999999996,0.4186,0.4539,,,0.3333333333333333,24.5,0.5,1.0,1.0,1.0,1.0,2.0,,3.0,,,2.0,2.0,4.0,,,1.0,,1.0,,,1.0,2.0,,2.0,2.0,,,2.0,,0.3333333333333333,0.5,,,,0.75,0.6,1.0,0.5,,0.5,,,1.0,1.0,,0.2,1.0,1.0,0.4,0.5,0.5,1.0,,,,,0.3333333333333333,9.3,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1749-731-978,1610612758,"Bobby Jackson, Mike Bibby, Cuttino Mobley, Greg Ostertag, Peja Stojakovic","Jackson, Bibby, Mobley, Ostertag, Stojakovic",1517-1710-1749-731-978,SAC,24.0,1,,2.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,,,,2.0,,,2.0,,,2.0,,,2.0,,1.0,1.0,2.0,,,,,,2.0,1.0,,0.5,0.5,,1.0,1.0,,120.0,18.0,6.0,,6.0,0.5,,,0.5,,0.5,0.4384,0.4384,0.4384,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,2.0,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.5,0.5,0.5,1.0,,1.0,,1.0,1.0,1.0,,0.5,,,,,,,,,,,1.0,2.2,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,,,0.5,0.5,0.5,0.5,,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1802-1903-978,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Kenny Thomas, Peja Stojakovic","Jackson, Bibby, Miller, Thomas, Stojakovic",1517-1710-1802-1903-978,SAC,138.0,3,2.0,2.0,3.0,4.0,1.0,2.0,2.0,7,1.0,,2.0,,1.0,2.0,2.0,1.0,5.0,3.0,,,1.0,,,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,0.5,,0.5,,0.5,,73.04347826086958,9.0,27.75,6.0,22.25,0.25,0.5,,,1.0,0.75,0.5576625,0.3842,0.48015,0.2,0.3333333333333333,,24.45,0.3333333333333333,1.0,,,1.0,1.0,,2.0,,,4.0,4.0,,,,2.0,,2.0,,1.0,1.0,4.0,1.0,,,,,,,1.0,1.0,,,,1.0,0.5,1.0,,0.5,,0.5,,1.0,1.0,1.0,,,,0.25,1.0,1.0,1.0,,,,,0.8,9.65,,,,,,,,,,,2.0,2.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,,0.5,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1802-2230-2443,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Maurice Evans, Darius Songaila","Jackson, Bibby, Miller, Evans, Songaila",1517-1710-1802-2230-2443,SAC,476.0,2,8.0,-7.0,14.0,15.0,,,1.0,29,2.0,,1.0,,,11.0,1.0,3.0,11.0,18.0,,,,,,1.0,1.0,1.0,5.0,5.0,1.0,4.0,2.0,9.0,,,,0.39285714285714285,,0.08333333333333333,0.16666666666666666,0.14285714285714285,,87.73109243697479,18.214285714285715,14.733333333333333,18.214285714285715,12.933333333333334,0.16666666666666666,0.08333333333333333,,,,0.25,0.43265,0.5811,,0.14285714285714285,0.15384615384615385,,24.6,,1.0,1.0,4.0,2.0,5.0,,4.0,,,2.0,2.0,6.0,,,1.0,,1.0,,,1.0,2.0,,1.0,4.0,2.0,3.0,2.0,1.0,0.25,0.3333333333333333,,,,0.36363636363636365,0.3333333333333333,1.0,0.2,,0.5,,0.5,0.5,0.5,,0.3333333333333333,0.25,0.25,0.4166666666666667,0.4,0.4,0.5,,,,,0.18181818181818182,11.536363636363637,,,,,,,3.0,1.0,1.0,,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1802-2443-978,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Darius Songaila, Peja Stojakovic","Jackson, Bibby, Miller, Songaila, Stojakovic",1517-1710-1802-2443-978,SAC,571.0,4,10.0,8.0,18.0,17.0,1.0,1.0,1.0,35,4.0,,5.0,1.0,,9.0,5.0,6.0,29.0,21.0,1.0,,,1.0,1.0,5.0,1.0,1.0,8.0,3.0,1.0,7.0,3.0,29.0,1.0,1.0,,0.8529411764705882,0.5,0.35714285714285715,0.5,0.25,,88.26619964973729,12.722222222222221,20.11764705882353,12.38888888888889,17.941176470588236,0.2857142857142857,0.35714285714285715,1.0,,,0.6428571428571429,0.5270535714285715,0.57615,,0.1875,0.2727272727272727,0.034482758620689655,24.96,0.05555555555555555,4.0,1.0,2.0,2.0,3.0,3.0,7.0,3.0,,,8.0,6.0,6.0,3.0,4.0,2.0,6.0,2.0,2.0,1.0,14.0,,4.0,7.0,,,1.0,,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6,0.6,0.7777777777777778,0.8214285714285714,,0.8,,0.5833333333333334,,0.5,1.0,1.0,0.5,0.14285714285714285,0.5,0.5,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.6,0.6,0.6666666666666666,0.6,,8.677777777777777,,1.0,1.0,,1.0,,3.0,0.42857142857142855,0.6,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
1517-1710-1802-722-978,1610612758,"Bobby Jackson, Mike Bibby, Brad Miller, Corliss Williamson, Peja Stojakovic","Jackson, Bibby, Miller, Williamson, Stojakovic",1517-1710-1802-722-978,SAC,87.0,1,1.0,3.0,3.0,3.0,,,,6,2.0,,,,,3.0,,1.0,5.0,2.0,,,,,,,,,2.0,,,1.0,1.0,5.0,,,,0.8333333333333334,,,,,,99.3103448275862,12.0,17.0,12.0,10.666666666666666,0.6666666666666666,,,,,0.6666666666666666,0.5892000000000001,,,0.3333333333333333,0.3333333333333333,,,,2.0,,,,1.0,,2.0,,,,4.0,,,,2.0,,2.0,,2.0,,4.0,,2.0,2.0,,,,,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,1.0,1.0,1.0,1.0,,,,0.3333333333333333,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2005,2004-05,True
