EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,Arc3Assists,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,BlockedLongMidRange,Blocked3s,BlockedCorner3,DefensiveGoaltends,StepOutOfBoundsTurnovers,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips,FoulsDrawn,Offensive Fouls Drawn,team_id,year,season,team_vs
1496-1717-1891-2572-2605,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Josh Howard, Marquis Daniels","Van Horn, Nowitzki, Terry, Howard, Daniels",1496-1717-1891-2572-2605,DAL,1721.0,11,29.0,-17.0,58.0,58.0,13.0,27.0,6.0,116.0,8.0,11.0,3.0,3.0,2.0,2.0,4.0,8.0,5.0,13.0,4.0,5.0,2.0,2.0,1.0,1.0,6.0,3.0,17.0,32.0,5.0,11.0,14.0,63.0,80.0,4.0,4.0,2.0,2.0,2.0,16.0,4.0,4.0,4.0,4.0,12.0,14.0,20.0,12.0,3.0,6.0,6.0,1.0,1.0,7.0,4.0,11.0,4.0,4.0,2.0,1.0,26.0,2.0,3.0,1.0,1.0,10.0,3.0,14.0,6.0,20.0,1.0,2.0,2.0,8.0,4.0,7.0,6.0,1.0,1.0,14.0,4.0,16.0,25.0,2.0,1.0,18.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,2.0,47.0,12.0,13.0,2.0,0.4117647058823529,0.5,0.8,0.45454545454545453,1.0,0.45454545454545453,0.53125,1.0,1.0,0.5697674418604651,1.1666666666666667,0.5,0.6176470588235294,1.1428571428571428,0.6,0.2558139534883721,0.03125,0.09090909090909091,0.5714285714285714,0.75,0.5,0.6666666666666666,0.2,0.2,0.3333333333333333,0.55,0.23809523809523808,0.3333333333333333,0.25,0.4,1.0,0.625,0.6,0.2,0.05,97.05984892504358,1.0,16.17241379310345,13.5,15.758620689655173,12.89655172413793,0.2558139534883721,0.7272727272727273,0.8,0.5,0.18604651162790697,0.5,0.5,0.5,0.3023255813953488,0.38461538461538464,0.38461538461538464,0.2,0.11627906976744186,0.8,0.8,1.0,0.13953488372093023,0.16666666666666666,0.16666666666666666,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,1.0,0.125,0.375,0.5116279069767442,0.16666666666666666,0.4796186046511628,0.53262,0.4905625,0.16326530612244897,0.21052631578947367,0.25396825396825395,0.19047619047619047,10.003125,24.40909090909091,0.22413793103448276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2572-673,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Josh Howard, Alan Henderson","Van Horn, Nowitzki, Terry, Howard, Henderson",1496-1717-1891-2572-673,DAL,331.0,2,6.0,6.0,12.0,12.0,7.0,12.0,2.0,24.0,2.0,6.0,,,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,6.0,12.0,1.0,2.0,2.0,17.0,11.0,1.0,1.0,1.0,1.0,,5.0,3.0,6.0,1.0,1.0,7.0,2.0,10.0,3.0,,,1.0,,3.0,1.0,1.0,2.0,1.0,,1.0,,5.0,,2.0,,,5.0,,5.0,2.0,7.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,12.0,7.0,7.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5357142857142857,1.25,0.42857142857142855,0.5666666666666667,1.25,0.4375,0.14285714285714285,0.25,0.5,,,,0.8333333333333334,0.3333333333333333,,,0.625,0.2857142857142857,0.5,,,0.6666666666666666,1.0,1.0,,,104.41087613293051,1.0,15.833333333333334,11.75,15.166666666666666,11.416666666666666,0.42857142857142855,0.3333333333333333,0.6666666666666666,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.21428571428571427,1.0,1.0,,0.07142857142857142,1.0,1.0,1.0,0.07142857142857142,,,,,,0.5,1.0,1.0,0.42857142857142855,0.3333333333333333,,0.14285714285714285,0.5714285714285714,,0.5189714285714285,0.511,0.5345285714285714,0.07142857142857142,0.08333333333333333,0.29411764705882354,0.4117647058823529,7.0,24.15,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2572-711,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Josh Howard, Jerry Stackhouse","Van Horn, Nowitzki, Terry, Howard, Stackhouse",1496-1717-1891-2572-711,DAL,274.0,4,5.0,-7.0,9.0,10.0,7.0,10.0,1.0,19.0,3.0,4.0,,1.0,3.0,3.0,,2.0,1.0,2.0,,,,,,,1.0,1.0,4.0,8.0,,1.0,1.0,9.0,16.0,,1.0,,,,,4.0,5.0,1.0,1.0,9.0,2.0,6.0,,,,1.0,,,1.0,,1.0,,1.0,,,2.0,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,4.0,2.0,,2.0,,,1.0,,,,,,9.0,9.0,7.0,4.0,0.25,0.25,,,,,0.5,,0.8,0.4444444444444444,,0.6666666666666666,0.45,,0.6428571428571429,0.1111111111111111,,,,,,1.0,0.25,,,1.0,0.2,,1.0,,,1.0,,,,99.85401459854015,,16.555555555555557,12.5,15.555555555555555,12.5,0.4444444444444444,0.75,0.75,0.3333333333333333,0.2222222222222222,,,,0.2222222222222222,0.5,0.5,,,,,,0.1111111111111111,,,1.0,,,,,,0.5,1.0,,0.16666666666666666,0.5555555555555556,,0.4748111111111111,0.5854,0.4947333333333333,,,,1.0,5.55,27.4,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2572-714,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Josh Howard, Michael Finley","Van Horn, Nowitzki, Terry, Howard, Finley",1496-1717-1891-2572-714,DAL,4180.0,16,70.0,-25.0,135.0,140.0,57.0,67.0,18.0,275.0,22.0,40.0,8.0,12.0,9.0,12.0,9.0,21.0,9.0,20.0,3.0,7.0,,,5.0,4.0,17.0,7.0,40.0,81.0,7.0,24.0,48.0,149.0,174.0,8.0,12.0,,3.0,7.0,23.0,13.0,24.0,12.0,24.0,65.0,40.0,40.0,18.0,3.0,10.0,16.0,4.0,7.0,20.0,6.0,26.0,3.0,11.0,5.0,4.0,58.0,6.0,16.0,1.0,18.0,29.0,2.0,49.0,23.0,72.0,6.0,7.0,4.0,13.0,1.0,10.0,14.0,3.0,3.0,27.0,13.0,25.0,44.0,1.0,4.0,59.0,5.0,23.0,7.0,5.0,4.0,1.0,5.0,3.0,126.0,65.0,57.0,6.0,0.5,0.5714285714285714,0.8571428571428571,0.2916666666666667,,0.30434782608695654,0.49382716049382713,0.6666666666666666,0.5416666666666666,0.48095238095238096,0.5333333333333333,0.5694444444444444,0.5648854961832062,0.575,0.64,0.22857142857142856,0.08641975308641975,0.075,0.48148148148148145,1.0,0.14285714285714285,0.7073170731707317,0.3902439024390244,0.75,0.4,0.7230769230769231,0.39285714285714285,0.6111111111111112,0.18181818181818182,0.5454545454545454,0.75,0.6363636363636364,0.7142857142857143,0.7647058823529411,0.12244897959183673,94.73684210526315,0.6,15.281481481481482,15.121428571428572,14.592592592592593,14.321428571428571,0.38095238095238093,0.55,0.5945945945945946,0.5,0.2,0.42857142857142855,0.5,0.5555555555555556,0.19047619047619047,0.45,0.47368421052631576,0.4444444444444444,0.06666666666666667,0.42857142857142855,0.42857142857142855,1.0,0.1619047619047619,0.23529411764705882,0.23529411764705882,0.8,0.6666666666666666,0.25,,,,0.3333333333333333,0.75,0.1388888888888889,0.19444444444444445,0.6095238095238096,0.25,0.4928610576923077,0.5515181818181818,0.5055371428571428,0.1935483870967742,0.23232323232323232,0.15436241610738255,0.436241610738255,7.218518518518519,25.1375,0.4222222222222222,3.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.4166666666666667,0.14285714285714285,0.05,0.25,0.7142857142857143,0.75,0.2,0.6,0.2857142857142857,0.04,,,,,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2572-956,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Josh Howard, Erick Dampier","Van Horn, Nowitzki, Terry, Howard, Dampier",1496-1717-1891-2572-956,DAL,63.0,1,1.0,,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,91.42857142857143,,18.5,13.0,18.5,13.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,0.4935,,0.4935,,,,,,25.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2605-2734,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Marquis Daniels, Devin Harris","Van Horn, Nowitzki, Terry, Daniels, Harris",1496-1717-1891-2605-2734,DAL,24.0,1,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,60.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3455,,,,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2605-353,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Marquis Daniels, Darrell Armstrong","Van Horn, Nowitzki, Terry, Daniels, Armstrong",1496-1717-1891-2605-353,DAL,248.0,1,4.0,-5.0,9.0,9.0,9.0,9.0,1.0,18.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,,1.0,,,,,,,2.0,2.0,3.0,6.0,,2.0,,6.0,11.0,1.0,1.0,,,,2.0,3.0,6.0,2.0,,6.0,4.0,2.0,,,,2.0,,,2.0,,2.0,,2.0,,,4.0,1.0,,,1.0,1.0,,2.0,1.0,3.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,2.0,,2.0,,,,,,,,,,,,4.0,6.0,9.0,2.0,0.6666666666666666,0.6666666666666666,,,,,0.5,1.0,0.5,0.375,1.0,0.375,0.375,1.0,0.375,0.25,,,0.5,,,1.0,,1.0,0.5,1.0,0.25,,,0.5,,1.0,,1.0,,104.51612903225805,,14.88888888888889,12.666666666666666,14.222222222222221,12.666666666666666,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.5,,0.125,,,,,,,,0.25,,,1.0,1.0,1.0,,,,0.375,0.6666666666666666,,0.25,0.625,,0.455,,0.455,,,0.3333333333333333,1.0,4.8500000000000005,26.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2605-673,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Marquis Daniels, Alan Henderson","Van Horn, Nowitzki, Terry, Daniels, Henderson",1496-1717-1891-2605-673,DAL,1217.0,7,20.0,-19.0,37.0,36.0,5.0,6.0,4.0,73.0,2.0,2.0,,,,,4.0,10.0,7.0,15.0,,3.0,,,,2.0,5.0,1.0,13.0,27.0,2.0,8.0,3.0,35.0,54.0,1.0,3.0,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,3.0,14.0,12.0,6.0,,2.0,5.0,2.0,1.0,7.0,2.0,9.0,,1.0,1.0,5.0,20.0,1.0,2.0,,2.0,7.0,,9.0,3.0,12.0,,1.0,1.0,1.0,1.0,1.0,4.0,,,5.0,2.0,6.0,14.0,,2.0,5.0,1.0,3.0,,1.0,1.0,,1.0,,30.0,3.0,5.0,1.0,0.5384615384615384,0.5833333333333334,1.0,0.25,1.0,0.25,0.48148148148148145,0.3333333333333333,1.0,0.45714285714285713,0.625,0.5,0.47297297297297297,0.625,0.5,0.22857142857142856,0.037037037037037035,,0.2,,,0.5384615384615384,0.15384615384615385,0.6666666666666666,0.2,0.5625,0.16666666666666666,,0.14285714285714285,,,0.5714285714285714,1.0,0.5,,86.37633525061626,,16.594594594594593,16.75,15.783783783783784,15.5,0.05714285714285714,1.0,1.0,0.5,0.2857142857142857,0.4,0.4444444444444444,0.25,0.42857142857142855,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.08571428571428572,,,,0.14285714285714285,0.4,0.4,,,,,,,,,,0.5,0.2857142857142857,0.4,0.42755,0.4605166666666667,0.270675,0.08108108108108109,0.10344827586206896,0.14285714285714285,0.08571428571428572,13.566666666666666,25.2,0.13513513513513514,,1.0,,,,2.0,,,1.0,,,,,0.1,,0.16666666666666666,1.0,1.0,0.25,,,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2605-711,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Marquis Daniels, Jerry Stackhouse","Van Horn, Nowitzki, Terry, Daniels, Stackhouse",1496-1717-1891-2605-711,DAL,314.0,3,5.0,8.0,9.0,8.0,5.0,4.0,2.0,17.0,3.0,4.0,,,2.0,2.0,,,3.0,3.0,,,,,,,3.0,1.0,6.0,7.0,,3.0,,12.0,4.0,,,,1.0,,,4.0,4.0,1.0,,8.0,8.0,4.0,,,,3.0,,1.0,4.0,,4.0,,2.0,,2.0,8.0,1.0,1.0,,,6.0,,6.0,2.0,8.0,,1.0,,1.0,,1.0,,,,1.0,,3.0,3.0,,,,,,,,,,,,12.0,8.0,5.0,,0.6666666666666666,0.6666666666666666,,,,,0.8571428571428571,,1.0,0.6,,0.8,0.6,,0.8,0.3,0.14285714285714285,0.25,1.0,,,1.0,1.0,,0.3333333333333333,0.8571428571428571,0.5,1.0,,0.3333333333333333,1.0,1.0,1.0,,,77.96178343949045,,17.444444444444443,19.625,15.444444444444445,19.25,0.4,0.75,1.0,0.6666666666666666,,,,,0.3,1.0,1.0,0.6666666666666666,,,,,0.3,,,,,,,,,0.4,1.0,,0.2,0.7,,0.49993999999999994,,0.42887000000000003,,,,0.6666666666666666,8.757142857142856,25.599999999999998,0.5555555555555556,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
1496-1717-1891-2605-714,1610612742,"Keith Van Horn, Dirk Nowitzki, Jason Terry, Marquis Daniels, Michael Finley","Van Horn, Nowitzki, Terry, Daniels, Finley",1496-1717-1891-2605-714,DAL,1520.0,9,25.0,-5.0,44.0,44.0,13.0,16.0,2.0,88.0,6.0,9.0,2.0,2.0,2.0,3.0,3.0,9.0,8.0,14.0,,1.0,,,,,2.0,1.0,17.0,32.0,,3.0,10.0,44.0,49.0,2.0,2.0,,,,4.0,5.0,9.0,1.0,5.0,15.0,24.0,10.0,,,2.0,2.0,,1.0,12.0,,12.0,,4.0,1.0,7.0,24.0,,3.0,,4.0,14.0,1.0,19.0,3.0,22.0,1.0,2.0,1.0,4.0,,4.0,1.0,,,5.0,,5.0,11.0,,1.0,13.0,,5.0,1.0,2.0,1.0,1.0,2.0,1.0,40.0,15.0,13.0,1.0,0.7058823529411765,0.75,,,,,0.53125,1.0,0.5555555555555556,0.4857142857142857,1.0,0.5,0.524390243902439,1.0,0.5384615384615384,0.08571428571428572,0.03125,0.1111111111111111,0.8,1.0,,0.7777777777777778,0.2,1.0,,0.8181818181818182,0.16666666666666666,0.6666666666666666,,,0.5,0.7142857142857143,0.8888888888888888,1.0,0.058823529411764705,83.36842105263159,0.5,17.863636363636363,16.681818181818183,17.613636363636363,16.272727272727273,0.2571428571428571,0.6666666666666666,0.75,0.6666666666666666,0.2571428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.5714285714285714,0.5714285714285714,0.875,0.02857142857142857,,,,0.05714285714285714,,,1.0,1.0,0.5,,,,0.3,0.6666666666666666,,0.1,0.34285714285714286,,0.4462428571428571,0.5702,0.46730499999999997,0.125,0.13513513513513514,0.09090909090909091,0.3409090909090909,10.94375,24.2,0.29545454545454547,,,,,,,1.0,,,1.0,,,,,,0.16666666666666666,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612742,2005,2004-05,True
