EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,ShortMidRangeAssists,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,SelfOReb,DeadBallTurnovers,Travels,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,ShortMidRangePctBlocked,PtsPutbacks,LostBallSteals,DefShortMidRangeReboundPct,BadPassOutOfBoundsTurnovers,OffShortMidRangeReboundPct,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,PenaltyFg3Pct,PenaltyArc3Accuracy,Technical Free Throw Trips,BlockedLongMidRange,PenaltyCorner3FGA,PenaltyCorner3Frequency,PtsUnassisted3s,FTOffRebounds,OffFTReboundPct,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,BlockedShortMidRange,DefensiveGoaltends,FoulsDrawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1032-1112-1497-1888-2419,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Tayshaun Prince","Ham, Wallace, Billups, Hamilton, Prince",1032-1112-1497-1888-2419,DET,248.0,4,4.0,-4.0,9.0,9.0,4.0,5.0,1.0,18.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,0.16666666666666666,0.5,0.125,0.5,0.2222222222222222,0.6666666666666666,0.25,1.0,0.4,1.0,0.5,0.25,0.42857142857142855,1.0,1.0,1.0,104.51612903225805,14.777777777777779,12.777777777777779,12.666666666666666,10.666666666666666,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,0.25,0.125,0.125,0.5,0.5,0.5,1.0,0.625,0.53178125,0.64175,0.5616,1.0,6.6000000000000005,25.0,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-1888-283,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Lindsey Hunter","Ham, Wallace, Billups, Hamilton, Hunter",1032-1112-1497-1888-283,DET,11.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-1888-686,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Antonio McDyess","Ham, Wallace, Billups, Hamilton, McDyess",1032-1112-1497-1888-686,DET,287.0,2,5.0,5.0,8.0,6.0,6.0,6.0,3.0,14.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,6.0,12.0,7.0,1.0,1.0,3.0,3.0,4.0,10.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,,,3.0,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,2.0,6.0,1.0,8.0,10.0,6.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.42857142857142855,0.75,0.6,0.8333333333333334,0.2857142857142857,1.0,1.0,,0.5,,0.75,1.0,,,70.2439024390244,18.625,23.0,16.25,18.666666666666668,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5,0.5,0.25,1.0,0.7142857142857143,0.5274357142857143,0.66435,0.4748,0.8333333333333334,6.24,24.4,0.75,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2222222222222222,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-1888-739,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Richard Hamilton, Rasheed Wallace","Ham, Wallace, Billups, Hamilton, Wallace",1032-1112-1497-1888-739,DET,718.0,5,12.0,-14.0,21.0,22.0,8.0,11.0,2.0,43.0,2.0,4.0,,1.0,2.0,2.0,7.0,,,3.0,5.0,13.0,3.0,2.0,18.0,32.0,1.0,,1.0,6.0,2.0,4.0,6.0,3.0,3.0,5.0,1.0,12.0,,2.0,3.0,6.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,6.0,,3.0,4.0,9.0,3.0,1.0,16.0,4.0,8.0,0.6,0.6,0.38461538461538464,0.16666666666666666,0.5,0.16666666666666666,0.5,0.25,0.1875,0.3333333333333333,0.25,1.0,,0.6666666666666666,0.2222222222222222,0.5,,1.0,86.23955431754875,18.571428571428573,14.909090909090908,17.61904761904762,14.318181818181818,0.25,0.5,1.0,0.5,0.125,0.4375,,0.1875,,,0.3333333333333333,0.5,0.4375,0.460259375,0.3836,0.42691666666666667,0.2222222222222222,10.876923076923077,25.566666666666666,0.38095238095238093,,,3.0,,,2.0,2.0,,4.0,,1.0,,,0.5,,,,,0.42857142857142855,0.5,,,,0.058823529411764705,0.07142857142857142,0.1111111111111111,2.0,2.0,6.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.5,0.14285714285714285,1.0,0.3333333333333333,0.25,1.0,1.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-2306-2419,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Carlos Arroyo, Tayshaun Prince","Ham, Wallace, Billups, Arroyo, Prince",1032-1112-1497-2306-2419,DET,140.0,1,2.0,-4.0,3.0,4.0,,,1.0,7.0,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,6.0,10.0,,,,,,,,1.0,,2.0,,6.0,,1.0,,,1.0,1.0,,,,,,,,,,,2.0,,6.0,,,,,,,1.0,,0.75,,0.6666666666666666,,1.0,,,,1.0,,,,72.0,22.0,18.5,21.333333333333332,18.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,0.4828666666666667,,,,19.7,24.85,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.25,0.5,,1.0,2.0,6.0,1.0,,2.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-2306-2648,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Carlos Arroyo, Ronald Dupree","Ham, Wallace, Billups, Arroyo, Dupree",1032-1112-1497-2306-2648,DET,100.0,2,2.0,-3.0,4.0,3.0,4.0,3.0,1.0,7.0,,,,,,,3.0,,,,1.0,3.0,,,2.0,5.0,1.0,,1.0,3.0,,2.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,,2.0,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.5,1.0,,1.0,0.5,,,,100.8,17.75,9.666666666666666,11.75,9.666666666666666,,,,,,1.0,,,,,,,,0.3343666666666667,0.2558,0.3343666666666667,1.0,19.599999999999998,,1.0,,,1.0,,1.0,,2.0,,,,,1.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-2306-686,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Carlos Arroyo, Antonio McDyess","Ham, Wallace, Billups, Arroyo, McDyess",1032-1112-1497-2306-686,DET,268.0,1,4.0,-1.0,9.0,10.0,9.0,10.0,2.0,19.0,,2.0,1.0,,2.0,3.0,2.0,,,1.0,3.0,7.0,1.0,1.0,7.0,8.0,1.0,,3.0,7.0,1.0,7.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,,,,3.0,1.0,3.0,1.0,6.0,1.0,,7.0,7.0,9.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.375,0.375,0.4375,0.4375,0.125,,0.25,0.5,1.0,0.6666666666666666,0.4,0.5,,,102.08955223880596,17.0,11.5,14.444444444444445,10.4,0.25,,,,0.375,0.25,,0.125,1.0,,0.25,,0.375,0.46160625,,0.46160625,1.0,9.62857142857143,24.6,1.0,,2.0,1.0,1.0,,,,1.0,4.0,1.0,1.0,,,,1.0,0.6666666666666666,1.0,0.5,0.5,0.5,,,0.125,0.125,0.14285714285714285,,,,,,2.0,,,,1.0,2.0,,3.0,,1.0,,,1.0,4.0,,,,0.2857142857142857,0.5,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-2306-739,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Carlos Arroyo, Rasheed Wallace","Ham, Wallace, Billups, Arroyo, Wallace",1032-1112-1497-2306-739,DET,172.0,1,3.0,2.0,6.0,4.0,1.0,,2.0,10.0,2.0,3.0,1.0,,,,1.0,,,1.0,2.0,4.0,1.0,2.0,6.0,4.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,2.0,1.0,2.0,2.0,4.0,,,1.0,1.0,,1.0,,,,1.0,4.0,1.0,3.0,1.0,1.0,,,0.5,,0.4,,0.42857142857142855,0.25,0.2,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,1.0,,,83.72093023255813,17.5,16.75,17.0,16.75,0.6,0.6666666666666666,1.0,,,0.2,,0.2,1.0,,,,0.8,0.51407,0.5252,0.3632,0.16666666666666666,3.95,24.6,0.16666666666666666,1.0,,,,1.0,1.0,3.0,,4.0,,1.0,1.0,1.0,0.75,,,,,,,1.0,,,0.16666666666666666,0.2,0.5,,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,0.25,0.3333333333333333,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-2419-283,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Tayshaun Prince, Lindsey Hunter","Ham, Wallace, Billups, Prince, Hunter",1032-1112-1497-2419-283,DET,2.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
1032-1112-1497-2419-686,1610612765,"Darvin Ham, Ben Wallace, Chauncey Billups, Tayshaun Prince, Antonio McDyess","Ham, Wallace, Billups, Prince, McDyess",1032-1112-1497-2419-686,DET,13.0,1,,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,443.07692307692304,1.0,5.5,1.0,5.5,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,0.8874,,0.8874,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2005,2004-05,False
