EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Fouls,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FG2M,FG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,SecondChanceFg3Pct,Fg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FTA,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGA,SecondChanceArc3FGA,PenaltyArc3FGA,PenaltyFG3A,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,AtRimPctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFGM,HeaveAttempts,ShortMidRangeAssists,LostBallTurnovers,NonShootingFoulsDrawn,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyArc3FGM,PenaltyFG3M,LostBallSteals,SecondChanceTurnovers,ShootingFouls,PenaltyFg3Pct,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,FTDefRebounds,SelfOReb,DefFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Frequency,SecondChanceFtPoints,AtRimAssists,OffThreePtRebounds,2pt And 1 Free Throw Trips,RecoveredBlocks,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceArc3FGM,PtsUnassisted3s,Offensive Fouls,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,Travels,Loose Ball Fouls,FTOffRebounds,OffFTReboundPct,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Clear Path Fouls,PenaltyCorner3Accuracy,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1499-1509-1727-1883-2045,1610612753,"Tony Battie, Kelvin Cato, Pat Garrity, Steve Francis, Hedo Turkoglu","Battie, Cato, Garrity, Francis, Turkoglu",1499-1509-1727-1883-2045,ORL,35.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,82.28571428571428,21.0,14.0,21.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51615,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1727-1883-2052,1610612753,"Tony Battie, Kelvin Cato, Pat Garrity, Steve Francis, DeShawn Stevenson","Battie, Cato, Garrity, Francis, Stevenson",1499-1509-1727-1883-2052,ORL,189.0,1,3.0,2.0,6.0,5.0,,11.0,,1.0,2.0,3.0,8.0,6.0,6.0,1.0,,2.0,2.0,,6.0,1.0,5.0,,1.0,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.42857142857142855,83.80952380952381,14.666666666666666,20.2,13.833333333333334,20.2,0.14285714285714285,,,,0.5714285714285714,,0.5277785714285714,23.900000000000002,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,1.5,1.5,0.25,1.0,1.0,0.3333333333333333,1.0,0.25,0.5,1.0,0.14285714285714285,1.0,1.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.645,0.375,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1727-1883-2749,1610612753,"Tony Battie, Kelvin Cato, Pat Garrity, Steve Francis, Jameer Nelson","Battie, Cato, Garrity, Francis, Nelson",1499-1509-1727-1883-2749,ORL,20.0,1,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,72.0,,20.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1727-2045-2749,1610612753,"Tony Battie, Kelvin Cato, Pat Garrity, Hedo Turkoglu, Jameer Nelson","Battie, Cato, Garrity, Turkoglu, Nelson",1499-1509-1727-2045-2749,ORL,173.0,1,3.0,-2.0,4.0,5.0,4.0,9.0,,,,,5.0,7.0,,,,,2.0,,4.0,2.0,3.0,1.0,,,,0.5,0.5,,74.91329479768787,25.0,14.6,21.25,10.8,,,,,,,0.3415,,1.0,,,,4.0,,,,,2.0,4.0,,,2.0,,,,1.0,,,1.0,1.0,,,,0.5,1.0,1.0,,,,0.5,,0.5,0.5,,,,,,1.0,,,,,,,,0.3811,0.4,16.875,4.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.3415,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1727-2052-255,1610612753,"Tony Battie, Kelvin Cato, Pat Garrity, DeShawn Stevenson, Grant Hill","Battie, Cato, Garrity, Stevenson, Hill",1499-1509-1727-2052-255,ORL,68.0,1,1.0,2.0,2.0,2.0,1.0,4.0,,,,,2.0,,,,,,,,,,2.0,,,,,,0.5,,84.70588235294117,15.5,18.5,15.5,15.5,,,,,,,0.3368,,,,,1.0,,,,,,,1.0,,,,,,,,2.0,2.0,,2.0,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,1.0,,,,1.0,,,,,,,,,,,13.1,1.0,,2.0,,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,0.3368,,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1727-2052-2749,1610612753,"Tony Battie, Kelvin Cato, Pat Garrity, DeShawn Stevenson, Jameer Nelson","Battie, Cato, Garrity, Stevenson, Nelson",1499-1509-1727-2052-2749,ORL,232.0,2,4.0,-4.0,7.0,6.0,4.0,13.0,,1.0,,2.0,2.0,6.0,,1.0,,,1.0,,2.0,,,,,,,0.1,0.1,0.2,80.6896551724138,24.142857142857142,10.5,19.285714285714285,10.5,0.1,,,,0.3,,0.38859499999999997,24.85,4.0,,1.0,2.0,5.0,,1.0,,1.0,1.0,8.0,,2.0,2.0,,2.0,,4.0,1.0,1.0,4.0,5.0,1.0,1.0,,0.125,0.25,0.25,0.25,0.5,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.1,,,0.2,0.5,0.1,,,,0.25,,,0.4099125,1.0,12.9875,5.0,1.0,,1.0,2.0,1.0,6.0,,2.0,2.0,1.0,1.0,,,1.0,1.0,,,2.0,5.0,1.0,1.0,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,,0.2,0.2,1.0,0.35270714285714283,1.0,0.7142857142857143,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1727-2749-278,1610612753,"Tony Battie, Kelvin Cato, Pat Garrity, Jameer Nelson, Stacey Augmon","Battie, Cato, Garrity, Nelson, Augmon",1499-1509-1727-2749-278,ORL,139.0,1,2.0,,5.0,6.0,,11.0,,1.0,,2.0,4.0,4.0,,1.0,,,1.0,,2.0,,4.0,,,,,0.4,0.4,0.4,113.95683453237409,15.6,10.166666666666666,15.6,10.166666666666666,0.2,,,,0.6,,0.5514,24.05,,1.0,1.0,1.0,1.0,,1.0,,,2.0,3.0,,,,2.0,,,,1.0,2.0,,2.0,1.0,1.0,,0.6666666666666666,,,,,1.0,,1.0,,,1.0,0.2,1.0,1.0,0.2,0.2,0.2,,,,,,,,,8.266666666666667,,1.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,0.5,0.5,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1749-1883-2045,1610612753,"Tony Battie, Kelvin Cato, Cuttino Mobley, Steve Francis, Hedo Turkoglu","Battie, Cato, Mobley, Francis, Turkoglu",1499-1509-1749-1883-2045,ORL,154.0,1,3.0,5.0,5.0,5.0,1.0,10.0,,1.0,,1.0,7.0,2.0,,,,,1.0,,2.0,1.0,7.0,,,,,0.5,0.7,0.5,93.5064935064935,11.2,19.6,11.2,19.4,0.5,,,,0.5,,0.3945,55.6,,,,1.0,,,,,,1.0,1.0,,,,,,,,4.0,4.0,,4.0,,,,1.0,,,,,0.8,,0.8,,,1.0,,,,0.5,,,,,,,,,,,10.6,4.0,,5.0,,,1.0,1.0,3.0,5.0,2.0,1.0,,1.0,,1.0,1.0,6.0,,5.0,4.0,1.0,1.0,,1.0,0.5,0.625,1.0,,,,0.3945,0.7142857142857143,0.8,1.0,,,,0.3333333333333333,0.5,,,1.0,1.0,,,,,,,,0.5,,,,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1749-1883-255,1610612753,"Tony Battie, Kelvin Cato, Cuttino Mobley, Steve Francis, Grant Hill","Battie, Cato, Mobley, Francis, Hill",1499-1509-1749-1883-255,ORL,380.0,2,6.0,3.0,13.0,13.0,4.0,26.0,1.0,2.0,1.0,2.0,10.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,7.0,1.0,10.0,,1.0,0.5,0.5,0.45,0.45454545454545453,0.2,98.52631578947368,13.615384615384615,15.615384615384615,12.692307692307692,14.153846153846153,0.2,0.5,0.5,1.0,0.5,0.5,0.460825,24.9,2.0,1.0,3.0,1.0,4.0,,,,,3.0,8.0,,1.0,,2.0,1.0,,1.0,5.0,5.0,1.0,6.0,3.0,,,0.375,,,0.125,,1.0,0.2,0.7142857142857143,0.16666666666666666,0.3333333333333333,1.0,0.3,0.3333333333333333,0.5,0.1,0.4,,,,,,,,0.5169,,11.1375,5.0,1.0,1.0,,,1.0,2.0,,5.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,,5.0,5.0,0.6666666666666666,0.6666666666666666,,0.5,0.625,0.625,0.75,0.25,0.25,1.0,0.5022875,0.5,0.38461538461538464,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,,,1.0,0.25,0.5,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
1499-1509-1749-2045-2749,1610612753,"Tony Battie, Kelvin Cato, Cuttino Mobley, Hedo Turkoglu, Jameer Nelson","Battie, Cato, Mobley, Turkoglu, Nelson",1499-1509-1749-2045-2749,ORL,143.0,2,2.0,2.0,5.0,4.0,,9.0,,,,1.0,4.0,2.0,,,,,,,,,2.0,,,,,0.2,0.3333333333333333,0.2,90.62937062937063,18.6,12.5,15.4,12.0,,,,,0.6,,0.47515,23.2,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,4.0,,,2.0,2.0,,,2.0,1.0,3.0,2.0,5.0,,,,0.25,0.5,0.5,,,1.0,0.6666666666666666,1.0,0.5,1.0,,0.4,0.5,0.5,0.2,0.2,0.2,,,,,,,0.4789,0.5,6.875,2.0,,2.0,1.0,2.0,,1.0,2.0,2.0,,,,,,1.0,,2.0,,2.0,2.0,,,0.5,,,0.5,,,,,0.5312,0.5,0.4,,,,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2005,2004-05,True
