EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceOffPoss,FtPoints,PenaltyFtPoints,AtRimAssists,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,Corner3Frequency,NonShootingFoulsDrawn,Corner3FGM,Corner3Assists,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,BadPassSteals,StepOutOfBoundsTurnovers,OffAtRimReboundPct,PenaltyCorner3FGA,SecondChanceFtPoints,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,PenaltyCorner3Frequency,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SelfOReb,BlockedAtRim,SelfORebPct,DefensiveGoaltends,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,FTOffRebounds,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Arc3PctBlocked,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
1442-1594-1630-1882-1894,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Elton Brand, Corey Maggette","Rebraca, Brunson, Moore, Brand, Maggette",1442-1594-1630-1882-1894,LAC,401.0,2,7.0,9.0,13.0,13.0,7.0,9.0,26.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,9.0,3.0,4.0,19.0,10.0,3.0,5.0,2.0,2.0,12.0,6.0,4.0,6.0,3.0,4.0,3.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,12.0,2.0,4.0,1.0,7.0,7.0,1.0,2.0,19.0,12.0,7.0,0.6,0.6,0.6666666666666666,0.75,1.0,0.75,0.5555555555555556,0.6,0.7307692307692307,0.8571428571428571,0.7307692307692307,0.8571428571428571,0.3076923076923077,0.1111111111111111,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,93.36658354114712,15.153846153846153,15.692307692307692,15.153846153846153,15.692307692307692,0.15384615384615385,0.5,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.75,0.75,0.6666666666666666,0.3076923076923077,0.75,0.75,0.6666666666666666,0.2857142857142857,0.5,0.2857142857142857,1.0,0.46153846153846156,0.75,0.4418230769230769,0.4387214285714286,0.631578947368421,12.055555555555555,25.95,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1882-2060,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Elton Brand, Marko Jaric","Rebraca, Brunson, Moore, Brand, Jaric",1442-1594-1630-1882-2060,LAC,77.0,1,1.0,-3.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8051948051948,21.0,17.5,21.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1882-2250,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Elton Brand, Bobby Simmons","Rebraca, Brunson, Moore, Brand, Simmons",1442-1594-1630-1882-2250,LAC,3.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1882-2624,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Elton Brand, Quinton Ross","Rebraca, Brunson, Moore, Brand, Ross",1442-1594-1630-1882-2624,LAC,505.0,3,8.0,6.0,15.0,14.0,8.0,7.0,29.0,2.0,2.0,1.0,1.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,6.0,8.0,1.0,1.0,18.0,12.0,3.0,4.0,1.0,1.0,11.0,6.0,6.0,,3.0,1.0,1.0,,3.0,,3.0,,2.0,,6.0,4.0,3.0,,7.0,8.0,1.0,4.0,18.0,11.0,8.0,0.5,0.5,,1.0,1.0,1.0,0.75,0.75,0.8333333333333334,0.9,0.8181818181818182,0.9166666666666666,0.1111111111111111,,,,1.0,0.6666666666666666,0.7777777777777778,,1.0,1.0,0.6,82.6930693069307,17.333333333333332,17.5,17.133333333333333,16.428571428571427,0.2222222222222222,1.0,1.0,0.5555555555555556,0.8,0.8,0.5,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,,0.2,1.0,0.2,1.0,0.3333333333333333,1.0,0.4322944444444444,0.44643,0.6111111111111112,9.0625,25.2,0.5333333333333333,,4.0,,6.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.18181818181818182,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1894-2060,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Corey Maggette, Marko Jaric","Rebraca, Brunson, Moore, Maggette, Jaric",1442-1594-1630-1894-2060,LAC,76.0,1,1.0,-1.0,2.0,2.0,,,4.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,2.0,3.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,2.0,1.0,,,1.0,1.0,,,2.0,,,1.0,1.0,,,,,1.0,,0.5,,0.5,,0.5,,,,,1.0,1.0,,,,,75.78947368421053,15.0,23.0,15.0,23.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.5585,,,,23.7,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1894-2250,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Corey Maggette, Bobby Simmons","Rebraca, Brunson, Moore, Maggette, Simmons",1442-1594-1630-1894-2250,LAC,117.0,2,2.0,-1.0,4.0,4.0,1.0,,8.0,,,,,1.0,2.0,,1.0,,,,,1.0,3.0,,,4.0,5.0,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,2.0,1.0,1.0,4.0,2.0,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.5,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,98.46153846153847,20.25,9.0,20.25,9.0,,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,,0.379,,0.5,11.1,,0.25,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1894-2549,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Corey Maggette, Chris Kaman","Rebraca, Brunson, Moore, Maggette, Kaman",1442-1594-1630-1894-2549,LAC,73.0,1,1.0,-2.0,1.0,2.0,,,3.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,3.0,5.0,,,,,,,,3.0,,,,1.0,,1.0,1.0,,,,3.0,,,,,1.0,,,3.0,,,,,1.0,1.0,,1.0,,,0.75,,0.75,,0.5,1.0,,,,,,,,,,59.178082191780824,39.0,17.0,39.0,17.0,,,,0.5,,,,,,,,,,,,,,,,0.5,,0.450375,,,9.4,23.4,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1894-2624,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Corey Maggette, Quinton Ross","Rebraca, Brunson, Moore, Maggette, Ross",1442-1594-1630-1894-2624,LAC,564.0,4,9.0,-7.0,20.0,19.0,3.0,4.0,39.0,1.0,1.0,,,1.0,6.0,1.0,4.0,,,,,3.0,11.0,,,12.0,19.0,1.0,2.0,,,3.0,4.0,2.0,,,,,,2.0,,2.0,,1.0,1.0,4.0,1.0,7.0,,8.0,9.0,3.0,5.0,10.0,3.0,3.0,0.6666666666666666,1.0,,,,,0.2727272727272727,0.5,0.2727272727272727,0.5,0.375,0.5,,,,,0.875,0.5,0.8,1.0,1.0,0.6666666666666666,0.5,99.57446808510637,15.3,13.578947368421053,15.25,12.789473684210526,0.09090909090909091,1.0,1.0,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,0.36363636363636365,0.25,0.25,1.0,,,,,,,,,0.09090909090909091,,0.38876363636363637,0.4001,0.25,11.654545454545454,,0.15,,1.0,,5.0,1.0,6.0,1.0,,1.0,1.0,,,4.0,1.0,3.0,,,1.0,10.0,4.0,,0.8,0.125,0.125,0.2,,,0.26666666666666666,0.26666666666666666,,,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5389,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1894-2733,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Corey Maggette, Shaun Livingston","Rebraca, Brunson, Moore, Maggette, Livingston",1442-1594-1630-1894-2733,LAC,117.0,1,2.0,-1.0,4.0,3.0,,,7.0,,2.0,,,1.0,1.0,,1.0,,,,,1.0,4.0,,,2.0,3.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,1.0,2.0,,1.0,2.0,,,,,,,,,0.25,,0.25,,0.25,,,,,,,1.0,0.3333333333333333,,,,1.0,86.15384615384616,18.0,15.0,17.0,11.0,0.5,,,0.25,1.0,1.0,,0.25,,,,,,,,,,,,0.5,,0.479325,,,6.95,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.4273,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
1442-1594-1630-1894-954,1610612746,"Zeljko Rebraca, Rick Brunson, Mikki Moore, Corey Maggette, Kerry Kittles","Rebraca, Brunson, Moore, Maggette, Kittles",1442-1594-1630-1894-954,LAC,37.0,1,1.0,,1.0,2.0,1.0,2.0,3.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,2.0,2.0,,,,,,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,116.75675675675676,18.0,9.5,18.0,9.5,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.299,0.299,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2005,2004-05,False
