EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,FG2M,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyOffPoss,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyShotQualityAvg,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,AtRimAssists,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyArc3FGA,PenaltyFG3A,FTDefRebounds,DefFTReboundPct,PenaltyArc3Frequency,AtRimPctBlocked,PenaltyCorner3FGA,NonShootingFoulsDrawn,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,BadPassSteals,LostBallTurnovers,OffArc3ReboundPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyTurnovers,Travels,FTOffRebounds,SelfOReb,OffFTReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,HeaveMakes,HeaveAttempts,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
1761-1863-1889-2030-2059,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Kenyon Martin, Eduardo Najera","Buckner, Boykins, Miller, Martin, Najera",1761-1863-1889-2030-2059,DEN,200.0,1,3.0,-6.0,5.0,6.0,1.0,11.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.375,0.375,0.25,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,79.2,20.8,16.0,17.4,16.0,0.25,0.5,0.25,1.0,1.0,1.0,0.25,1.0,0.434475,0.3859,13.533333333333333,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-2030-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Kenyon Martin, Marcus Camby","Buckner, Boykins, Miller, Martin, Camby",1761-1863-1889-2030-948,DEN,232.0,2,4.0,-7.0,8.0,9.0,1.0,17.0,5.0,1.0,,,6.0,,1.0,4.0,11.0,1.0,,,,,,1.0,,2.0,,2.0,3.0,1.0,4.0,,,,,2.0,2.0,,,4.0,1.0,4.0,,,,0.2857142857142857,0.2857142857142857,0.14285714285714285,,,,,1.0,0.75,0.2,,,,105.51724137931035,14.25,13.11111111111111,12.625,12.333333333333334,0.7142857142857143,0.14285714285714285,,,,,0.14285714285714285,,0.41402857142857147,,11.133333333333333,23.1,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-2035-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, DerMarr Johnson, Marcus Camby","Buckner, Boykins, Miller, Johnson, Camby",1761-1863-1889-2035-948,DEN,10.0,1,,,1.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,6.0,4.0,6.0,4.0,1.0,,,,,,,,0.3304,,5.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3304,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-2403-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Nene, Marcus Camby","Buckner, Boykins, Miller, Nene, Camby",1761-1863-1889-2403-948,DEN,281.0,2,5.0,15.0,10.0,8.0,4.0,18.0,4.0,2.0,1.0,1.0,12.0,1.0,1.0,21.0,6.0,2.0,,1.0,1.0,,,1.0,,2.0,4.0,2.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,13.0,,1.0,1.0,0.7307692307692307,0.8076923076923077,0.07692307692307693,,,1.0,1.0,1.0,0.6666666666666666,1.0,,1.0,1.0,92.24199288256227,15.8,15.375,13.6,14.875,0.3076923076923077,0.15384615384615385,0.07692307692307693,1.0,1.0,,0.5384615384615384,1.0,0.48720769230769234,0.6342666666666666,6.9750000000000005,24.4,3.0,4.0,,,8.0,2.0,14.0,1.0,,,,,1.0,,1.0,,,0.125,0.14285714285714285,0.6666666666666666,,,,,1.0,,1.0,1.0,,,,,3.0,3.0,3.0,0.6140333333333333,0.3,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,3.0,2.0,8.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.1666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,0.23076923076923078,0.25,0.38095238095238093,0.38095238095238093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-2546-445,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Carmelo Anthony, Wesley Person","Buckner, Boykins, Miller, Anthony, Person",1761-1863-1889-2546-445,DEN,27.0,1,,-2.0,2.0,3.0,,5.0,,,,1.0,1.0,,1.0,2.0,4.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,2.0,,,,0.5,0.5,0.5,,,,,,,,,,,266.6666666666667,9.5,2.6666666666666665,9.5,2.6666666666666665,,,0.5,,,,1.0,,0.620825,,0.5,24.6,3.0,,,,1.0,,2.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,2.0,1.0,2.0,0.620825,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,2.0,,,1.0,,0.5,,0.5,,0.5,1.0,1.0,,,,,,,0.5,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1889-2546-948,1610612743,"Greg Buckner, Earl Boykins, Andre Miller, Carmelo Anthony, Marcus Camby","Buckner, Boykins, Miller, Anthony, Camby",1761-1863-1889-2546-948,DEN,68.0,1,1.0,-2.0,2.0,1.0,1.0,3.0,,1.0,,,2.0,,,2.0,4.0,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,2.0,,,,,,,0.3333333333333333,,0.5,,,0.5,,,0.5,,1.0,,63.529411764705884,13.0,42.0,11.5,42.0,,0.5,,,,,0.5,,0.47205,,9.2,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,2.0,2.0,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,0.5,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-1922-2035-2403,1610612743,"Greg Buckner, Earl Boykins, Francisco Elson, DerMarr Johnson, Nene","Buckner, Boykins, Elson, Johnson, Nene",1761-1863-1922-2035-2403,DEN,147.0,1,2.0,-3.0,5.0,4.0,1.0,9.0,2.0,1.0,,,4.0,,1.0,2.0,5.0,,,,,,,,,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,0.16666666666666666,0.2,,,,,,1.0,0.2,,,,88.16326530612244,18.0,14.25,18.0,14.25,0.4,0.2,,,,,0.4,,0.48874000000000006,,7.125,23.6,4.0,,,1.0,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.2,5.0,4.0,5.0,0.48874000000000006,1.0,,1.0,,,,1.0,,,2.0,,,,2.0,2.0,,2.0,2.0,,,,2.0,,,,,2.0,,,,,,1.0,0.16666666666666666,,0.2,,,,,,,,,0.2,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-2030-2035-2403,1610612743,"Greg Buckner, Earl Boykins, Kenyon Martin, DerMarr Johnson, Nene","Buckner, Boykins, Martin, Johnson, Nene",1761-1863-2030-2035-2403,DEN,62.0,1,1.0,-2.0,2.0,1.0,,3.0,,,,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,69.6774193548387,13.5,35.0,13.5,27.0,,,1.0,,,,1.0,,0.51825,,,24.8,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-2030-2403-2546,1610612743,"Greg Buckner, Earl Boykins, Kenyon Martin, Nene, Carmelo Anthony","Buckner, Boykins, Martin, Nene, Anthony",1761-1863-2030-2403-2546,DEN,194.0,2,3.0,-3.0,5.0,6.0,1.0,11.0,2.0,,,,6.0,,,2.0,5.0,1.0,,,,2.0,,1.0,,2.0,1.0,,3.0,1.0,4.0,1.0,1.0,,,,,,,,,2.0,,,,0.16666666666666666,0.16666666666666666,,0.3333333333333333,0.5,,0.2,,0.75,0.2,,,,81.64948453608247,15.8,19.166666666666668,15.2,18.833333333333332,0.3333333333333333,,,,,,0.6666666666666666,,0.48965,0.6022,4.75,,3.0,,,,1.0,2.0,,1.0,,,3.0,,,,,,,1.0,1.0,0.16666666666666666,0.75,,,,,,,,,,,,3.0,4.0,3.0,0.5154,0.6,1.0,4.0,,1.0,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,1.0,1.0,,,,,0.75,,,,,,,,,,,0.25,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
1761-1863-2030-2403-445,1610612743,"Greg Buckner, Earl Boykins, Kenyon Martin, Nene, Wesley Person","Buckner, Boykins, Martin, Nene, Person",1761-1863-2030-2403-445,DEN,667.0,2,11.0,-7.0,22.0,22.0,3.0,44.0,2.0,5.0,1.0,3.0,14.0,1.0,5.0,12.0,19.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,5.0,11.0,3.0,14.0,2.0,,2.0,1.0,1.0,3.0,,1.0,3.0,,11.0,1.0,0.2,0.2,0.23684210526315788,0.2727272727272727,0.2631578947368421,0.2857142857142857,0.5,0.6666666666666666,0.09090909090909091,1.0,0.9166666666666666,0.2,,,1.0,94.99250374812593,15.772727272727273,14.545454545454545,15.090909090909092,14.363636363636363,0.10526315789473684,0.2631578947368421,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.631578947368421,0.3333333333333333,0.49005263157894735,0.62595,7.45,24.04,3.0,,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.8571428571428571,0.5,,1.0,1.0,1.0,,,0.4,0.4,0.5,0.10526315789473684,3.0,3.0,3.0,0.3497333333333333,0.13636363636363635,1.0,7.0,,1.0,,1.0,,,3.0,,,1.0,1.0,1.0,1.0,,2.0,,,,6.0,,3.0,1.0,,2.0,,,0.3333333333333333,,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3684210526315789,0.14285714285714285,0.25,,0.5,,,,,0.3333333333333333,,0.13636363636363635,0.17647058823529413,0.08333333333333333,0.16666666666666666,,,,,,0.42857142857142855,,,0.8,,,1.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2005,2004-05,False
