EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,SecondChanceArc3FGM,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,HeaveMakes,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
109-1477-1495-1938-2225,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Tony Parker","Horry, Bowen, Duncan, Ginobili, Parker",109-1477-1495-1938-2225,SAS,9931.0,22,166.0,48.0,301.0,292.0,149.0,114.0,44.0,593.0,62.0,101.0,12.0,20.0,23.0,48.0,21.0,46.0,17.0,45.0,12.0,30.0,2.0,5.0,3.0,10.0,19.0,40.0,1.0,11.0,21.0,100.0,192.0,31.0,70.0,74.0,367.0,319.0,16.0,32.0,2.0,6.0,11.0,49.0,43.0,90.0,14.0,31.0,48.0,176.0,76.0,124.0,81.0,12.0,20.0,1.0,39.0,19.0,19.0,38.0,27.0,65.0,16.0,11.0,22.0,8.0,8.0,157.0,17.0,26.0,4.0,20.0,71.0,7.0,98.0,47.0,145.0,1.0,15.0,7.0,8.0,18.0,5.0,14.0,16.0,2.0,4.0,2.0,34.0,4.0,17.0,24.0,70.0,4.0,4.0,107.0,6.0,4.0,37.0,18.0,16.0,2.0,2.0,11.0,1.0,4.0,18.0,11.0,1.0,1.0,318.0,176.0,149.0,16.0,0.38,0.4222222222222222,0.8709677419354839,0.44285714285714284,0.3333333333333333,0.45161290322580644,0.4492753623188406,0.5208333333333334,0.5,0.4777777777777778,0.5591603053435115,0.5,0.5289256198347108,0.5852090032154341,0.5444444444444444,0.5612903225806452,0.26717557251908397,0.09895833333333333,0.1485148514851485,0.08695652173913043,0.5294117647058824,1.0,0.2,0.6454545454545455,0.2857142857142857,0.6666666666666666,0.4473684210526316,0.65,0.3333333333333333,0.46153846153846156,0.16,0.14814814814814814,0.4,0.5,0.5641025641025641,0.6470588235294118,0.7297297297297297,0.7391304347826086,0.42857142857142855,0.00909090909090909,85.98529856006444,0.6111111111111112,17.04983388704319,16.434931506849313,15.990033222591363,15.503424657534246,0.38549618320610685,0.6138613861386139,0.7209302325581395,0.3548387096774194,0.17557251908396945,0.45652173913043476,0.5,0.38095238095238093,0.1717557251908397,0.37777777777777777,0.37777777777777777,0.47058823529411764,0.11450381679389313,0.4,0.4,0.9166666666666666,0.15267175572519084,0.475,0.475,0.8421052631578947,0.5263157894736842,0.6,0.16666666666666666,0.13157894736842105,0.4,0.5,0.02631578947368421,0.39669421487603307,0.4791666666666667,0.08264462809917356,0.3,0.17355371900826447,0.5238095238095238,0.6526717557251909,0.48717948717948717,0.4823084291187739,0.534822,0.47517438016528923,0.12627986348122866,0.16591928251121077,0.1335149863760218,0.47956403269754766,6.421354166666667,24.65142857142857,0.4950166112956811,,,,,,,,,,,,,,1610612759,2005,2004-05,False
109-1477-1495-1938-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Beno Udrih","Horry, Bowen, Duncan, Ginobili, Udrih",109-1477-1495-1938-2757,SAS,1202.0,9,20.0,15.0,35.0,35.0,13.0,13.0,4.0,70.0,6.0,11.0,,1.0,,1.0,,5.0,2.0,3.0,2.0,5.0,,,2.0,3.0,2.0,5.0,1.0,1.0,2.0,8.0,19.0,4.0,10.0,17.0,45.0,30.0,,1.0,,1.0,3.0,3.0,,2.0,3.0,5.0,16.0,25.0,10.0,6.0,12.0,,,,5.0,2.0,3.0,5.0,4.0,9.0,2.0,2.0,4.0,,1.0,22.0,1.0,3.0,,3.0,9.0,1.0,13.0,4.0,17.0,,3.0,2.0,1.0,2.0,,,2.0,,2.0,,4.0,,1.0,2.0,7.0,1.0,1.0,22.0,2.0,2.0,6.0,5.0,2.0,,,2.0,,,2.0,1.0,,,42.0,25.0,13.0,,0.625,0.625,1.0,0.4,,0.6,0.4,0.42105263157894735,,,0.4827586206896552,,0.6428571428571429,0.5657894736842105,0.3,0.71875,0.3448275862068966,0.15789473684210525,0.18181818181818182,0.2,0.5,1.0,,0.8181818181818182,0.3,0.6,0.2,0.75,0.26666666666666666,0.4,0.2,,,0.3333333333333333,0.7142857142857143,1.0,1.0,0.75,,,83.86023294509151,0.5,17.62857142857143,16.714285714285715,16.65714285714286,16.34285714285714,0.3793103448275862,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.1724137931034483,,,,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.5,0.1724137931034483,0.4,0.4,1.0,0.1724137931034483,0.4,0.4,1.0,0.5,,,,,,0.5,0.14285714285714285,,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.5,0.7241379310344828,0.4,0.5003879310344828,0.498525,0.45350714285714283,0.18181818181818182,0.2608695652173913,0.06666666666666667,0.5555555555555556,5.084210526315789,24.47,0.37142857142857144,,,,,,,,,,,,,,1610612759,2005,2004-05,False
109-1477-1495-1938-699,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Manu Ginobili, Brent Barry","Horry, Bowen, Duncan, Ginobili, Barry",109-1477-1495-1938-699,SAS,641.0,3,11.0,5.0,20.0,18.0,6.0,1.0,2.0,38.0,3.0,5.0,1.0,1.0,2.0,2.0,5.0,9.0,,,,1.0,,,,,1.0,1.0,,,,8.0,14.0,1.0,2.0,6.0,25.0,20.0,2.0,2.0,,,1.0,5.0,2.0,3.0,,,3.0,7.0,6.0,10.0,3.0,,4.0,,1.0,1.0,1.0,3.0,1.0,4.0,1.0,,1.0,2.0,,9.0,,2.0,,,6.0,1.0,7.0,2.0,9.0,1.0,2.0,1.0,1.0,,1.0,,3.0,,,,3.0,,1.0,1.0,5.0,,1.0,8.0,2.0,,5.0,,1.0,,,1.0,,,1.0,1.0,,,20.0,7.0,6.0,,0.375,0.5,1.0,0.5,,,0.5,0.5714285714285714,1.0,0.6666666666666666,0.59375,1.0,0.6666666666666666,0.6578947368421053,1.25,0.7,0.125,0.07142857142857142,,0.1111111111111111,,1.0,,0.75,0.3333333333333333,,,0.75,0.2857142857142857,0.5,0.25,,,,0.5,0.75,1.0,,,0.16666666666666666,85.36661466458658,1.0,14.9,19.055555555555557,14.9,18.166666666666668,0.3125,0.6,0.6,0.3333333333333333,0.5625,0.5555555555555556,0.625,0.4,,,,,0.0625,,,,0.0625,1.0,1.0,1.0,0.5,1.0,,,,,,0.6666666666666666,1.0,,,,,0.4375,1.0,0.477209375,0.58335,0.6024333333333333,0.2631578947368421,0.29411764705882354,0.2,0.28,5.185714285714285,24.35,0.3,1.0,,,,,,,,,,,,,1610612759,2005,2004-05,False
109-1477-1495-2225-2484,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Devin Brown","Horry, Bowen, Duncan, Parker, Brown",109-1477-1495-2225-2484,SAS,22.0,1,,-2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,3.0,19.0,3.0,19.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,0.20205,,0.20205,,,,,,27.3,1.0,,,,,,,,,,,,,,1610612759,2005,2004-05,False
109-1477-1495-2225-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Beno Udrih","Horry, Bowen, Duncan, Parker, Udrih",109-1477-1495-2225-2757,SAS,65.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,2.0,,,2.0,,,1.0,3.0,,3.0,4.0,,,,,,,,,1.0,3.0,,3.0,,,3.0,,,,2.0,,,,1.0,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,0.5,,0.5,0.5,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,88.61538461538463,,18.0,14.5,18.0,14.0,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,0.3333333333333333,1.0,0.6666666666666666,,1.0,,0.46144999999999997,,0.46144999999999997,,,,1.0,,24.53333333333333,1.0,,,,,,,,,,,,,,1610612759,2005,2004-05,False
109-1477-1495-2225-299,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Glenn Robinson","Horry, Bowen, Duncan, Parker, Robinson",109-1477-1495-2225-299,SAS,61.0,1,1.0,2.0,2.0,2.0,,,,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,0.5,,1.0,,0.6666666666666666,,,,,,,0.5,,,1.0,,,94.42622950819673,,11.5,19.0,11.5,8.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3571,,,,,,,9.2,,,,,,,,,,,,,,,,1610612759,2005,2004-05,False
109-1477-1495-2225-699,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Tony Parker, Brent Barry","Horry, Bowen, Duncan, Parker, Barry",109-1477-1495-2225-699,SAS,5789.0,19,96.0,-28.0,155.0,161.0,41.0,37.0,25.0,316.0,25.0,40.0,8.0,10.0,8.0,11.0,17.0,42.0,12.0,24.0,5.0,13.0,,3.0,2.0,4.0,10.0,33.0,4.0,3.0,8.0,54.0,106.0,15.0,46.0,27.0,180.0,208.0,12.0,18.0,2.0,7.0,9.0,39.0,14.0,28.0,5.0,12.0,11.0,54.0,48.0,60.0,42.0,3.0,14.0,,33.0,10.0,14.0,24.0,14.0,38.0,9.0,5.0,12.0,5.0,7.0,90.0,10.0,23.0,2.0,6.0,38.0,6.0,50.0,35.0,85.0,3.0,9.0,9.0,,13.0,2.0,5.0,11.0,2.0,8.0,2.0,24.0,4.0,4.0,28.0,46.0,4.0,3.0,42.0,5.0,3.0,20.0,2.0,12.0,1.0,,7.0,2.0,3.0,13.0,8.0,1.0,,141.0,54.0,41.0,1.0,0.4444444444444444,0.5106382978723404,0.9333333333333333,0.32608695652173914,0.2857142857142857,0.4166666666666667,0.32608695652173914,0.5094339622641509,0.6666666666666666,0.5,0.5032894736842105,0.6,0.5375,0.5295857988165681,0.6551724137931034,0.6022727272727273,0.3026315789473684,0.1320754716981132,0.25,0.09523809523809523,0.5416666666666666,1.0,0.5,0.6129032258064516,0.4423076923076923,0.5454545454545454,0.3225806451612903,0.6027397260273972,0.39759036144578314,0.6,0.4,0.3333333333333333,0.2608695652173913,0.5,0.631578947368421,0.5416666666666666,0.6842105263157895,0.5714285714285714,0.5,0.04411764705882353,78.60424943859043,0.6153846153846154,19.574193548387097,17.111801242236027,18.051612903225806,15.850931677018634,0.2631578947368421,0.625,0.8333333333333334,0.48,0.27631578947368424,0.40476190476190477,0.4473684210526316,0.29411764705882354,0.15789473684210525,0.5,0.5,0.5833333333333334,0.08552631578947369,0.38461538461538464,0.38461538461538464,1.0,0.21710526315789475,0.30303030303030304,0.3125,0.9,0.4,0.8,0.125,0.12,,,0.16,0.275,0.7272727272727273,0.1,0.5,0.2,0.375,0.5657894736842105,0.30303030303030304,0.4809055921052632,0.498185,0.4857125,0.11976047904191617,0.1652892561983471,0.21666666666666667,0.3,7.956603773584906,24.595652173913045,0.2645161290322581,,2.0,1.0,1.0,0.021739130434782608,0.030303030303030304,0.5,1.0,,,,,,1610612759,2005,2004-05,False
109-1477-1495-2484-2757,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Devin Brown, Beno Udrih","Horry, Bowen, Duncan, Brown, Udrih",109-1477-1495-2484-2757,SAS,27.0,1,,-3.0,1.0,2.0,1.0,2.0,1.0,3.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,3.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,,0.5,,,,,1.0,,,,,,,160.0,,19.0,4.0,17.0,,0.5,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,0.5,,0.5,,,,1.0,,0.561575,0.559,0.561575,,,,,2.8,22.2,1.0,,,,,,,,,,,,,,1610612759,2005,2004-05,False
109-1477-1495-2757-299,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Beno Udrih, Glenn Robinson","Horry, Bowen, Duncan, Udrih, Robinson",109-1477-1495-2757-299,SAS,87.0,1,1.0,1.0,2.0,2.0,,,,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,3.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.5,,,,,,,,,,0.5,,,,0.5,,,,,,,0.5,,,,,,66.20689655172414,,20.5,23.0,20.5,23.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404,,,1.0,1.0,,,6.3,,,,,,,,,,,,,,,,1610612759,2005,2004-05,False
109-1477-1495-2757-699,1610612759,"Robert Horry, Bruce Bowen, Tim Duncan, Beno Udrih, Brent Barry","Horry, Bowen, Duncan, Udrih, Barry",109-1477-1495-2757-699,SAS,795.0,9,13.0,-6.0,25.0,28.0,7.0,9.0,3.0,53.0,7.0,10.0,2.0,2.0,2.0,3.0,1.0,3.0,,2.0,,2.0,,,,,2.0,6.0,,2.0,3.0,8.0,15.0,2.0,8.0,2.0,24.0,30.0,2.0,3.0,,,,4.0,2.0,3.0,2.0,3.0,1.0,11.0,6.0,10.0,6.0,,4.0,1.0,5.0,2.0,,3.0,2.0,5.0,2.0,,3.0,,,12.0,2.0,3.0,,1.0,6.0,1.0,8.0,5.0,13.0,,3.0,3.0,,4.0,,1.0,1.0,,3.0,,5.0,,2.0,3.0,7.0,,,5.0,1.0,,2.0,1.0,1.0,,,,1.0,,1.0,,,,20.0,11.0,7.0,,0.375,0.5,1.0,0.25,,0.6666666666666666,0.2857142857142857,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.4782608695652174,0.6666666666666666,0.8333333333333334,0.48,0.6666666666666666,0.7857142857142857,0.34782608695652173,,,,0.8,1.0,,0.6666666666666666,0.42857142857142855,1.0,0.3333333333333333,0.7,0.38461538461538464,0.6666666666666666,0.5,,0.5,,0.5,0.75,1.0,1.0,,,96.0,,15.72,14.357142857142858,15.08,13.785714285714286,0.43478260869565216,0.7,0.7,0.42857142857142855,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.08695652173913043,,,,0.08695652173913043,,,,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,,,,,,0.5,0.6666666666666666,,,0.5,0.6666666666666666,0.782608695652174,0.4,0.5031477272727273,0.5405,0.51712,0.08333333333333333,0.125,0.16666666666666666,0.4583333333333333,5.133333333333334,26.5,0.28,,,,,,,,,,,,,,1610612759,2005,2004-05,False
