EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGA,FtPoints,SecondChanceFtPoints,FTA,TwoPtShootingFoulsDrawn,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,ShortMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,PenaltyTurnovers,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Blocked2s,BlockedAtRim,Blocks,BadPassOutOfBoundsTurnovers,PenaltyDefPoss,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg3Pct,DefAtRimReboundPct,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShortMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,PenaltyAtRimFGM,Technical Free Throw Trips,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PtsPutbacks,Corner3Assists,OffThreePtRebounds,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,FTDefRebounds,DefFTReboundPct,RecoveredBlocks,3SecondViolations,LongMidRangePctBlocked,BlocksRecoveredPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,OffCorner3ReboundPct,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1542-1563-1740-1744-2209,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Jerome James, Vladimir Radmanovic","Drobnjak, Ollie, Lewis, James, Radmanovic",1542-1563-1740-1744-2209,SEA,309.0,2,5.0,7.0,9.0,10.0,1.0,19.0,4.0,5.0,1.0,1.0,2.0,3.0,6.0,8.0,12.0,5.0,1.0,1.0,2.0,8.0,4.0,1.0,4.0,4.0,2.0,2.0,8.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,10.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,1.0,0.75,1.0,0.125,0.2,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,88.54368932038834,14.666666666666666,17.7,14.333333333333334,17.7,0.625,0.8,1.0,0.5,0.375,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.625,0.498675,0.5762,0.16666666666666666,7.3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-1744-699,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Jerome James, Brent Barry","Drobnjak, Ollie, Lewis, James, Barry",1542-1563-1740-1744-699,SEA,120.0,1,2.0,-2.0,3.0,3.0,1.0,6.0,,,,,,,,2.0,3.0,5.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,0.3,0.5,,,,1.0,0.5,,1.0,0.5,,,1.0,,72.0,22.666666666666668,17.333333333333332,22.0,17.333333333333332,,,,,,,,,,,,0.3688,,0.3333333333333333,7.8,2.0,3.0,1.0,6.0,3.0,0.5,1.0,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-1744-951,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Jerome James, Ray Allen","Drobnjak, Ollie, Lewis, James, Allen",1542-1563-1740-1744-951,SEA,418.0,2,7.0,7.0,13.0,11.0,1.0,24.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,20.0,13.0,1.0,1.0,2.0,6.0,2.0,,3.0,3.0,,1.0,6.0,1.0,1.0,4.0,5.0,1.0,6.0,,,,,1.0,,1.0,1.0,3.0,18.0,0.75,0.75,0.6666666666666666,1.0,0.7857142857142857,1.0,0.8333333333333334,1.0,,,,0.6666666666666666,0.5,1.0,0.7142857142857143,0.5,,0.8,,,82.67942583732058,16.23076923076923,18.818181818181817,15.76923076923077,17.454545454545453,0.2857142857142857,0.5,0.5,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.4417714285714286,0.5939,0.1,8.966666666666667,3.0,9.0,,10.0,2.0,1.0,0.42857142857142855,0.2222222222222222,0.25,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,9.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,9.0,7.0,1.0,1.0,1.0,1.0,0.9,0.14285714285714285,1.0,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,1.0,1.0,1.0,0.3635,0.45,24.4,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-1916-699,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Calvin Booth, Brent Barry","Drobnjak, Ollie, Lewis, Booth, Barry",1542-1563-1740-1916-699,SEA,92.0,1,2.0,-1.0,3.0,2.0,1.0,5.0,1.0,1.0,,,1.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,2.0,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,78.26086956521739,15.333333333333334,23.0,14.0,20.5,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,,0.3333333333333333,0.4352666666666667,0.3429,0.5,9.733333333333333,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-2209-2501,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Vladimir Radmanovic, Reggie Evans","Drobnjak, Ollie, Lewis, Radmanovic, Evans",1542-1563-1740-2209-2501,SEA,91.0,1,2.0,2.0,3.0,2.0,,5.0,,,,,2.0,2.0,2.0,2.0,4.0,2.0,,,,2.0,2.0,,1.0,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,4.0,0.5,0.5,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,,79.12087912087912,21.0,14.0,21.0,14.0,,,,,1.0,1.0,1.0,0.5,,,,0.3494,,,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-2209-699,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Vladimir Radmanovic, Brent Barry","Drobnjak, Ollie, Lewis, Radmanovic, Barry",1542-1563-1740-2209-699,SEA,398.0,5,7.0,2.0,14.0,14.0,1.0,28.0,1.0,3.0,,,1.0,2.0,3.0,8.0,14.0,12.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,,8.0,1.0,,4.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,3.0,12.0,0.3333333333333333,0.3333333333333333,0.375,1.0,0.5454545454545454,1.0,0.5833333333333334,1.0,0.125,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2,,0.5714285714285714,0.16666666666666666,,,,,101.30653266331657,12.714285714285714,15.714285714285714,12.428571428571429,13.785714285714286,0.2727272727272727,0.3333333333333333,0.5,1.0,0.18181818181818182,0.5,0.5,,,,0.5454545454545454,0.5030272727272727,0.4275,0.14285714285714285,6.7375,3.0,2.0,,2.0,1.0,0.5,0.2727272727272727,0.08333333333333333,0.1111111111111111,6.0,1.0,2.0,3.0,2.0,3.0,,3.0,,3.0,,3.0,2.0,,1.0,,,3.0,6.0,0.6666666666666666,0.6666666666666666,,0.3,0.3,0.2727272727272727,,0.3333333333333333,0.3333333333333333,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4923,0.21428571428571427,25.599999999999998,0.42857142857142855,,,,,10.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-2209-951,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Vladimir Radmanovic, Ray Allen","Drobnjak, Ollie, Lewis, Radmanovic, Allen",1542-1563-1740-2209-951,SEA,273.0,3,5.0,,10.0,8.0,2.0,18.0,,2.0,,1.0,,4.0,1.0,8.0,6.0,6.0,,2.0,,,2.0,1.0,,,,,,4.0,,3.0,3.0,4.0,7.0,2.0,,2.0,,1.0,,3.0,,,6.0,,,0.125,,0.1111111111111111,,0.2727272727272727,,0.125,,0.6666666666666666,0.75,0.5714285714285714,,0.75,0.5,0.5,1.0,0.6666666666666666,,94.94505494505495,15.8,14.375,13.6,14.125,0.2222222222222222,,,,0.4444444444444444,,,,0.5,,0.3333333333333333,0.4248777777777778,0.4847,,10.25,2.0,4.0,,4.0,2.0,,0.2222222222222222,0.18181818181818182,0.2,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,0.1111111111111111,,0.5,1.0,,0.1111111111111111,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,0.5,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-2218-2501,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Joseph Forte, Reggie Evans","Drobnjak, Ollie, Lewis, Forte, Evans",1542-1563-1740-2218-2501,SEA,3.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-2501-699,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Reggie Evans, Brent Barry","Drobnjak, Ollie, Lewis, Evans, Barry",1542-1563-1740-2501-699,SEA,456.0,5,8.0,-5.0,11.0,14.0,3.0,25.0,1.0,4.0,,1.0,1.0,2.0,4.0,9.0,12.0,17.0,1.0,2.0,4.0,2.0,6.0,3.0,1.0,1.0,,1.0,2.0,4.0,2.0,3.0,5.0,4.0,9.0,,,2.0,1.0,2.0,1.0,4.0,4.0,9.0,8.0,0.25,0.25,0.4444444444444444,0.5,0.4444444444444444,0.5,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.5,0.5,0.75,0.8,0.6666666666666666,0.7142857142857143,0.8,,1.0,0.5,1.0,78.94736842105263,20.818181818181817,16.214285714285715,19.90909090909091,14.857142857142858,0.4444444444444444,0.25,0.5,,0.2222222222222222,0.5,0.5,1.0,0.5,,0.4444444444444444,0.4465222222222222,0.4257,0.3333333333333333,7.044444444444444,3.0,4.0,2.0,5.0,2.0,1.0,0.3333333333333333,0.18181818181818182,0.18181818181818182,6.0,2.0,,,,,2.0,4.0,,4.0,,,,,4.0,,,4.0,6.0,,,0.5,0.5,0.5,,0.5,0.6666666666666666,1.0,,,,,,0.490875,0.3333333333333333,,0.5454545454545454,,,,,6.0,3.0,,,,,,,,1.0,1.0,,,,,0.75,,,,,,1.0,1.0,0.3333333333333333,1.0,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
1542-1563-1740-2501-951,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Reggie Evans, Ray Allen","Drobnjak, Ollie, Lewis, Evans, Allen",1542-1563-1740-2501-951,SEA,2179.0,16,36.0,-14.0,65.0,63.0,13.0,128.0,8.0,16.0,4.0,6.0,7.0,16.0,21.0,52.0,70.0,84.0,7.0,13.0,18.0,12.0,30.0,3.0,6.0,11.0,1.0,4.0,27.0,13.0,7.0,10.0,17.0,15.0,32.0,4.0,2.0,2.0,2.0,6.0,,8.0,9.0,19.0,52.0,0.2857142857142857,0.35294117647058826,0.40384615384615385,0.5384615384615384,0.4318181818181818,0.5384615384615384,0.4861111111111111,0.6,0.057692307692307696,0.0625,0.25,0.6666666666666666,0.43333333333333335,0.7777777777777778,0.7083333333333334,0.38461538461538464,0.2222222222222222,0.8571428571428571,0.5,1.0,84.58926112895823,18.630769230769232,15.365079365079366,17.661538461538463,14.619047619047619,0.24242424242424243,0.5,0.5333333333333333,0.125,0.24242424242424243,0.4375,0.4375,0.5714285714285714,0.46153846153846156,0.6666666666666666,0.45454545454545453,0.45204242424242425,0.4728,0.2571428571428571,8.726923076923077,20.0,13.0,4.0,14.0,5.0,0.38461538461538464,0.30303030303030304,0.07246376811594203,0.09090909090909091,31.0,6.0,4.0,9.0,5.0,14.0,8.0,19.0,6.0,31.0,,9.0,4.0,1.0,4.0,3.0,,31.0,31.0,0.35714285714285715,0.35714285714285715,0.42105263157894735,0.44642857142857145,0.5,0.21212121212121213,0.3333333333333333,0.3,0.3333333333333333,0.16666666666666666,0.13636363636363635,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4758767857142857,0.44285714285714284,24.3,0.47692307692307695,1.0,,1.0,2.0,23.0,7.0,3.0,6.0,3.0,9.0,15.0,5.0,4.0,1.0,4.0,1.0,0.3333333333333333,0.5,1.0,0.25,0.21428571428571427,0.5,3.0,2.0,,,,0.1,0.75,0.08333333333333333,3.0,,0.42857142857142855,1.0,5.0,3.0,8.0,1.0,2.0,2.0,2.0,1.0,0.2222222222222222,0.4,0.07575757575757576,0.2,0.2,1.0,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,False
