EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Corner3Assists,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,LongMidRangeAssists,FTOffRebounds,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChancePointsPct,LostBallSteals,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SelfOReb,SelfORebPct,DefensiveGoaltends,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,Arc3Assists,Arc3PctAssisted,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,Corner3PctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,team_id,year,season,team_vs
1565-1729-1908-1960-2032,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Milt Palacio, Darius Miles","Stewart, Davis, Jones, Palacio, Miles",1565-1729-1908-1960-2032,CLE,617.0,5,10.0,-5.0,20.0,24.0,9.0,11.0,1.0,44.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,13.0,2.0,4.0,12.0,17.0,2.0,2.0,4.0,4.0,8.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,9.0,1.0,11.0,4.0,15.0,1.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,9.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,12.0,8.0,9.0,0.5,0.5,0.3076923076923077,0.5,0.26666666666666666,0.5,0.3235294117647059,0.5833333333333334,0.13333333333333333,0.5555555555555556,1.0,0.6,0.375,0.5,0.5,0.5882352941176471,0.4,0.6666666666666666,0.3333333333333333,1.0,0.42857142857142855,0.6666666666666666,0.8,1.0,102.6904376012966,15.15,13.083333333333334,15.1,12.208333333333334,0.3333333333333333,0.4,0.4,0.5,0.26666666666666666,0.5,0.5,0.5,0.26666666666666666,0.06666666666666667,0.06666666666666667,1.0,0.5,1.0,0.4666666666666667,0.473,0.5895,0.424975,0.6666666666666666,8.015384615384615,24.35,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-1960-2205,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Milt Palacio, DeSagana Diop","Stewart, Davis, Jones, Palacio, Diop",1565-1729-1908-1960-2205,CLE,542.0,2,9.0,5.0,14.0,15.0,3.0,6.0,2.0,29.0,3.0,4.0,,,,,,5.0,2.0,4.0,4.0,9.0,6.0,,17.0,12.0,,1.0,2.0,,5.0,4.0,4.0,3.0,2.0,3.0,2.0,,7.0,,2.0,1.0,8.0,,9.0,2.0,11.0,,,1.0,,1.0,1.0,,,2.0,,2.0,2.0,,1.0,,,2.0,1.0,2.0,17.0,5.0,3.0,0.5,0.5,0.4444444444444444,0.5,0.5666666666666667,0.625,0.5666666666666667,0.625,0.4,0.5,,0.6666666666666666,0.4,0.5,,0.6428571428571429,0.2857142857142857,1.0,0.25,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,77.0479704797048,17.714285714285715,19.6,16.785714285714285,17.0,0.26666666666666666,0.75,1.0,0.6666666666666666,,,,,0.3333333333333333,0.13333333333333333,0.26666666666666666,,,,0.6666666666666666,0.4812785714285714,0.552075,0.4276,0.29411764705882354,9.633333333333333,28.816666666666666,0.21428571428571427,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.5,0.5,0.6,0.16666666666666666,0.1111111111111111,0.25,0.25,1.0,1.0,0.2,0.2,0.5,0.5,1.0,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.6666666666666666,0.06666666666666667,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-1960-238,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Milt Palacio, Tyrone Hill","Stewart, Davis, Jones, Palacio, Hill",1565-1729-1908-1960-238,CLE,416.0,2,7.0,-5.0,15.0,14.0,3.0,4.0,3.0,29.0,,,,,,1.0,4.0,3.0,,,2.0,7.0,,9.0,13.0,18.0,1.0,,,1.0,1.0,2.0,2.0,,1.0,1.0,,,2.0,,2.0,1.0,3.0,,4.0,3.0,7.0,1.0,1.0,2.0,,1.0,3.0,1.0,,5.0,2.0,2.0,5.0,2.0,11.0,1.0,1.0,,,,9.0,1.0,3.0,0.5,0.5,0.2857142857142857,,0.2857142857142857,,0.5,0.5,,0.4,,0.6,0.4,1.0,,0.6666666666666666,0.4,,0.5,,,1.0,1.0,,100.38461538461539,16.133333333333333,12.428571428571429,15.6,12.357142857142858,,,,,0.5714285714285714,0.25,0.25,,0.42857142857142855,,,,,,,0.3888857142857143,0.3978,,0.07692307692307693,13.042857142857143,,0.2,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.36363636363636365,0.36363636363636365,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-1960-2430,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Milt Palacio, Carlos Boozer","Stewart, Davis, Jones, Palacio, Boozer",1565-1729-1908-1960-2430,CLE,317.0,3,5.0,-4.0,12.0,14.0,8.0,9.0,1.0,26.0,3.0,4.0,1.0,2.0,3.0,,,3.0,,1.0,4.0,7.0,1.0,3.0,11.0,15.0,1.0,3.0,5.0,2.0,8.0,6.0,2.0,1.0,3.0,3.0,2.0,,6.0,,1.0,,2.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,,,2.0,1.0,1.0,3.0,2.0,5.0,5.0,,4.0,,1.0,,,,11.0,8.0,8.0,0.75,0.75,0.5714285714285714,0.6,0.5,0.5,0.55,0.5714285714285714,0.125,0.3333333333333333,1.0,0.5,0.3333333333333333,,,0.5,0.25,,0.5,,,1.0,0.3333333333333333,,118.10725552050474,13.0,11.5,12.666666666666666,11.071428571428571,0.5,0.75,1.0,0.6666666666666666,,,,,0.375,,0.125,1.0,0.5,0.6666666666666666,0.625,0.595225,0.6951,0.5987666666666667,0.7272727272727273,8.071428571428571,25.4,0.6666666666666666,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,0.14285714285714285,0.25,,,,0.3333333333333333,0.3333333333333333,,,,,,,,0.16666666666666666,,,0.1111111111111111,0.125,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-1960-902,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Milt Palacio, Bimbo Coles","Stewart, Davis, Jones, Palacio, Coles",1565-1729-1908-1960-902,CLE,34.0,1,1.0,-1.0,1.0,2.0,,,,3.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,127.05882352941177,24.0,5.0,24.0,5.0,,,,,,,,,1.0,,,,,,,0.3884,,,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-1960-980,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Milt Palacio, Zydrunas Ilgauskas","Stewart, Davis, Jones, Palacio, Ilgauskas",1565-1729-1908-1960-980,CLE,246.0,2,4.0,-14.0,9.0,9.0,,5.0,1.0,18.0,,,,,,,1.0,3.0,1.0,,,4.0,1.0,,,14.0,1.0,,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,,3.0,1.0,3.0,2.0,,,5.0,,2.0,5.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,0.2,0.6,,0.6666666666666666,0.25,,,0.6666666666666666,0.2,,0.3333333333333333,,,1.0,1.0,,105.3658536585366,15.333333333333334,12.0,14.777777777777779,11.555555555555555,,,,,0.2,,,,0.6,0.2,,,,,0.2,0.41696,0.415,,,15.35,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-2032-2402,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Darius Miles, Dajuan Wagner","Stewart, Davis, Jones, Miles, Wagner",1565-1729-1908-2032-2402,CLE,25.0,2,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,57.599999999999994,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-2032-2470,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Darius Miles, Smush Parker","Stewart, Davis, Jones, Miles, Parker",1565-1729-1908-2032-2470,CLE,123.0,2,2.0,-2.0,6.0,6.0,3.0,6.0,1.0,12.0,,,,,,,2.0,1.0,,,1.0,3.0,,4.0,6.0,8.0,1.0,,,4.0,4.0,2.0,,,1.0,1.0,,,2.0,,,1.0,1.0,,2.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,2.0,2.0,,4.0,,2.0,,,,4.0,4.0,3.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.6,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,140.4878048780488,8.5,12.0,8.0,12.0,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,0.3857,0.3493,,0.6666666666666666,14.133333333333333,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-2032-902,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Darius Miles, Bimbo Coles","Stewart, Davis, Jones, Miles, Coles",1565-1729-1908-2032-902,CLE,261.0,3,4.0,1.0,7.0,8.0,,1.0,1.0,15.0,1.0,3.0,1.0,,,2.0,2.0,3.0,,,5.0,8.0,,,10.0,9.0,1.0,,,,,2.0,8.0,,1.0,1.0,,,2.0,,2.0,,2.0,,2.0,2.0,4.0,1.0,,1.0,,1.0,,,,1.0,,1.0,3.0,,,,,,,,8.0,,,0.2,0.25,0.625,,0.625,,0.625,,,1.0,,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,0.6666666666666666,1.0,,,0.5,,1.0,,82.75862068965517,17.857142857142858,17.0,17.714285714285715,16.0,0.375,0.3333333333333333,0.5,,0.25,1.0,1.0,,0.375,,,1.0,,,0.375,0.484,0.5513,,,9.0375,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.125,0.3333333333333333,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,0.5,0.2,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
1565-1729-1908-2036-2402,1610612739,"Michael Stewart, Ricky Davis, Jumaine Jones, Chris Mihm, Dajuan Wagner","Stewart, Davis, Jones, Mihm, Wagner",1565-1729-1908-2036-2402,CLE,986.0,5,16.0,-2.0,29.0,30.0,8.0,16.0,6.0,59.0,2.0,8.0,1.0,,2.0,2.0,6.0,8.0,3.0,4.0,7.0,22.0,7.0,5.0,25.0,27.0,2.0,1.0,5.0,4.0,6.0,4.0,10.0,4.0,2.0,4.0,1.0,,10.0,,6.0,,13.0,1.0,14.0,6.0,20.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,,6.0,3.0,3.0,5.0,,5.0,1.0,2.0,2.0,,2.0,20.0,6.0,8.0,0.2857142857142857,0.2857142857142857,0.3181818181818182,0.2,0.3448275862068966,0.2,0.3870967741935484,0.42857142857142855,0.2413793103448276,0.5,1.0,0.8125,0.42857142857142855,,,0.8125,0.3333333333333333,0.4,0.4,,0.75,0.875,0.75,,86.16632860040568,17.620689655172413,15.833333333333334,16.0,14.3,0.27586206896551724,0.25,0.3333333333333333,0.5,0.20689655172413793,0.3333333333333333,0.4,,0.27586206896551724,0.10344827586206896,0.13793103448275862,0.3333333333333333,0.4,,0.5172413793103449,0.45885344827586205,0.52225,0.52808,0.24,8.881818181818183,26.385714285714283,0.27586206896551724,3.0,2.0,1.0,,,,,2.0,1.0,,,6.0,,,,3.0,,2.0,2.0,,,2.0,2.0,1.0,0.2857142857142857,,0.2857142857142857,,0.13636363636363635,0.25,,,1.0,0.375,0.375,0.6666666666666666,0.6666666666666666,1.0,,,0.3333333333333333,,,,,,,,2.0,5.0,1.0,,2.0,,0.5,0.625,,0.5,0.3333333333333333,0.2,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2003,2002-03,False
