EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,OffPoss,PenaltyOffPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,Steals,LostBallSteals,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,LongMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,DefensiveGoaltends,HeaveAttempts,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Arc3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
120-1477-1495-1536-2225,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Stephen Jackson, Tony Parker","Smith, Bowen, Duncan, Jackson, Parker",120-1477-1495-1536-2225,SAS,5.0,1,-3.0,1.0,1.0,1.0,3.0,288.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-1938-2225,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Manu Ginobili, Tony Parker","Smith, Bowen, Duncan, Ginobili, Parker",120-1477-1495-1938-2225,SAS,11.0,1,,,,1.0,,130.9090909090909,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,0.3981,0.3981,24.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-1938-70,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Manu Ginobili, Steve Kerr","Smith, Bowen, Duncan, Ginobili, Kerr",120-1477-1495-1938-70,SAS,183.0,1,,6.0,1.0,11.0,7.0,86.55737704918033,16.333333333333332,16.333333333333332,5.0,,,,1.0,,,,0.16666666666666666,17.0,16.2,,,0.6666666666666666,0.5397083333333333,,23.1,,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.5,0.6,1.0,0.5,1.0,0.5,0.75,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.4859,0.14285714285714285,0.16666666666666666,0.42857142857142855,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-198-2225,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Danny Ferry, Tony Parker","Smith, Bowen, Duncan, Ferry, Parker",120-1477-1495-198-2225,SAS,151.0,2,-3.0,6.0,3.0,10.0,7.0,95.36423841059603,13.333333333333334,13.333333333333334,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,17.75,17.75,0.3333333333333333,0.3333333333333333,1.0,0.53865,0.53865,25.0,1.0,3.0,,1.0,2.0,,,,1.0,2.0,2.0,4.0,,,,,,2.0,,,,,,,1.0,2.0,,2.0,,1.0,2.0,2.0,1.0,,,,,4.0,,,0.5,,0.3333333333333333,,0.5,,1.0,,0.6666666666666666,,,,,1.0,,,0.6666666666666666,0.5,0.5,,,,,,,0.25,0.3333333333333333,,,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,0.5,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-198-70,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Danny Ferry, Steve Kerr","Smith, Bowen, Duncan, Ferry, Kerr",120-1477-1495-198-70,SAS,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-2049-788,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Speedy Claxton, Kevin Willis","Smith, Bowen, Duncan, Claxton, Willis",120-1477-1495-2049-788,SAS,117.0,1,,3.0,,7.0,5.0,86.15384615384616,19.0,19.0,4.0,,1.0,,1.0,,1.0,,0.5,15.0,15.0,0.5,,0.5,0.4695,,24.9,,2.0,,,,,,,1.0,1.0,,5.0,,,,,2.0,,,1.0,2.0,,5.0,,1.0,1.0,,1.0,,,1.0,,,,,,,5.0,1.0,1.0,1.0,,1.25,,1.25,,1.0,,0.5,,,,1.0,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-2049-990,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Speedy Claxton, Malik Rose","Smith, Bowen, Duncan, Claxton, Rose",120-1477-1495-2049-990,SAS,265.0,2,,9.0,,18.0,7.0,97.81132075471697,14.333333333333334,14.333333333333334,9.0,7.0,,,,,,7.0,,15.11111111111111,15.11111111111111,,,0.25,0.477925,0.477925,,0.7777777777777778,4.0,,1.0,1.0,1.0,1.0,,2.0,4.0,3.0,7.0,,,,,4.0,,,2.0,2.0,1.0,4.0,,2.0,4.0,,4.0,,1.0,1.0,4.0,2.0,,,,,7.0,1.0,1.0,0.5,,0.5,,0.5833333333333334,,1.0,,1.0,,,,1.0,1.0,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,,,0.3333333333333333,0.3333333333333333,,8.725,1.0,1.0,2.0,4.0,2.0,6.0,2.0,1.0,,6.0,0.5,0.5,0.6,1.0,,0.25,1.0,0.8571428571428571,,2.0,,,,,,,,2.0,1.0,1.0,3.0,,,,,0.6666666666666666,0.5,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-2225-764,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, David Robinson","Smith, Bowen, Duncan, Parker, Robinson",120-1477-1495-2225-764,SAS,17276.0,25,87.0,526.0,60.0,1055.0,448.0,87.93702245890252,16.950570342205324,15.923954372623575,529.0,94.0,40.0,11.0,84.0,16.0,40.0,94.0,0.18502202643171806,15.803402646502835,15.119092627599244,0.0881057268722467,0.13253012048192772,0.5088105726872246,0.5003987885462555,0.5026451807228915,24.03690476190476,0.1776937618147448,288.0,56.0,90.0,147.0,31.0,89.0,44.0,183.0,370.0,73.0,535.0,28.0,52.0,7.0,66.0,168.0,198.0,44.0,84.0,113.0,41.0,255.0,57.0,201.0,230.0,73.0,303.0,12.0,49.0,118.0,109.0,52.0,60.0,19.0,61.0,42.0,469.0,0.45901639344262296,0.5217391304347826,0.4945945945945946,0.5384615384615384,0.5088105726872246,0.5267857142857143,0.5318725099601593,0.55,0.7204301075268817,0.3064516129032258,0.711038961038961,0.29957805907172996,0.38596491228070173,0.22413793103448276,0.73,0.7575757575757576,0.05853658536585366,0.6885245901639344,0.3237885462555066,0.6122448979591837,0.6870229007633588,0.45555555555555555,0.1960352422907489,0.34831460674157305,0.3563218390804598,0.09691629955947137,0.5138793478260869,0.10505050505050505,0.12652068126520682,0.1233644859813084,7.678918918918918,19.0,30.0,31.0,67.0,17.0,94.0,18.0,40.0,14.0,94.0,0.4626865671641791,0.463855421686747,0.5,0.6206896551724138,0.6,0.3614457831325301,0.6333333333333333,0.17570093457943925,62.0,134.0,13.0,32.0,87.0,13.0,29.0,10.0,24.0,46.0,29.0,53.0,99.0,13.0,0.90625,0.38095238095238093,0.38095238095238093,0.46464646464646464,0.29515418502202645,0.4626865671641791,0.5166666666666667,0.3870967741935484,0.325,0.325,0.7692307692307693,0.325,19.0,26.0,13.0,17.0,14.0,0.75,0.6129032258064516,23.0,38.0,19.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,9.0,32.0,19.0,14.0,2.0,11.0,8.0,8.0,8.0,8.0,11.0,2.0,7.0,1.0,1.0,34.0,7.0,4.0,3.0,6.0,0.25,0.3125,0.08648648648648649,0.10884353741496598,0.1044776119402985,0.02247191011235955,0.9166666666666666,0.10526315789473684,0.27450980392156865,0.30985915492957744,0.34615384615384615,0.2,0.6625,0.4318181818181818,0.4318181818181818,1.0,0.6785714285714286,0.6052631578947368,0.043478260869565216,0.05357142857142857,0.3333333333333333,1.0,0.017857142857142856,0.060240963855421686,0.2,0.36363636363636365,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-2225-788,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, Kevin Willis","Smith, Bowen, Duncan, Parker, Willis",120-1477-1495-2225-788,SAS,2999.0,17,-11.0,86.0,24.0,172.0,101.0,82.58752917639212,16.709302325581394,15.94186046511628,86.0,46.0,7.0,2.0,16.0,6.0,7.0,46.0,0.19753086419753085,18.162790697674417,17.290697674418606,0.08641975308641975,0.043478260869565216,0.5061728395061729,0.4768216049382716,0.4462260869565217,24.20625,0.5348837209302325,50.0,11.0,16.0,25.0,6.0,18.0,9.0,27.0,65.0,15.0,90.0,4.0,9.0,3.0,11.0,24.0,30.0,6.0,12.0,17.0,6.0,39.0,12.0,21.0,29.0,15.0,44.0,5.0,10.0,25.0,24.0,7.0,7.0,2.0,7.0,5.0,79.0,0.4444444444444444,0.5,0.4153846153846154,0.4444444444444444,0.46296296296296297,0.4,0.4838709677419355,0.4230769230769231,0.5833333333333334,0.3157894736842105,0.6428571428571429,0.30434782608695654,0.3333333333333333,0.16666666666666666,0.5,0.7,0.12195121951219512,0.7142857142857143,0.30864197530864196,0.64,0.8,0.375,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.46435000000000004,0.07954545454545454,0.09722222222222222,0.12222222222222222,8.347692307692308,5.0,11.0,15.0,40.0,8.0,44.0,6.0,3.0,1.0,44.0,0.375,0.391304347826087,0.41509433962264153,1.0,1.0,0.2391304347826087,0.45454545454545453,0.4888888888888889,5.0,22.0,4.0,7.0,15.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,9.0,2.0,0.7142857142857143,0.4375,0.4375,0.4444444444444444,0.2716049382716049,0.22727272727272727,0.22727272727272727,0.6,0.5714285714285714,0.5714285714285714,0.5,0.5714285714285714,3.0,2.0,1.0,1.0,4.0,1.0,0.5,3.0,6.0,3.0,,,,4.0,1.0,2.0,,1.0,2.0,6.0,5.0,3.0,2.0,1.0,2.0,,,3.0,2.0,,,5.0,,,5.0,,,1.0,5.0,,0.3333333333333333,0.07692307692307693,0.2,,,0.6666666666666666,0.3333333333333333,0.25,0.4117647058823529,0.5,0.16666666666666666,0.5714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.6,0.5,,,,,0.1,0.08695652173913043,,1.0,1.0,,,,,,,,,,,,,,1610612759,2003,2002-03,False
120-1477-1495-2225-990,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, Malik Rose","Smith, Bowen, Duncan, Parker, Rose",120-1477-1495-2225-990,SAS,3674.0,22,29.0,124.0,72.0,245.0,114.0,96.02612955906369,14.870967741935484,14.112903225806452,121.0,74.0,9.0,5.0,21.0,11.0,9.0,74.0,0.19811320754716982,15.12396694214876,14.107438016528926,0.08490566037735849,0.08928571428571429,0.5283018867924528,0.4698915094339623,0.4601830357142857,24.204761904761906,0.6115702479338843,61.0,18.0,22.0,35.0,10.0,29.0,12.0,39.0,85.0,38.0,143.0,6.0,16.0,8.0,23.0,40.0,38.0,10.0,20.0,29.0,11.0,67.0,18.0,38.0,49.0,25.0,74.0,4.0,9.0,32.0,49.0,12.0,5.0,1.0,5.0,3.0,120.0,0.5128205128205128,0.5882352941176471,0.4588235294117647,0.375,0.49528301886792453,0.39473684210526316,0.5426356589147286,0.45454545454545453,0.7307692307692307,0.4090909090909091,0.703125,0.45454545454545453,0.5384615384615384,0.47058823529411764,0.65,0.9444444444444444,0.08,0.6,0.330188679245283,0.6285714285714286,0.6470588235294118,0.5,0.27358490566037735,0.3448275862068966,0.3448275862068966,0.11320754716981132,0.485709375,0.1016949152542373,0.12371134020618557,0.16083916083916083,8.31764705882353,14.0,20.0,24.0,45.0,26.0,86.0,7.0,7.0,3.0,86.0,0.5333333333333333,0.5357142857142857,0.581081081081081,0.5833333333333334,0.6,0.35714285714285715,0.7,0.6013986013986014,7.0,21.0,3.0,9.0,27.0,3.0,9.0,3.0,4.0,10.0,8.0,6.0,16.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.625,0.19811320754716982,0.3333333333333333,0.4117647058823529,0.5714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,5.0,4.0,2.0,2.0,12.0,0.5,0.5,5.0,9.0,6.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,3.0,4.0,,5.0,6.0,7.0,,4.0,,1.0,2.0,7.0,,3.0,11.0,,,4.0,,1.0,,10.0,0.3333333333333333,0.36363636363636365,0.058823529411764705,0.02857142857142857,0.19047619047619047,,0.6666666666666666,,0.6363636363636364,0.21428571428571427,0.6,0.6666666666666666,0.5714285714285714,0.5,0.5,1.0,0.47368421052631576,0.5555555555555556,,0.10526315789473684,0.5,1.0,0.05263157894736842,0.10714285714285714,0.5,0.2,,,,,,,,,,,,,,,1610612759,2003,2002-03,False
