EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,OpponentPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,Points,SecondChanceFG2A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,SelfOReb,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,Corner3FGA,Fg2aBlocked,LostBallOutOfBoundsTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,FG2APctBlocked,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceFG2M,SecondChancePoints,FTDefRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChancePointsPct,SecondChanceAtRimFGM,Corner3FGM,PenaltyArc3FGA,PenaltyFG3A,PtsPutbacks,Corner3Assists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,FTOffRebounds,BlockedLongMidRange,3SecondViolations,PenaltyFg3Pct,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,PenaltyArc3FGM,PenaltyArc3Accuracy,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PtsUnassisted3s,Loose Ball Fouls,Blocked3s,BlockedArc3,HeaveAttempts,OffensiveGoaltends,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,BlockedCorner3,FoulsDrawn,Offensive Fouls Drawn,team_id,year,season,team_vs
1716-1731-1751-2198-2413,1610612764,"Larry Hughes, Tyronn Lue, Jahidi White, Kwame Brown, Juan Dixon","Hughes, Lue, White, Brown, Dixon",1716-1731-1751-2198-2413,WAS,84.0,1,1.0,-2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,1.0,68.57142857142857,30.5,11.5,30.5,11.5,0.6666666666666666,0.3333333333333333,0.35076666666666667,9.066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-1751-2217-2413,1610612764,"Larry Hughes, Tyronn Lue, Jahidi White, Brendan Haywood, Juan Dixon","Hughes, Lue, White, Haywood, Dixon",1716-1731-1751-2217-2413,WAS,134.0,1,2.0,4.0,5.0,4.0,9.0,,2.0,4.0,6.0,1.0,,1.0,1.0,2.0,0.5,,1.0,0.5,,,96.71641791044776,13.0,17.25,10.0,17.25,,0.3333333333333333,0.5199666666666667,9.85,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.4206,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-1751-363-711,1610612764,"Larry Hughes, Tyronn Lue, Jahidi White, Christian Laettner, Jerry Stackhouse","Hughes, Lue, White, Laettner, Stackhouse",1716-1731-1751-363-711,WAS,100.0,1,2.0,2.0,4.0,3.0,7.0,,,1.0,2.0,,,2.0,,2.0,,,1.0,,,,100.8,9.75,20.333333333333332,9.75,20.333333333333332,,,0.5047,,,1.0,1.0,,,,,1.0,,,4.0,,,,,,,,,,,,,2.0,,4.0,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5047,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-1751-363-893,1610612764,"Larry Hughes, Tyronn Lue, Jahidi White, Christian Laettner, Michael Jordan","Hughes, Lue, White, Laettner, Jordan",1716-1731-1751-363-893,WAS,364.0,1,6.0,-8.0,11.0,10.0,21.0,3.0,3.0,6.0,17.0,,,2.0,,2.0,,,0.4,,,,83.07692307692308,16.181818181818183,18.6,16.181818181818183,17.2,0.375,0.375,0.44796875,12.083333333333334,,,,,1.0,1.0,1.0,2.0,1.0,2.0,9.0,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,2.0,,9.0,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.4375,0.5,0.25,0.4,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.125,1.0,1.0,1.0,,0.25,1.0,,24.95,,,,2.0,,,,,2.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,,,,,0.5,0.6666666666666666,,,,0.1111111111111111,0.14285714285714285,,,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-2041-2198-2407,1610612764,"Larry Hughes, Tyronn Lue, Etan Thomas, Kwame Brown, Jared Jeffries","Hughes, Lue, Thomas, Brown, Jeffries",1716-1731-2041-2198-2407,WAS,73.0,1,1.0,-2.0,2.0,2.0,4.0,,,2.0,4.0,,,,,,,,,,,,78.9041095890411,23.5,13.0,23.5,13.0,,,0.6857,0.9,,1.0,2.0,,,,,1.0,,,2.0,,2.0,,,,1.0,,1.0,,1.0,,2.0,,,2.0,1.0,1.0,,,,0.5,0.5,0.5,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,1.0,,,,2.0,1.0,2.0,,1.0,2.0,,2.0,,,,,,,,,,2.0,2.0,0.5,0.5,0.5,,,1.0,0.5,0.6857,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-2041-2198-2413,1610612764,"Larry Hughes, Tyronn Lue, Etan Thomas, Kwame Brown, Juan Dixon","Hughes, Lue, Thomas, Brown, Dixon",1716-1731-2041-2198-2413,WAS,391.0,3,7.0,2.0,11.0,10.0,21.0,3.0,5.0,11.0,8.0,3.0,2.0,7.0,3.0,10.0,0.5,1.0,0.8571428571428571,0.5,0.6666666666666666,1.0,77.34015345268543,16.90909090909091,20.5,14.0,20.2,0.2727272727272727,0.45454545454545453,0.4380818181818182,10.700000000000001,3.0,3.0,3.0,,2.0,,,5.0,,,10.0,3.0,6.0,,,,3.0,,3.0,,1.0,2.0,6.0,4.0,,8.0,0.6,0.6,,,,0.45454545454545453,0.45454545454545453,0.45454545454545453,,0.8,,1.0,,0.2727272727272727,1.0,1.0,0.3333333333333333,0.4,0.4,1.0,,,,,,0.2727272727272727,,0.38713333333333333,,5.0,2.0,2.0,,2.0,7.0,,4.0,4.0,1.0,3.0,1.0,,4.0,1.0,,,4.0,5.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.25,,0.2857142857142857,1.0,0.4234,,,0.4,0.45454545454545453,1.0,,,1.0,,2.0,6.0,,,,0.09090909090909091,0.3333333333333333,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-2041-2198-711,1610612764,"Larry Hughes, Tyronn Lue, Etan Thomas, Kwame Brown, Jerry Stackhouse","Hughes, Lue, Thomas, Brown, Stackhouse",1716-1731-2041-2198-711,WAS,1419.0,8,24.0,2.0,42.0,43.0,85.0,7.0,7.0,26.0,40.0,2.0,4.0,15.0,3.0,18.0,0.16666666666666666,1.0,0.75,0.17647058823529413,,1.0,86.25792811839324,15.095238095238095,18.25581395348837,14.619047619047619,17.58139534883721,0.21875,0.21875,0.464853125,7.769230769230769,4.0,8.0,12.0,1.0,3.0,,4.0,13.0,1.0,6.0,42.0,3.0,16.0,3.0,4.0,,8.0,1.0,9.0,,5.0,3.0,19.0,11.0,,38.0,0.6153846153846154,0.7272727272727273,1.0,0.16666666666666666,0.16666666666666666,0.5,0.453125,0.525,0.1875,0.6875,0.3333333333333333,0.4,,0.375,0.6666666666666666,0.7272727272727273,0.625,0.42857142857142855,0.42857142857142855,1.0,0.125,,,,0.3333333333333333,0.5625,,0.3656,24.7,9.0,3.0,4.0,13.0,3.0,7.0,4.0,10.0,10.0,2.0,3.0,1.0,1.0,5.0,,18.0,8.0,10.0,9.0,0.42857142857142855,0.375,0.5,0.4,1.0,0.5,0.75,0.44709375,0.21052631578947367,0.25,0.23809523809523808,0.21428571428571427,4.0,2.0,2.0,2.0,1.0,5.0,11.0,2.0,1.0,2.0,0.07692307692307693,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.0625,2.0,4.0,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.25,0.6,1.0,0.09523809523809523,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.08333333333333333,0.2,0.25,0.5,0.5,0.5,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-2041-2198-893,1610612764,"Larry Hughes, Tyronn Lue, Etan Thomas, Kwame Brown, Michael Jordan","Hughes, Lue, Thomas, Brown, Jordan",1716-1731-2041-2198-893,WAS,2002.0,10,33.0,-11.0,60.0,59.0,119.0,14.0,22.0,48.0,67.0,10.0,2.0,18.0,12.0,30.0,0.35714285714285715,0.6666666666666666,0.5185185185185185,0.35294117647058826,0.2222222222222222,0.6666666666666666,85.59440559440559,16.35,17.305084745762713,15.383333333333333,16.372881355932204,0.2413793103448276,0.3793103448275862,0.4643905172413793,10.870833333333332,8.0,6.0,12.0,4.0,8.0,2.0,6.0,19.0,4.0,10.0,56.0,9.0,28.0,12.0,6.0,2.0,14.0,4.0,18.0,2.0,4.0,7.0,40.0,12.0,,50.0,0.7368421052631579,0.7777777777777778,1.0,0.4,0.4,0.3958333333333333,0.43103448275862066,0.4666666666666667,0.1724137931034483,0.5,0.3333333333333333,0.5714285714285714,,0.20689655172413793,0.5,0.5,0.6666666666666666,0.36363636363636365,0.36363636363636365,0.875,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.3793103448275862,0.3333333333333333,0.4397111111111111,24.41,8.0,,1.0,6.0,,7.0,1.0,1.0,10.0,6.0,6.0,4.0,,12.0,2.0,7.0,5.0,1.0,8.0,,,0.0625,0.5,0.5833333333333334,0.14285714285714285,,0.3653571428571429,0.08333333333333333,0.1,0.017857142857142856,0.13333333333333333,20.0,5.0,4.0,3.0,,7.0,11.0,3.0,2.0,3.0,0.0625,0.21428571428571427,0.35714285714285715,0.45454545454545453,0.06896551724137931,3.0,6.0,4.0,4.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46153846153846156,0.2,,0.10714285714285714,1.0,2.0,,,2.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,,1.0,1.0,,1.0,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,0.25,,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-2041-2198-935,1610612764,"Larry Hughes, Tyronn Lue, Etan Thomas, Kwame Brown, Bryon Russell","Hughes, Lue, Thomas, Brown, Russell",1716-1731-2041-2198-935,WAS,1178.0,7,20.0,14.0,39.0,33.0,72.0,7.0,13.0,33.0,35.0,7.0,2.0,13.0,8.0,21.0,0.4117647058823529,1.0,0.8,0.35,,1.0,88.01358234295417,15.538461538461538,17.333333333333332,14.102564102564102,16.848484848484848,0.175,0.325,0.47397,8.893939393939394,4.0,7.0,13.0,4.0,5.0,1.0,3.0,15.0,4.0,7.0,49.0,8.0,14.0,12.0,3.0,1.0,7.0,4.0,11.0,1.0,2.0,3.0,26.0,10.0,,43.0,0.4666666666666667,0.5384615384615384,1.0,0.5714285714285714,0.5714285714285714,0.45454545454545453,0.525,0.5697674418604651,0.175,0.7692307692307693,0.5,0.8333333333333334,,0.325,0.5384615384615384,0.5833333333333334,0.2857142857142857,0.38461538461538464,0.38461538461538464,0.6,0.075,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,0.4657625,24.785714285714285,8.0,1.0,3.0,7.0,1.0,6.0,,5.0,16.0,1.0,3.0,,,4.0,,9.0,6.0,5.0,8.0,0.16666666666666666,0.3125,0.3125,0.25,1.0,0.375,0.3333333333333333,0.462525,0.13953488372093023,0.16666666666666666,0.10204081632653061,0.20512820512820512,5.0,3.0,4.0,2.0,1.0,5.0,8.0,1.0,,1.0,0.06060606060606061,0.14285714285714285,0.42857142857142855,0.5,0.1,3.0,6.0,1.0,,,1.0,0.375,0.375,0.375,0.5,0.5,,,0.12244897959183673,2.0,3.0,1.0,2.0,4.0,3.0,,4.0,3.0,1.0,1.0,3.0,,,1.0,,,0.07692307692307693,,,1.0,0.75,0.75,1.0,0.5,0.125,2.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
1716-1731-2041-2407-893,1610612764,"Larry Hughes, Tyronn Lue, Etan Thomas, Jared Jeffries, Michael Jordan","Hughes, Lue, Thomas, Jeffries, Jordan",1716-1731-2041-2407-893,WAS,119.0,1,2.0,-4.0,4.0,4.0,8.0,,2.0,3.0,4.0,,,1.0,,1.0,,,0.5,,,,96.80672268907563,12.75,17.0,12.75,15.0,,0.6666666666666666,0.47963333333333336,12.933333333333332,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2003,2002-03,True
