EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,OffThreePtRebounds,DefThreePtRebounds,Steals,LostBallSteals,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,FTDefRebounds,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefFTReboundPct,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,Loose Ball Fouls,BlockedShortMidRange,OffCorner3ReboundPct,BadPassTurnovers,Offensive Fouls,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,Technical Free Throw Trips,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimPctAssisted,AtRimPctBlocked,SecondChanceFtPoints,SecondChanceTurnovers,SelfOReb,OffAtRimReboundPct,SelfORebPct,PenaltyCorner3FGM,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Travels,PenaltyCorner3Accuracy,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,DefensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveMakes,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
124-1444-1517-1721-57,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Keon Clark, Doug Christie","Divac, Funderburke, Jackson, Clark, Christie",124-1444-1517-1721-57,SAC,180.0,1,3.0,7.0,6.0,7.0,6.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,9.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,9.0,6.0,2.0,3.0,3.0,1.0,2.0,6.0,1.0,5.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,9.0,6.0,0.75,0.75,0.8,1.0,0.8,0.8,1.0,0.8,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.0,13.5,14.142857142857142,11.666666666666666,14.142857142857142,0.2,1.0,1.0,1.0,0.8,0.75,0.75,0.6666666666666666,0.2,1.0,0.2,0.44986,0.4299,0.44986,0.16666666666666666,0.16666666666666666,0.2222222222222222,1.0,15.219999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1517-1800-978,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Damon Jones, Peja Stojakovic","Divac, Funderburke, Jackson, Jones, Stojakovic",124-1444-1517-1800-978,SAC,285.0,1,5.0,4.0,7.0,8.0,,1.0,15.0,1.0,1.0,,,2.0,4.0,3.0,5.0,,9.0,5.0,,1.0,,,,,,6.0,,3.0,4.0,1.0,2.0,9.0,,2.0,3.0,1.0,4.0,,,,,2.0,1.0,1.0,9.0,,,1.0,1.0,0.6,,,0.5625,,,0.5625,,,,1.0,,0.75,0.25,,1.0,1.0,75.78947368421052,17.142857142857142,20.625,16.0,18.375,0.125,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,,0.5,0.50674375,0.4207,,0.125,0.2,,,14.98,,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.5,0.5,0.5,1.0,0.125,1.0,1.0,1.0,0.25,24.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1517-185-57,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Chris Webber, Doug Christie","Divac, Funderburke, Jackson, Webber, Christie",124-1444-1517-185-57,SAC,485.0,1,8.0,,18.0,18.0,13.0,1.0,36.0,2.0,3.0,2.0,3.0,3.0,5.0,7.0,12.0,4.0,18.0,18.0,1.0,1.0,2.0,5.0,9.0,3.0,13.0,6.0,8.0,3.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,7.0,3.0,16.0,13.0,13.0,0.42857142857142855,0.5,0.5833333333333334,1.0,0.5555555555555556,0.4666666666666667,0.5,0.4166666666666667,0.5,0.5,0.4642857142857143,0.3333333333333333,0.16666666666666666,0.2,0.375,0.2857142857142857,,,1.0,106.88659793814432,11.444444444444445,15.5,11.222222222222221,14.166666666666666,0.2,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.6,0.6,0.3333333333333333,0.25,0.6666666666666666,0.4,0.46832142857142856,0.5202,0.4849454545454545,0.16666666666666666,0.2,0.1111111111111111,0.7222222222222222,11.5,0.7222222222222222,,1.0,2.0,,3.0,,1.0,,,1.0,2.0,3.0,,,,,,0.2,1.0,0.5,1.0,,0.06666666666666667,,,,0.13333333333333333,32.0,13.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.08333333333333333,0.25,0.5,1.0,0.26666666666666666,0.5,0.6666666666666666,0.5,0.5,1.0,0.5,0.08333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1517-2045-2222,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Hedo Turkoglu, Gerald Wallace","Divac, Funderburke, Jackson, Turkoglu, Wallace",124-1444-1517-2045-2222,SAC,247.0,2,4.0,5.0,7.0,7.0,6.0,,14.0,3.0,3.0,3.0,3.0,,2.0,3.0,6.0,1.0,7.0,2.0,,,,3.0,5.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,,4.0,,3.0,4.0,,4.0,,,,,3.0,2.0,,7.0,7.0,6.0,0.6666666666666666,0.6666666666666666,0.5,,0.6,0.5,,0.6,0.5,,0.5833333333333334,,0.5,,0.5,,,0.5,0.6666666666666666,81.61943319838058,14.571428571428571,20.714285714285715,14.571428571428571,19.857142857142858,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,,,,0.6,1.0,0.5,0.4756,,0.49478,,,,1.0,7.2,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,,,,,1.0,,,,,2.0,,0.16666666666666666,1.0,,,0.16666666666666666,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1517-2045-57,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Hedo Turkoglu, Doug Christie","Divac, Funderburke, Jackson, Turkoglu, Christie",124-1444-1517-2045-57,SAC,217.0,2,4.0,-7.0,6.0,8.0,6.0,,14.0,,1.0,,1.0,1.0,4.0,1.0,5.0,2.0,4.0,11.0,,,,1.0,5.0,2.0,4.0,2.0,,1.0,1.0,,1.0,2.0,,3.0,3.0,,3.0,,,,,1.0,2.0,1.0,4.0,4.0,6.0,1.0,1.0,0.2,,0.2,0.2,,0.2,0.3333333333333333,,0.3333333333333333,,0.6,,0.6,,,1.0,0.5,92.90322580645162,15.833333333333334,15.25,15.833333333333334,12.75,0.2,,,,0.8,0.25,0.25,1.0,0.2,,0.2,0.44522000000000006,,0.44522000000000006,0.16666666666666666,0.16666666666666666,,1.0,15.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1517-2045-978,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Hedo Turkoglu, Peja Stojakovic","Divac, Funderburke, Jackson, Turkoglu, Stojakovic",124-1444-1517-2045-978,SAC,293.0,1,5.0,-2.0,8.0,7.0,8.0,1.0,15.0,2.0,3.0,2.0,3.0,,,4.0,7.0,,8.0,10.0,,2.0,,4.0,7.0,,8.0,2.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,4.0,,,,,2.0,1.0,1.0,8.0,8.0,8.0,0.25,0.25,0.5714285714285714,,0.5714285714285714,0.4,,0.4,0.4,,0.4,,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,1.0,73.72013651877133,21.5,17.285714285714285,19.0,17.0,0.3,0.6666666666666666,0.6666666666666666,0.5,,,,,0.3,0.6666666666666666,0.6,0.507775,0.3641,0.507775,0.1,0.14285714285714285,,1.0,5.1000000000000005,1.0,,3.0,,,3.0,,,,,1.0,,1.0,,1.0,,,,0.3,,0.3333333333333333,,,0.3,,,,,23.433333333333334,4.0,,,2.0,4.0,3.0,,,,3.0,,,,,1.0,,,,1.0,,,0.5,,0.4,0.5,0.5,,,,,0.3,,,,1.0,,1.0,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1517-2222-57,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Gerald Wallace, Doug Christie","Divac, Funderburke, Jackson, Wallace, Christie",124-1444-1517-2222-57,SAC,209.0,2,3.0,,7.0,7.0,7.0,1.0,14.0,,,,,1.0,4.0,2.0,6.0,2.0,6.0,6.0,,,,2.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,3.0,,,1.0,1.0,2.0,2.0,,6.0,6.0,7.0,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.2857142857142857,,0.2857142857142857,0.375,,0.375,,0.5,0.3333333333333333,0.5,0.25,0.5,,,96.45933014354067,21.571428571428573,8.285714285714286,18.142857142857142,8.142857142857142,,,,,0.5714285714285714,0.25,0.25,1.0,,,0.14285714285714285,0.3895571428571429,0.4365,0.3895571428571429,,,,1.0,14.933333333333332,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,0.14285714285714285,,,,,,,,,0.14285714285714285,24.9,7.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,2.0,,,,,0.2857142857142857,0.5,0.5,,,,1.0,,0.14285714285714285,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1517-57-978,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Doug Christie, Peja Stojakovic","Divac, Funderburke, Jackson, Christie, Stojakovic",124-1444-1517-57-978,SAC,280.0,2,5.0,1.0,11.0,10.0,7.0,,21.0,3.0,5.0,2.0,3.0,1.0,1.0,4.0,6.0,4.0,12.0,11.0,,,,2.0,3.0,4.0,8.0,4.0,4.0,2.0,2.0,2.0,,4.0,,,1.0,,1.0,1.0,,3.0,2.0,2.0,4.0,,12.0,8.0,7.0,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.75,,0.8,0.3333333333333333,,,0.3333333333333333,,,,,108.0,11.363636363636363,15.5,11.363636363636363,15.0,0.8333333333333334,0.6,0.6,0.6666666666666666,0.16666666666666666,1.0,1.0,,1.0,0.6666666666666666,0.8333333333333334,0.5988,,0.6771666666666666,,,,0.6666666666666666,3.3000000000000003,0.6363636363636364,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,7.0,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1710-57-754,1610612758,"Vlade Divac, Lawrence Funderburke, Mike Bibby, Doug Christie, Jim Jackson","Divac, Funderburke, Bibby, Christie, Jackson",124-1444-1710-57-754,SAC,144.0,1,2.0,5.0,5.0,5.0,5.0,,10.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,9.0,4.0,,,,3.0,4.0,,9.0,,6.0,,1.0,,,3.0,,,1.0,,1.0,,,,,1.0,1.0,,9.0,9.0,5.0,,,0.75,,0.75,0.9,,0.9,0.9,,0.9,,,,,,,,,100.0,15.8,13.0,15.8,9.6,0.2,1.0,1.0,,0.2,1.0,1.0,,0.2,1.0,0.4,0.4056,,0.4056,,,,1.0,8.875,1.0,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,2.0,,,1.0,1.0,1.0,0.2,,,,,,,,,0.2,24.5,5.0,,,1.0,2.0,,,1.0,,1.0,,,,,2.0,,,,1.0,,,,,0.4,0.5,0.5,,,,,,0.2,1.0,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1444-1721-1800-2222,1610612758,"Vlade Divac, Lawrence Funderburke, Keon Clark, Damon Jones, Gerald Wallace","Divac, Funderburke, Clark, Jones, Wallace",124-1444-1721-1800-2222,SAC,85.0,1,1.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,4.0,,1.0,1.0,2.0,2.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,2.0,,,,,,,,2.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,1.0,,1.0,1.0,,,1.0,67.76470588235294,19.0,23.5,14.5,23.5,0.6666666666666666,1.0,1.0,0.5,,,,,0.6666666666666666,1.0,1.0,0.5945833333333334,0.5959,0.5945833333333334,,,0.5,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,0.3333333333333333,,1.0,1.0,,,,,,0.3333333333333333,24.2,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
