EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,LongMidRangeFGA,FG2A,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,PenaltyDefPoss,FtPoints,Points,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,Arc3FGA,FG3A,NonHeaveArc3FGA,OffThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FG3APct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG3M,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Blocked3s,BlockedArc3,Technical Free Throw Trips,PtsUnassisted3s,PenaltyArc3FGM,PenaltyFG3M,FTOffRebounds,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,PenaltyArc3Accuracy,DefensiveGoaltends,PenaltyCorner3FGA,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
1088-1112-1497-1888-688,1610612765,"Chucky Atkins, Ben Wallace, Chauncey Billups, Richard Hamilton, Michael Curry","Atkins, Wallace, Billups, Hamilton, Curry",1088-1112-1497-1888-688,DET,7.0,1,1.0,1.0,1.0,1.0,205.71428571428572,7.0,7.0,1.0,0.3076,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1497-2419-468,1610612765,"Chucky Atkins, Ben Wallace, Chauncey Billups, Tayshaun Prince, Jon Barry","Atkins, Wallace, Billups, Prince, Barry",1088-1112-1497-2419-468,DET,35.0,2,2.0,3.0,1.0,1.0,123.42857142857142,13.0,13.0,1.0,0.2444,19.4,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.5,0.5,9.0,9.0,0.2444,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1497-2419-688,1610612765,"Chucky Atkins, Ben Wallace, Chauncey Billups, Tayshaun Prince, Michael Curry","Atkins, Wallace, Billups, Prince, Curry",1088-1112-1497-2419-688,DET,6.0,1,1.0,2.0,,,480.0,5.0,5.0,,0.30255,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1888-2246-2419,1610612765,"Chucky Atkins, Ben Wallace, Richard Hamilton, Mehmet Okur, Tayshaun Prince","Atkins, Wallace, Hamilton, Okur, Prince",1088-1112-1888-2246-2419,DET,2912.0,10,82.0,165.0,21.0,62.0,81.5934065934066,16.926829268292682,16.25609756097561,0.27631578947368424,0.47171381578947374,7.517741935483872,49.0,1.0,83.0,19.0,22.0,15.0,86.0,11.0,6.0,22.0,18.0,10.0,73.0,22.0,19.0,0.5180722891566265,0.6875,18.36144578313253,17.518072289156628,0.45493076923076925,0.12195121951219512,0.14705882352941177,0.2558139534883721,0.23170731707317074,11.0,12.0,14.0,12.0,,2.0,30.0,12.0,42.0,0.18421052631578946,1.0,,0.2857142857142857,,0.15789473684210525,0.5921052631578947,26.085714285714285,16.0,31.0,4.0,6.0,4.0,5.0,4.0,10.0,11.0,1.0,2.0,2.0,1.0,2.0,31.0,3.0,85.0,6.0,11.0,1.0,1.0,13.0,8.0,2.0,32.0,30.0,9.0,6.0,2.0,9.0,16.0,3.0,19.0,2.0,1.0,8.0,1.0,7.0,41.0,12.0,11.0,17.0,2.0,7.0,4.0,3.0,6.0,1.0,5.0,6.0,1.0,1.0,12.0,1.0,5.0,13.0,28.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,0.5161290322580645,0.5714285714285714,1.0,0.21428571428571427,0.21428571428571427,0.5,0.5454545454545454,0.7272727272727273,0.46710526315789475,0.5,0.6153846153846154,0.5416666666666666,0.14516129032258066,0.25806451612903225,0.047619047619047616,0.5,0.6296296296296297,0.3870967741935484,0.8461538461538461,0.7,0.3333333333333333,0.5,0.4,0.7142857142857143,0.4166666666666667,0.875,0.7777777777777778,1.0,0.06060606060606061,0.6666666666666666,0.40789473684210525,0.5161290322580645,0.6956521739130435,0.5,0.13157894736842105,0.4,0.4,0.25,0.5238095238095238,0.55,0.6363636363636364,0.02631578947368421,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,0.6666666666666666,0.25,0.08333333333333333,0.38461538461538464,0.8,0.15384615384615385,0.16666666666666666,0.47685416666666663,0.1511627906976744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1888-2246-361,1610612765,"Chucky Atkins, Ben Wallace, Richard Hamilton, Mehmet Okur, Clifford Robinson","Atkins, Wallace, Hamilton, Okur, Robinson",1088-1112-1888-2246-361,DET,356.0,3,12.0,25.0,3.0,10.0,101.12359550561797,13.75,13.333333333333334,0.25,0.5625,6.36,6.0,3.0,13.0,6.0,9.0,2.0,11.0,4.0,2.0,4.0,2.0,,9.0,4.0,6.0,0.4230769230769231,0.3333333333333333,14.692307692307692,13.538461538461538,0.6168,,,0.36363636363636365,0.5,2.0,2.0,2.0,2.0,,,5.0,3.0,8.0,0.16666666666666666,,,0.375,,0.16666666666666666,0.6666666666666666,25.25,2.0,6.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,,1.0,3.0,1.0,8.0,1.0,3.0,,,2.0,1.0,1.0,4.0,2.0,3.0,,1.0,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,3.0,1.0,4.0,2.0,2.0,,2.0,1.0,,1.0,,,,1.0,,,1.0,4.0,2.0,,,1.0,,,,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.3,0.3333333333333333,0.25,0.375,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,,1.0,0.8,0.42857142857142855,1.0,0.8333333333333334,0.5,,0.3333333333333333,,,0.8,1.0,,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,0.5,0.08333333333333333,1.0,1.0,1.0,,,,,,,,0.5,0.5,1.0,0.6666666666666666,,,,0.6,0.3333333333333333,0.2,0.5,0.5929333333333333,0.18181818181818182,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1888-2246-468,1610612765,"Chucky Atkins, Ben Wallace, Richard Hamilton, Mehmet Okur, Jon Barry","Atkins, Wallace, Hamilton, Okur, Barry",1088-1112-1888-2246-468,DET,24.0,1,1.0,2.0,,,120.0,10.0,10.0,,,,,,1.0,1.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,1.0,1.0,1.0,14.0,14.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1888-2246-688,1610612765,"Chucky Atkins, Ben Wallace, Richard Hamilton, Mehmet Okur, Michael Curry","Atkins, Wallace, Hamilton, Okur, Curry",1088-1112-1888-2246-688,DET,463.0,3,16.0,32.0,5.0,7.0,99.52483801295897,12.375,11.9375,0.5555555555555556,0.4594666666666667,13.471428571428572,8.0,,16.0,14.0,2.0,4.0,13.0,7.0,4.0,10.0,8.0,3.0,11.0,10.0,14.0,0.5,0.45454545454545453,16.5625,15.9375,0.4262142857142857,0.25,0.3,0.7692307692307693,0.875,1.0,1.0,2.0,1.0,,1.0,7.0,,7.0,0.2222222222222222,1.0,,,,0.1111111111111111,0.4444444444444444,24.25,1.0,2.0,,,1.0,2.0,,,2.0,,1.0,1.0,,,3.0,1.0,13.0,1.0,1.0,,,2.0,3.0,,4.0,2.0,,,1.0,1.0,2.0,,2.0,,,1.0,,1.0,4.0,,1.0,5.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,3.0,,3.0,4.0,4.0,,,,1.0,1.0,1.0,,1.0,,,0.6666666666666666,0.6666666666666666,,0.5,0.5,0.42857142857142855,1.0,0.42857142857142855,0.5,1.0,0.42857142857142855,1.0,0.14285714285714285,0.5,,0.6666666666666666,0.7142857142857143,,1.0,0.75,,,,,1.0,0.6666666666666666,1.0,,,,0.2222222222222222,0.5,1.0,1.0,,,,,0.4,0.4,0.5,0.1111111111111111,,,,1.0,1.0,,,,,,0.2857142857142857,0.5,,1.0,0.3858,0.15384615384615385,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1888-2246-722,1610612765,"Chucky Atkins, Ben Wallace, Richard Hamilton, Mehmet Okur, Corliss Williamson","Atkins, Wallace, Hamilton, Okur, Williamson",1088-1112-1888-2246-722,DET,1008.0,2,31.0,61.0,9.0,21.0,87.14285714285714,14.064516129032258,12.96774193548387,0.36,0.476544,9.0,17.0,5.0,30.0,14.0,1.0,8.0,28.0,10.0,5.0,14.0,12.0,5.0,23.0,14.0,14.0,0.45161290322580644,0.4375,19.066666666666666,18.266666666666666,0.48894615384615386,0.16666666666666666,0.19230769230769232,0.5,0.45161290322580644,6.0,3.0,4.0,3.0,2.0,2.0,14.0,6.0,20.0,0.16,1.0,1.0,0.3125,1.0,0.12,0.52,24.575,4.0,9.0,1.0,1.0,3.0,5.0,,3.0,3.0,1.0,1.0,1.0,,3.0,7.0,2.0,23.0,1.0,3.0,,3.0,5.0,3.0,3.0,10.0,4.0,3.0,2.0,1.0,2.0,5.0,1.0,6.0,,1.0,2.0,,3.0,13.0,3.0,1.0,11.0,1.0,3.0,2.0,1.0,2.0,,2.0,3.0,,,5.0,,2.0,6.0,14.0,1.0,1.0,,1.0,5.0,4.0,1.0,5.0,4.0,,0.7142857142857143,0.8333333333333334,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3,0.4,0.3333333333333333,0.34615384615384615,0.5,0.09523809523809523,0.1111111111111111,,0.4,0.6111111111111112,0.21428571428571427,1.0,0.631578947368421,0.2,0.3333333333333333,0.16666666666666666,0.625,0.5,0.6666666666666666,1.0,,0.07142857142857142,0.8,0.36,0.4444444444444444,0.5,0.5,0.12,,,,0.3333333333333333,0.3333333333333333,1.0,0.04,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,,,0.38461538461538464,0.6,0.23076923076923078,0.3333333333333333,0.4803,0.17857142857142858,,,,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1888-2419-361,1610612765,"Chucky Atkins, Ben Wallace, Richard Hamilton, Tayshaun Prince, Clifford Robinson","Atkins, Wallace, Hamilton, Prince, Robinson",1088-1112-1888-2419-361,DET,2140.0,7,64.0,128.0,18.0,51.0,86.13084112149534,15.75,14.875,0.3157894736842105,0.4550736842105263,9.145098039215686,36.0,-14.0,64.0,33.0,34.0,13.0,50.0,25.0,9.0,29.0,19.0,6.0,41.0,29.0,33.0,0.3787878787878788,0.4027777777777778,17.6875,16.140625,0.462065,0.0967741935483871,0.10714285714285714,0.58,0.515625,12.0,5.0,6.0,5.0,,5.0,26.0,13.0,39.0,0.10526315789473684,1.0,,0.34210526315789475,,0.08771929824561403,0.45614035087719296,25.983333333333334,7.0,20.0,4.0,7.0,4.0,12.0,2.0,13.0,8.0,1.0,1.0,,2.0,5.0,17.0,1.0,64.0,4.0,8.0,2.0,1.0,9.0,10.0,5.0,24.0,10.0,3.0,8.0,,6.0,12.0,1.0,13.0,,1.0,2.0,2.0,8.0,27.0,13.0,7.0,14.0,2.0,3.0,1.0,2.0,7.0,1.0,4.0,4.0,3.0,1.0,11.0,1.0,3.0,9.0,22.0,1.0,2.0,1.0,4.0,1.0,1.0,,1.0,1.0,6.0,0.7058823529411765,0.9230769230769231,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.4,0.32456140350877194,0.4,0.3333333333333333,0.4090909090909091,0.11764705882352941,0.2,0.05555555555555555,0.6363636363636364,0.7368421052631579,0.38235294117647056,0.5833333333333334,0.6774193548387096,0.46153846153846156,0.2727272727272727,0.4,0.6,1.0,0.7,0.5714285714285714,0.6,0.0625,1.0,0.3508771929824561,0.35,0.4375,0.2857142857142857,0.22807017543859648,0.15384615384615385,0.16666666666666666,1.0,0.4444444444444444,0.47058823529411764,1.0,0.017543859649122806,1.0,1.0,1.0,,,,0.7,0.5714285714285714,,0.2,0.4,0.3333333333333333,0.16666666666666666,,0.5255799999999999,0.18,,,,,,,,,,0.07692307692307693,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1112-1888-2419-688,1610612765,"Chucky Atkins, Ben Wallace, Richard Hamilton, Tayshaun Prince, Michael Curry","Atkins, Wallace, Hamilton, Prince, Curry",1088-1112-1888-2419-688,DET,73.0,4,5.0,7.0,2.0,4.0,138.08219178082192,9.4,9.4,0.4,0.40282999999999997,9.6,1.0,5.0,2.0,4.0,2.0,,7.0,3.0,,7.0,,,7.0,7.0,4.0,0.7,0.875,13.0,13.0,0.3930125,,,1.0,0.8,,1.0,1.0,1.0,,,,,,0.2,,,,,0.2,0.6,27.4,1.0,2.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,2.0,1.0,2.0,,,,,,2.0,1.0,4.0,,3.0,,1.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,0.6666666666666666,0.7,,0.875,,,,,,,,,,,,,,,,,,,,0.4,0.5,0.5,1.0,,,,,0.5,0.5,1.0,,,,,1.0,1.0,1.0,,,,,0.25,1.0,0.25,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
