EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,LongMidRangeAssists,ShootingFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyFtPoints,Fg2aBlocked,DefThreePtRebounds,Technical Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefCorner3ReboundPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,NonHeaveArc3FGA,AtRimAssists,OffThreePtRebounds,Steals,BadPassSteals,DeadBallTurnovers,NonShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,ShortMidRangePctBlocked,OffAtRimReboundPct,LostBallSteals,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,OffLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyAtRimFGM,PtsPutbacks,SelfOReb,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SelfORebPct,PenaltyAtRimAccuracy,FTDefRebounds,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,DefensiveGoaltends,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Travels,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctBlocked,FTOffRebounds,3SecondViolations,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3,Arc3PctBlocked,team_id,year,season,team_vs
1038-1508-1509-1749-1883,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Cuttino Mobley, Steve Francis","Hawkins, Taylor, Cato, Mobley, Francis",1038-1508-1509-1749-1883,HOU,203.0,3,3.0,-2.0,7.0,9.0,6.0,6.0,1.0,16.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,8.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,4.0,6.0,0.5,0.5,0.4,0.4,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.16666666666666666,1.0,0.75,0.3333333333333333,0.75,0.3333333333333333,1.0,0.5,1.0,1.0,113.49753694581281,13.714285714285714,11.88888888888889,13.428571428571429,11.777777777777779,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.5,0.44352,0.4645,0.44352,0.14285714285714285,0.16666666666666666,0.6666666666666666,8.7,49.1,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-1749-983,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Cuttino Mobley, Moochie Norris","Hawkins, Taylor, Cato, Mobley, Norris",1038-1508-1509-1749-983,HOU,170.0,1,3.0,-2.0,4.0,5.0,,,,9.0,,,,,,2.0,3.0,,,2.0,3.0,1.0,,7.0,9.0,,,,,,4.0,,,2.0,3.0,,7.0,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,7.0,,,1.0,1.0,0.6666666666666666,,0.875,,0.7,,0.25,,1.0,,1.0,,,,,1.0,76.23529411764706,21.25,17.0,21.25,17.0,,,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,0.25,0.4513625,,,0.2,0.25,,18.633333333333333,23.0,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-1883-1899,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Steve Francis, James Posey","Hawkins, Taylor, Cato, Francis, Posey",1038-1508-1509-1883-1899,HOU,176.0,3,3.0,,5.0,4.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,,1.0,1.0,3.0,,,1.0,6.0,,2.0,4.0,4.0,1.0,,4.0,,1.0,,2.0,,,,,,1.0,1.0,2.0,1.0,3.0,,,,,1.0,2.0,,4.0,1.0,3.0,,,0.16666666666666666,,0.16666666666666666,,0.16666666666666666,,,,1.0,0.2,1.0,0.2,1.0,,,1.0,73.63636363636364,22.2,16.25,21.8,16.25,0.3333333333333333,0.16666666666666666,,,,0.5,0.3333333333333333,0.3333333333333333,,1.0,0.5,,0.3333333333333333,0.43655,0.5529,0.4469,,,0.25,10.416666666666666,,0.6,,,,,,,,1.0,,,,,,,,,1.0,2.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-1883-1903,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Steve Francis, Kenny Thomas","Hawkins, Taylor, Cato, Francis, Thomas",1038-1508-1509-1883-1903,HOU,227.0,1,4.0,-4.0,7.0,8.0,3.0,8.0,1.0,15.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,2.0,6.0,10.0,1.0,,,,2.0,2.0,2.0,,1.0,1.0,,2.0,,2.0,3.0,1.0,4.0,,,3.0,2.0,2.0,2.0,,4.0,2.0,3.0,0.5,0.5,0.6666666666666666,,0.5,,0.6,1.0,0.25,,0.6666666666666666,,0.75,0.5,,,0.5,1.0,95.15418502202644,16.857142857142858,13.625,16.142857142857142,13.5,0.25,0.25,,,,0.25,1.0,1.0,0.25,1.0,,,0.5,0.49775,,,,,0.3333333333333333,9.566666666666666,26.4,0.42857142857142855,,,,,,,,2.0,,,,,,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-1883-2242,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Steve Francis, Terence Morris","Hawkins, Taylor, Cato, Francis, Morris",1038-1508-1509-1883-2242,HOU,228.0,1,4.0,-2.0,7.0,8.0,,,1.0,15.0,4.0,2.0,,2.0,3.0,,,,,2.0,7.0,,3.0,7.0,9.0,2.0,,,,,,4.0,,,,,,2.0,3.0,3.0,2.0,5.0,,,,,1.0,4.0,2.0,7.0,,,,,0.2857142857142857,,0.2857142857142857,,0.3888888888888889,,,,1.0,0.4,1.0,0.4,1.0,1.0,,1.0,94.73684210526316,18.0,12.75,16.714285714285715,12.75,0.5714285714285714,0.42857142857142855,0.6666666666666666,1.0,,,,,,1.0,,,0.5714285714285714,0.4403428571428571,0.4259,,0.2222222222222222,0.2222222222222222,,4.3,,,,,,,,,,,,,,,,,,,,2.0,,,0.2857142857142857,0.25,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-1883-779,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Steve Francis, Glen Rice","Hawkins, Taylor, Cato, Francis, Rice",1038-1508-1509-1883-779,HOU,820.0,3,14.0,-7.0,26.0,26.0,,2.0,1.0,52.0,4.0,1.0,,2.0,4.0,6.0,9.0,1.0,,11.0,17.0,2.0,2.0,24.0,31.0,2.0,,,,,12.0,10.0,,6.0,6.0,1.0,12.0,2.0,7.0,10.0,2.0,12.0,6.0,3.0,8.0,,9.0,3.0,1.0,24.0,,,0.5454545454545454,0.5454545454545454,0.6470588235294118,,0.5789473684210527,,0.575,,0.10526315789473684,0.75,0.6363636363636364,0.3333333333333333,0.7142857142857143,0.25,,0.5,1.0,0.5714285714285714,91.31707317073172,14.23076923076923,17.307692307692307,14.0,15.692307692307692,0.21052631578947367,0.21052631578947367,0.5,0.6666666666666666,0.5,0.47368421052631576,0.6666666666666666,0.6666666666666666,0.05263157894736842,0.5,,,0.3157894736842105,0.4561078947368421,0.49,,0.05,0.05555555555555555,,11.552941176470588,23.65,,,1.0,,,,,4.0,4.0,,,,0.6666666666666666,0.05263157894736842,,,,,1.0,3.0,1.0,0.058823529411764705,,1.0,1.0,3.0,,,,1.0,1.0,,2.0,1.0,2.0,,,,,,,0.75,0.75,0.3333333333333333,,,,0.25,1.0,1.0,3.0,1.0,2.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-1883-983,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Steve Francis, Moochie Norris","Hawkins, Taylor, Cato, Francis, Norris",1038-1508-1509-1883-983,HOU,14.0,1,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,1.0,13.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-2242-983,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Terence Morris, Moochie Norris","Hawkins, Taylor, Cato, Morris, Norris",1038-1508-1509-2242-983,HOU,123.0,1,2.0,-4.0,4.0,3.0,,,,7.0,,,,,1.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,6.0,,,,,,2.0,,,1.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,,2.0,,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,1.0,,,,,,,,,81.95121951219512,21.25,12.666666666666666,21.25,12.666666666666666,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.44556666666666667,,,,,,14.95,23.1,,,1.0,,,,,1.0,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-2411-983,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Bostjan Nachbar, Moochie Norris","Hawkins, Taylor, Cato, Nachbar, Norris",1038-1508-1509-2411-983,HOU,35.0,1,1.0,2.0,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,,,1.0,1.0,,,2.0,,,1.0,1.0,,2.0,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,82.28571428571428,14.0,21.0,14.0,21.0,,1.0,1.0,1.0,,,,,,,,,,0.3652,,0.3652,,,1.0,6.8,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
1038-1508-1509-779-983,1610612745,"Juaquin Hawkins, Maurice Taylor, Kelvin Cato, Glen Rice, Moochie Norris","Hawkins, Taylor, Cato, Rice, Norris",1038-1508-1509-779-983,HOU,993.0,7,17.0,-13.0,27.0,29.0,,,4.0,56.0,7.0,3.0,,3.0,8.0,2.0,9.0,1.0,,11.0,24.0,2.0,2.0,27.0,40.0,4.0,,,,,16.0,6.0,,8.0,9.0,,19.0,5.0,7.0,8.0,5.0,13.0,2.0,2.0,5.0,,9.0,4.0,2.0,21.0,,,0.7272727272727273,0.7272727272727273,0.4583333333333333,,0.4807692307692308,,0.48214285714285715,,0.07692307692307693,0.4,0.5384615384615384,0.4166666666666667,0.5333333333333333,0.38461538461538464,0.4,,0.6666666666666666,0.6,81.2084592145015,18.666666666666668,16.862068965517242,17.962962962962962,14.655172413793103,0.2692307692307692,0.3076923076923077,0.375,0.42857142857142855,,0.34615384615384615,0.2222222222222222,0.2222222222222222,0.038461538461538464,0.75,,,0.34615384615384615,0.4666461538461538,0.57105,,0.07142857142857142,0.07692307692307693,,9.920833333333333,23.6,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,7.0,1.0,0.5,0.5,1.0,0.038461538461538464,1.0,1.0,1.0,,1.0,1.0,,0.041666666666666664,,0.5,1.0,6.0,3.0,3.0,6.0,1.0,6.0,,3.0,,3.0,,0.75,0.75,0.75,,,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.125,,3.0,,,1.0,0.5,,1.0,6.0,2.0,4.0,6.0,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2003,2002-03,False
