EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,FTDefRebounds,SelfOReb,BadPassTurnovers,BlockedShortMidRange,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceFtPoints,ShortMidRangeAssists,OffThreePtRebounds,SecondChanceTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceArc3PctAssisted,BlockedLongMidRange,3SecondViolations,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Technical Free Throw Trips,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,HeaveAttempts,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1425-1533-164-2030-2210,1610612751,"Aaron Williams, Anthony Johnson, Chris Childs, Kenyon Martin, Richard Jefferson","Williams, Johnson, Childs, Martin, Jefferson",1425-1533-164-2030-2210,NJN,366.0,1,6.0,1.0,12.0,12.0,24.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,6.0,1.0,3.0,4.0,11.0,10.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,11.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,94.42622950819673,15.583333333333334,14.916666666666666,15.583333333333334,14.916666666666666,0.2222222222222222,0.5,0.5,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.3333333333333333,0.4836944444444444,0.18181818181818182,0.25,9.15,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-164-2030-467,1610612751,"Aaron Williams, Anthony Johnson, Chris Childs, Kenyon Martin, Jason Kidd","Williams, Johnson, Childs, Martin, Kidd",1425-1533-164-2030-467,NJN,17.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,84.70588235294117,16.0,,16.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-164-2243-2447,1610612751,"Aaron Williams, Anthony Johnson, Chris Childs, Brian Scalabrine, Tamar Slay","Williams, Johnson, Childs, Scalabrine, Slay",1425-1533-164-2243-2447,NJN,896.0,2,15.0,11.0,32.0,31.0,63.0,4.0,6.0,1.0,2.0,9.0,1.0,2.0,10.0,17.0,1.0,2.0,12.0,35.0,24.0,8.0,3.0,2.0,1.0,1.0,7.0,1.0,15.0,10.0,13.0,14.0,3.0,3.0,6.0,2.0,8.0,15.0,6.0,33.0,1.0,0.5,0.5,0.5882352941176471,0.6052631578947368,0.6730769230769231,0.10526315789473684,0.5,0.7142857142857143,0.7647058823529411,0.5,1.0,0.7,101.25,11.4375,17.096774193548388,11.40625,15.580645161290322,0.3157894736842105,0.6666666666666666,0.6666666666666666,0.10526315789473684,0.5,0.5,0.47368421052631576,0.10526315789473684,0.5,0.5,1.0,0.42105263157894735,0.5,0.45394736842105265,0.25,0.2727272727272727,11.576470588235296,24.65,28.0,6.0,28.0,0.875,15.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,9.0,14.0,1.0,2.0,11.0,32.0,12.0,2.0,6.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,32.0,1.0,0.6,0.6666666666666666,0.5,1.0,0.6428571428571429,1.0,0.65625,1.0,0.7272727272727273,0.14285714285714285,1.0,0.125,1.0,1.0,1.0,0.75,0.5555555555555556,0.5555555555555556,0.6,1.0,1.0,0.3125,0.8,0.125,0.5,0.5775,0.4630125,0.05714285714285714,0.9142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-2030-2210-2447,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Richard Jefferson, Tamar Slay","Williams, Johnson, Martin, Jefferson, Slay",1425-1533-2030-2210-2447,NJN,64.0,1,1.0,-1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,25.0,,25.0,,1.0,,,,,,,,,,,1.0,,0.4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-2030-2210-446,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Richard Jefferson, Lucious Harris","Williams, Johnson, Martin, Jefferson, Harris",1425-1533-2030-2210-446,NJN,1220.0,10,20.0,-6.0,38.0,33.0,71.0,4.0,8.0,1.0,4.0,17.0,2.0,6.0,10.0,29.0,2.0,6.0,5.0,31.0,37.0,8.0,3.0,6.0,2.0,1.0,7.0,1.0,15.0,9.0,11.0,16.0,2.0,1.0,4.0,5.0,10.0,6.0,3.0,24.0,0.5,0.3333333333333333,0.3333333333333333,0.3448275862068966,0.37142857142857144,0.40789473684210525,0.17142857142857143,0.5,0.8181818181818182,0.75,0.6666666666666666,1.0,0.8,83.8032786885246,17.763157894736842,16.515151515151516,16.55263157894737,15.848484848484848,0.22857142857142856,0.5,0.8,0.11428571428571428,0.25,0.3333333333333333,0.4857142857142857,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.5,0.4,0.3333333333333333,0.4481671428571429,0.07894736842105263,0.09375,11.720689655172412,25.483333333333334,9.0,2.0,9.0,0.23684210526315788,8.0,5.0,1.0,2.0,2.0,2.0,5.0,,2.0,2.0,4.0,7.0,2.0,5.0,,2.0,,4.0,12.0,2.0,6.0,3.0,3.0,5.0,,5.0,2.0,2.0,,2.0,,2.0,,,,,3.0,1.0,3.0,3.0,4.0,1.0,0.6,0.6666666666666666,,0.5,0.4,0.7,0.2857142857142857,0.7,0.2857142857142857,0.2631578947368421,,0.22727272727272727,,,1.0,0.75,0.29411764705882354,0.29411764705882354,0.6,0.4,0.5,0.2857142857142857,1.0,0.2857142857142857,,0.48681,0.4724928571428571,0.22580645161290322,0.12903225806451613,,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,0.13793103448275862,0.375,0.25,1.0,0.25,0.3333333333333333,0.05555555555555555,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-2030-2210-467,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Richard Jefferson, Jason Kidd","Williams, Johnson, Martin, Jefferson, Kidd",1425-1533-2030-2210-467,NJN,526.0,3,9.0,2.0,18.0,18.0,36.0,6.0,8.0,,2.0,3.0,,,6.0,13.0,,,2.0,14.0,12.0,6.0,,,,,3.0,,6.0,5.0,7.0,8.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,12.0,,,,0.46153846153846156,0.46153846153846156,0.4666666666666667,,1.0,0.8333333333333334,0.875,1.0,1.0,0.5,98.5551330798479,13.222222222222221,16.0,13.166666666666666,15.555555555555555,0.6153846153846154,0.75,0.8571428571428571,0.15384615384615385,,,0.23076923076923078,,,,,0.6153846153846154,,0.5458307692307692,0.13333333333333333,0.13333333333333333,5.553846153846154,,13.0,4.0,13.0,0.7222222222222222,,1.0,1.0,1.0,4.0,6.0,,,,1.0,1.0,2.0,4.0,9.0,,,,8.0,6.0,2.0,3.0,3.0,,1.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,1.0,,1.0,1.0,8.0,,0.5,0.6,,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0,0.4444444444444444,0.14285714285714285,1.0,0.14285714285714285,0.5,1.0,1.0,0.5,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,,,0.569,0.5789333333333333,0.14285714285714285,0.5714285714285714,,,,,,,1.0,,1.0,3.0,1.0,,0.07692307692307693,0.125,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-2030-2210-954,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Richard Jefferson, Kerry Kittles","Williams, Johnson, Martin, Jefferson, Kittles",1425-1533-2030-2210-954,NJN,248.0,3,4.0,1.0,6.0,7.0,13.0,2.0,3.0,,,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,9.0,8.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,,,,1.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,0.4,0.5833333333333334,0.6428571428571429,0.16666666666666666,,0.5,0.5,,,0.5,75.48387096774192,22.5,16.142857142857142,21.833333333333332,15.857142857142858,0.5,0.6666666666666666,0.6666666666666666,,,,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.5176916666666667,0.14285714285714285,0.16666666666666666,8.14,25.1,2.0,,2.0,0.3333333333333333,7.0,,,,1.0,2.0,,,,,,,1.0,3.0,,,,2.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,0.5,0.5,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,0.5,,,,,,0.6666666666666666,0.5,,,,0.5414666666666667,,0.2222222222222222,,,,,,,,1.0,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-2030-2215-446,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Jason Collins, Lucious Harris","Williams, Johnson, Martin, Collins, Harris",1425-1533-2030-2215-446,NJN,268.0,2,4.0,,8.0,8.0,16.0,,,,1.0,4.0,,1.0,3.0,5.0,,1.0,2.0,8.0,8.0,,,1.0,,,3.0,,6.0,3.0,4.0,5.0,1.0,,2.0,1.0,3.0,2.0,1.0,8.0,,,,0.6,0.5,0.5714285714285714,0.16666666666666666,0.5,0.6,0.6666666666666666,,1.0,0.6666666666666666,85.97014925373134,16.75,16.75,15.0,16.5,,,,0.16666666666666666,,,0.6666666666666666,0.16666666666666666,,,,0.16666666666666666,,0.42235,0.14285714285714285,0.16666666666666666,17.56,26.2,,,,,3.0,1.0,,,,,3.0,,,,1.0,,,,,,,,6.0,,3.0,,3.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.5,1.0,0.3333333333333333,1.0,1.0,,,0.75,0.75,1.0,,,,,,,0.405,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-2030-2243-2447,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Brian Scalabrine, Tamar Slay","Williams, Johnson, Martin, Scalabrine, Slay",1425-1533-2030-2243-2447,NJN,407.0,1,7.0,2.0,13.0,13.0,26.0,4.0,4.0,1.0,1.0,3.0,,,6.0,8.0,,,1.0,13.0,11.0,8.0,,,,,2.0,,4.0,4.0,6.0,6.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,13.0,,,,0.75,0.75,0.7222222222222222,,0.25,0.8,0.75,,1.0,1.0,91.99017199017199,13.307692307692308,18.0,13.307692307692308,17.615384615384617,0.5,1.0,1.0,0.125,1.0,1.0,0.375,,,,,0.5,,0.533825,0.1111111111111111,0.1111111111111111,8.0125,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,2.0,2.0,,,2.0,,1.0,1.0,,3.0,,1.0,,2.0,,,2.0,1.0,2.0,1.0,,,0.3333333333333333,0.3333333333333333,,,,,,,,,0.6666666666666666,,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
1425-1533-2030-2243-446,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Brian Scalabrine, Lucious Harris","Williams, Johnson, Martin, Scalabrine, Harris",1425-1533-2030-2243-446,NJN,1896.0,9,32.0,-6.0,60.0,58.0,118.0,8.0,17.0,3.0,6.0,23.0,,6.0,19.0,46.0,,6.0,12.0,50.0,56.0,20.0,,6.0,,,9.0,,18.0,20.0,23.0,33.0,6.0,3.0,11.0,6.0,10.0,20.0,10.0,42.0,,,,0.41304347826086957,0.36538461538461536,0.4098360655737705,0.11538461538461539,0.5454545454545454,0.7142857142857143,0.6875,0.4,0.5833333333333334,1.0,89.62025316455696,15.8,16.344827586206897,14.733333333333333,15.827586206896552,0.3269230769230769,0.47058823529411764,0.5,0.11538461538461539,0.5,0.5,0.4423076923076923,0.11538461538461539,,,,0.4423076923076923,,0.45371153846153844,0.16666666666666666,0.18518518518518517,9.630434782608695,24.883333333333336,32.0,7.0,32.0,0.5333333333333333,25.0,8.0,2.0,6.0,2.0,7.0,8.0,,2.0,3.0,7.0,8.0,7.0,24.0,,2.0,8.0,22.0,18.0,4.0,9.0,3.0,5.0,8.0,2.0,10.0,6.0,4.0,2.0,5.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,22.0,4.0,0.47368421052631576,0.5294117647058824,,0.42857142857142855,0.2916666666666667,0.375,0.2692307692307692,0.4444444444444444,0.36666666666666664,0.3076923076923077,0.5,0.3125,0.6666666666666666,0.5,,0.375,0.34782608695652173,0.34782608695652173,0.625,0.75,0.3333333333333333,0.2692307692307692,0.2857142857142857,0.07692307692307693,,0.5140166666666667,0.4211653846153846,0.16,0.44,,,1.0,,1.0,,1.0,1.0,2.0,3.0,1.0,,0.021739130434782608,0.058823529411764705,,1.0,0.3333333333333333,0.21428571428571427,0.06451612903225806,0.125,,2.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,True
