EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,DefPoss,PenaltyDefPoss,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,OpponentPoints,PtsUnassisted2s,Fg2aBlocked,FTDefRebounds,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,Fg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsPutbacks,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGA,PtsUnassisted3s,Steals,BadPassSteals,OffCorner3ReboundPct,Corner3Frequency,LongMidRangeFGM,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,HeaveMakes,Blocked3s,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,BlockedArc3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
120-1477-1495-1536-2225,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Stephen Jackson, Tony Parker","Smith, Bowen, Duncan, Jackson, Parker",120-1477-1495-1536-2225,SAS,5.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,288.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33075,0.33075,1.0,24.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-1938-2225,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Manu Ginobili, Tony Parker","Smith, Bowen, Duncan, Ginobili, Parker",120-1477-1495-1938-2225,SAS,11.0,1,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-1938-70,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Manu Ginobili, Steve Kerr","Smith, Bowen, Duncan, Ginobili, Kerr",120-1477-1495-1938-70,SAS,183.0,1,,6.0,1.0,11.0,1.0,1.0,,,1.0,1.0,7.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,,1.0,1.0,1.0,,1.0,0.625,,0.7,,0.25,86.55737704918033,16.333333333333332,16.333333333333332,0.25,1.0,1.0,1.0,,,0.25,1.0,0.43585,,,24.1,0.16666666666666666,5.0,,1.0,2.0,2.0,1.0,0.3333333333333333,,17.0,16.2,3.0,1.0,2.0,1.0,1.0,3.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.5,0.5,1.0,0.25,0.2,0.25,8.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-198-2225,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Danny Ferry, Tony Parker","Smith, Bowen, Duncan, Ferry, Parker",120-1477-1495-198-2225,SAS,151.0,2,3.0,6.0,3.0,10.0,,2.0,,,,2.0,7.0,,,3.0,,2.0,,,,,,5.0,3.0,3.0,,,,,0.5,0.5,0.5833333333333334,0.75,0.3333333333333333,95.36423841059603,13.333333333333334,13.333333333333334,0.3333333333333333,,,,,,0.6666666666666666,,0.5085333333333334,0.3866,0.42857142857142855,24.45,0.5,4.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,17.75,17.75,3.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,6.0,,,1.0,1.0,,1.0,1.0,0.75,,,,,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,0.25,6.775,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-198-70,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Danny Ferry, Steve Kerr","Smith, Bowen, Duncan, Ferry, Kerr",120-1477-1495-198-70,SAS,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2049-788,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Speedy Claxton, Kevin Willis","Smith, Bowen, Duncan, Claxton, Willis",120-1477-1495-2049-788,SAS,117.0,1,,3.0,,7.0,1.0,1.0,,,1.0,2.0,5.0,,,,,1.0,1.0,,,,,3.0,,,,0.5,,0.5,0.625,,0.625,,0.5,86.15384615384616,19.0,19.0,0.25,1.0,1.0,,,,0.75,1.0,0.539375,,,24.65,,4.0,,,,1.0,,,,15.0,15.0,2.0,,1.0,,1.0,2.0,,5.0,2.0,,,,,,,,0.5,,,,,0.25,,,,,,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,0.5,,,0.25,1.0,1.0,1.0,1.0,0.4,1.0,3.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2049-990,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Speedy Claxton, Malik Rose","Smith, Bowen, Duncan, Claxton, Rose",120-1477-1495-2049-990,SAS,265.0,2,,9.0,,18.0,1.0,1.0,,,1.0,3.0,7.0,,,,,1.0,1.0,,1.0,,2.0,7.0,,,,0.3333333333333333,,0.3333333333333333,0.4166666666666667,,0.5,,0.5,97.81132075471697,14.333333333333334,14.333333333333334,0.16666666666666666,1.0,1.0,,,,0.5,1.0,0.5001916666666667,,,24.066666666666666,,9.0,7.0,,2.0,2.0,,1.0,,15.11111111111111,15.11111111111111,4.0,,1.0,2.0,1.0,3.0,2.0,7.0,,,,2.0,2.0,,2.0,1.0,0.3333333333333333,,,,,0.16666666666666666,,,0.3333333333333333,0.14285714285714285,0.25,15.5,,,,,,,,,,,,,,2.0,,1.0,,2.0,,,,,,,0.5,1.0,,,,,,,,,,,2.0,3.0,2.0,1.0,,0.3333333333333333,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2225-764,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, David Robinson","Smith, Bowen, Duncan, Parker, Robinson",120-1477-1495-2225-764,SAS,17276.0,25,-87.0,526.0,60.0,1055.0,5.0,31.0,,3.0,9.0,39.0,448.0,1.0,6.0,61.0,27.0,30.0,5.0,9.0,90.0,5.0,189.0,375.0,61.0,60.0,1.0,0.23076923076923078,0.16666666666666666,0.23684210526315788,0.3734567901234568,0.3431372549019608,0.4141791044776119,0.4552238805970149,0.08024691358024691,87.93702245890252,16.950570342205324,15.923954372623575,0.06378600823045268,0.16129032258064516,0.16666666666666666,1.0,0.058823529411764705,,0.36419753086419754,0.16666666666666666,0.46058020618556705,0.458943,0.13616071428571427,25.343589743589742,0.11406844106463879,529.0,94.0,37.0,183.0,273.0,0.7254901960784313,0.70042194092827,0.6538461538461539,15.803402646502835,15.119092627599244,288.0,50.0,150.0,159.0,168.0,447.0,85.0,535.0,174.0,60.0,17.0,52.0,124.0,4.0,112.0,48.0,0.37583892617449666,0.1342281879194631,0.12666666666666668,0.8947368421052632,0.8,0.30864197530864196,0.3333333333333333,0.3816793893129771,0.3271604938271605,0.09262759924385633,0.09815950920245399,9.797762863534677,73.0,58.0,138.0,15.0,29.0,23.0,63.0,73.0,16.0,45.0,26.0,26.0,11.0,129.0,90.0,40.0,14.0,85.0,8.0,6.0,0.36507936507936506,0.35555555555555557,0.4084507042253521,0.4620253164556962,0.47058823529411764,0.6935483870967742,0.3793103448275862,0.288961038961039,0.4,0.6140350877192983,0.2839506172839506,0.42028985507246375,0.5576923076923077,0.4084507042253521,0.5172413793103449,0.16294642857142858,8.0,,46.0,29.0,0.25,0.01646090534979424,60.0,162.0,81.0,34.0,17.0,26.0,45.0,1.0,0.48214285714285715,0.5225806451612903,0.6901408450704225,0.37735849056603776,0.39473684210526316,0.5666666666666667,7.0,14.0,4.0,2.0,2.0,1.0,3.0,2.0,6.0,4.0,8.0,15.0,1.0,1.0,4.0,30.0,17.0,78.0,1.0,6.0,11.0,5.0,4.0,10.0,18.0,5.0,1.0,7.0,32.0,16.0,2.0,14.0,32.0,21.0,1.0,2.0,7.0,0.5,0.02564102564102564,0.2463768115942029,0.0440251572327044,0.03225806451612903,0.08333333333333333,0.27956989247311825,0.3375,0.27,0.24242424242424243,0.7758620689655172,0.024291497975708502,0.65625,0.5172413793103449,0.34,0.5,0.5,1.0,0.13333333333333333,0.028169014084507043,1.0,1.0,0.08450704225352113,0.3333333333333333,1.0,0.27450980392156865,0.5,0.058823529411764705,0.3333333333333333,0.48391612903225806,0.025,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2225-788,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, Kevin Willis","Smith, Bowen, Duncan, Parker, Willis",120-1477-1495-2225-788,SAS,2999.0,17,11.0,86.0,24.0,172.0,2.0,8.0,2.0,4.0,2.0,9.0,101.0,2.0,4.0,35.0,3.0,7.0,2.0,1.0,19.0,1.0,39.0,85.0,35.0,24.0,0.5,0.2222222222222222,0.5,0.25,0.475,0.5217391304347826,0.5319148936170213,0.603448275862069,0.1125,82.58752917639212,16.709302325581394,15.94186046511628,0.1,0.25,0.25,0.5,0.17391304347826086,0.5,0.4875,0.2857142857142857,0.47402848101265826,0.4384886363636364,0.3465346534653465,27.08888888888889,0.27906976744186046,86.0,46.0,6.0,34.0,50.0,0.75,0.6956521739130435,0.5,18.162790697674417,17.290697674418606,50.0,7.0,19.0,22.0,35.0,71.0,25.0,90.0,34.0,7.0,2.0,7.0,19.0,1.0,31.0,10.0,0.49295774647887325,0.09859154929577464,0.10526315789473684,0.6666666666666666,0.8333333333333334,0.2375,0.3684210526315789,0.4117647058823529,0.275,0.11363636363636363,0.12658227848101267,8.222535211267605,13.0,16.0,30.0,5.0,8.0,6.0,12.0,16.0,9.0,19.0,11.0,4.0,,26.0,16.0,3.0,1.0,7.0,1.0,2.0,0.5,0.47368421052631576,0.46153846153846156,0.5,0.42857142857142855,0.6842105263157895,,0.35714285714285715,,0.6666666666666666,0.375,0.5333333333333333,0.64,0.6153846153846154,0.625,0.15841584158415842,1.0,3.0,4.0,3.0,,0.0125,12.0,36.0,18.0,7.0,1.0,2.0,4.0,,0.5142857142857142,0.5454545454545454,0.5882352941176471,0.5454545454545454,0.5454545454545454,0.5833333333333334,3.0,7.0,,,,,,,1.0,,1.0,4.0,1.0,,,8.0,3.0,15.0,1.0,4.0,1.0,,,1.0,1.0,1.0,,6.0,5.0,5.0,,,5.0,3.0,,,5.0,,,0.16666666666666666,,,0.3333333333333333,0.4166666666666667,0.42857142857142855,0.5,0.3,0.8333333333333334,0.11428571428571428,0.6,0.5,0.42857142857142855,,,,0.4,,,,0.07692307692307693,,,0.30434782608695654,0.42857142857142855,,,0.5193038461538462,,1.0,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2225-990,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, Malik Rose","Smith, Bowen, Duncan, Parker, Rose",120-1477-1495-2225-990,SAS,3674.0,22,-29.0,124.0,72.0,245.0,4.0,16.0,2.0,10.0,4.0,18.0,114.0,2.0,11.0,67.0,9.0,16.0,4.0,3.0,22.0,3.0,47.0,99.0,67.0,72.0,0.75,0.2222222222222222,0.18181818181818182,0.2222222222222222,0.4036697247706422,0.4,0.456,0.47183098591549294,0.1651376146788991,96.02612955906369,14.870967741935484,14.112903225806452,0.14678899082568808,0.25,0.25,0.75,0.16666666666666666,0.2,0.42201834862385323,0.25,0.4495853211009175,0.4194175,0.5877192982456141,25.77777777777778,0.5806451612903226,121.0,74.0,4.0,36.0,57.0,0.36363636363636365,0.5454545454545454,0.4,15.12396694214876,14.107438016528926,61.0,12.0,32.0,31.0,38.0,91.0,26.0,143.0,38.0,5.0,6.0,12.0,34.0,3.0,35.0,9.0,0.4175824175824176,0.054945054945054944,0.03125,1.0,0.3333333333333333,0.29357798165137616,0.375,0.3870967741935484,0.28440366972477066,0.0782608695652174,0.09278350515463918,9.6010989010989,18.0,13.0,28.0,4.0,10.0,5.0,13.0,15.0,21.0,49.0,19.0,8.0,5.0,26.0,21.0,7.0,3.0,19.0,11.0,3.0,0.38461538461538464,0.42857142857142855,0.40625,0.4166666666666667,0.3684210526315789,0.5909090909090909,0.4166666666666667,0.296875,0.4,0.46153846153846156,0.25688073394495414,0.4642857142857143,0.5416666666666666,0.625,0.4,0.13157894736842105,2.0,3.0,10.0,8.0,0.5,0.01834862385321101,13.0,38.0,19.0,8.0,2.0,4.0,12.0,,0.5,0.5588235294117647,0.7857142857142857,0.41935483870967744,0.41935483870967744,0.6153846153846154,5.0,10.0,,,1.0,,1.0,1.0,2.0,1.0,3.0,2.0,,,,8.0,3.0,14.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,,,10.0,5.0,1.0,,4.0,5.0,3.0,,1.0,11.0,0.3333333333333333,,0.14285714285714285,,,0.3333333333333333,0.2692307692307692,0.42857142857142855,0.35,0.05555555555555555,0.5294117647058824,0.05084745762711865,0.6,0.6153846153846154,0.25,,,,0.25,0.0625,,,0.125,0.5,1.0,0.16666666666666666,0.5,0.016666666666666666,,0.4995416666666667,,2.0,,,,,,,,1610612759,2003,2002-03,True
