EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffThreePtRebounds,SelfOReb,FTA,TwoPtShootingFoulsDrawn,BlockedLongMidRange,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,FTOffRebounds,FTDefRebounds,PenaltyTurnovers,ShootingFouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,BlockedShortMidRange,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,PtsUnassisted3s,DeadBallTurnovers,Travels,Technical Free Throw Trips,PenaltyArc3Accuracy,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,Offensive Fouls,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,DefCorner3ReboundPct,3SecondViolations,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,OffensiveGoaltends,3pt And 1 Free Throw Trips,FoulsDrawn,Offensive Fouls Drawn,BlockedCorner3,HeaveMakes,Clear Path Fouls,Arc3PctBlocked,team_id,year,season,team_vs
1502-1504-168-1712-1863,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Antawn Jamison, Earl Boykins","Foyle, Fortson, Mills, Jamison, Boykins",1502-1504-168-1712-1863,GSW,233.0,1,4.0,4.0,6.0,6.0,2.0,12.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,8.0,8.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.25,0.6666666666666666,1.0,0.6666666666666666,0.75,0.6666666666666666,0.75,0.5,1.0,1.0,0.5,74.16309012875537,1.0,20.333333333333332,18.5,16.333333333333332,17.833333333333332,0.375,0.3333333333333333,1.0,0.125,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.375,0.461125,0.4615,0.25,12.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-168-1863-2202,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Earl Boykins, Jason Richardson","Foyle, Fortson, Mills, Boykins, Richardson",1502-1504-168-1863-2202,GSW,422.0,1,7.0,-6.0,11.0,11.0,1.0,22.0,1.0,2.0,1.0,2.0,,,2.0,4.0,11.0,17.0,,2.0,,4.0,,,2.0,4.0,1.0,,10.0,1.0,3.0,3.0,2.0,5.0,,,1.0,1.0,1.0,,3.0,,1.0,,1.0,,11.0,1.0,1.0,0.5,,0.45454545454545453,,0.4583333333333333,,,,1.0,0.42857142857142855,0.5,0.42857142857142855,0.2857142857142857,,,,0.5,75.07109004739337,,15.545454545454545,22.818181818181817,15.181818181818182,19.90909090909091,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,1.0,,,,,0.8181818181818182,0.5076409090909091,0.594,,4.575,2.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,7.0,1.0,2.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.2857142857142857,0.2857142857142857,0.6363636363636364,0.2,1.0,0.25,0.4,0.14285714285714285,1.0,0.18181818181818182,0.5,0.5,1.0,0.45454545454545453,0.2,0.2,1.0,0.5,1.0,0.2,0.404175,0.08333333333333333,0.2,24.928571428571427,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-168-1863-2240,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Earl Boykins, Gilbert Arenas","Foyle, Fortson, Mills, Boykins, Arenas",1502-1504-168-1863-2240,GSW,67.0,1,1.0,,3.0,2.0,,5.0,1.0,1.0,,,,2.0,1.0,3.0,2.0,2.0,,,,,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,1.0,,0.5,,,,1.0,,107.46268656716417,1.0,14.333333333333334,12.0,14.333333333333334,12.0,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,,,,0.3333333333333333,0.4710666666666667,,,11.566666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-168-1863-2351,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Earl Boykins, Oscar Torres","Foyle, Fortson, Mills, Boykins, Torres",1502-1504-168-1863-2351,GSW,160.0,1,3.0,2.0,6.0,7.0,2.0,13.0,1.0,2.0,,1.0,,2.0,1.0,5.0,5.0,3.0,,,2.0,2.0,,,1.0,1.0,,,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,3.0,1.0,1.0,0.2,,0.2,,0.35714285714285715,1.0,,,1.0,1.0,0.25,1.0,0.25,,0.5,,,117.0,,13.833333333333334,11.0,13.333333333333334,11.0,0.4,0.5,0.5,0.2,,,,0.4,,,,0.4,0.49458,,0.4,9.2,6.0,,,,,,,,,3.0,,,,,,,,1.0,,1.0,4.0,,,6.0,,,,,,,,1.0,0.25,1.0,,,,,,,,,,,,0.49458,,,,1.0,4.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,0.2,0.2,0.35714285714285715,1.0,1.0,0.4,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-168-1863-2399,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Earl Boykins, Mike Dunleavy","Foyle, Fortson, Mills, Boykins, Dunleavy",1502-1504-168-1863-2399,GSW,35.0,1,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,2.0,,,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,82.28571428571428,,28.0,7.0,14.0,,1.0,,,,,,,,,,,1.0,0.567,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,0.5,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-1712-1863-2202,1610612744,"Adonal Foyle, Danny Fortson, Antawn Jamison, Earl Boykins, Jason Richardson","Foyle, Fortson, Jamison, Boykins, Richardson",1502-1504-1712-1863-2202,GSW,495.0,4,8.0,12.0,15.0,15.0,4.0,30.0,6.0,7.0,,2.0,2.0,4.0,8.0,13.0,27.0,15.0,3.0,4.0,9.0,10.0,6.0,,5.0,8.0,,2.0,19.0,4.0,2.0,3.0,4.0,7.0,3.0,2.0,2.0,1.0,2.0,,4.0,,1.0,1.0,1.0,,18.0,0.625,0.7142857142857143,0.6153846153846154,0.75,0.7352941176470589,0.9,0.7941176470588235,0.9,,,1.0,0.4,0.8,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,,87.27272727272727,,15.866666666666667,17.133333333333333,13.4,16.8,0.4117647058823529,0.8571428571428571,0.8571428571428571,0.11764705882352941,,,,0.23529411764705882,0.5,0.5,1.0,0.6470588235294118,0.5449323529411765,0.49538000000000004,0.3333333333333333,6.961538461538462,4.0,2.0,1.0,1.0,2.0,3.0,,3.0,4.0,2.0,,9.0,3.0,2.0,3.0,2.0,1.0,3.0,,,2.0,2.0,,4.0,1.0,0.75,0.75,0.23529411764705882,,0.5,,,,0.5,0.058823529411764705,1.0,1.0,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.4,,0.6666666666666666,0.521625,0.11764705882352941,0.15384615384615385,23.975,0.26666666666666666,6.0,2.0,2.0,,2.0,4.0,,4.0,,1.0,1.0,2.0,,4.0,0.5,0.5,0.5,1.0,,0.5,1.0,0.14814814814814814,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-1712-1863-2240,1610612744,"Adonal Foyle, Danny Fortson, Antawn Jamison, Earl Boykins, Gilbert Arenas","Foyle, Fortson, Jamison, Boykins, Arenas",1502-1504-1712-1863-2240,GSW,207.0,2,3.0,3.0,6.0,6.0,2.0,12.0,1.0,2.0,,1.0,,2.0,1.0,5.0,7.0,4.0,,,2.0,2.0,,1.0,1.0,2.0,,,5.0,2.0,3.0,3.0,2.0,5.0,,,,,,,2.0,,1.0,,1.0,,5.0,1.0,1.0,0.2,,0.4166666666666667,,0.4375,0.5,0.2,0.5,,0.6,0.6666666666666666,0.5,0.6666666666666666,,1.0,,0.6,83.47826086956522,,14.0,20.5,12.333333333333334,12.833333333333334,0.3333333333333333,0.5,1.0,0.16666666666666666,,,,0.3333333333333333,,,,0.5,0.5224416666666667,,0.2857142857142857,10.68,6.0,,1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,,,1.0,,1.0,1.0,,,4.0,1.0,,6.0,1.0,1.0,1.0,0.16666666666666666,,,,,,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,0.5224416666666667,0.14285714285714285,0.16666666666666666,23.2,1.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,7.0,,,,,1.0,7.0,0.2,0.4166666666666667,0.4375,,,0.3333333333333333,0.5,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-1712-1863-2399,1610612744,"Adonal Foyle, Danny Fortson, Antawn Jamison, Earl Boykins, Mike Dunleavy","Foyle, Fortson, Jamison, Boykins, Dunleavy",1502-1504-1712-1863-2399,GSW,540.0,1,9.0,-2.0,16.0,15.0,2.0,31.0,1.0,2.0,1.0,2.0,,5.0,2.0,9.0,19.0,21.0,,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,,5.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,,,1.0,,2.0,,,,,,17.0,0.5,0.5,0.2222222222222222,,0.4166666666666667,,0.5294117647058824,0.3333333333333333,,,,0.2222222222222222,0.2857142857142857,0.2222222222222222,0.25,,0.2,,0.25,82.66666666666667,,16.4375,18.466666666666665,15.9375,17.4,0.16666666666666666,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,0.4166666666666667,,,,0.4166666666666667,0.48213750000000005,0.48245,0.10526315789473684,12.644444444444444,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,9.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,11.0,5.0,,8.0,0.5,0.6666666666666666,0.6666666666666666,0.25,,1.0,,0.5,,,0.08333333333333333,1.0,1.0,,0.16666666666666666,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,0.5314916666666667,0.29411764705882354,0.35714285714285715,25.266666666666666,0.5,,1.0,1.0,2.0,2.0,3.0,4.0,14.0,,,,1.0,,14.0,0.6666666666666666,0.8333333333333334,0.8125,,,0.16666666666666666,1.0,0.7368421052631579,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,0.6666666666666666,0.16666666666666666,1.0,1.0,3.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-1712-2062-2399,1610612744,"Adonal Foyle, Danny Fortson, Antawn Jamison, A.J. Guyton, Mike Dunleavy","Foyle, Fortson, Jamison, Guyton, Dunleavy",1502-1504-1712-2062-2399,GSW,25.0,1,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,0.5,,,,,1.0,,1.0,,,,,1.0,57.599999999999994,1.0,,24.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
1502-1504-1712-2202-2240,1610612744,"Adonal Foyle, Danny Fortson, Antawn Jamison, Jason Richardson, Gilbert Arenas","Foyle, Fortson, Jamison, Richardson, Arenas",1502-1504-1712-2202-2240,GSW,2070.0,5,34.0,2.0,66.0,66.0,10.0,132.0,16.0,30.0,4.0,11.0,5.0,15.0,25.0,56.0,68.0,66.0,6.0,10.0,12.0,22.0,28.0,7.0,11.0,13.0,2.0,2.0,28.0,11.0,17.0,20.0,11.0,31.0,6.0,3.0,6.0,3.0,9.0,1.0,19.0,1.0,6.0,4.0,6.0,4.0,56.0,0.44,0.5238095238095238,0.44642857142857145,0.6,0.48360655737704916,0.6,0.5074626865671642,0.6,0.125,0.2,0.6666666666666666,0.6071428571428571,0.3548387096774194,0.6060606060606061,0.3333333333333333,0.35714285714285715,0.4,0.75,0.5,91.82608695652173,0.6666666666666666,14.893939393939394,16.46969696969697,14.378787878787879,15.318181818181818,0.4918032786885246,0.5333333333333333,0.6666666666666666,0.18032786885245902,0.36363636363636365,0.4,0.5,0.2459016393442623,0.3333333333333333,0.3333333333333333,0.4,0.5737704918032787,0.506,0.52489,0.17647058823529413,6.505357142857143,27.0,9.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,9.0,3.0,6.0,3.0,2.0,2.0,1.0,1.0,7.0,,,14.0,6.0,,27.0,0.6666666666666666,0.6,0.6,0.08196721311475409,,0.2857142857142857,,0.5625,,0.4375,0.03278688524590164,0.5,0.5,1.0,0.04918032786885246,0.6666666666666666,0.6666666666666666,0.5,0.9,0.13636363636363635,0.6666666666666666,0.5330863636363636,0.09090909090909091,0.09836065573770492,24.5,0.4090909090909091,14.0,8.0,11.0,,10.0,19.0,4.0,30.0,,,3.0,9.0,1.0,30.0,0.5263157894736842,0.5909090909090909,0.625,,,0.5,0.7272727272727273,0.4411764705882353,5.0,,,,,8.0,3.0,3.0,1.0,4.0,,0.5555555555555556,,,,,,,2.0,2.0,0.6666666666666666,,,2.0,3.0,3.0,,1.0,0.6666666666666666,3.0,1.0,2.0,1.0,0.09090909090909091,0.6,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2003,2002-03,True
