EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Fouls,FG3APct,DefAtRimReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,ShootingFouls,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,OffThreePtRebounds,FTOffRebounds,Technical Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,NonShootingPenaltyNonTakeFouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,PenaltyCorner3Frequency,LongMidRangeAssists,FTDefRebounds,LostBallSteals,DeadBallTurnovers,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,DefFTReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,Loose Ball Fouls,OffCorner3ReboundPct,Clear Path Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,LostBallTurnovers,ShortMidRangeAssists,ShortMidRangePctAssisted,Corner3FGM,PtsUnassisted3s,Corner3Assists,SelfOReb,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedAtRim,HeaveAttempts,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Travels,3SecondViolations,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,BlockedLongMidRange,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1498-1719-1739-2216-2417,1610612757,"Antonio Daniels, Bonzi Wells, Ruben Patterson, Zach Randolph, Qyntel Woods","Daniels, Wells, Patterson, Randolph, Woods",1498-1719-1739-2216-2417,POR,153.0,1,3.0,-3.0,4.0,5.0,4.0,5.0,9,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,84.70588235294119,20.25,14.4,20.25,11.8,0.5,0.5,0.5,0.5,0.5155,0.5155,0.3333333333333333,0.3333333333333333,1.0,2.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-1739-2216-739,1610612757,"Antonio Daniels, Bonzi Wells, Ruben Patterson, Zach Randolph, Rasheed Wallace","Daniels, Wells, Patterson, Randolph, Wallace",1498-1719-1739-2216-739,POR,35.0,1,1.0,,1.0,1.0,1.0,,2,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,82.28571428571428,21.0,14.0,21.0,14.0,,,,1.0,0.4974,0.4974,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-1739-2216-757,1610612757,"Antonio Daniels, Bonzi Wells, Ruben Patterson, Zach Randolph, Damon Stoudamire","Daniels, Wells, Patterson, Randolph, Stoudamire",1498-1719-1739-2216-757,POR,203.0,2,3.0,-1.0,6.0,7.0,6.0,7.0,13,1.0,1.0,,3.0,3.0,8.0,9.0,3.0,3.0,8.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,8.0,6.0,0.5714285714285714,0.5714285714285714,1.0,1.0,,0.5,,,92.21674876847291,18.833333333333332,12.857142857142858,17.666666666666668,12.714285714285714,0.2,,0.2,0.6,0.44382,0.44382,0.16666666666666666,0.25,1.0,14.366666666666667,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.4,,0.4,0.4,24.2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.3903,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-1739-2216-905,1610612757,"Antonio Daniels, Bonzi Wells, Ruben Patterson, Zach Randolph, Dale Davis","Daniels, Wells, Patterson, Randolph, Davis",1498-1719-1739-2216-905,POR,73.0,1,1.0,4.0,4.0,2.0,4.0,2.0,6,4.0,4.0,,4.0,2.0,6.0,2.0,4.0,2.0,6.0,,1.0,1.0,4.0,,,,,3.0,,4.0,6.0,4.0,0.5,0.5,,1.0,,1.0,1.0,,118.35616438356165,12.25,12.0,8.5,12.0,0.8,,0.8,1.0,0.46322,0.46322,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.2,,0.2,0.2,23.9,2.0,,,,,,2.0,,,,2.0,2.0,,2.0,,,,,1.0,,2.0,1.0,3.0,,,,1.0,,,,,0.5,0.5,0.4,0.4,0.3333333333333333,,,0.5,0.6666666666666666,0.5,,,,,,,,,,,,0.44045,0.3333333333333333,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-1739-2216-976,1610612757,"Antonio Daniels, Bonzi Wells, Ruben Patterson, Zach Randolph, Jeff McInnis","Daniels, Wells, Patterson, Randolph, McInnis",1498-1719-1739-2216-976,POR,113.0,2,2.0,1.0,3.0,3.0,3.0,3.0,6,1.0,1.0,1.0,2.0,,4.0,3.0,2.0,,4.0,,1.0,1.0,1.0,,,,,,,4.0,4.0,3.0,0.6666666666666666,0.6666666666666666,,1.0,,1.0,1.0,,76.46017699115045,22.666666666666668,15.0,22.666666666666668,15.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4400833333333333,0.4400833333333333,,,1.0,4.7,1.0,,,1.0,1.0,,1.0,0.3333333333333333,,,,23.1,,,,,,,2.0,,,,,2.0,,2.0,,,,,1.0,,2.0,,,,,,,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,1.0,1.0,,,,0.5,0.5,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-1739-739-757,1610612757,"Antonio Daniels, Bonzi Wells, Ruben Patterson, Rasheed Wallace, Damon Stoudamire","Daniels, Wells, Patterson, Wallace, Stoudamire",1498-1719-1739-739-757,POR,664.0,3,11.0,4.0,20.0,21.0,8.0,15.0,41,6.0,1.0,3.0,16.0,4.0,30.0,26.0,6.0,,7.0,2.0,2.0,5.0,7.0,1.0,1.0,3.0,3.0,4.0,3.0,30.0,7.0,8.0,0.7894736842105263,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,,88.91566265060241,16.5,15.904761904761905,16.35,15.238095238095237,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.4444444444444444,0.47888888888888886,0.4311928571428571,0.15789473684210525,0.17647058823529413,0.23333333333333334,9.58125,0.4,2.0,1.0,2.0,1.0,2.0,5.0,0.1111111111111111,0.5,0.1111111111111111,0.14285714285714285,24.5,1.0,5.0,7.0,2.0,,1.0,10.0,2.0,,,,2.0,1.0,8.0,6.0,2.0,,2.0,8.0,2.0,18.0,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.7222222222222222,0.5,,,,0.3333333333333333,0.3333333333333333,0.5,,,0.3888888888888889,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,,1.0,1.0,0.6252,,4.0,,1.0,,,1.0,12.0,,6.0,3.0,,,,0.6,0.6,,,,,,0.6666666666666666,0.6666666666666666,0.75,1.0,,,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-1739-739-976,1610612757,"Antonio Daniels, Bonzi Wells, Ruben Patterson, Rasheed Wallace, Jeff McInnis","Daniels, Wells, Patterson, Wallace, McInnis",1498-1719-1739-739-976,POR,333.0,3,6.0,-6.0,10.0,10.0,6.0,6.0,20,5.0,3.0,4.0,10.0,,6.0,12.0,5.0,,4.0,3.0,,3.0,5.0,1.0,1.0,1.0,1.0,,,4.0,4.0,6.0,0.2727272727272727,0.3333333333333333,1.0,,0.75,0.75,,0.5,86.48648648648648,16.6,16.7,16.2,13.0,0.45454545454545453,0.36363636363636365,0.5,0.5454545454545454,0.48205454545454546,0.4955333333333333,,,0.6666666666666666,4.88,0.6,,,1.0,1.0,,3.0,0.09090909090909091,,,,23.0,2.0,1.0,1.0,,,,3.0,,,,2.0,2.0,,4.0,,,1.0,,1.0,,2.0,1.0,2.0,1.0,,2.0,,,,,,0.3,0.4,0.2727272727272727,0.3333333333333333,0.5,0.1,0.2,0.14285714285714285,0.25,0.3333333333333333,,,0.09090909090909091,1.0,1.0,,,,,,,0.3979,0.3333333333333333,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,0.3333333333333333,0.5,0.5,0.5,,1.0,,0.4,0.5,,0.5,1.0,0.6666666666666666,,1.0,1.0,,,,0.09090909090909091,0.16666666666666666,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-1739-905-976,1610612757,"Antonio Daniels, Bonzi Wells, Ruben Patterson, Dale Davis, Jeff McInnis","Daniels, Wells, Patterson, Davis, McInnis",1498-1719-1739-905-976,POR,25.0,1,,,,1.0,,1.0,1,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,57.599999999999994,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-2216-717-976,1610612757,"Antonio Daniels, Bonzi Wells, Zach Randolph, Arvydas Sabonis, Jeff McInnis","Daniels, Wells, Randolph, Sabonis, McInnis",1498-1719-2216-717-976,POR,24.0,1,,,1.0,1.0,,1.0,2,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,120.0,17.0,7.0,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
1498-1719-2216-757-905,1610612757,"Antonio Daniels, Bonzi Wells, Zach Randolph, Damon Stoudamire, Dale Davis","Daniels, Wells, Randolph, Stoudamire, Davis",1498-1719-2216-757-905,POR,8.0,1,,,1.0,,,,1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,180.0,8.0,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2003,2002-03,False
