EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,SelfOReb,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceCorner3FGA,Travels,SecondChanceCorner3Frequency,HeaveMakes,BlockedLongMidRange,Corner3FGM,Corner3Assists,SecondChanceTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
147-1594-1944-2033-2199,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Marcus Fizer, Tyson Chandler","Rose, Brunson, Robinson, Fizer, Chandler",147-1594-1944-2033-2199,CHI,45.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,64.0,10.0,35.0,10.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-1944-2033-2201,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Marcus Fizer, Eddy Curry","Rose, Brunson, Robinson, Fizer, Curry",147-1594-1944-2033-2201,CHI,832.0,5,14.0,25.0,28.0,3.0,53.0,8.0,9.0,15.0,2.0,1.0,3.0,,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,91.73076923076923,18.36,13.321428571428571,17.84,12.214285714285714,0.12,8.0,10.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,8.0,4.0,2.0,8.0,17.0,4.0,13.0,29.0,21.0,1.0,2.0,5.0,7.0,1.0,1.0,2.0,4.0,6.0,12.0,4.0,2.0,1.0,3.0,1.0,6.0,6.0,3.0,3.0,12.0,2.0,4.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,16.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,22.0,6.0,0.75,0.8571428571428571,0.47058823529411764,0.5,1.0,0.38095238095238093,0.5,0.3333333333333333,0.5,0.7,0.6,0.19047619047619047,0.058823529411764705,0.2,1.0,0.4444444444444444,0.6666666666666666,0.5,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,0.5,0.23809523809523808,0.6,0.75,1.0,0.19047619047619047,0.25,0.25,0.38095238095238093,0.5,0.5,0.75,0.19047619047619047,0.5,0.3333333333333333,1.0,0.6666666666666666,0.42857142857142855,0.44630749999999997,0.428,0.4715,0.25,0.2916666666666667,0.2413793103448276,0.20689655172413793,10.535294117647059,28.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-1944-2033-916,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Marcus Fizer, Corie Blount","Rose, Brunson, Robinson, Fizer, Blount",147-1594-1944-2033-916,CHI,2058.0,5,34.0,62.0,64.0,29.0,126.0,12.0,14.0,23.0,8.0,6.0,11.0,3.0,29.0,0.7272727272727273,0.6,0.6190476190476191,0.8,88.16326530612245,16.483870967741936,16.1875,15.274193548387096,15.609375,0.46774193548387094,-24.0,19.0,6.0,6.0,12.0,5.0,5.0,6.0,4.0,7.0,6.0,15.0,8.0,4.0,16.0,34.0,10.0,25.0,66.0,90.0,2.0,7.0,4.0,8.0,8.0,14.0,5.0,12.0,31.0,20.0,12.0,,,8.0,1.0,10.0,12.0,4.0,3.0,26.0,2.0,7.0,1.0,9.0,6.0,5.0,1.0,3.0,2.0,7.0,16.0,,35.0,12.0,6.0,4.0,3.0,1.0,4.0,2.0,58.0,31.0,0.625,0.625,0.47058823529411764,0.2857142857142857,0.5714285714285714,0.4659090909090909,0.2857142857142857,0.5,0.5423728813559322,0.3888888888888889,0.5740740740740741,0.22727272727272727,0.029411764705882353,0.08333333333333333,1.0,0.3888888888888889,0.2857142857142857,0.36,0.3333333333333333,0.4444444444444444,0.2,0.5,0.3333333333333333,0.5,0.2727272727272727,0.5,0.5454545454545454,0.6666666666666666,0.1590909090909091,0.5714285714285714,0.5714285714285714,0.3409090909090909,0.4,0.4,0.5,0.18181818181818182,0.7142857142857143,0.3157894736842105,0.8333333333333334,0.21052631578947367,0.5,0.47497613636363634,0.5231,0.4831868421052632,0.22641509433962265,0.27906976744186046,0.12121212121212122,0.4696969696969697,9.526470588235293,24.56,1.0,2.0,1.0,3.0,1.0,3.0,1.0,6.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.6666666666666666,0.3,0.2,0.3,1.0,0.3333333333333333,0.5,1.0,0.75,0.045454545454545456,0.375,0.375,0.6666666666666666,0.2,1.0,0.05263157894736842,0.25,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-1944-2033-923,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Marcus Fizer, Donyell Marshall","Rose, Brunson, Robinson, Fizer, Marshall",147-1594-1944-2033-923,CHI,353.0,1,6.0,10.0,11.0,10.0,21.0,2.0,4.0,8.0,1.0,1.0,1.0,1.0,10.0,1.0,0.5,0.5,0.5,85.6657223796034,15.0,18.454545454545453,13.7,15.0,1.0,9.0,4.0,2.0,4.0,7.0,4.0,4.0,7.0,1.0,1.0,,1.0,1.0,1.0,5.0,9.0,2.0,4.0,17.0,8.0,3.0,4.0,,6.0,5.0,9.0,2.0,4.0,17.0,4.0,6.0,2.0,,1.0,1.0,2.0,3.0,2.0,,7.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,1.0,2.0,,5.0,2.0,1.0,,,,,,11.0,17.0,0.4,0.5,0.5555555555555556,0.75,0.5555555555555556,0.5909090909090909,0.75,0.5909090909090909,0.6538461538461539,0.75,0.6538461538461539,0.18181818181818182,0.1111111111111111,0.14285714285714285,1.0,0.5,1.0,0.6,,,,,1.0,,0.6363636363636364,0.5714285714285714,0.6666666666666666,0.5,0.09090909090909091,1.0,1.0,0.09090909090909091,,,,0.09090909090909091,1.0,0.6363636363636364,0.5714285714285714,0.09090909090909091,0.8181818181818182,0.5486227272727272,0.5707666666666666,0.5486227272727272,0.16666666666666666,0.2,0.35294117647058826,1.0,3.466666666666667,24.15,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,,,0.09090909090909091,1.0,1.0,1.0,0.75,0.6666666666666666,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-1944-2037-916,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Jamal Crawford, Corie Blount","Rose, Brunson, Robinson, Crawford, Blount",147-1594-1944-2037-916,CHI,25.0,1,,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,1.0,,,,,115.19999999999999,23.0,2.0,23.0,2.0,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,2.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,0.5,1.0,,,,,,0.5,,,,0.5,,,,,,,,1.0,0.5,,,0.5,0.3427,0.4149,0.3427,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-1944-2199-923,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Tyson Chandler, Donyell Marshall","Rose, Brunson, Robinson, Chandler, Marshall",147-1594-1944-2199-923,CHI,161.0,2,3.0,4.0,5.0,4.0,9.0,3.0,3.0,6.0,,,,,4.0,,1.0,1.0,1.0,80.4968944099379,18.0,17.8,13.0,16.0,1.0,10.0,,2.0,1.0,2.0,2.0,1.0,2.0,,,1.0,3.0,2.0,2.0,2.0,5.0,2.0,,10.0,,1.0,2.0,,5.0,2.0,5.0,2.0,,10.0,,4.0,2.0,,2.0,,,2.0,,,6.0,,3.0,,3.0,1.0,,1.0,,,,1.0,,,,,,,,,,5.0,10.0,,,0.4,0.5,0.4,0.7142857142857143,0.8333333333333334,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.7142857142857143,0.2857142857142857,,,,1.0,,1.0,,1.0,,,1.0,,0.2857142857142857,0.5,0.5,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.2857142857142857,0.6666666666666666,0.2857142857142857,0.5,0.2857142857142857,0.5714285714285714,0.4789214285714286,0.5378,0.4789214285714286,,,0.5,1.0,10.68,26.4,1.0,,,2.0,2.0,2.0,2.0,6.0,,2.0,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,0.5,,,1.0,1.0,,1.0,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-1944-2201-923,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Eddy Curry, Donyell Marshall","Rose, Brunson, Robinson, Curry, Marshall",147-1594-1944-2201-923,CHI,105.0,1,2.0,4.0,5.0,2.0,9.0,2.0,2.0,3.0,,,1.0,1.0,2.0,,1.0,1.0,1.0,123.42857142857143,11.75,11.6,10.25,11.6,0.5,-3.0,5.0,1.0,1.0,2.0,1.0,,,,1.0,,1.0,,,1.0,4.0,,1.0,3.0,6.0,,1.0,,,,1.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,,,1.0,,,2.0,,1.0,1.0,,,,,,,3.0,,1.0,1.0,0.25,,,0.25,,,0.375,,,,0.25,0.5,,0.3333333333333333,,0.3333333333333333,,1.0,,,1.0,,0.5,0.5,1.0,1.0,0.25,,,0.25,,,,,1.0,,,,0.5,0.509675,0.5852,0.4228,0.25,0.25,,,8.125,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-1944-2239-923,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Trenton Hassell, Donyell Marshall","Rose, Brunson, Robinson, Hassell, Marshall",147-1594-1944-2239-923,CHI,41.0,1,1.0,4.0,3.0,4.0,7.0,,1.0,1.0,,,,,4.0,,,,,245.85365853658536,7.75,3.3333333333333335,7.75,3.3333333333333335,1.0,-3.0,3.0,,1.0,3.0,,1.0,3.0,,,,,1.0,1.0,1.0,3.0,1.0,,2.0,5.0,,,,,1.0,3.0,1.0,,2.0,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,2.0,2.0,,,0.3333333333333333,,0.3333333333333333,0.25,,0.25,0.25,,0.25,0.25,,,1.0,,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,0.25,,0.75,0.3333333333333333,0.25,1.0,0.513925,,0.513925,,,,1.0,,25.7,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-1944-916-923,1610612741,"Jalen Rose, Rick Brunson, Eddie Robinson, Corie Blount, Donyell Marshall","Rose, Brunson, Robinson, Blount, Marshall",147-1594-1944-916-923,CHI,85.0,2,1.0,3.0,2.0,3.0,5.0,,,,,,,,3.0,,,,,84.70588235294117,9.0,29.0,6.0,25.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,2.0,2.0,,3.0,7.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,,3.0,7.0,2.0,2.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,2.0,2.0,,3.0,2.0,,,,,,,4.0,7.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.5,1.1666666666666667,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,0.5,1.0,1.0,,,,0.5,1.0,,0.5,0.4755,0.3539,0.4755,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,8.8,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
147-1594-2033-2037-2239,1610612741,"Jalen Rose, Rick Brunson, Marcus Fizer, Jamal Crawford, Trenton Hassell","Rose, Brunson, Fizer, Crawford, Hassell",147-1594-2033-2037-2239,CHI,12.0,1,,,1.0,,1.0,,,,,,,,,,,,,120.0,,12.0,,12.0,,-2.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2003,2002-03,True
