EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,HeaveAttempts,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,FoulsDrawn,Offensive Fouls Drawn,team_id,year,season,team_vs
2051-2403-2428-2454-436,1610612743,"Donnell Harvey, Nene, Vincent Yarbrough, Junior Harrington, Juwan Howard","Harvey, Nene, Yarbrough, Harrington, Howard",2051-2403-2428-2454-436,DEN,13677.0,27,228,24.0,415.0,411,93.0,99.0,37.0,826,67.0,102.0,11.0,14.0,11.0,16.0,33.0,77.0,43.0,108.0,6.0,19.0,2.0,2.0,1.0,2.0,16.0,41.0,2.0,3.0,1.0,10.0,143.0,287.0,22.0,60.0,82.0,434.0,410.0,17.0,25.0,4.0,5.0,6.0,52.0,24.0,51.0,2.0,12.0,33.0,87.0,164.0,122.0,57.0,9.0,16.0,41.0,16.0,16.0,82.0,19.0,101.0,14.0,5.0,34.0,14.0,34.0,221.0,6.0,34.0,1.0,8.0,111.0,16.0,135.0,41.0,176.0,2.0,46.0,31.0,15.0,39.0,5.0,29.0,26.0,3.0,10.0,4.0,65.0,4.0,15.0,40.0,91.0,5.0,10.0,103.0,12.0,2.0,40.0,1.0,15.0,26.0,14.0,3.0,9.0,26.0,11.0,2.0,1.0,4.0,382.0,87.0,93.0,12.0,0.5734265734265734,0.6074074074074074,0.8636363636363636,0.36666666666666664,0.8,0.16666666666666666,0.36666666666666664,0.49825783972125437,0.68,0.47058823529411764,0.5072046109510087,0.7666666666666667,0.42857142857142855,0.5524296675191815,0.7647058823529411,0.5180722891566265,0.1729106628242075,0.05574912891986063,0.08823529411764706,0.06493506493506493,0.018518518518518517,0.6,0.8,0.07692307692307693,0.6529411764705882,0.2361111111111111,0.6666666666666666,0.15789473684210525,0.6538461538461539,0.21978021978021978,0.22857142857142856,0.2727272727272727,0.2153846153846154,0.2,0.07692307692307693,0.6041666666666666,0.6511627906976745,0.6835443037974683,0.5,1.0,0.012048192771084338,86.96644000877386,0.4230769230769231,16.6,16.515815085158152,16.149397590361446,15.790754257907542,0.29394812680115273,0.6568627450980392,0.7204301075268817,0.5074626865671642,0.2219020172910663,0.42857142857142855,0.4583333333333333,0.42424242424242425,0.3112391930835735,0.39814814814814814,0.4056603773584906,0.7906976744186046,0.05475504322766571,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.11815561959654179,0.3902439024390244,0.3902439024390244,0.875,0.4666666666666667,0.7857142857142857,0.2727272727272727,0.06666666666666667,1.0,0.5,0.1,0.6666666666666666,1.0,0.25396825396825395,0.6875,0.031746031746031744,0.5,0.15873015873015872,0.1,0.4668587896253602,0.3902439024390244,0.48108227665706055,0.487798,0.4653555555555555,0.10904255319148937,0.12698412698412698,0.01639344262295082,0.11981566820276497,0.20046082949308755,9.302787456445992,24.586666666666666,0.22409638554216868,,,,,,,,,,,,,1610612743,2003,2002-03,True
1763-2403-2428-2454-436,1610612743,"Ryan Bowen, Nene, Vincent Yarbrough, Junior Harrington, Juwan Howard","Bowen, Nene, Yarbrough, Harrington, Howard",1763-2403-2428-2454-436,DEN,9463.0,17,158,-53.0,289.0,284,55.0,26.0,31.0,573,27.0,48.0,3.0,8.0,5.0,9.0,24.0,50.0,31.0,85.0,4.0,8.0,,1.0,1.0,1.0,5.0,21.0,,1.0,1.0,2.0,82.0,183.0,9.0,29.0,70.0,261.0,314.0,13.0,25.0,,2.0,4.0,30.0,12.0,33.0,2.0,3.0,29.0,59.0,108.0,56.0,27.0,,10.0,21.0,5.0,16.0,54.0,9.0,63.0,5.0,4.0,18.0,14.0,22.0,135.0,4.0,32.0,,4.0,83.0,8.0,95.0,36.0,131.0,5.0,20.0,13.0,7.0,41.0,13.0,31.0,32.0,2.0,10.0,6.0,73.0,7.0,13.0,27.0,61.0,2.0,4.0,104.0,7.0,2.0,42.0,1.0,11.0,15.0,6.0,2.0,7.0,15.0,9.0,,,2.0,231.0,59.0,55.0,3.0,0.6585365853658537,0.7012987012987013,1.0,0.3103448275862069,,0.6666666666666666,0.3103448275862069,0.44808743169398907,0.52,0.36363636363636365,0.45047169811320753,0.48148148148148145,0.4166666666666667,0.5019305019305019,0.4838709677419355,0.5576923076923077,0.13679245283018868,0.08743169398907104,0.125,0.12,0.047058823529411764,0.5616438356164384,0.8888888888888888,,0.6916666666666667,0.32653061224489793,1.0,0.21052631578947367,0.7016129032258065,0.3076923076923077,0.45,0.24,0.32075471698113206,0.26666666666666666,,0.55,0.7352941176470589,0.7121212121212122,1.0,1.0,0.04950495049504951,87.19433583430202,0.6,17.06228373702422,15.95774647887324,16.30795847750865,15.278169014084508,0.22641509433962265,0.5625,0.6428571428571429,0.6666666666666666,0.2358490566037736,0.48,0.5454545454545454,0.5833333333333334,0.4009433962264151,0.36470588235294116,0.38271604938271603,0.7096774193548387,0.03773584905660377,0.5,0.5,1.0,0.09905660377358491,0.23809523809523808,0.25,1.0,0.2962962962962963,0.375,,0.037037037037037035,,,0.037037037037037035,,,0.25,0.5555555555555556,0.027777777777777776,1.0,0.05555555555555555,0.5,0.3632075471698113,0.23809523809523808,0.46193632075471697,0.4482979166666667,0.43173333333333336,0.17338709677419356,0.1926605504587156,0.03333333333333333,0.11494252873563218,0.2260536398467433,10.65464480874317,24.806896551724137,0.1903114186851211,1.0,1.0,0.034482758620689655,0.047619047619047616,,,,,,,,,1610612743,2003,2002-03,True
2401-2403-2428-2454-436,1610612743,"Nikoloz Tskitishvili, Nene, Vincent Yarbrough, Junior Harrington, Juwan Howard","Tskitishvili, Nene, Yarbrough, Harrington, Howard",2401-2403-2428-2454-436,DEN,6209.0,17,103,11.0,197.0,202,35.0,34.0,22.0,399,25.0,45.0,6.0,10.0,4.0,6.0,16.0,42.0,21.0,49.0,3.0,9.0,,,,,7.0,22.0,,1.0,3.0,5.0,62.0,136.0,10.0,31.0,37.0,191.0,180.0,9.0,17.0,,1.0,6.0,24.0,6.0,22.0,3.0,5.0,9.0,30.0,80.0,44.0,21.0,9.0,8.0,22.0,7.0,14.0,40.0,7.0,47.0,4.0,3.0,17.0,8.0,15.0,101.0,4.0,20.0,,12.0,59.0,5.0,76.0,24.0,100.0,4.0,21.0,14.0,7.0,25.0,1.0,14.0,10.0,2.0,11.0,4.0,35.0,4.0,4.0,22.0,39.0,1.0,2.0,48.0,2.0,3.0,19.0,1.0,3.0,15.0,8.0,1.0,6.0,16.0,8.0,2.0,1.0,,167.0,30.0,35.0,4.0,0.6451612903225806,0.6896551724137931,0.7,0.3225806451612903,,0.6,0.3225806451612903,0.45588235294117646,0.5294117647058824,0.2727272727272727,0.46107784431137727,0.5,0.3888888888888889,0.5026595744680851,0.5714285714285714,0.46875,0.18562874251497005,0.10294117647058823,0.15555555555555556,0.09523809523809523,0.061224489795918366,0.7142857142857143,1.0,,0.7375,0.2702702702702703,0.8571428571428571,0.19047619047619047,0.7553191489361702,0.25263157894736843,0.3,0.2692307692307692,0.25,0.26666666666666666,,0.5652173913043478,0.6521739130434783,0.9117647058823529,0.7777777777777778,1.0,0.04938271604938271,92.53664036076663,0.5,16.19289340101523,14.945544554455445,15.436548223350254,14.425742574257425,0.2694610778443114,0.5555555555555556,0.6578947368421053,0.68,0.25149700598802394,0.38095238095238093,0.42105263157894735,0.5,0.2934131736526946,0.42857142857142855,0.45652173913043476,0.7142857142857143,0.05389221556886228,0.3333333333333333,0.3333333333333333,1.0,0.1317365269461078,0.3181818181818182,0.3181818181818182,0.5714285714285714,0.5555555555555556,0.6,0.3333333333333333,,,,0.05555555555555555,,,0.2222222222222222,0.6666666666666666,,,0.18518518518518517,0.6,0.4550898203592814,0.3181818181818182,0.48307514970059884,0.495203125,0.4573555555555555,0.10810810810810811,0.12418300653594772,0.03125,0.1256544502617801,0.15706806282722513,9.520588235294117,24.538709677419355,0.17766497461928935,,1.0,,,1.0,1.0,,,,,,,1610612743,2003,2002-03,True
2051-2206-2403-2454-436,1610612743,"Donnell Harvey, Rodney White, Nene, Junior Harrington, Juwan Howard","Harvey, White, Nene, Harrington, Howard",2051-2206-2403-2454-436,DEN,5448.0,22,91,,160.0,164,37.0,56.0,20.0,324,22.0,31.0,6.0,6.0,3.0,5.0,7.0,32.0,10.0,36.0,3.0,9.0,1.0,2.0,1.0,4.0,9.0,24.0,1.0,2.0,2.0,4.0,39.0,99.0,12.0,33.0,34.0,148.0,148.0,8.0,14.0,2.0,4.0,3.0,25.0,9.0,22.0,3.0,8.0,13.0,40.0,36.0,42.0,33.0,3.0,8.0,24.0,9.0,5.0,18.0,11.0,29.0,8.0,3.0,8.0,2.0,8.0,69.0,4.0,16.0,1.0,2.0,38.0,4.0,44.0,21.0,65.0,1.0,21.0,14.0,7.0,12.0,3.0,7.0,13.0,1.0,5.0,3.0,25.0,2.0,4.0,22.0,45.0,4.0,5.0,55.0,4.0,1.0,21.0,,8.0,6.0,3.0,2.0,1.0,6.0,3.0,1.0,,,123.0,40.0,37.0,9.0,0.46153846153846156,0.5142857142857142,0.9166666666666666,0.36363636363636365,0.5,0.375,0.36363636363636365,0.3939393939393939,0.5714285714285714,0.4090909090909091,0.4318181818181818,0.6111111111111112,0.45,0.4681528662420382,0.625,0.5,0.25,0.050505050505050504,0.0967741935483871,,0.05555555555555555,0.48,0.8,0.09090909090909091,0.6785714285714286,0.26666666666666666,0.4,0.19047619047619047,0.6557377049180327,0.24691358024691357,0.6666666666666666,0.2,0.19230769230769232,0.26666666666666666,,0.5384615384615384,0.6923076923076923,0.7333333333333333,0.4,,0.013157894736842105,85.63876651982379,0.5,17.65625,15.99390243902439,16.89375,15.21951219512195,0.23484848484848486,0.7096774193548387,0.7857142857142857,0.36363636363636365,0.24242424242424243,0.21875,0.21875,0.2857142857142857,0.2727272727272727,0.2777777777777778,0.29411764705882354,0.8,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,0.375,0.375,0.8888888888888888,0.3333333333333333,1.0,0.3333333333333333,0.1111111111111111,0.5,1.0,0.1111111111111111,0.5,1.0,0.16666666666666666,0.6,0.13333333333333333,0.25,0.13333333333333333,0.5,0.48484848484848486,0.375,0.4784526515151515,0.4902529411764706,0.4533083333333333,0.14093959731543623,0.1810344827586207,,0.16891891891891891,0.2702702702702703,9.171717171717171,24.612121212121213,0.23125,,,,,,,,,,,,,1610612743,2003,2002-03,True
2206-2401-2403-2454-436,1610612743,"Rodney White, Nikoloz Tskitishvili, Nene, Junior Harrington, Juwan Howard","White, Tskitishvili, Nene, Harrington, Howard",2206-2401-2403-2454-436,DEN,4772.0,18,80,5.0,140.0,142,24.0,15.0,9.0,282,11.0,17.0,,1.0,2.0,4.0,17.0,30.0,17.0,42.0,2.0,8.0,,,,1.0,3.0,12.0,,,,2.0,45.0,89.0,5.0,20.0,33.0,138.0,133.0,1.0,3.0,,,5.0,7.0,8.0,16.0,,3.0,5.0,21.0,68.0,22.0,15.0,,,11.0,3.0,8.0,34.0,5.0,39.0,3.0,2.0,10.0,10.0,14.0,83.0,3.0,8.0,,10.0,38.0,4.0,52.0,11.0,63.0,,15.0,10.0,5.0,12.0,4.0,7.0,12.0,2.0,5.0,1.0,24.0,3.0,4.0,14.0,27.0,3.0,1.0,39.0,1.0,2.0,16.0,,3.0,9.0,5.0,2.0,2.0,9.0,8.0,,,,131.0,21.0,24.0,2.0,0.7555555555555555,0.7555555555555555,1.0,0.25,,,0.2631578947368421,0.5056179775280899,0.3333333333333333,0.5,0.481651376146789,0.3333333333333333,0.42105263157894735,0.5354330708661418,0.5833333333333334,0.4772727272727273,0.1834862385321101,0.0898876404494382,0.11764705882352941,0.16666666666666666,0.023809523809523808,0.5,0.8,,0.6666666666666666,0.18181818181818182,1.0,0.21428571428571427,0.7164179104477612,0.1896551724137931,0.16666666666666666,0.15384615384615385,0.2,0.25,0.16666666666666666,0.6666666666666666,0.5882352941176471,0.72,1.0,1.0,,85.09639564124058,0.8888888888888888,16.8,17.04225352112676,16.492857142857144,16.309859154929576,0.1559633027522936,0.6470588235294118,0.7333333333333333,0.9090909090909091,0.27522935779816515,0.5666666666666667,0.68,0.5882352941176471,0.3853211009174312,0.40476190476190477,0.4146341463414634,0.8235294117647058,0.07339449541284404,0.25,0.25,1.0,0.11009174311926606,0.25,0.25,1.0,0.3333333333333333,,,,,,,,,0.21052631578947367,0.5,0.05263157894736842,,0.10526315789473684,,0.3394495412844037,0.2727272727272727,0.46324074074074073,0.4685333333333333,0.45138055555555556,0.12903225806451613,0.15384615384615385,,0.050724637681159424,0.15217391304347827,11.186516853932584,25.79,0.17142857142857143,,,,,,,1.0,,,,,,1610612743,2003,2002-03,True
1763-2206-2403-2454-436,1610612743,"Ryan Bowen, Rodney White, Nene, Junior Harrington, Juwan Howard","Bowen, White, Nene, Harrington, Howard",1763-2206-2403-2454-436,DEN,4534.0,16,76,19.0,135.0,137,30.0,11.0,17.0,272,20.0,30.0,5.0,7.0,4.0,4.0,9.0,18.0,13.0,43.0,2.0,6.0,1.0,1.0,,1.0,3.0,12.0,,3.0,2.0,7.0,42.0,91.0,5.0,18.0,28.0,127.0,108.0,7.0,12.0,1.0,4.0,2.0,19.0,10.0,19.0,2.0,8.0,10.0,36.0,54.0,30.0,12.0,3.0,10.0,12.0,3.0,9.0,27.0,4.0,31.0,2.0,2.0,11.0,7.0,9.0,66.0,4.0,15.0,,6.0,39.0,4.0,49.0,19.0,68.0,2.0,16.0,13.0,3.0,20.0,1.0,13.0,9.0,2.0,7.0,2.0,29.0,1.0,6.0,17.0,31.0,2.0,2.0,37.0,1.0,2.0,16.0,,2.0,16.0,12.0,1.0,3.0,16.0,7.0,,,,108.0,36.0,30.0,2.0,0.6428571428571429,0.7297297297297297,0.8,0.2777777777777778,0.25,0.25,0.2777777777777778,0.46153846153846156,0.5833333333333334,0.5263157894736842,0.4541284403669725,0.53125,0.48148148148148145,0.503968253968254,0.5277777777777778,0.5454545454545454,0.1651376146788991,0.0989010989010989,0.16666666666666666,0.16666666666666666,0.023255813953488372,0.6896551724137931,0.8,,0.639344262295082,0.30612244897959184,0.8571428571428571,0.3333333333333333,0.6617647058823529,0.3114754098360656,0.2,0.3333333333333333,0.3333333333333333,0.375,0.25,0.4,0.9166666666666666,0.6896551724137931,1.0,0.5,0.038461538461538464,86.38729598588444,0.4375,16.118518518518517,17.21167883211679,15.192592592592593,16.0,0.27522935779816515,0.6666666666666666,0.8,0.55,0.1651376146788991,0.5,0.6,0.7777777777777778,0.3944954128440367,0.3023255813953488,0.30952380952380953,0.6923076923076923,0.05504587155963303,0.3333333333333333,0.3333333333333333,1.0,0.11009174311926606,0.25,0.25,0.6666666666666666,0.4375,0.7142857142857143,,0.0625,1.0,1.0,0.1875,,,0.14814814814814814,1.0,0.037037037037037035,,0.25925925925925924,0.2857142857142857,0.44036697247706424,0.25,0.4820293577981652,0.5369807692307692,0.4747018518518519,0.12903225806451613,0.1509433962264151,,0.14960629921259844,0.28346456692913385,9.932967032967033,24.772222222222222,0.2222222222222222,,,,,,,,,,,,,1610612743,2003,2002-03,True
1548-1763-1899-43-436,1610612743,"Mark Blount, Ryan Bowen, James Posey, Chris Whitney, Juwan Howard","Blount, Bowen, Posey, Whitney, Howard",1548-1763-1899-43-436,DEN,4429.0,11,74,16.0,130.0,133,18.0,11.0,15.0,263,16.0,30.0,3.0,8.0,4.0,5.0,17.0,39.0,16.0,37.0,1.0,2.0,,1.0,1.0,1.0,7.0,14.0,,,,2.0,49.0,106.0,8.0,16.0,16.0,138.0,122.0,6.0,17.0,,1.0,5.0,17.0,8.0,15.0,1.0,3.0,1.0,20.0,60.0,38.0,18.0,6.0,4.0,14.0,7.0,13.0,30.0,6.0,36.0,5.0,1.0,11.0,8.0,11.0,78.0,5.0,19.0,,7.0,39.0,1.0,47.0,24.0,71.0,6.0,12.0,9.0,3.0,14.0,3.0,8.0,12.0,1.0,6.0,2.0,26.0,2.0,3.0,6.0,30.0,3.0,3.0,20.0,3.0,1.0,9.0,,2.0,13.0,4.0,2.0,7.0,13.0,6.0,3.0,1.0,,121.0,20.0,18.0,3.0,0.6122448979591837,0.6382978723404256,0.75,0.5,,0.3333333333333333,0.5,0.46226415094339623,0.35294117647058826,0.5333333333333333,0.5,0.3333333333333333,0.5277777777777778,0.5269230769230769,0.40476190476190477,0.5277777777777778,0.13114754098360656,0.12264150943396226,0.26666666666666666,0.10256410256410256,0.02702702702702703,0.5384615384615384,1.0,,0.6610169491525424,0.3333333333333333,0.5,0.7142857142857143,0.6301369863013698,0.375,0.42857142857142855,0.3181818181818182,0.2857142857142857,0.6666666666666666,1.0,0.4375,0.7777777777777778,0.72,0.45454545454545453,0.6666666666666666,0.11764705882352941,85.50914427636036,0.46153846153846156,16.523076923076925,17.150375939849624,15.3,16.172932330827066,0.2459016393442623,0.5333333333333333,0.7272727272727273,0.6875,0.319672131147541,0.4358974358974359,0.4857142857142857,0.47058823529411764,0.30327868852459017,0.43243243243243246,0.4444444444444444,0.6875,0.01639344262295082,0.5,0.5,1.0,0.11475409836065574,0.5,0.5,0.7142857142857143,0.4444444444444444,0.375,0.3333333333333333,0.05555555555555555,,,,,,0.2777777777777778,0.8,0.05555555555555555,1.0,0.1111111111111111,,0.3770491803278688,0.5,0.46849385245901637,0.4951384615384615,0.4770583333333333,0.0703125,0.08035714285714286,,0.12318840579710146,0.14492753623188406,9.492452830188679,25.81875,0.13846153846153847,,,,,,,,,,,,,1610612743,2003,2002-03,True
2051-2403-2428-43-436,1610612743,"Donnell Harvey, Nene, Vincent Yarbrough, Chris Whitney, Juwan Howard","Harvey, Nene, Yarbrough, Whitney, Howard",2051-2403-2428-43-436,DEN,3498.0,8,58,13.0,112.0,113,37.0,16.0,10.0,225,20.0,29.0,5.0,7.0,5.0,7.0,4.0,12.0,11.0,26.0,2.0,6.0,1.0,1.0,1.0,3.0,5.0,11.0,,,,3.0,35.0,67.0,7.0,17.0,39.0,130.0,117.0,5.0,7.0,1.0,1.0,7.0,20.0,9.0,20.0,1.0,6.0,20.0,41.0,40.0,30.0,18.0,3.0,8.0,11.0,5.0,1.0,20.0,6.0,26.0,4.0,2.0,9.0,2.0,9.0,58.0,4.0,8.0,,9.0,28.0,3.0,40.0,12.0,52.0,1.0,8.0,7.0,1.0,12.0,,5.0,7.0,1.0,7.0,1.0,19.0,,7.0,15.0,22.0,,3.0,50.0,4.0,1.0,21.0,,6.0,2.0,2.0,,,2.0,2.0,1.0,,,110.0,41.0,37.0,2.0,0.5714285714285714,0.6451612903225806,0.8571428571428571,0.4117647058823529,1.0,0.16666666666666666,0.4117647058823529,0.5223880597014925,0.7142857142857143,0.45,0.5416666666666666,0.8125,0.40384615384615385,0.6074766355140186,0.8333333333333334,0.5540540540540541,0.20238095238095238,0.014925373134328358,0.034482758620689655,,,0.631578947368421,1.0,,0.7567567567567568,0.25806451612903225,0.9,0.4,0.7872340425531915,0.2926829268292683,0.5555555555555556,0.25,0.07142857142857142,0.5,0.25,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.875,1.0,0.025,92.62435677530017,1.0,15.857142857142858,15.238938053097344,15.4375,14.929203539823009,0.34523809523809523,0.6896551724137931,0.7142857142857143,0.45,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5,0.30952380952380953,0.4230769230769231,0.4230769230769231,0.8181818181818182,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.13095238095238096,0.45454545454545453,0.45454545454545453,0.8,0.875,0.7142857142857143,0.2,0.125,1.0,1.0,,,,0.2692307692307692,0.7142857142857143,0.11538461538461539,0.3333333333333333,0.11538461538461539,,0.5476190476190477,0.45454545454545453,0.5066714285714286,0.5685333333333333,0.4915711538461538,0.2079207920792079,0.25,,0.15384615384615385,0.3153846153846154,8.734328358208955,24.064705882352943,0.33035714285714285,,,,,,,,,,,,,1610612743,2003,2002-03,True
1742-2206-2403-436-948,1610612743,"Shammond Williams, Rodney White, Nene, Juwan Howard, Marcus Camby","Williams, White, Nene, Howard, Camby",1742-2206-2403-436-948,DEN,3314.0,5,55,-13.0,99.0,99,19.0,24.0,11.0,198,16.0,26.0,3.0,5.0,1.0,1.0,12.0,26.0,6.0,20.0,2.0,7.0,,1.0,,1.0,5.0,11.0,,,,3.0,34.0,72.0,7.0,18.0,16.0,105.0,118.0,4.0,9.0,,1.0,2.0,10.0,6.0,9.0,,4.0,7.0,19.0,30.0,38.0,18.0,3.0,4.0,11.0,5.0,11.0,15.0,6.0,21.0,4.0,2.0,8.0,3.0,4.0,48.0,2.0,11.0,,7.0,19.0,2.0,28.0,13.0,41.0,2.0,7.0,3.0,4.0,8.0,1.0,3.0,5.0,1.0,5.0,,13.0,1.0,2.0,10.0,21.0,,3.0,21.0,2.0,1.0,10.0,,1.0,3.0,2.0,1.0,,4.0,3.0,,,1.0,95.0,19.0,19.0,,0.4411764705882353,0.46875,0.8571428571428571,0.3888888888888889,,,0.3888888888888889,0.4722222222222222,0.4444444444444444,0.6666666666666666,0.49444444444444446,0.4,0.46153846153846156,0.5252525252525253,0.4166666666666667,0.5588235294117647,0.2,0.1527777777777778,0.23076923076923078,0.15384615384615385,0.05,0.6153846153846154,1.0,,0.7037037037037037,0.2972972972972973,0.7777777777777778,0.2,0.7222222222222222,0.2765957446808511,0.3,0.42857142857142855,0.15384615384615385,,0.4,0.6666666666666666,0.6363636363636364,0.8,0.75,1.0,0.05555555555555555,86.03500301750151,0.75,17.757575757575758,15.717171717171718,17.242424242424242,15.1010101010101,0.28888888888888886,0.6153846153846154,0.8,0.5,0.28888888888888886,0.46153846153846156,0.5454545454545454,0.25,0.2222222222222222,0.3,0.3157894736842105,0.6666666666666666,0.07777777777777778,0.2857142857142857,0.2857142857142857,1.0,0.12222222222222222,0.45454545454545453,0.45454545454545453,0.8,0.5,0.6,0.3333333333333333,0.1,,,,,,0.07692307692307693,1.0,0.07692307692307693,,0.23076923076923078,,0.4888888888888889,0.45454545454545453,0.4564138888888889,0.5008111111111111,0.3951807692307692,0.10204081632653061,0.125,,0.09523809523809523,0.18095238095238095,8.57638888888889,24.716666666666665,0.1919191919191919,,,,,1.0,,,1.0,,,,,1610612743,2003,2002-03,True
