EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,HeaveAttempts,Fg2aBlocked,FTOffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,Corner3Assists,Travels,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,HeaveMakes,Blocked3s,BlockedCorner3,PenaltyCorner3Accuracy,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1723-1905-1909-2052-2260,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, Jarron Collins","Harpring, Kirilenko, Padgett, Stevenson, Collins",1723-1905-1909-2052-2260,UTA,71.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,81.12676056338029,20.5,15.0,19.5,15.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.4896,0.4896,1.0,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-2052-2306,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, Carlos Arroyo","Harpring, Kirilenko, Padgett, Stevenson, Arroyo",1723-1905-1909-2052-2306,UTA,47.0,1,1.0,,2.0,1.0,2.0,1.0,,3.0,,,,,,,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,2.0,,1.0,1.0,,2.0,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,91.91489361702128,13.5,20.0,13.5,20.0,,,,,,,,,,0.3823,0.3823,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-2052-304,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, John Stockton","Harpring, Kirilenko, Padgett, Stevenson, Stockton",1723-1905-1909-2052-304,UTA,7.0,1,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,205.71428571428572,7.0,,7.0,,,,,,1.0,,,1.0,1.0,0.3879,0.3879,,23.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-2260-304,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Jarron Collins, John Stockton","Harpring, Kirilenko, Padgett, Collins, Stockton",1723-1905-1909-2260-304,UTA,16.0,2,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,180.0,2.0,14.0,2.0,14.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-2260-349,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Jarron Collins, Mark Jackson","Harpring, Kirilenko, Padgett, Collins, Jackson",1723-1905-1909-2260-349,UTA,786.0,8,13.0,8.0,28.0,31.0,23.0,21.0,4.0,59.0,9.0,11.0,9.0,11.0,5.0,4.0,11.0,16.0,5.0,35.0,27.0,11.0,14.0,4.0,35.0,16.0,4.0,8.0,8.0,7.0,16.0,2.0,11.0,11.0,4.0,15.0,4.0,7.0,30.0,35.0,23.0,0.7272727272727273,0.7272727272727273,0.6875,0.7857142857142857,0.5238095238095238,0.6111111111111112,0.5862068965517241,0.6538461538461539,0.23809523809523808,0.6111111111111112,0.6666666666666666,0.6111111111111112,0.25,0.6666666666666666,0.75,108.09160305343512,14.535714285714286,12.225806451612904,13.642857142857142,11.580645161290322,0.5238095238095238,0.8181818181818182,0.9,0.7777777777777778,0.23809523809523808,0.6111111111111112,0.8181818181818182,0.2222222222222222,0.7619047619047619,0.5365274999999999,0.5699764705882353,1.0,35.5,0.8214285714285714,2.0,3.0,1.0,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,5.00625,1.0,1.0,2.0,1.0,13.0,1.0,1.0,1.0,3.0,5.0,13.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,17.0,1.0,6.0,2.0,1.0,1.0,0.5,0.6666666666666666,0.0625,0.09090909090909091,0.3333333333333333,1.0,0.4,0.6,0.09523809523809523,0.5,1.0,1.0,0.5,0.5478,0.2222222222222222,0.2727272727272727,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-2306-384,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Carlos Arroyo, Calbert Cheaney","Harpring, Kirilenko, Padgett, Arroyo, Cheaney",1723-1905-1909-2306-384,UTA,40.0,1,1.0,,2.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,108.0,15.0,10.0,15.0,10.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,0.527,0.527,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-2306-731,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Carlos Arroyo, Greg Ostertag","Harpring, Kirilenko, Padgett, Arroyo, Ostertag",1723-1905-1909-2306-731,UTA,87.0,1,1.0,-4.0,4.0,4.0,,4.0,,8.0,1.0,1.0,,,,,1.0,2.0,,2.0,6.0,,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,1.0,0.5,,0.5,,0.5,,,1.0,,1.0,,,,132.41379310344828,13.0,8.75,13.0,8.75,0.5,1.0,1.0,1.0,,,,,0.5,0.4899,,,,,,,,,,,,4.7,,,1.0,,,,,,,,,,,1.0,,2.0,,1.0,,2.0,,,,,,,,,,,0.5,,1.0,,1.0,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-252-304,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Karl Malone, John Stockton","Harpring, Kirilenko, Padgett, Malone, Stockton",1723-1905-1909-252-304,UTA,4589.0,30,76.0,46.0,171.0,157.0,126.0,103.0,28.0,328.0,37.0,53.0,24.0,35.0,28.0,20.0,50.0,109.0,33.0,211.0,165.0,32.0,68.0,25.0,149.0,52.0,28.0,26.0,34.0,18.0,76.0,7.0,32.0,52.0,34.0,86.0,13.0,56.0,180.0,149.0,126.0,0.52,0.6046511627906976,0.45871559633027525,0.47058823529411764,0.46830985915492956,0.44086021505376344,0.5564516129032258,0.5526315789473685,0.2323943661971831,0.6808510638297872,0.3333333333333333,0.6857142857142857,0.4155844155844156,0.375,0.7368421052631579,102.92438439747221,14.134502923976608,13.834394904458598,12.818713450292398,13.02547770700637,0.3732394366197183,0.6981132075471698,0.7872340425531915,0.4864864864864865,0.19718309859154928,0.3763440860215054,0.6857142857142857,0.21505376344086022,0.6056338028169014,0.4762154929577465,0.4702333333333333,0.7061611374407583,25.03939393939394,0.7368421052631579,9.0,41.0,7.0,0.2887323943661972,0.21951219512195122,0.23684210526315788,0.7777777777777778,8.355963302752293,11.0,14.0,15.0,3.0,78.0,12.0,22.0,3.0,7.0,31.0,67.0,48.0,,12.0,2.0,10.0,4.0,6.0,8.0,18.0,12.0,1.0,94.0,4.0,17.0,29.0,30.0,0.5454545454545454,0.48,0.5172413793103449,0.11009174311926606,0.11320754716981132,0.5555555555555556,0.2222222222222222,0.5384615384615384,0.7333333333333333,0.1056338028169014,0.56,0.7857142857142857,0.36363636363636365,0.12,0.5071666666666667,0.10828025477707007,0.13709677419354838,0.14691943127962084,4.0,7.0,3.0,7.0,5.0,0.2,0.7142857142857143,4.0,5.0,5.0,11.0,6.0,11.0,6.0,24.0,9.0,14.0,11.0,8.0,8.0,1.0,25.0,16.0,4.0,1.0,16.0,8.0,8.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,0.7272727272727273,0.3333333333333333,0.24,0.3333333333333333,0.07317073170731707,0.6666666666666666,0.44642857142857145,0.6956521739130435,0.4375,0.5,0.43333333333333335,0.2,0.7333333333333333,0.625,0.015384615384615385,0.26666666666666666,0.3333333333333333,0.25,0.035211267605633804,0.39285714285714285,0.39285714285714285,0.7272727272727273,0.053763440860215055,0.3,0.39285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-252-349,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Karl Malone, Mark Jackson","Harpring, Kirilenko, Padgett, Malone, Jackson",1723-1905-1909-252-349,UTA,1872.0,12,31.0,-8.0,56.0,63.0,37.0,36.0,8.0,119.0,17.0,19.0,11.0,12.0,1.0,,24.0,38.0,2.0,64.0,72.0,16.0,25.0,,41.0,32.0,1.0,16.0,17.0,12.0,35.0,,14.0,22.0,9.0,31.0,8.0,15.0,56.0,41.0,37.0,0.6666666666666666,0.7272727272727273,0.631578947368421,0.64,0.6375,0.64,0.65625,0.6666666666666666,0.05,0.7,,0.7083333333333334,0.6428571428571429,,0.5714285714285714,91.53846153846155,17.196428571428573,14.428571428571429,16.017857142857142,14.222222222222221,0.475,0.8947368421052632,0.8947368421052632,0.7058823529411765,0.025,0.48,0.9166666666666666,,0.525,0.485375,0.475364,0.640625,23.25,0.6607142857142857,5.0,12.0,4.0,0.3,0.4166666666666667,0.5,0.8,7.852631578947368,2.0,2.0,7.0,,13.0,3.0,5.0,,2.0,8.0,9.0,16.0,,3.0,,8.0,4.0,7.0,10.0,18.0,13.0,1.0,18.0,1.0,7.0,2.0,2.0,0.6,0.6,0.6666666666666666,0.07894736842105263,,0.4444444444444444,,0.6666666666666666,1.0,0.175,0.4,1.0,,,0.44568,0.15217391304347827,0.1590909090909091,0.125,1.0,4.0,3.0,4.0,2.0,0.14285714285714285,0.5,2.0,1.0,,,,1.0,,3.0,,4.0,,1.0,,,9.0,3.0,5.0,,5.0,3.0,2.0,1.0,3.0,,,1.0,,1.0,,1.0,0.5,,0.5,0.16666666666666666,1.0,0.6923076923076923,0.75,0.5,0.75,0.7142857142857143,,1.0,0.5,,0.2857142857142857,0.3333333333333333,,0.025,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
1723-1905-1909-304-349,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, John Stockton, Mark Jackson","Harpring, Kirilenko, Padgett, Stockton, Jackson",1723-1905-1909-304-349,UTA,15.0,1,,2.0,2.0,1.0,2.0,1.0,,3.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,,1.0,1.0,3.0,,1.0,,,,,,,,,,,1.0,3.0,3.0,2.0,,,,,0.75,0.75,0.75,0.75,0.5,,,,,,,288.0,7.5,,7.5,,0.5,,,,0.5,0.5,,0.5,1.0,0.472575,0.472575,1.0,24.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,False
