EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,Fouls,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockedShortMidRange,ShortMidRangePctAssisted,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,LiveBallTurnoverPct,OffCorner3ReboundPct,SecondChanceAtRimFGM,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,2pt And 1 Free Throw Trips,AtRimPctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,PtsUnassisted3s,SelfOReb,SelfORebPct,SecondChanceCorner3Frequency,FTDefRebounds,DefFTReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,HeaveAttempts,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,FTOffRebounds,Technical Free Throw Trips,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
124-1513-1517-1710-754,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Mike Bibby, Jim Jackson","Divac, Pollard, Jackson, Bibby, Jackson",124-1513-1517-1710-754,SAC,126.0,1,2.0,-4.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.25,0.25,0.25,1.0,1.0,1.0,91.42857142857143,19.0,12.5,19.0,12.5,0.25,0.25,1.0,1.0,0.25,0.25,0.5,0.4543,8.799999999999999,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1513-1710-57-754,1610612758,"Vlade Divac, Scot Pollard, Mike Bibby, Doug Christie, Jim Jackson","Divac, Pollard, Bibby, Christie, Jackson",124-1513-1710-57-754,SAC,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1513-1710-57-978,1610612758,"Vlade Divac, Scot Pollard, Mike Bibby, Doug Christie, Peja Stojakovic","Divac, Pollard, Bibby, Christie, Stojakovic",124-1513-1710-57-978,SAC,625.0,1,10.0,1.0,19.0,19.0,38.0,5.0,1.0,3.0,8.0,3.0,5.0,16.0,4.0,21.0,20.0,6.0,3.0,1.0,4.0,10.0,17.0,0.3125,0.325,0.4375,0.2,0.5,0.5,0.5,87.552,15.052631578947368,17.842105263157894,13.736842105263158,15.31578947368421,0.25,0.15,0.3333333333333333,0.5,0.4,0.15,0.45,0.48813500000000004,10.65,24.3,6.0,13.0,8.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,4.0,4.0,12.0,1.0,2.0,4.0,15.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,15.0,13.0,2.0,0.4,0.5,1.0,0.25,0.5,0.25,0.25,0.3333333333333333,0.2,0.39285714285714285,0.3333333333333333,0.46875,0.0625,0.3333333333333333,0.5,0.45454545454545453,0.3333333333333333,0.42857142857142855,1.0,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,1.0,0.4,0.4,0.5,0.25,0.25,0.5,0.05,0.3333333333333333,0.3333333333333333,1.0,0.4,0.2,0.35714285714285715,0.4,0.07142857142857142,0.07142857142857142,1.0,0.3333333333333333,0.5454,0.5020142857142857,0.13043478260869565,0.15789473684210525,0.19047619047619047,0.7142857142857143,0.6842105263157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1513-1710-754-978,1610612758,"Vlade Divac, Scot Pollard, Mike Bibby, Jim Jackson, Peja Stojakovic","Divac, Pollard, Bibby, Jackson, Stojakovic",124-1513-1710-754-978,SAC,60.0,1,1.0,-2.0,1.0,2.0,3.0,,,,,,,,1.0,3.0,5.0,,,,,,3.0,,1.5,1.5,1.0,,,,72.0,35.0,12.5,35.0,12.5,,,,,,,1.0,0.6003,,23.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1517-1710-1721-754,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Keon Clark, Jim Jackson","Divac, Jackson, Bibby, Clark, Jackson",124-1517-1710-1721-754,SAC,215.0,3,4.0,-5.0,7.0,9.0,16.0,,1.0,1.0,,,1.0,1.0,1.0,5.0,10.0,,,1.0,3.0,3.0,5.0,1.0,0.5,0.625,0.5,1.0,0.6,1.0,107.16279069767441,9.714285714285714,16.333333333333332,9.714285714285714,15.666666666666666,,0.5,1.0,1.0,,,0.5,0.523775,4.4,23.6,3.0,,6.0,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,,,2.0,,,2.0,,,,3.0,,3.0,,2.0,,4.0,2.0,,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,0.3333333333333333,1.0,,,,,,,,0.5,,,,,,,,,,,,,,0.5,0.6666666666666666,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1517-1710-185-754,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Chris Webber, Jim Jackson","Divac, Jackson, Bibby, Webber, Jackson",124-1517-1710-185-754,SAC,321.0,2,5.0,-3.0,9.0,8.0,17.0,,1.0,2.0,2.0,,1.0,4.0,2.0,5.0,8.0,2.0,,,2.0,3.0,5.0,0.25,0.4166666666666667,0.4166666666666667,0.3333333333333333,,0.6666666666666666,,76.26168224299066,18.666666666666668,19.125,17.0,16.875,,0.3333333333333333,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.473825,13.375,23.6,1.0,3.0,4.0,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,2.0,,,,,,3.0,,,,,1.0,1.0,,,,3.0,1.0,,2.0,1.0,2.0,1.0,2.0,,4.0,1.0,1.0,,,,,,,,,,3.0,,,,1.0,0.5,,0.5,,,,,,,,,1.0,,1.0,0.25,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,0.4636,,,,,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,,,1.0,,,,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1517-1710-185-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Chris Webber, Peja Stojakovic","Divac, Jackson, Bibby, Webber, Stojakovic",124-1517-1710-185-978,SAC,184.0,2,3.0,,6.0,8.0,14.0,5.0,,,,1.0,4.0,5.0,1.0,9.0,9.0,4.0,1.0,2.0,3.0,4.0,7.0,0.8,0.6666666666666666,0.6428571428571429,0.16666666666666666,1.0,0.75,1.0,109.56521739130434,10.166666666666666,15.375,10.166666666666666,15.375,0.8333333333333334,,,,,0.16666666666666666,1.0,0.61335,,24.5,2.0,4.0,8.0,1.0,4.0,1.0,3.0,3.0,,,,,,,,,1.0,1.0,1.0,,,2.0,3.0,3.0,,,1.0,7.0,4.0,,2.0,,,2.0,,2.0,,2.0,,4.0,,1.0,1.0,1.0,,,,,,,,1.0,2.0,,1.0,,,,,7.0,4.0,2.0,0.5,0.6666666666666666,,,,,1.0,1.0,1.0,1.0,1.0,0.875,,,0.5,1.0,,0.5,1.0,,,,0.5,,,0.8,0.8,0.5,,,,,,,,1.0,,1.0,1.0,,,,,0.6171,0.6311666666666667,,,0.2222222222222222,0.7777777777777778,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1517-1710-2045-57,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Hedo Turkoglu, Doug Christie","Divac, Jackson, Bibby, Turkoglu, Christie",124-1517-1710-2045-57,SAC,110.0,1,2.0,-2.0,4.0,4.0,8.0,1.0,,2.0,,1.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,,1.0,1.0,3.0,0.3333333333333333,0.25,0.375,0.25,,1.0,,104.72727272727273,16.25,11.25,16.25,11.25,0.25,0.5,,,,0.25,0.5,0.53775,3.233333333333333,24.6,,4.0,4.0,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,3.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,3.0,4.0,,,,,,,,,0.3333333333333333,,0.25,,0.375,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,0.25,1.0,,0.25,,,,0.53775,0.25,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1517-1710-2045-754,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Hedo Turkoglu, Jim Jackson","Divac, Jackson, Bibby, Turkoglu, Jackson",124-1517-1710-2045-754,SAC,540.0,3,9.0,-6.0,18.0,18.0,36.0,4.0,4.0,7.0,5.0,1.0,8.0,16.0,2.0,21.0,27.0,10.0,1.0,2.0,2.0,4.0,21.0,0.5,0.5277777777777778,0.525,0.1111111111111111,1.0,1.0,1.0,96.0,17.61111111111111,12.38888888888889,15.61111111111111,11.61111111111111,0.2222222222222222,0.3888888888888889,0.5714285714285714,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.3333333333333333,0.48035833333333333,8.4,23.6,5.0,,7.0,2.0,2.0,,,,2.0,1.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,6.0,3.0,,,2.0,3.0,1.0,4.0,,1.0,1.0,9.0,1.0,1.0,,2.0,3.0,3.0,2.0,,2.0,,3.0,1.0,4.0,1.0,1.0,,,,,,,1.0,0.375,0.375,1.0,0.5,,0.5,,,,,,,0.125,0.14285714285714285,,0.14285714285714285,1.0,0.25,,0.5,1.0,,,,,0.5,0.6666666666666666,0.5,0.4,0.4,0.5,0.05555555555555555,,,,,,,,,,,,,,0.05263157894736842,0.058823529411764705,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.25,,,,,2.0,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
124-1517-1710-2045-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Hedo Turkoglu, Peja Stojakovic","Divac, Jackson, Bibby, Turkoglu, Stojakovic",124-1517-1710-2045-978,SAC,420.0,2,7.0,7.0,15.0,15.0,30.0,4.0,1.0,3.0,3.0,1.0,6.0,10.0,2.0,20.0,13.0,6.0,1.0,,4.0,5.0,18.0,0.6,0.75,0.7692307692307693,0.16666666666666666,,0.5714285714285714,,102.85714285714286,10.533333333333333,17.466666666666665,10.266666666666667,16.933333333333334,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.25,0.08333333333333333,0.5,0.4962625,7.4799999999999995,23.7,3.0,8.0,6.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,2.0,3.0,5.0,1.0,1.0,2.0,11.0,6.0,6.0,,1.0,1.0,3.0,2.0,5.0,1.0,2.0,,12.0,,1.0,4.0,1.0,3.0,2.0,2.0,,3.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,11.0,8.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.75,1.0,0.7857142857142857,0.1,,0.6666666666666666,0.25,,0.25,1.0,,,0.5,,1.0,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.08333333333333333,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,0.16666666666666666,,,1.0,0.4649,0.52975,,,0.1,0.55,0.5333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,,,0.3333333333333333,,1.0,,1.0,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2003,2002-03,False
