EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,Arc3FGM,FG2M,FG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,Corner3Assists,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,Fg2aBlocked,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LostBallSteals,LostBallTurnovers,BlockedShortMidRange,PenaltyArc3FGA,PenaltyFG3A,SelfOReb,Travels,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SelfORebPct,PenaltyArc3Frequency,PenaltyCorner3FGA,SecondChanceArc3FGA,FTOffRebounds,BadPassOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Offensive Fouls,Loose Ball Fouls,BlockedLongMidRange,3SecondViolations,HeaveAttempts,Blocked3s,BlockedArc3,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1542-1563-1740-1744-2209,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Jerome James, Vladimir Radmanovic","Drobnjak, Ollie, Lewis, James, Radmanovic",1542-1563-1740-1744-2209,SEA,309.0,2,5.0,-7.0,10.0,9.0,19.0,2.0,2.0,1.0,4.0,1.0,5.0,5.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,5.0,0.3125,0.2,1.0,0.5,0.5,1.0,88.54368932038834,1.0,17.7,14.666666666666666,17.7,14.333333333333334,0.4,0.4,0.2,0.2,0.42107,0.375,0.42857142857142855,11.675,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-1744-699,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Jerome James, Brent Barry","Drobnjak, Ollie, Lewis, James, Barry",1542-1563-1740-1744-699,SEA,120.0,1,2.0,2.0,3.0,3.0,6.0,,2.0,1.0,2.0,1.0,,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,5.0,0.8333333333333334,0.3333333333333333,,0.5,0.5,,72.0,,17.333333333333332,22.666666666666668,17.333333333333332,22.0,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.44953333333333334,,,20.1,25.2,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-1744-951,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Jerome James, Ray Allen","Drobnjak, Ollie, Lewis, James, Allen",1542-1563-1740-1744-951,SEA,418.0,2,7.0,-7.0,11.0,13.0,24.0,6.0,1.0,1.0,8.0,3.0,3.0,13.0,20.0,1.0,1.0,2.0,4.0,,,,,1.0,3.0,1.0,,,,,11.0,0.5,0.2727272727272727,,0.5,0.5,1.0,82.67942583732058,,18.818181818181817,16.23076923076923,17.454545454545453,15.76923076923077,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.4411818181818182,0.08333333333333333,0.1111111111111111,8.525,24.3,,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,1.0,,8.0,2.0,5.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.25,0.45454545454545453,,,,,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,1.0,0.3333333333333333,0.2857142857142857,0.2,1.0,0.09090909090909091,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.5,0.5,1.0,1.0,0.5043,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-1916-699,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Calvin Booth, Brent Barry","Drobnjak, Ollie, Lewis, Booth, Barry",1542-1563-1740-1916-699,SEA,92.0,1,2.0,1.0,2.0,3.0,5.0,,,,3.0,,1.0,5.0,4.0,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,3.0,0.8333333333333334,,,1.0,1.0,,78.26086956521739,,23.0,15.333333333333334,20.5,14.0,,,,1.0,0.6426666666666666,0.3333333333333333,0.3333333333333333,1.4333333333333333,,,,2.0,,4.0,,,2.0,,2.0,,,4.0,,1.0,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,1.0,2.0,3.0,,,,,,,2.0,,,2.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,0.6666666666666666,1.0,1.0,,,,,,,,0.6928,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-2209-2501,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Vladimir Radmanovic, Reggie Evans","Drobnjak, Ollie, Lewis, Radmanovic, Evans",1542-1563-1740-2209-2501,SEA,91.0,1,2.0,-2.0,2.0,3.0,5.0,1.0,1.0,,2.0,,,2.0,4.0,,,,,,,,,,,,,,,,2.0,0.5,,,,,,79.12087912087912,,14.0,21.0,14.0,21.0,0.5,0.5,,,0.39235,,,16.9,,1.0,,1.0,,2.0,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,,,,0.5,0.5,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-2209-699,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Vladimir Radmanovic, Brent Barry","Drobnjak, Ollie, Lewis, Radmanovic, Barry",1542-1563-1740-2209-699,SEA,398.0,5,7.0,-2.0,14.0,14.0,28.0,1.0,2.0,1.0,10.0,1.0,4.0,12.0,14.0,1.0,4.0,5.0,8.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,8.0,0.46153846153846156,0.09090909090909091,0.6666666666666666,0.8,0.8333333333333334,1.0,101.30653266331657,1.0,15.714285714285714,12.714285714285714,13.785714285714286,12.428571428571429,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.4319590909090909,0.08333333333333333,0.09090909090909091,6.0,25.8,,,4.0,,2.0,,,1.0,,1.0,,,2.0,1.0,1.0,0.25,0.5,,,,0.4,0.36363636363636365,0.5,,,,,,,,6.0,4.0,3.0,7.0,1.0,,,,,,4.0,6.0,,,2.0,,3.0,1.0,,,,0.5,,0.3333333333333333,0.42857142857142855,,1.0,0.6363636363636364,0.42857142857142855,0.42857142857142855,,1.0,1.0,,,,,,0.4043666666666667,0.3333333333333333,2.0,4.0,2.0,4.0,,,0.5,0.5,,,,1.0,0.5,,10.0,2.0,5.0,2.0,7.0,4.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,10.0,0.2857142857142857,0.2857142857142857,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.4,0.4264428571428572,0.6666666666666666,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-2209-951,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Vladimir Radmanovic, Ray Allen","Drobnjak, Ollie, Lewis, Radmanovic, Allen",1542-1563-1740-2209-951,SEA,273.0,3,5.0,,8.0,10.0,18.0,2.0,3.0,,7.0,,,6.0,6.0,,3.0,4.0,5.0,2.0,,2.0,,2.0,,,1.0,,1.0,1.0,4.0,0.42857142857142855,,1.0,0.42857142857142855,0.5,,94.94505494505495,1.0,14.375,15.8,14.125,13.6,0.2857142857142857,0.42857142857142855,,0.2857142857142857,0.43685714285714283,,,9.085714285714285,,,,3.0,,,,,,,,,,,2.0,3.0,,,,,,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,2.0,6.0,,,1.0,,1.0,,,,,1.0,,0.25,0.25,,0.3333333333333333,0.2857142857142857,1.0,1.0,,0.5,0.5,,,,,,0.5471,0.3333333333333333,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,0.5,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-2218-2501,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Joseph Forte, Reggie Evans","Drobnjak, Ollie, Lewis, Forte, Evans",1542-1563-1740-2218-2501,SEA,3.0,1,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,1.0,0.2145,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.2145,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-2501-699,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Reggie Evans, Brent Barry","Drobnjak, Ollie, Lewis, Evans, Barry",1542-1563-1740-2501-699,SEA,456.0,5,8.0,5.0,14.0,11.0,25.0,3.0,4.0,1.0,9.0,3.0,7.0,17.0,12.0,1.0,1.0,1.0,3.0,2.0,1.0,,,1.0,8.0,3.0,3.0,2.0,3.0,,15.0,0.53125,0.25,,0.2,0.2,,78.94736842105263,,16.214285714285715,20.818181818181817,14.857142857142858,19.90909090909091,0.25,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.4792708333333333,0.21428571428571427,0.2727272727272727,11.18888888888889,23.46666666666667,2.0,,5.0,,4.0,,,2.0,,2.0,,1.0,4.0,2.0,5.0,0.4,0.4,,,,0.5555555555555556,0.4166666666666667,,0.5,0.5,0.5,,,,,6.0,1.0,2.0,2.0,1.0,,2.0,,,,2.0,6.0,,1.0,1.0,,2.0,1.0,,,,1.0,,0.25,0.2857142857142857,,0.5,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,,,0.11764705882352941,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,6.0,,,2.0,2.0,3.0,7.0,,,1.0,,1.0,2.0,7.0,6.0,1.0,0.6666666666666666,0.7,,0.3333333333333333,,1.0,,,,,0.46415,0.4117647058823529,0.42857142857142855,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
1542-1563-1740-2501-951,1610612760,"Predrag Drobnjak, Kevin Ollie, Rashard Lewis, Reggie Evans, Ray Allen","Drobnjak, Ollie, Lewis, Evans, Allen",1542-1563-1740-2501-951,SEA,2179.0,16,36.0,14.0,63.0,65.0,128.0,11.0,11.0,9.0,43.0,13.0,19.0,84.0,70.0,9.0,17.0,26.0,34.0,2.0,2.0,4.0,2.0,5.0,22.0,8.0,3.0,1.0,3.0,1.0,76.0,0.6461538461538462,0.23214285714285715,0.8,0.5666666666666667,0.6153846153846154,0.25,84.58926112895823,0.3333333333333333,15.365079365079366,18.630769230769232,14.619047619047619,17.661538461538463,0.19642857142857142,0.19642857142857142,0.16071428571428573,0.6071428571428571,0.5071781818181819,0.14754098360655737,0.16666666666666666,7.067441860465116,25.53076923076923,7.0,2.0,28.0,3.0,24.0,9.0,2.0,12.0,3.0,15.0,2.0,5.0,33.0,5.0,11.0,0.42857142857142855,0.48,1.0,0.23076923076923078,0.23076923076923078,0.6511627906976745,0.5803571428571429,0.6153846153846154,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,31.0,6.0,17.0,21.0,4.0,1.0,4.0,,1.0,,8.0,32.0,1.0,6.0,5.0,2.0,8.0,1.0,,,3.0,0.6666666666666666,1.0,0.3333333333333333,0.2916666666666667,0.14285714285714285,0.5,0.375,0.8095238095238095,0.8095238095238095,0.35294117647058826,0.36363636363636365,0.4,0.07142857142857142,0.25,0.25,1.0,,0.53718,0.09523809523809523,4.0,4.0,4.0,5.0,1.0,3.0,0.8,0.6666666666666666,0.023255813953488372,,0.5,0.6666666666666666,1.0,,23.0,3.0,5.0,7.0,13.0,9.0,23.0,6.0,1.0,2.0,7.0,3.0,4.0,23.0,23.0,0.5384615384615384,0.3888888888888889,0.5,0.7777777777777778,0.2222222222222222,,0.7777777777777778,0.6,0.25,0.2777777777777778,0.6,0.4862722222222222,0.27380952380952384,0.36507936507936506,,2.0,2.0,4.0,5.0,2.0,,,0.6666666666666666,0.08695652173913043,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,0.16666666666666666,0.05555555555555555,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2003,2002-03,True
