EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,GamesPlayed,PlusMinus,DefPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,SecondsPlayed,Minutes,OffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallTurnovers,AtRimPctBlocked,OffAtRimReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,RecoveredBlocks,OffArc3ReboundPct,BlocksRecoveredPct,DefensiveGoaltends,SelfOReb,ShortMidRangePctBlocked,SelfORebPct,PtsUnassisted3s,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,FTOffRebounds,Travels,Technical Free Throw Trips,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,BlockedLongMidRange,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveAttempts,HeaveMakes,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1541-1572-1983-2214-2423,1610612761,"Alvin Williams, Nate Huffman, Jermaine Jackson, Michael Bradley, Chris Jefferies","Williams, Huffman, Jackson, Bradley, Jefferies",1541-1572-1983-2214-2423,TOR,1,-2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1572-2050-2214-283,1610612761,"Alvin Williams, Nate Huffman, Morris Peterson, Michael Bradley, Lindsey Hunter","Williams, Huffman, Peterson, Bradley, Hunter",1541-1572-2050-2214-283,TOR,2,1.0,5.0,11.0,2.0,,2.0,174.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,91.0344827586207,14.833333333333334,17.0,14.833333333333334,16.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4794333333333333,0.25,0.25,8.200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1572-2050-2423-966,1610612761,"Alvin Williams, Nate Huffman, Morris Peterson, Chris Jefferies, Jerome Williams","Williams, Huffman, Peterson, Jefferies, Williams",1541-1572-2050-2423-966,TOR,1,2.0,2.0,5.0,2.0,,,53.0,1.0,3.0,1.0,1.0,,,1.0,1.0,2.0,4.0,,,,,,,1.0,,,,1.0,1.0,,2.0,,4.0,1.0,1.0,1.0,,,,,,,,,135.8490566037736,7.666666666666667,15.0,7.666666666666667,15.0,1.0,1.0,1.0,,,1.0,0.7282,,,,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7282,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1572-2050-283-702,1610612761,"Alvin Williams, Nate Huffman, Morris Peterson, Lindsey Hunter, Voshon Lenard","Williams, Huffman, Peterson, Hunter, Lenard",1541-1572-2050-283-702,TOR,2,3.0,,3.0,,,,16.0,,3.0,,,,,,,3.0,3.0,,,,,,,,,,,,,,4.0,,3.0,,,0.5,,,,,,,,,270.0,5.333333333333333,,5.333333333333333,,,,,,,1.0,0.3795,,,,3.0,,,,,3.0,3.0,,,,,,,,,2.0,3.0,3.0,,,,,0.5,,,,0.3795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1572-2050-702-966,1610612761,"Alvin Williams, Nate Huffman, Morris Peterson, Voshon Lenard, Jerome Williams","Williams, Huffman, Peterson, Lenard, Williams",1541-1572-2050-702-966,TOR,4,2.0,49.0,97.0,62.0,8.0,11.0,1525.0,25.0,48.0,7.0,11.0,9.0,16.0,21.0,36.0,13.0,64.0,14.0,2.0,1.0,10.0,12.0,19.0,3.0,1.0,3.0,3.0,3.0,6.0,,14.0,5.0,58.0,0.5833333333333334,0.6071428571428571,0.6666666666666666,0.05555555555555555,0.125,0.5,0.8333333333333334,1.0,0.8461538461538461,,,91.59344262295082,17.6875,13.795918367346939,16.729166666666668,13.612244897959183,0.2619047619047619,0.6363636363636364,0.6363636363636364,0.21428571428571427,0.38095238095238093,0.40476190476190477,0.46629166666666666,0.10869565217391304,0.125,9.76388888888889,15.0,4.0,4.0,7.0,9.0,8.0,25.0,28.0,14.0,17.0,4.0,37.0,2.0,1.0,1.0,2.0,25.0,15.0,0.6666666666666666,0.7,0.7777777777777778,0.7727272727272727,0.8333333333333334,0.5714285714285714,0.36363636363636365,1.0,0.4946136363636364,0.390625,0.3125,3.0,1.0,6.0,2.0,3.0,0.14285714285714285,0.07142857142857142,0.09090909090909091,24.766666666666666,19.0,5.0,2.0,3.0,5.0,9.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,5.0,6.0,1.0,9.0,2.0,2.0,3.0,2.0,1.0,2.0,8.0,2.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.6,0.6,0.6,1.0,0.3333333333333333,0.6666666666666666,0.3888888888888889,0.5,0.42857142857142855,1.0,1.0,0.75,1.0,0.5555555555555556,0.5555555555555556,0.4,0.5625,0.6428571428571429,0.8888888888888888,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6,0.6666666666666666,0.5,0.09090909090909091,1.0,0.6666666666666666,0.5184,0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1572-2214-2423-283,1610612761,"Alvin Williams, Nate Huffman, Michael Bradley, Chris Jefferies, Lindsey Hunter","Williams, Huffman, Bradley, Jefferies, Hunter",1541-1572-2214-2423-283,TOR,2,-10.0,14.0,28.0,14.0,,2.0,470.0,8.0,14.0,,3.0,2.0,4.0,2.0,9.0,,4.0,2.0,1.0,2.0,3.0,5.0,6.0,2.0,2.0,5.0,3.0,1.0,6.0,,,,4.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,,0.8333333333333334,0.6,0.6666666666666666,0.625,,1.0,85.7872340425532,16.642857142857142,16.928571428571427,15.928571428571429,16.0,0.3333333333333333,,,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.46375555555555553,,,9.833333333333334,,,,,,,,2.0,1.0,1.0,,2.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,0.14285714285714285,,0.14285714285714285,,,,1.0,1.0,,0.5,0.5,,0.25,0.25,1.0,,,,,,,,1.0,,,,,,0.539,,2.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1572-2214-283-702,1610612761,"Alvin Williams, Nate Huffman, Michael Bradley, Lindsey Hunter, Voshon Lenard","Williams, Huffman, Bradley, Hunter, Lenard",1541-1572-2214-283-702,TOR,1,-3.0,4.0,7.0,7.0,1.0,1.0,111.0,2.0,3.0,,,1.0,1.0,1.0,2.0,2.0,4.0,,,1.0,,1.0,1.0,,,,,,,,4.0,1.0,4.0,0.5,0.5,0.6666666666666666,,,,,1.0,1.0,,1.0,90.8108108108108,17.0,15.0,17.0,15.0,,,,0.5,0.5,,0.3967,0.6666666666666666,0.5,12.2,1.0,,,,1.0,,,2.0,1.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,,,,0.3944,,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1572-283-702-966,1610612761,"Alvin Williams, Nate Huffman, Lindsey Hunter, Voshon Lenard, Jerome Williams","Williams, Huffman, Hunter, Lenard, Williams",1541-1572-283-702-966,TOR,1,9.0,9.0,17.0,9.0,1.0,1.0,261.0,4.0,8.0,3.0,3.0,1.0,1.0,4.0,5.0,4.0,18.0,2.0,,1.0,3.0,4.0,6.0,1.0,,1.0,1.0,,1.0,,4.0,1.0,14.0,0.8,0.875,0.9,,,1.0,1.0,0.5,0.8,1.0,,93.79310344827587,14.75,15.88888888888889,13.625,15.666666666666666,0.375,1.0,1.0,0.125,0.125,0.75,0.51955625,0.1111111111111111,0.16666666666666666,5.36,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,3.0,5.0,2.0,12.0,1.0,,,1.0,4.0,1.0,0.75,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.545475,0.2222222222222222,0.125,3.0,1.0,3.0,1.0,3.0,0.375,0.375,0.5,25.8,5.0,2.0,1.0,1.0,1.0,,,,,2.0,,2.0,2.0,2.0,4.0,,6.0,2.0,2.0,2.0,2.0,,1.0,,1.0,1.0,,2.0,,,,,2.0,1.0,2.0,,,,1.0,0.6666666666666666,,0.6666666666666666,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,,,,0.6666666666666666,0.3595,0.2222222222222222,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1609-1741-1747-2050,1610612761,"Alvin Williams, Art Long, Jelani McCoy, Rafer Alston, Morris Peterson","Williams, Long, McCoy, Alston, Peterson",1541-1609-1741-1747-2050,TOR,3,-3.0,7.0,15.0,9.0,2.0,5.0,206.0,3.0,8.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,6.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,,2.0,1.0,6.0,0.4,0.4,0.5,0.2,,1.0,0.5,,0.5,,,104.85436893203884,15.25,12.0,15.25,11.714285714285714,0.4,0.5,1.0,0.4,0.2,0.4,0.44316000000000005,0.16666666666666666,0.16666666666666666,7.32,,,,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,0.5,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
1541-1609-1741-2050-2245,1610612761,"Alvin Williams, Art Long, Jelani McCoy, Morris Peterson, Damone Brown","Williams, Long, McCoy, Peterson, Brown",1541-1609-1741-2050-2245,TOR,1,-2.0,2.0,4.0,2.0,,,41.0,1.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,140.4878048780488,12.5,8.0,12.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2003,2002-03,False
