EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,Fg2aBlocked,SelfOReb,Offensive Fouls,FG2APctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFGM,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG3A,OffThreePtRebounds,NonShootingFoulsDrawn,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PtsAssisted3s,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,BlockedShortMidRange,Assisted3sPct,OffArc3ReboundPct,Arc3PctAssisted,ShortMidRangeAssists,ShortMidRangePctAssisted,2pt And 1 Free Throw Trips,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,Corner3Assists,Travels,SecondChanceFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,DefensiveGoaltends,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,FTOffRebounds,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
1503-1521-1921-2400-431,1610612753,"Tracy McGrady, Jacque Vaughn, Gordan Giricek, Drew Gooden, Shawn Kemp","McGrady, Vaughn, Giricek, Gooden, Kemp",1503-1521-1921-2400-431,ORL,49.0,1,1.0,2.0,2.0,,,,4.0,1.0,1.0,,1.0,1.0,,,,,,,2.0,2.0,,,1.0,5.0,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,5.0,,,,0.5,0.5,,,1.0,,,1.0,,,1.25,,,,,,1.0,,,1.0,,,,1.0,,,117.55102040816327,,15.5,9.0,15.5,8.0,0.5,1.0,1.0,,0.5,1.0,1.0,,,,,,,,,,,0.5,,0.45945,,,0.5,0.5,,,3.85,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1921-2400-692,1610612753,"Tracy McGrady, Jacque Vaughn, Gordan Giricek, Drew Gooden, Andrew DeClercq","McGrady, Vaughn, Giricek, Gooden, DeClercq",1503-1521-1921-2400-692,ORL,3114.0,7,52.0,86.0,88.0,6.0,2.0,14.0,174.0,11.0,25.0,5.0,7.0,13.0,10.0,30.0,3.0,,4.0,11.0,28.0,68.0,6.0,14.0,12.0,86.0,74.0,4.0,11.0,13.0,,8.0,,1.0,1.0,36.0,20.0,6.0,2.0,11.0,4.0,18.0,22.0,9.0,7.0,48.0,13.0,2.0,29.0,,31.0,16.0,47.0,7.0,4.0,3.0,2.0,1.0,12.0,14.0,1.0,5.0,18.0,1.0,16.0,9.0,5.0,3.0,5.0,4.0,73.0,1.0,6.0,1.0,0.6428571428571429,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.4117647058823529,0.36363636363636365,,0.45121951219512196,0.39285714285714285,,0.48314606741573035,0.43333333333333335,0.05555555555555555,0.17073170731707318,0.14285714285714285,,0.6904761904761905,0.34210526315789475,0.5,0.6739130434782609,0.34782608695652173,0.2777777777777778,0.75,0.6363636363636364,0.6666666666666666,0.3333333333333333,80.46242774566474,0.8,20.058139534883722,15.784090909090908,18.3953488372093,15.159090909090908,0.3048780487804878,0.44,0.4782608695652174,0.8181818181818182,0.15853658536585366,0.5384615384615384,0.6363636363636364,0.36585365853658536,0.3333333333333333,0.3333333333333333,0.7,0.036585365853658534,0.13414634146341464,0.36363636363636365,0.4,0.625,,0.47560975609756095,0.36363636363636365,0.466075,0.48923076923076925,0.4656375,0.10112359550561797,0.12,0.1511627906976744,0.011627906976744186,9.401470588235293,25.064285714285713,0.06976744186046512,12.0,3.0,6.0,2.0,4.0,6.0,5.0,0.058823529411764705,0.15384615384615385,0.5,1.0,0.14634146341463414,0.42857142857142855,0.5,0.6666666666666666,,1.0,,3.0,3.0,,0.375,0.16666666666666666,,0.07142857142857142,,,12.0,4.0,2.0,4.0,1.0,1.0,2.0,0.6666666666666666,0.42857142857142855,0.5,2.0,0.2857142857142857,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.07142857142857142,0.08,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1921-353-43,1610612753,"Tracy McGrady, Jacque Vaughn, Gordan Giricek, Darrell Armstrong, Chris Whitney","McGrady, Vaughn, Giricek, Armstrong, Whitney",1503-1521-1921-353-43,ORL,7.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,205.71428571428572,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-2219-2400-2469,1610612753,"Tracy McGrady, Jacque Vaughn, Jeryl Sasser, Drew Gooden, Pat Burke","McGrady, Vaughn, Sasser, Gooden, Burke",1503-1521-2219-2400-2469,ORL,98.0,1,2.0,3.0,3.0,3.0,,1.0,6.0,,,,,2.0,,1.0,,,,,,3.0,,,1.0,1.0,2.0,,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,,2.0,,,,,,1.0,1.0,3.0,,,,,,,,,,,,0.125,,0.125,,,,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,1.0,,1.0,88.16326530612245,,21.0,11.666666666666666,19.666666666666668,11.666666666666666,,,,,0.6666666666666666,,,0.3333333333333333,,,,,,,,,,,,0.36856666666666665,0.3283,0.36856666666666665,,,,1.0,9.033333333333333,,1.0,-1.0,,,,1.0,,,0.3333333333333333,0.5,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-2400-353-431,1610612753,"Tracy McGrady, Jacque Vaughn, Drew Gooden, Darrell Armstrong, Shawn Kemp","McGrady, Vaughn, Gooden, Armstrong, Kemp",1503-1521-2400-353-431,ORL,391.0,1,7.0,11.0,11.0,,4.0,1.0,22.0,2.0,3.0,,1.0,2.0,,3.0,1.0,,,1.0,3.0,8.0,1.0,2.0,,9.0,18.0,1.0,1.0,2.0,,,,,,2.0,4.0,,2.0,1.0,,1.0,2.0,1.0,,5.0,1.0,,2.0,,2.0,1.0,3.0,,,,,,3.0,3.0,,,5.0,,,,,,,,7.0,,,,0.3333333333333333,0.5,0.5,0.5,0.375,1.0,,0.45,1.0,,0.45,1.0,,0.2,,,1.0,0.2,,1.0,0.2,0.3333333333333333,,1.0,1.0,,81.0230179028133,,21.818181818181817,13.727272727272727,21.636363636363637,13.727272727272727,0.3,0.6666666666666666,0.6666666666666666,0.5,0.2,0.5,0.5,0.3,,,,0.1,0.1,,,,,0.5,,0.46019,0.571,,,,0.2222222222222222,,8.725,25.95,,-9.0,1.0,1.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,3.0,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-2400-353-692,1610612753,"Tracy McGrady, Jacque Vaughn, Drew Gooden, Darrell Armstrong, Andrew DeClercq","McGrady, Vaughn, Gooden, Armstrong, DeClercq",1503-1521-2400-353-692,ORL,466.0,2,8.0,13.0,14.0,12.0,,2.0,27.0,2.0,5.0,4.0,,1.0,,1.0,,,1.0,4.0,2.0,7.0,1.0,4.0,3.0,10.0,15.0,,2.0,,1.0,6.0,4.0,2.0,7.0,4.0,,,,4.0,1.0,2.0,3.0,2.0,,7.0,1.0,3.0,1.0,,4.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,,5.0,2.0,,,,,10.0,7.0,12.0,,1.0,1.0,0.25,0.25,0.2857142857142857,,0.16666666666666666,0.3181818181818182,,0.25,0.38461538461538464,,0.2916666666666667,0.36363636363636365,0.6666666666666666,,0.3333333333333333,0.2,1.0,0.6666666666666666,0.25,,0.5,,,1.0,83.43347639484979,,21.307692307692307,13.5,20.53846153846154,13.0,0.45454545454545453,0.4,0.4,1.0,0.09090909090909091,,,0.09090909090909091,,,,,0.36363636363636365,0.25,0.25,0.4,,0.8181818181818182,0.25,0.48762727272727274,0.4312,0.48240999999999995,0.16666666666666666,0.25,,0.7,4.385714285714285,26.15,0.9230769230769231,-5.0,,1.0,,,,1.0,,,0.3333333333333333,1.0,,0.5,,,1.0,,4.0,,1.0,1.0,0.3333333333333333,,,,0.25,0.4,3.0,1.0,1.0,,,,,1.0,0.3333333333333333,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-2212-2219,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Steven Hunter, Jeryl Sasser","McGrady, Garrity, Giricek, Hunter, Sasser",1503-1727-1921-2212-2219,ORL,14.0,1,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,3.0,,,,,1.0,1.0,,1.0,3.0,2.0,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,3.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.5,,1.5,,,,,,,,,,,,,,102.85714285714286,,14.0,,14.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.4196,,0.4196,1.0,1.0,,1.0,20.9,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-2212-353,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Steven Hunter, Darrell Armstrong","McGrady, Garrity, Giricek, Hunter, Armstrong",1503-1727-1921-2212-353,ORL,1.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-2219-43,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Jeryl Sasser, Chris Whitney","McGrady, Garrity, Giricek, Sasser, Whitney",1503-1727-1921-2219-43,ORL,9.0,1,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-2400-353,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Drew Gooden, Darrell Armstrong","McGrady, Garrity, Giricek, Gooden, Armstrong",1503-1727-1921-2400-353,ORL,2273.0,7,38.0,66.0,71.0,33.0,6.0,7.0,137.0,10.0,14.0,4.0,1.0,6.0,6.0,16.0,7.0,3.0,5.0,7.0,17.0,36.0,7.0,14.0,28.0,83.0,79.0,1.0,3.0,7.0,3.0,10.0,7.0,26.0,41.0,20.0,14.0,6.0,,7.0,5.0,10.0,15.0,7.0,2.0,35.0,5.0,6.0,18.0,,24.0,8.0,32.0,6.0,5.0,1.0,2.0,2.0,6.0,8.0,4.0,8.0,20.0,,42.0,9.0,4.0,3.0,5.0,4.0,76.0,41.0,33.0,2.0,0.5882352941176471,0.5882352941176471,0.5,0.5,0.4722222222222222,0.3333333333333333,0.3,0.55,0.5,0.4411764705882353,0.5845070422535211,0.5,0.5694444444444444,0.28,0.25,,0.6923076923076923,0.2631578947368421,0.75,0.7058823529411765,0.2692307692307692,0.2,0.6,0.8,0.7272727272727273,0.75,86.7927848658161,0.8,18.151515151515152,15.140845070422536,17.363636363636363,14.788732394366198,0.28,0.7142857142857143,0.7692307692307693,0.7,0.12,0.16666666666666666,0.16666666666666666,0.32,0.375,0.4,0.3333333333333333,0.14,0.14,0.7142857142857143,0.7142857142857143,0.23529411764705882,0.17647058823529413,0.56,0.7142857142857143,0.480137,0.5355875,0.47449117647058825,0.16666666666666666,0.2,0.08433734939759036,0.4939759036144578,8.963888888888889,24.585714285714285,0.5,4.0,1.0,2.0,2.0,2.0,3.0,1.0,0.05555555555555555,,0.25,0.75,0.125,0.4,0.5,1.0,2.0,2.0,4.0,2.0,2.0,11.0,0.2857142857142857,0.4,0.4,0.4,0.5,0.23529411764705882,15.0,5.0,3.0,2.0,,1.0,,0.7142857142857143,,0.6,1.0,1.0,,2.0,,,1.0,,2.0,,0.5,,0.07142857142857142,,0.2857142857142857,0.2857142857142857,1.0,,,,3.0,3.0,0.42857142857142855,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.2,0.5,1.0,0.06666666666666667,,,,,1610612753,2003,2002-03,True
1503-1727-1921-2400-43,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Drew Gooden, Chris Whitney","McGrady, Garrity, Giricek, Gooden, Whitney",1503-1727-1921-2400-43,ORL,84.0,1,1.0,3.0,3.0,3.0,3.0,,6.0,,,,,1.0,1.0,1.0,,,,,1.0,2.0,,,,2.0,2.0,,,,1.0,2.0,,,2.0,2.0,,,,,,1.0,1.0,,1.0,2.0,,,2.0,,2.0,,2.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,2.0,2.0,3.0,,1.0,1.0,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,1.0,,,1.0,,,,1.0,1.0,,102.85714285714286,,14.0,14.0,14.0,14.0,,,,,0.5,,,0.5,1.0,1.0,1.0,,,,,,,,,0.4144,,0.4144,,,,1.0,11.25,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-2469-353,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Pat Burke, Darrell Armstrong","McGrady, Garrity, Giricek, Burke, Armstrong",1503-1727-1921-2469-353,ORL,94.0,2,2.0,4.0,3.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,4.0,9.0,2.0,,,2.0,1.0,2.0,1.0,4.0,9.0,,2.0,3.0,,1.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,4.0,2.0,,,,,7.0,9.0,4.0,,,,1.0,1.0,0.5,,0.5,0.8333333333333334,,0.8333333333333334,0.9,1.0,0.9,0.3333333333333333,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,107.23404255319149,,13.5,13.333333333333334,12.0,13.333333333333334,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.6666666666666666,1.0,0.5044833333333333,,0.5044833333333333,0.4,0.5,0.2222222222222222,1.0,8.75,24.9,1.0,7.0,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-353-43,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Darrell Armstrong, Chris Whitney","McGrady, Garrity, Giricek, Armstrong, Whitney",1503-1727-1921-353-43,ORL,1333.0,5,22.0,44.0,43.0,23.0,16.0,4.0,87.0,2.0,3.0,2.0,4.0,10.0,5.0,8.0,1.0,1.0,1.0,7.0,11.0,21.0,1.0,8.0,11.0,36.0,47.0,1.0,2.0,4.0,5.0,12.0,2.0,7.0,17.0,10.0,12.0,3.0,2.0,7.0,1.0,5.0,5.0,1.0,3.0,10.0,2.0,6.0,13.0,,19.0,4.0,23.0,3.0,2.0,1.0,6.0,2.0,3.0,9.0,4.0,7.0,12.0,,16.0,2.0,4.0,3.0,4.0,4.0,32.0,17.0,23.0,,0.45454545454545453,0.5,0.125,0.125,0.5238095238095238,0.5,0.4166666666666667,0.43103448275862066,0.5,0.35714285714285715,0.4864864864864865,0.6666666666666666,0.425,0.27586206896551724,0.6666666666666666,,0.8666666666666667,0.2,0.75,0.8260869565217391,0.25,,0.875,1.0,0.8,0.75,93.9834958739685,1.0,16.568181818181817,14.046511627906977,16.204545454545453,13.348837209302326,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.5,0.3448275862068966,0.4,0.4444444444444444,0.27586206896551724,0.625,0.625,0.6,0.034482758620689655,0.2413793103448276,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.3793103448275862,0.14285714285714285,0.409948275862069,0.5848,0.3961964285714286,0.06451612903225806,0.08695652173913043,0.1111111111111111,0.4722222222222222,10.895238095238096,25.4625,0.5227272727272727,-11.0,1.0,1.0,2.0,1.0,,1.0,0.047619047619047616,0.1,1.0,,,0.5,1.0,,1.0,,1.0,,2.0,6.0,0.3333333333333333,0.16666666666666666,1.0,,0.5,0.07142857142857142,,,,2.0,4.0,1.0,,,0.2,,1.0,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-353-431,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Darrell Armstrong, Shawn Kemp","McGrady, Garrity, Giricek, Armstrong, Kemp",1503-1727-1921-353-431,ORL,325.0,4,5.0,9.0,10.0,6.0,7.0,2.0,19.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,4.0,3.0,5.0,,4.0,4.0,10.0,7.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,6.0,2.0,4.0,,2.0,4.0,,1.0,1.0,,,2.0,,1.0,2.0,,3.0,3.0,6.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,6.0,,4.0,1.0,,,,,6.0,6.0,6.0,1.0,0.3333333333333333,0.5,,,0.6,1.0,0.5,0.3333333333333333,1.0,0.25,0.45454545454545453,1.0,0.5,0.4444444444444444,,,1.0,,1.0,1.0,0.5,,,,1.0,1.0,84.18461538461538,,19.22222222222222,15.2,16.0,15.2,0.1111111111111111,1.0,1.0,,0.2222222222222222,0.5,0.5,0.2222222222222222,0.5,0.5,,,0.4444444444444444,,,0.25,,0.5555555555555556,,0.4709111111111111,,0.5154875,0.1,0.16666666666666666,0.4,0.6,11.48,26.45,0.6666666666666666,3.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,1.0,,1.0,,2.0,,3.0,1.0,0.75,,,,1.0,0.5,,,,,,,,,0.75,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-353-692,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Darrell Armstrong, Andrew DeClercq","McGrady, Garrity, Giricek, Armstrong, DeClercq",1503-1727-1921-353-692,ORL,61.0,1,1.0,4.0,3.0,4.0,3.0,,7.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,2.0,,,1.0,3.0,3.0,,,,1.0,2.0,,1.0,3.0,,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,2.0,,2.0,1.0,,,,,3.0,3.0,4.0,2.0,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,1.0,,,1.0,,,,,1.0,,165.24590163934428,,5.5,13.0,5.5,13.0,0.5,,,,,,,0.5,1.0,1.0,,,,,,0.5,,0.5,,0.52295,,0.52295,0.3333333333333333,0.3333333333333333,,1.0,7.15,,1.0,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-1921-43-431,1610612753,"Tracy McGrady, Pat Garrity, Gordan Giricek, Chris Whitney, Shawn Kemp","McGrady, Garrity, Giricek, Whitney, Kemp",1503-1727-1921-43-431,ORL,121.0,1,2.0,4.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,2.0,4.0,1.0,1.0,,7.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,,7.0,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,5.0,7.0,4.0,,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.7,1.0,0.7,0.7,1.0,0.7,0.2,,,1.0,0.5,1.0,1.0,0.5,,,1.0,,,95.20661157024794,,14.25,16.0,14.0,16.0,0.2,1.0,1.0,,0.2,,,0.4,0.5,0.5,1.0,,0.2,1.0,1.0,0.2,,0.4,1.0,0.41983,0.5566,0.41983,,,0.2857142857142857,1.0,11.125,26.5,1.0,5.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,1.0,0.2,3.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1727-2212-2469-353,1610612753,"Tracy McGrady, Pat Garrity, Steven Hunter, Pat Burke, Darrell Armstrong","McGrady, Garrity, Hunter, Burke, Armstrong",1503-1727-2212-2469-353,ORL,80.0,1,1.0,2.0,1.0,,,,3.0,,,,,,2.0,2.0,,,,,2.0,2.0,,,1.0,5.0,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,5.0,,,,0.5,0.5,,,1.0,,,1.0,,,1.25,,,,,,,,,,,,,,,,54.0,,16.0,48.0,16.0,47.0,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,0.379,,,0.5,0.5,,,15.7,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
