EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,Arc3FGA,NonHeaveArc3FGA,DefThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,AtRimPctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyFG2A,PenaltyShotQualityAvg,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3A,OffThreePtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,OffCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffFTReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,HeaveAttempts,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Blocked3s,BlockedCorner3,Clear Path Fouls,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
1499-1718-1742-2208-952,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, Kedrick Brown, Antoine Walker","Battie, Pierce, Williams, Brown, Walker",1499-1718-1742-2208-952,BOS,511.0,4,9.0,-8.0,12.0,15.0,1.0,1.0,27.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,5.0,11.0,1.0,2.0,12.0,20.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,5.0,5.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,0.6,0.75,0.45454545454545453,1.0,0.4166666666666667,1.0,0.4583333333333333,1.0,0.08333333333333333,0.09090909090909091,0.2,0.5,0.5,0.3333333333333333,0.4166666666666667,0.2857142857142857,0.4,0.7142857142857143,76.08610567514677,19.75,18.266666666666666,19.75,14.666666666666666,0.25,1.0,1.0,0.6666666666666666,0.4166666666666667,0.25,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,1.0,1.0,0.3333333333333333,0.45792499999999997,0.6559,0.08333333333333333,0.09090909090909091,0.16666666666666666,0.08333333333333333,9.918181818181818,22.6,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-2208-962,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, Kedrick Brown, Walter McCarty","Battie, Pierce, Williams, Brown, McCarty",1499-1718-1742-2208-962,BOS,172.0,1,3.0,4.0,5.0,5.0,,2.0,10.0,,1.0,,,2.0,,2.0,,2.0,5.0,1.0,,4.0,,1.0,1.0,2.0,,,,4.0,,1.0,,,,,,2.0,1.0,3.0,2.0,5.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,2.0,,,,,0.4,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,0.2,,1.0,1.0,0.6666666666666666,0.75,0.5,,,83.72093023255813,18.6,15.8,17.4,15.8,0.16666666666666666,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,0.41359166666666664,0.4048,,,0.5,,11.66,24.9,,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-2452-677,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, J.R. Bremer, Eric Williams","Battie, Pierce, Williams, Bremer, Williams",1499-1718-1742-2452-677,BOS,100.0,2,2.0,2.0,3.0,2.0,1.0,1.0,5.0,,,,,1.0,,2.0,,,3.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,2.0,,,1.0,2.0,,1.0,,,,,,,0.25,,,,,,1.0,0.5,1.0,0.5,1.0,,72.0,18.0,23.0,14.333333333333334,23.0,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,0.3126333333333333,0.2683,0.25,0.25,,,13.966666666666667,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,2.0,0.28315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-2452-952,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, J.R. Bremer, Antoine Walker","Battie, Pierce, Williams, Bremer, Walker",1499-1718-1742-2452-952,BOS,119.0,2,2.0,-5.0,2.0,3.0,,,5.0,,2.0,,,,,,,,2.0,,1.0,1.0,6.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,0.16666666666666666,,,,,,1.0,,1.0,,,,60.50420168067227,35.5,16.0,35.5,16.0,1.0,,,,,,,,,,,,1.0,0.53315,,0.3333333333333333,0.3333333333333333,,,2.1,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-3-677,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, Grant Long, Eric Williams","Battie, Pierce, Williams, Long, Williams",1499-1718-1742-3-677,BOS,255.0,3,4.0,-2.0,7.0,6.0,3.0,3.0,13.0,2.0,3.0,2.0,2.0,,1.0,2.0,1.0,3.0,5.0,2.0,1.0,7.0,9.0,2.0,2.0,5.0,1.0,3.0,6.0,,,1.0,3.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,,,,1.0,,,1.0,,1.0,5.0,1.0,,3.0,,1.0,,2.0,3.0,3.0,1.0,1.0,0.6,1.0,0.42857142857142855,1.0,0.4375,0.8333333333333334,0.2857142857142857,0.2,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.75,,0.3333333333333333,73.41176470588235,17.428571428571427,22.166666666666668,14.142857142857142,19.0,0.42857142857142855,0.6666666666666666,1.0,1.0,,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,0.7142857142857143,0.5283642857142857,0.605,,,0.7142857142857143,0.42857142857142855,8.379999999999999,24.55,0.42857142857142855,3.0,,1.0,1.0,,1.0,,0.3333333333333333,,1.0,1.0,,,,,,0.14285714285714285,2.0,0.5014833333333334,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.375,0.5,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-3-960,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, Grant Long, Tony Delk","Battie, Pierce, Williams, Long, Delk",1499-1718-1742-3-960,BOS,66.0,1,1.0,-2.0,1.0,2.0,,,3.0,,,,,,,,1.0,,,1.0,2.0,2.0,4.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,0.25,,1.0,,,,,,,1.0,,,65.45454545454545,36.0,15.0,31.0,15.0,,,,,,,,,,1.0,,,1.0,0.6015,,0.5,1.0,0.5,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-677-952,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, Eric Williams, Antoine Walker","Battie, Pierce, Williams, Williams, Walker",1499-1718-1742-677-952,BOS,5880.0,18,98.0,-10.0,191.0,199.0,58.0,19.0,390.0,18.0,35.0,4.0,8.0,26.0,19.0,50.0,8.0,47.0,111.0,28.0,58.0,185.0,195.0,5.0,14.0,19.0,29.0,55.0,56.0,38.0,8.0,7.0,28.0,38.0,10.0,13.0,86.0,16.0,48.0,78.0,22.0,100.0,13.0,8.0,5.0,25.0,14.0,19.0,44.0,13.0,21.0,59.0,3.0,6.0,69.0,6.0,1.0,24.0,166.0,55.0,58.0,0.5957446808510638,0.6511627906976745,0.42342342342342343,0.35714285714285715,0.4568345323741007,0.38235294117647056,0.5443786982248521,0.475,0.2014388489208633,0.06306306306306306,0.11538461538461539,0.5681818181818182,0.8,0.25,0.7676767676767676,0.25925925925925924,0.125,0.9047619047619048,95.51020408163265,14.968586387434556,15.180904522613066,14.31413612565445,14.28140703517588,0.2517985611510791,0.5142857142857142,0.5806451612903226,0.5555555555555556,0.18705035971223022,0.3597122302158273,0.38,0.38,0.6842105263157895,0.05755395683453238,0.47058823529411764,0.5,0.45323741007194246,0.4768230215827339,0.4920269230769231,0.16352201257861634,0.18604651162790697,0.10270270270270271,0.2972972972972973,9.887387387387387,24.875,0.3036649214659686,66.0,10.0,20.0,20.0,28.0,11.0,2.0,0.11428571428571428,0.717948717948718,0.29411764705882354,0.2903225806451613,0.75,0.7575757575757576,0.5,0.38461538461538464,0.43478260869565216,0.14388489208633093,25.0,0.44160000000000005,5.0,1.0,5.0,3.0,0.7333333333333333,0.6,3.0,3.0,7.0,6.0,7.0,8.0,5.0,10.0,13.0,0.28,0.3939393939393939,0.5612244897959183,0.29411764705882354,0.23076923076923078,,0.09090909090909091,1.0,0.21212121212121213,0.5,4.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,11.0,1.0,3.0,4.0,30.0,3.0,7.0,10.0,6.0,4.0,5.0,1.0,2.0,4.0,7.0,2.0,2.0,1.0,3.0,1.0,3.0,6.0,0.9090909090909091,0.39285714285714285,0.3333333333333333,0.5,0.39285714285714285,1.0,0.16666666666666666,0.05405405405405406,0.5,0.5,0.5,1.0,0.35,0.35,0.8571428571428571,0.058823529411764705,0.11764705882352941,0.5,1.0,0.030303030303030304,1.0,0.42857142857142855,0.35,0.06666666666666667,,,,,,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-677-960,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, Eric Williams, Tony Delk","Battie, Pierce, Williams, Williams, Delk",1499-1718-1742-677-960,BOS,120.0,2,2.0,-5.0,5.0,5.0,2.0,,10.0,,,,,,,,1.0,,,2.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,2.0,1.0,,2.0,,,2.0,,,1.0,2.0,,2.0,,,,,,,0.3333333333333333,,1.0,,,0.5,,,,,,,120.0,14.8,9.2,14.8,9.2,,,,,,,,,,0.5,,,1.0,0.502125,,0.3333333333333333,1.0,,,,24.35,0.4,5.0,,1.0,1.0,,,,,,,,,,,,,0.5,,0.38865,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-677-962,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, Eric Williams, Walter McCarty","Battie, Pierce, Williams, Williams, McCarty",1499-1718-1742-677-962,BOS,872.0,8,15.0,-1.0,28.0,26.0,6.0,6.0,54.0,2.0,4.0,1.0,1.0,7.0,3.0,11.0,2.0,7.0,22.0,5.0,7.0,30.0,31.0,1.0,3.0,6.0,,4.0,8.0,6.0,2.0,4.0,4.0,7.0,1.0,2.0,17.0,6.0,3.0,11.0,7.0,18.0,1.0,,1.0,4.0,1.0,1.0,5.0,1.0,5.0,7.0,,1.0,9.0,1.0,,5.0,24.0,4.0,6.0,0.5714285714285714,0.6666666666666666,0.3181818181818182,0.3333333333333333,0.42592592592592593,0.625,0.4838709677419355,0.6,0.18518518518518517,0.18181818181818182,0.2857142857142857,0.8,0.3333333333333333,0.42857142857142855,0.625,0.4666666666666667,0.4,0.6,89.17431192660551,16.785714285714285,15.461538461538462,15.75,14.423076923076923,0.14814814814814814,0.5,0.6666666666666666,0.5,0.25925925925925924,0.4074074074074074,0.2727272727272727,0.3,0.6666666666666666,0.07407407407407407,0.25,1.0,0.3333333333333333,0.43763269230769236,0.5045666666666667,0.16129032258064516,0.19230769230769232,0.2,0.13333333333333333,12.340909090909092,32.06,0.21428571428571427,13.0,2.0,3.0,2.0,7.0,3.0,2.0,0.25,1.0,1.0,0.2857142857142857,,1.0,1.0,0.2857142857142857,0.4,0.1111111111111111,5.0,0.37726000000000004,2.0,1.0,2.0,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,0.4,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,0.16666666666666666,,2.0,1.0,,,1.0,,,,3.0,1.0,1.0,,9.0,,1.0,3.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,1.0,0.6,1.0,,0.75,1.0,,,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,,,0.5,,1.0,1.0,0.09090909090909091,1.0,1.0,,,,,,,,,,,,1610612738,2003,2002-03,True
1499-1718-1742-952-960,1610612738,"Tony Battie, Paul Pierce, Shammond Williams, Antoine Walker, Tony Delk","Battie, Pierce, Williams, Walker, Delk",1499-1718-1742-952-960,BOS,3598.0,18,60.0,-1.0,111.0,112.0,20.0,12.0,223.0,16.0,32.0,3.0,7.0,12.0,15.0,33.0,5.0,35.0,77.0,21.0,21.0,112.0,113.0,3.0,8.0,15.0,4.0,16.0,48.0,22.0,4.0,2.0,24.0,30.0,12.0,10.0,66.0,10.0,25.0,52.0,13.0,65.0,5.0,4.0,1.0,6.0,3.0,9.0,15.0,1.0,11.0,23.0,,1.0,27.0,3.0,2.0,13.0,97.0,16.0,20.0,0.6857142857142857,0.7272727272727273,0.45454545454545453,0.375,0.4642857142857143,0.4090909090909091,0.5091743119266054,0.5357142857142857,0.21428571428571427,0.025974025974025976,,0.4,0.7352941176470589,0.23809523809523808,0.7384615384615385,0.23214285714285715,0.375,0.7,89.24958310172318,16.16216216216216,16.107142857142858,15.513513513513514,15.410714285714286,0.32653061224489793,0.5,0.5333333333333333,0.75,0.12244897959183673,0.336734693877551,0.45454545454545453,0.45454545454545453,0.6666666666666666,0.05102040816326531,0.6363636363636364,0.42857142857142855,0.5408163265306123,0.4913933673469388,0.55828125,0.12037037037037036,0.14942528735632185,0.13392857142857142,0.14285714285714285,9.894805194805194,24.728571428571428,0.18018018018018017,14.0,4.0,16.0,16.0,23.0,3.0,,0.0625,0.7419354838709677,0.25,0.16666666666666666,0.875,0.75,0.7272727272727273,0.3333333333333333,0.3333333333333333,0.16326530612244897,15.0,0.4991095238095238,4.0,4.0,4.0,4.0,0.6875,1.0,2.0,6.0,4.0,6.0,6.0,6.0,3.0,1.0,1.0,0.4,0.2857142857142857,0.34782608695652173,0.21428571428571427,0.09090909090909091,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.19047619047619047,0.6666666666666666,2.0,2.0,,2.0,5.0,,1.0,,7.0,1.0,3.0,,18.0,3.0,5.0,6.0,4.0,2.0,2.0,,4.0,1.0,3.0,3.0,,,,,,2.0,0.8571428571428571,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,,0.018518518518518517,0.5,0.4,0.4,1.0,0.3125,0.3125,0.8,0.18181818181818182,0.09090909090909091,,,0.09523809523809523,,,0.3125,,1.0,,,0.5,1.0,2.0,,,,,,,,,,,1610612738,2003,2002-03,True
