EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,TsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,LongMidRangePctBlocked,AtRimFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,AtRimFGM,LongMidRangeFGM,FG2M,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShortMidRangeFGM,Defensive 3 Seconds Violations,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,DeadBallTurnovers,Turnovers,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,AtRimAssists,FTOffRebounds,SelfOReb,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,AtRimPctBlocked,OffFTReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,Steals,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,NonShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,LostBallTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGA,PenaltyCorner3FGA,ShortMidRangeAssists,Technical Free Throw Trips,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,2pt And 1 Free Throw Trips,SecondChanceTurnovers,OffShortMidRangeReboundPct,BadPassOutOfBoundsTurnovers,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimPctAssisted,BlockedLongMidRange,ShortMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,DefensiveGoaltends,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3A,PtsUnassisted3s,3SecondViolations,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
1073-1531-1607-2080-383,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Igor Rakocevic, Kendall Gill","Slater, Jackson, Hudson, Rakocevic, Gill",1073-1531-1607-2080-383,MIN,125.0,1,2.0,-1.0,5.0,4.0,3.0,4.0,1.0,9.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,3.0,1.0,3.0,0.08333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,103.67999999999999,9.6,19.25,9.0,19.25,0.3333333333333333,0.6666666666666666,0.3607666666666667,0.35455,0.5,0.5,14.700000000000001,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-1607-324-383,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Anthony Peeler, Kendall Gill","Slater, Jackson, Hudson, Peeler, Gill",1073-1531-1607-324-383,MIN,50.0,1,1.0,-4.0,2.0,2.0,,2.0,1.0,4.0,,1.0,3.0,,,4.0,,1.0,,,1.0,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,1.0,,115.19999999999999,18.0,7.0,16.5,7.0,,0.3333333333333333,0.45589999999999997,,,,6.066666666666666,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-1607-383-393,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Kendall Gill, Rod Strickland","Slater, Jackson, Hudson, Gill, Strickland",1073-1531-1607-383-393,MIN,170.0,1,3.0,-2.0,5.0,6.0,,,,11.0,1.0,1.0,5.0,1.0,5.0,7.0,,,,3.0,,3.0,2.0,1.0,5.0,,0.4166666666666667,,,1.0,,,,93.17647058823529,15.0,15.833333333333334,15.0,15.833333333333334,0.2,0.2,0.5480400000000001,,0.16666666666666666,0.16666666666666666,7.3,,3.0,,,,2.0,,,,,0.6,,0.6,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.5,0.5,0.4,0.4,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-1607-383-708,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Kendall Gill, Kevin Garnett","Slater, Jackson, Hudson, Gill, Garnett",1073-1531-1607-383-708,MIN,119.0,1,2.0,1.0,3.0,3.0,,,,6.0,1.0,2.0,3.0,,6.0,5.0,,,1.0,1.0,,1.0,,,6.0,,1.0,1.0,,1.0,,,1.0,72.60504201680672,15.666666666666666,24.0,15.666666666666666,24.0,0.3333333333333333,0.6666666666666666,0.41696666666666665,,,,13.833333333333334,,,,,,1.0,,,,,,,,,,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-1607-393-708,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Rod Strickland, Kevin Garnett","Slater, Jackson, Hudson, Strickland, Garnett",1073-1531-1607-393-708,MIN,208.0,1,3.0,-6.0,6.0,7.0,,,,13.0,2.0,2.0,4.0,2.0,6.0,12.0,,,1.0,2.0,,2.0,2.0,1.0,6.0,,0.6,1.0,,1.0,,,,90.0,17.666666666666668,14.571428571428571,17.666666666666668,14.571428571428571,0.5,0.5,0.3878,,0.2,0.2,14.3,,,,,,1.0,,,,,,,,,,1.0,2.0,,4.0,,,,,1.0,,,,0.5,0.5,1.0,1.0,,,,0.5,0.5,,1.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-1887-383-393,1610612750,"Reggie Slater, Marc Jackson, Wally Szczerbiak, Kendall Gill, Rod Strickland","Slater, Jackson, Szczerbiak, Gill, Strickland",1073-1531-1887-383-393,MIN,73.0,1,1.0,-5.0,2.0,3.0,,,,5.0,,1.0,2.0,,2.0,7.0,,,,,,,,,2.0,,0.5,,,,,,,98.63013698630138,17.0,13.0,17.0,13.0,,0.5,0.51855,,,,8.8,,1.0,,,,1.0,,,,,0.5,,0.5,,1.0,,1.0,,2.0,,,,,,1.0,,,0.5,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-2080-2254-324,1610612750,"Reggie Slater, Marc Jackson, Igor Rakocevic, Loren Woods, Anthony Peeler","Slater, Jackson, Rakocevic, Woods, Peeler",1073-1531-2080-2254-324,MIN,295.0,1,5.0,-2.0,9.0,10.0,9.0,10.0,2.0,19.0,1.0,4.0,8.0,4.0,8.0,10.0,8.0,2.0,5.0,6.0,3.0,9.0,6.0,3.0,7.0,9.0,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.75,0.2857142857142857,0.5,0.6666666666666666,92.7457627118644,14.444444444444445,16.5,12.444444444444445,15.4,0.1111111111111111,0.4444444444444444,0.46215,0.46215,0.25,0.2727272727272727,8.7625,1.0,3.0,,2.0,2.0,,,,0.25,0.25,0.3333333333333333,,0.4444444444444444,0.3806,1.0,,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,,0.5,0.5,0.25,0.2222222222222222,1.0,1.0,,0.3333333333333333,0.5,,,,1.0,,1.0,1.0,,,,2.0,,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,8.0,0.25,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5,0.6666666666666666,0.2,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.125,1.0,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-2080-324-718,1610612750,"Reggie Slater, Marc Jackson, Igor Rakocevic, Anthony Peeler, Gary Trent","Slater, Jackson, Rakocevic, Peeler, Trent",1073-1531-2080-324-718,MIN,370.0,1,6.0,-2.0,13.0,13.0,7.0,12.0,2.0,26.0,1.0,2.0,7.0,9.0,13.0,15.0,3.0,2.0,2.0,3.0,2.0,5.0,10.0,4.0,11.0,7.0,0.5416666666666666,0.6666666666666666,0.4,0.75,0.4,0.5,0.6666666666666666,101.18918918918918,13.846153846153847,14.615384615384615,13.538461538461538,14.307692307692308,0.14285714285714285,0.2857142857142857,0.4867285714285714,0.5740666666666666,0.36363636363636365,0.36363636363636365,6.185714285714285,0.5384615384615384,4.0,2.0,2.0,,1.0,,,,,0.5714285714285714,1.0,0.5714285714285714,0.5554,2.0,,2.0,,4.0,,,,,1.0,1.0,,,0.2857142857142857,0.2857142857142857,1.0,,1.0,0.5,0.5,,,,,,,,2.0,2.0,,,,,,,,1.0,3.0,,,,,2.0,1.0,,6.0,8.0,,,,,,8.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,,,,,,,,1.0,0.3333333333333333,,0.15384615384615385,0.6153846153846154,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-2080-393-718,1610612750,"Reggie Slater, Marc Jackson, Igor Rakocevic, Rod Strickland, Gary Trent","Slater, Jackson, Rakocevic, Strickland, Trent",1073-1531-2080-393-718,MIN,125.0,1,2.0,5.0,7.0,7.0,7.0,7.0,1.0,14.0,1.0,2.0,5.0,2.0,8.0,3.0,5.0,1.0,,1.0,1.0,2.0,4.0,2.0,8.0,7.0,0.5714285714285714,,0.5,1.0,0.5,0.5,,161.28,10.142857142857142,7.714285714285714,9.714285714285714,7.714285714285714,0.2,0.4,0.53594,0.53594,0.2857142857142857,0.2857142857142857,8.16,1.0,2.0,,,,,,,,,0.4,,0.4,,2.0,,3.0,2.0,4.0,1.0,1.0,,2.0,1.0,,0.3333333333333333,0.3333333333333333,0.6,0.6,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,2.0,2.0,,,,,,3.0,,2.0,8.0,,1.0,,,,8.0,0.6,0.6,,0.5714285714285714,,,,,,0.5,,0.4,1.0,,,1.0,,,,,3.0,1.0,,,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1073-1531-324-383-393,1610612750,"Reggie Slater, Marc Jackson, Anthony Peeler, Kendall Gill, Rod Strickland","Slater, Jackson, Peeler, Gill, Strickland",1073-1531-324-383-393,MIN,470.0,3,8.0,-5.0,12.0,12.0,4.0,,2.0,24.0,1.0,4.0,8.0,4.0,15.0,20.0,3.0,1.0,3.0,3.0,2.0,5.0,6.0,3.0,12.0,4.0,0.5769230769230769,0.75,0.25,0.5,0.4,0.3333333333333333,0.75,73.53191489361703,22.083333333333332,17.083333333333332,20.5,16.083333333333332,0.1,0.4,0.493215,0.492,0.23076923076923078,0.2727272727272727,10.9125,0.3333333333333333,3.0,1.0,1.0,,2.0,,,,,0.3,1.0,0.5,0.5432,2.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,7.0,,1.0,0.5,0.6666666666666666,0.5,0.55,,,,0.6666666666666666,0.6666666666666666,0.25,0.25,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,2.0,,2.0,1.0,3.0,2.0,,2.0,6.0,2.0,1.0,,,,6.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.2,,,,,0.5,0.2,0.3333333333333333,1.0,,0.2,0.4,24.95,1.0,1.0,2.0,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
