EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,BlockedLongMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassOutOfBoundsTurnovers,Travels,HeaveAttempts,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,3SecondViolations,OffCorner3ReboundPct,HeaveMakes,LongMidRangePctBlocked,DefensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1503-1521-1727-1921-2212,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Gordan Giricek, Steven Hunter","McGrady, Vaughn, Garrity, Giricek, Hunter",1503-1521-1727-1921-2212,ORL,2002.0,5,33.0,12.0,68.0,62.0,25.0,12.0,11.0,130.0,12.0,22.0,2.0,5.0,5.0,10.0,3.0,12.0,7.0,17.0,1.0,1.0,1.0,1.0,3.0,11.0,1.0,3.0,1.0,5.0,22.0,51.0,4.0,12.0,14.0,70.0,58.0,3.0,9.0,1.0,3.0,1.0,10.0,10.0,19.0,2.0,6.0,6.0,32.0,24.0,20.0,12.0,2.0,11.0,3.0,5.0,1.0,12.0,4.0,16.0,3.0,1.0,6.0,2.0,4.0,36.0,2.0,11.0,9.0,17.0,2.0,28.0,13.0,41.0,1.0,6.0,2.0,4.0,8.0,5.0,4.0,3.0,12.0,1.0,2.0,8.0,14.0,2.0,1.0,18.0,1.0,1.0,6.0,4.0,3.0,2.0,1.0,3.0,2.0,60.0,32.0,25.0,2.0,0.5454545454545454,0.5714285714285714,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43137254901960786,0.3333333333333333,0.5263157894736842,0.4444444444444444,0.375,0.52,0.4861111111111111,0.38461538461538464,0.5517241379310345,0.19047619047619047,0.08333333333333333,0.09803921568627451,0.18181818181818182,0.08333333333333333,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.85,0.3793103448275862,0.9,0.2857142857142857,0.8666666666666667,0.3611111111111111,0.6,0.1111111111111111,0.4,0.2857142857142857,0.8333333333333334,0.6666666666666666,0.9090909090909091,0.8571428571428571,1.0,0.03225806451612903,93.5064935064935,0.6666666666666666,15.294117647058824,15.516129032258064,13.911764705882353,15.048387096774194,0.3492063492063492,0.5454545454545454,0.6666666666666666,0.5,0.19047619047619047,0.25,0.2727272727272727,0.6666666666666666,0.2698412698412698,0.4117647058823529,0.4117647058823529,0.5714285714285714,0.015873015873015872,1.0,1.0,1.0,0.1746031746031746,0.2727272727272727,0.3,1.0,0.4166666666666667,0.4,0.25,0.3333333333333333,1.0,0.4,0.5,0.04,1.0,0.2,0.2,0.5396825396825397,0.2727272727272727,0.4772746031746032,0.47951499999999997,0.477172,0.08823529411764706,0.10714285714285714,0.14285714285714285,0.45714285714285713,8.737254901960785,25.65833333333333,0.36764705882352944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-1921-2400,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Gordan Giricek, Drew Gooden","McGrady, Vaughn, Garrity, Giricek, Gooden",1503-1521-1727-1921-2400,ORL,1435.0,9,24.0,-7.0,51.0,48.0,15.0,15.0,5.0,99.0,5.0,15.0,1.0,3.0,2.0,4.0,8.0,14.0,4.0,9.0,1.0,2.0,1.0,1.0,4.0,8.0,,1.0,1.0,3.0,17.0,38.0,5.0,10.0,6.0,55.0,62.0,2.0,5.0,1.0,2.0,1.0,8.0,4.0,11.0,2.0,4.0,2.0,16.0,24.0,10.0,12.0,,8.0,4.0,4.0,,12.0,4.0,16.0,3.0,1.0,4.0,6.0,2.0,36.0,1.0,7.0,8.0,10.0,,18.0,8.0,26.0,,3.0,2.0,1.0,7.0,6.0,1.0,1.0,8.0,,3.0,5.0,9.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,47.0,16.0,15.0,1.0,0.7058823529411765,0.7058823529411765,0.8,0.5,0.5,0.5,0.5,0.4473684210526316,0.4,0.36363636363636365,0.5104166666666666,0.5,0.4666666666666667,0.54,0.5,0.5,0.20833333333333334,,0.10526315789473684,0.26666666666666666,,,0.875,,0.625,0.3333333333333333,1.0,0.2,0.75,0.3076923076923077,0.2,0.16666666666666666,0.8,0.25,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,,99.34494773519164,0.5,14.862745098039216,14.104166666666666,14.196078431372548,13.291666666666666,0.3125,0.3333333333333333,0.45454545454545453,0.8,0.2916666666666667,0.5714285714285714,0.5714285714285714,0.75,0.1875,0.4444444444444444,0.4444444444444444,0.5,0.041666666666666664,0.5,0.5,1.0,0.16666666666666666,0.5,0.5,0.75,0.42857142857142855,0.3333333333333333,0.14285714285714285,,,0.26666666666666666,0.5,0.06666666666666667,1.0,0.2,0.3333333333333333,0.5208333333333334,0.5,0.493309375,0.5894666666666667,0.48638333333333333,0.04081632653061224,0.05128205128205128,0.14545454545454545,0.2909090909090909,7.347368421052631,24.830000000000002,0.29411764705882354,1.0,1.0,3.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-1921-2469,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Gordan Giricek, Pat Burke","McGrady, Vaughn, Garrity, Giricek, Burke",1503-1521-1727-1921-2469,ORL,64.0,1,1.0,-2.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,2.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,67.5,,23.0,20.5,23.0,20.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.362,,0.362,,,,,16.4,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-1921-353,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Gordan Giricek, Darrell Armstrong","McGrady, Vaughn, Garrity, Giricek, Armstrong",1503-1521-1727-1921-353,ORL,231.0,7,4.0,,9.0,16.0,5.0,11.0,2.0,25.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,3.0,,,,1.0,3.0,5.0,2.0,5.0,2.0,14.0,14.0,,1.0,,,,,2.0,2.0,1.0,2.0,2.0,9.0,2.0,4.0,6.0,,2.0,,,,1.0,2.0,3.0,,2.0,1.0,,,8.0,1.0,1.0,4.0,,1.0,5.0,2.0,7.0,,,,,,,,,,,,,4.0,,,2.0,,,,1.0,,,,,,14.0,9.0,5.0,4.0,0.3333333333333333,0.3333333333333333,1.0,0.4,,0.5,0.5,0.6,,1.0,0.6,,0.875,0.6363636363636364,,0.9,0.5,,,,,,,1.0,,0.5,1.0,0.5,0.8,0.5,,,1.0,0.5,,,,1.0,1.0,,155.84415584415584,,9.0,9.375,8.777777777777779,9.3125,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,1.0,1.0,,0.1,,,,0.2,1.0,1.0,1.0,0.3,,,,1.0,,,,,0.25,1.0,0.25,1.0,0.25,,0.8,,0.46020555555555553,0.3951,0.4453,,,,0.6428571428571429,4.0600000000000005,30.82,0.5555555555555556,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-1921-43,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Gordan Giricek, Chris Whitney","McGrady, Vaughn, Garrity, Giricek, Whitney",1503-1521-1727-1921-43,ORL,35.0,1,1.0,2.0,2.0,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,1.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,123.42857142857142,,12.5,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-1921-431,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Gordan Giricek, Shawn Kemp","McGrady, Vaughn, Garrity, Giricek, Kemp",1503-1521-1727-1921-431,ORL,6028.0,16,100.0,17.0,202.0,200.0,48.0,18.0,25.0,402.0,38.0,49.0,8.0,12.0,12.0,14.0,11.0,31.0,27.0,64.0,3.0,8.0,1.0,1.0,10.0,24.0,2.0,3.0,1.0,2.0,76.0,144.0,13.0,32.0,39.0,230.0,213.0,11.0,22.0,2.0,3.0,3.0,31.0,19.0,26.0,2.0,3.0,13.0,57.0,108.0,44.0,30.0,6.0,23.0,10.0,5.0,,54.0,10.0,64.0,7.0,3.0,24.0,8.0,22.0,138.0,9.0,20.0,23.0,46.0,8.0,77.0,29.0,106.0,3.0,18.0,12.0,6.0,20.0,11.0,12.0,9.0,32.0,1.0,14.0,21.0,34.0,2.0,2.0,50.0,2.0,2.0,20.0,5.0,5.0,3.0,1.0,7.0,6.0,199.0,57.0,48.0,2.0,0.7105263157894737,0.7397260273972602,0.7692307692307693,0.40625,0.6666666666666666,0.6666666666666666,0.41935483870967744,0.5277777777777778,0.5,0.7307692307692307,0.5426136363636364,0.56,0.7586206896551724,0.5728643216080402,0.5961538461538461,0.8,0.18181818181818182,,0.034722222222222224,0.061224489795918366,0.06451612903225806,,0.625,1.0,0.7796610169491526,0.29411764705882354,0.7931034482758621,0.5,0.7840909090909091,0.3372093023255814,0.6363636363636364,0.25,0.21621621621621623,0.6923076923076923,0.6666666666666666,0.8,0.8484848484848485,0.85,0.6666666666666666,0.037037037037037035,96.03185136031851,0.8571428571428571,15.896039603960396,14.085,14.96039603960396,13.77,0.2784090909090909,0.7755102040816326,0.8260869565217391,0.631578947368421,0.17613636363636365,0.3548387096774194,0.3793103448275862,0.7272727272727273,0.36363636363636365,0.421875,0.421875,0.8148148148148148,0.045454545454545456,0.375,0.375,1.0,0.13636363636363635,0.4166666666666667,0.4166666666666667,0.7,0.48,0.6666666666666666,0.12,0.6666666666666666,1.0,0.4827586206896552,0.8571428571428571,0.034482758620689655,1.0,0.06896551724137931,0.5,0.4602272727272727,0.43478260869565216,0.4885771428571429,0.4937095238095238,0.5151172413793104,0.10309278350515463,0.12345679012345678,0.13478260869565217,0.24782608695652175,10.211111111111112,26.16875,0.2376237623762376,,,9.0,1.0,0.5,,,,3.0,5.0,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-1921-692,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Gordan Giricek, Andrew DeClercq","McGrady, Vaughn, Garrity, Giricek, DeClercq",1503-1521-1727-1921-692,ORL,2361.0,12,39.0,-34.0,76.0,77.0,49.0,27.0,14.0,153.0,10.0,14.0,3.0,4.0,6.0,10.0,6.0,12.0,11.0,22.0,3.0,10.0,1.0,5.0,2.0,10.0,,,1.0,5.0,27.0,48.0,5.0,20.0,8.0,77.0,111.0,5.0,9.0,1.0,2.0,2.0,15.0,21.0,35.0,2.0,10.0,4.0,52.0,26.0,28.0,12.0,4.0,10.0,2.0,,,13.0,4.0,17.0,2.0,2.0,3.0,3.0,7.0,38.0,4.0,10.0,8.0,10.0,3.0,21.0,14.0,35.0,4.0,6.0,5.0,1.0,12.0,6.0,7.0,6.0,19.0,4.0,15.0,10.0,16.0,2.0,2.0,14.0,2.0,,5.0,3.0,5.0,5.0,,5.0,2.0,62.0,52.0,49.0,3.0,0.48148148148148145,0.52,0.8,0.25,0.5,0.2,0.25,0.5625,0.5555555555555556,0.6,0.5073529411764706,0.5909090909090909,0.5333333333333333,0.5202702702702703,0.625,0.5416666666666666,0.29411764705882354,,,,,,0.631578947368421,1.0,0.5882352941176471,0.47619047619047616,0.8,0.26666666666666666,0.6666666666666666,0.3888888888888889,0.5,0.16666666666666666,0.6363636363636364,0.25,0.5,1.0,0.6666666666666666,0.875,0.5,0.1111111111111111,93.3163913595934,0.4,17.789473684210527,13.103896103896103,16.31578947368421,12.493506493506494,0.20588235294117646,0.7142857142857143,0.7142857142857143,0.3,0.17647058823529413,0.5,0.5,0.5,0.3235294117647059,0.5,0.5,0.6363636363636364,0.14705882352941177,0.3,0.3,0.6666666666666666,0.14705882352941177,0.2,0.2,1.0,0.36363636363636365,0.75,,,,0.2222222222222222,0.6,0.1111111111111111,0.2,0.1111111111111111,0.2,0.5,0.2,0.48017794117647056,0.46818571428571426,0.47611333333333333,0.07042253521126761,0.09803921568627451,0.19480519480519481,0.6753246753246753,10.710416666666667,24.195,0.6447368421052632,1.0,2.0,3.0,,,0.18181818181818182,0.5,,4.0,,,,,1.0,,,,0.2857142857142857,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-2034-2212,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Mike Miller, Steven Hunter","McGrady, Vaughn, Garrity, Miller, Hunter",1503-1521-1727-2034-2212,ORL,668.0,4,11.0,3.0,19.0,21.0,11.0,12.0,3.0,40.0,4.0,7.0,,1.0,2.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,8.0,16.0,1.0,2.0,7.0,26.0,23.0,,1.0,,,3.0,3.0,4.0,10.0,1.0,2.0,4.0,15.0,12.0,4.0,3.0,,1.0,,2.0,,6.0,1.0,7.0,,1.0,4.0,1.0,1.0,15.0,,3.0,4.0,5.0,1.0,10.0,3.0,13.0,1.0,,,,1.0,1.0,,,1.0,,,3.0,5.0,,,9.0,1.0,,4.0,1.0,1.0,1.0,,1.0,,23.0,15.0,11.0,2.0,0.75,0.75,1.0,0.5,,0.5,0.5,0.5,,0.4,0.5277777777777778,,0.4583333333333333,0.5909090909090909,0.5,0.5357142857142857,0.1111111111111111,,0.125,0.14285714285714285,0.25,,1.0,1.0,0.5555555555555556,0.375,1.0,,0.6923076923076923,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,0.4,1.0,0.6666666666666666,1.0,,0.14285714285714285,86.22754491017965,,18.31578947368421,15.238095238095237,17.263157894736842,14.523809523809524,0.3888888888888889,0.5714285714285714,0.6666666666666666,1.0,0.2222222222222222,0.25,0.3333333333333333,1.0,0.2777777777777778,0.6,0.6,0.3333333333333333,0.05555555555555555,1.0,1.0,1.0,0.05555555555555555,,,,1.0,,,,,0.3333333333333333,0.5,0.08333333333333333,1.0,0.08333333333333333,,0.5,,0.5004416666666667,0.5839,0.5000375,0.19047619047619047,0.21052631578947367,0.11538461538461539,0.5769230769230769,7.5875,24.35,0.5789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-2034-2219,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Mike Miller, Jeryl Sasser","McGrady, Vaughn, Garrity, Miller, Sasser",1503-1521-1727-2034-2219,ORL,96.0,3,2.0,2.0,5.0,3.0,4.0,3.0,,8.0,,,,,,,,,,1.0,,,,,,2.0,,,,2.0,,1.0,,2.0,4.0,4.0,2.0,,,,,,,,1.0,,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,1.0,,1.0,,1.0,,2.0,1.0,,4.0,,,2.0,,,,,,,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,0.4,,0.25,0.6666666666666666,,,,,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,120.0,,10.4,14.666666666666666,10.4,14.666666666666666,,,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,,,,,,,,,,,,0.6666666666666666,,0.6666666666666666,,0.336725,,0.336725,0.4,0.6666666666666666,,0.5,16.8,36.85,0.8,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
1503-1521-1727-2034-2415,1610612753,"Tracy McGrady, Jacque Vaughn, Pat Garrity, Mike Miller, Ryan Humphrey","McGrady, Vaughn, Garrity, Miller, Humphrey",1503-1521-1727-2034-2415,ORL,398.0,4,7.0,3.0,10.0,10.0,8.0,4.0,1.0,20.0,2.0,2.0,,,2.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,1.0,1.0,1.0,10.0,7.0,,,1.0,1.0,,3.0,3.0,4.0,1.0,1.0,1.0,10.0,6.0,,3.0,,,,,,3.0,1.0,4.0,,1.0,2.0,,1.0,9.0,,1.0,1.0,2.0,,3.0,2.0,5.0,,4.0,2.0,2.0,1.0,,1.0,1.0,2.0,,2.0,,4.0,,,4.0,,,2.0,,,,,,,7.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,0.75,0.6428571428571429,1.5,0.9,0.5555555555555556,1.5,0.8333333333333334,0.14285714285714285,,,,,,0.5,,0.4,0.3333333333333333,0.3333333333333333,,0.375,0.3333333333333333,,,0.5,,0.25,,1.0,0.3333333333333333,,,72.36180904522612,,17.0,22.8,16.3,19.3,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,0.4,1.0,0.2,1.0,,,0.42857142857142855,,0.5029571428571429,0.5877,0.5501,0.2222222222222222,0.25,0.3,1.0,9.383333333333333,22.3,0.8,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,1610612753,2003,2002-03,True
