EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,Fg2aBlocked,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimAssists,AtRimPctAssisted,DefLongMidRangeReboundPct,Corner3FGM,Corner3FGA,Corner3Assists,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffAtRimReboundPct,SelfOReb,SelfORebPct,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,OffFTReboundPct,DefCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls,OffCorner3ReboundPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,BlockedArc3,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1425-1533-2030-2210-446,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Richard Jefferson, Lucious Harris","Williams, Johnson, Martin, Jefferson, Harris",1425-1533-2030-2210-446,NJN,398.0,3,7.0,9.0,11.0,11,4.0,6.0,2.0,22,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,5.0,9.0,2.0,2.0,4.0,20.0,11.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,8.0,4.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,8.0,4.0,0.4,0.6666666666666666,0.5,1.0,1.0,0.5555555555555556,1.0,0.5,0.7272727272727273,1.0,0.5,0.7142857142857143,0.8333333333333334,0.5714285714285714,0.18181818181818182,1.0,0.5,0.75,1.0,0.6,0.75,1.0,0.6666666666666666,0.5,0.5,1.0,79.59798994974874,1.0,16.90909090909091,19.272727272727273,16.90909090909091,18.727272727272727,0.18181818181818182,1.0,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.36363636363636365,0.25,0.25,1.0,0.18181818181818182,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.36363636363636365,1.0,0.4657409090909091,0.6526,0.442225,0.15384615384615385,0.18181818181818182,0.25,0.4,11.477777777777778,24.5,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2030-2210-467,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Richard Jefferson, Jason Kidd","Williams, Johnson, Martin, Jefferson, Kidd",1425-1533-2030-2210-467,NJN,248.0,2,4.0,-4.0,8.0,8,7.0,6.0,2.0,16,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,3.0,1.0,4.0,1.0,6.0,1.0,4.0,,5.0,9.0,1.0,3.0,,2.0,1.0,6.0,,5.0,,2.0,3.0,,2.0,4.0,1.0,,1.0,1.0,1.0,,,3.0,1.0,,3.0,1.0,4.0,4.0,8.0,,,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,3.0,5.0,7.0,,,1.0,0.25,0.25,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.25,0.4,1.0,1.0,0.25,,0.75,0.5714285714285714,1.0,,1.0,1.0,,92.9032258064516,1.0,16.125,14.875,12.5,14.25,0.2,0.5,1.0,0.1,,,,0.3,,,,0.4,0.25,0.25,1.0,0.25,1.0,0.2,0.5,0.6,0.25,0.46673,0.447975,0.46673,,,0.4,1.0,10.85,24.95,0.875,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,0.5,1.0,1.0,1.0,0.25,0.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2030-2210-954,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Richard Jefferson, Kerry Kittles","Williams, Johnson, Martin, Jefferson, Kittles",1425-1533-2030-2210-954,NJN,69.0,1,1.0,,2.0,1,,1.0,,3,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,62.60869565217392,,23.5,22.0,23.5,20.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.5397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2030-446-467,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Lucious Harris, Jason Kidd","Williams, Johnson, Martin, Harris, Kidd",1425-1533-2030-446-467,NJN,58.0,1,1.0,-2.0,1.0,2,,2.0,,3,,,,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,74.48275862068965,,8.0,25.0,8.0,14.5,,,,,,,,1.0,,,,,,,,,,,,,,0.4461,,,,,,,21.2,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2030-446-915,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Lucious Harris, Rodney Rogers","Williams, Johnson, Martin, Harris, Rogers",1425-1533-2030-446-915,NJN,1966.0,10,33.0,-6.0,54.0,53,2.0,2.0,4.0,107,4.0,6.0,,1.0,,,5.0,9.0,7.0,20.0,4.0,6.0,16.0,35.0,6.0,9.0,5.0,55.0,61.0,1.0,3.0,,2.0,1.0,2.0,,2.0,18.0,14.0,18.0,,,6.0,4.0,9.0,6.0,15.0,4.0,,7.0,36.0,3.0,1.0,14.0,2.0,17.0,3.0,20.0,4.0,3.0,6.0,2.0,10.0,9.0,22.0,7.0,4.0,,,,,,53.0,2.0,2.0,0.5625,0.5625,1.0,0.6666666666666666,0.6666666666666666,0.45714285714285713,0.3333333333333333,0.5,0.5681818181818182,0.3333333333333333,0.5,0.5851063829787234,0.3333333333333333,0.5,0.20454545454545456,1.0,0.7368421052631579,0.15789473684210525,0.3333333333333333,0.6818181818181818,0.13636363636363635,,0.23076923076923078,0.6666666666666666,0.625,0.3333333333333333,78.37232960325534,,17.203703703703702,19.566037735849058,16.796296296296298,19.056603773584907,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.20454545454545456,0.5555555555555556,0.625,,0.45454545454545453,0.35,0.35,1.0,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,,0.3409090909090909,0.6666666666666666,0.45224204545454544,0.46976666666666667,0.385,0.0851063829787234,0.10526315789473684,0.03636363636363636,0.03636363636363636,12.897142857142857,23.966666666666665,0.037037037037037035,,,,,,,1.0,,4.0,2.0,,,,0.02857142857142857,,0.4,,,,,,2.0,0.5,0.875,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.1111111111111111,0.06818181818181818,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2030-446-954,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Lucious Harris, Kerry Kittles","Williams, Johnson, Martin, Harris, Kittles",1425-1533-2030-446-954,NJN,98.0,1,2.0,,3.0,2,,,,5,,,,,,,1.0,2.0,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,,0.5,,,0.5,,,0.5,,,,,1.0,,,1.0,,,,,,,73.46938775510205,,15.0,26.5,15.0,26.5,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,0.3976,,,,,,,7.15,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2030-915-954,1610612751,"Aaron Williams, Anthony Johnson, Kenyon Martin, Rodney Rogers, Kerry Kittles","Williams, Johnson, Martin, Rogers, Kittles",1425-1533-2030-915-954,NJN,312.0,3,5.0,-11.0,8.0,10,,5.0,1.0,18,2.0,4.0,1.0,1.0,,,,1.0,1.0,2.0,,,3.0,7.0,,,,6.0,17.0,1.0,1.0,,2.0,,,,,4.0,2.0,,,2.0,,,2.0,,2.0,,,1.0,4.0,1.0,,1.0,,1.0,1.0,2.0,,,,,2.0,1.0,3.0,,,,,,,,4.0,,,0.6666666666666666,1.0,,,,0.42857142857142855,1.0,,0.42857142857142855,1.0,,0.42857142857142855,1.0,,,,1.0,0.25,,1.0,0.25,,,,1.0,,83.07692307692308,,22.5,13.2,22.375,13.2,0.5714285714285714,0.5,0.6666666666666666,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,1.0,,,,,1.0,1.0,,,0.5714285714285714,,0.4704285714285715,0.5482,,,,0.3333333333333333,,5.685714285714285,,,,,,,,,1.0,,2.0,1.0,,1.0,,0.14285714285714285,0.25,1.0,,,,,,1.0,0.5,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2210-2243-2447,1610612751,"Aaron Williams, Anthony Johnson, Richard Jefferson, Brian Scalabrine, Tamar Slay","Williams, Johnson, Jefferson, Scalabrine, Slay",1425-1533-2210-2243-2447,NJN,35.0,1,1.0,,1.0,1,1.0,1.0,,2,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,82.28571428571428,,8.0,27.0,8.0,27.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,0.4608,,0.4608,,,,,,24.5,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2210-446-467,1610612751,"Aaron Williams, Anthony Johnson, Richard Jefferson, Lucious Harris, Jason Kidd","Williams, Johnson, Jefferson, Harris, Kidd",1425-1533-2210-446-467,NJN,29.0,1,,,1.0,1,,1.0,1.0,2,,1.0,,1.0,,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,1.0,,,,99.3103448275862,,26.0,3.0,15.0,3.0,0.5,,,,,,,0.5,,,,,,,,1.0,,,,0.5,,0.4935,0.5933,,,,,,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
1425-1533-2210-446-915,1610612751,"Aaron Williams, Anthony Johnson, Richard Jefferson, Lucious Harris, Rodney Rogers","Williams, Johnson, Jefferson, Harris, Rogers",1425-1533-2210-446-915,NJN,1574.0,11,26.0,18.0,43.0,47,2.0,6.0,8.0,90,7.0,10.0,2.0,3.0,,,2.0,9.0,8.0,13.0,4.0,6.0,17.0,32.0,5.0,7.0,11.0,60.0,42.0,4.0,5.0,6.0,14.0,2.0,2.0,,4.0,22.0,12.0,12.0,3.0,6.0,6.0,4.0,11.0,4.0,15.0,3.0,,7.0,34.0,7.0,7.0,14.0,1.0,22.0,9.0,31.0,4.0,3.0,2.0,,5.0,8.0,16.0,15.0,7.0,,2.0,2.0,2.0,2.0,46.0,4.0,2.0,0.6470588235294118,0.7857142857142857,0.8,0.7142857142857143,0.7142857142857143,0.53125,0.8,1.0,0.6282051282051282,0.8,1.0,0.6521739130434783,0.875,1.0,0.1794871794871795,0.5,0.6666666666666666,0.4666666666666667,1.0,0.75,0.4117647058823529,0.5714285714285714,0.4,0.7142857142857143,0.5,1.0,82.33799237611181,1.0,16.511627906976745,18.382978723404257,15.813953488372093,17.893617021276597,0.2564102564102564,0.7,0.7,0.23076923076923078,0.2222222222222222,0.25,,0.3333333333333333,0.6153846153846154,0.6153846153846154,0.875,0.15384615384615385,0.6666666666666666,0.6666666666666666,0.75,0.6,0.6666666666666666,,,0.4358974358974359,0.6666666666666666,0.45423846153846154,0.4707,0.34235,0.17391304347826086,0.1794871794871795,0.23333333333333334,0.06666666666666667,9.746875,25.014285714285712,0.046511627906976744,,,,,,,1.0,,3.0,2.0,,,,0.03125,,0.6,,,,,,4.0,0.5714285714285714,0.75,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1111111111111111,0.02564102564102564,1.0,1.0,1.0,0.3333333333333333,1.0,0.0625,2.0,1.0,1.0,2.0,0.5,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2003,2002-03,False
