EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,Fouls,NonShootingPenaltyNonTakeFouls,Pace,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Technical Free Throw Trips,Blocked3s,BlockedCorner3,OffLongMidRangeReboundPct,Travels,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeAssists,LongMidRangePctAssisted,ShortMidRangePctBlocked,DefensiveGoaltends,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGA,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,team_id,year,season,team_vs
1531-1607-1887-324-383,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Anthony Peeler, Kendall Gill","Jackson, Hudson, Szczerbiak, Peeler, Gill",1531-1607-1887-324-383,MIN,2.0,1,-2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,720.0,1.0,0.2593,0.2593,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-1887-324-708,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Anthony Peeler, Kevin Garnett","Jackson, Hudson, Szczerbiak, Peeler, Garnett",1531-1607-1887-324-708,MIN,1527.0,5,-9.0,53.0,33.0,103.0,9.0,28.0,64.0,19.0,19.0,8.0,97.13163064833006,0.1956521739130435,0.5058445652173913,0.5019957142857142,6.103571428571429,25.0,50.0,40.0,7.0,12.0,14.0,4.0,4.0,7.0,8.0,2.0,2.0,5.0,2.0,6.0,1.0,2.0,6.0,4.0,12.0,4.0,10.0,16.0,6.0,18.0,5.0,55.0,4.0,5.0,1.0,8.0,10.0,6.0,16.0,4.0,42.0,18.0,14.0,15.0,3.0,6.0,12.0,4.0,1.0,9.0,5.0,14.0,3.0,2.0,7.0,2.0,33.0,2.0,3.0,5.0,5.0,1.0,11.0,5.0,16.0,1.0,10.0,6.0,4.0,2.0,1.0,4.0,1.0,6.0,4.0,5.0,1.0,1.0,8.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,47.0,42.0,40.0,0.5625,0.6923076923076923,0.8333333333333334,0.3333333333333333,0.375,0.3333333333333333,0.5714285714285714,0.8,0.5263157894736842,0.5434782608695652,0.6666666666666666,0.5428571428571428,0.5729166666666666,0.6666666666666666,0.5675675675675675,0.391304347826087,0.03571428571428571,0.07142857142857142,0.3333333333333333,1.0,0.45454545454545453,0.25,0.5,0.16666666666666666,0.47619047619047616,0.20833333333333334,0.5,0.2857142857142857,0.25,0.5,0.6,0.42857142857142855,0.6666666666666666,0.043478260869565216,13.86,15.735849056603774,13.32,14.50943396226415,0.30434782608695654,0.8571428571428571,0.9230769230769231,0.5833333333333334,0.2222222222222222,0.2222222222222222,1.0,0.10869565217391304,0.4,0.4,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,1.0,0.25,0.16666666666666666,0.22857142857142856,0.875,0.17142857142857143,0.3333333333333333,0.2857142857142857,0.4,0.6956521739130435,0.3333333333333333,0.52051,0.08695652173913043,0.10714285714285714,0.05555555555555555,0.14545454545454545,0.7636363636363637,24.666666666666668,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-1887-324-718,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Anthony Peeler, Gary Trent","Jackson, Hudson, Szczerbiak, Peeler, Trent",1531-1607-1887-324-718,MIN,286.0,1,-2.0,10.0,6.0,21.0,3.0,5.0,11.0,1.0,6.0,3.0,105.73426573426573,0.375,0.4321,0.314175,7.459999999999999,5.0,11.0,3.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,3.0,,1.0,1.0,,3.0,7.0,9.0,,,,4.0,,,1.0,2.0,2.0,2.0,,,,,3.0,,,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,9.0,,,2.0,,2.0,1.0,,1.0,2.0,,5.0,2.0,3.0,1.0,1.0,,,,,0.2,,,0.125,,,0.3333333333333333,0.75,0.25,0.375,,,1.0,1.0,0.3333333333333333,0.25,,0.3333333333333333,0.2,0.2857142857142857,,,0.3333333333333333,0.5,,,,,10.636363636363637,16.9,10.636363636363637,13.9,0.125,1.0,1.0,1.0,,,,0.125,,,,,,,0.375,,,,,,,,,,,,0.5,,0.5,,,0.2,0.2857142857142857,,0.4444444444444444,0.2222222222222222,24.866666666666664,0.2727272727272727,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-1887-383-693,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Kendall Gill, Joe Smith","Jackson, Hudson, Szczerbiak, Gill, Smith",1531-1607-1887-383-693,MIN,124.0,1,2.0,4.0,,8.0,1.0,2.0,,,,,92.9032258064516,0.25,0.4845,,2.85,2.0,4.0,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,2.0,,2.0,,,,,,,,,,2.0,,,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,0.5,,,0.25,,,0.25,,,0.5,,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,15.5,15.5,15.5,15.5,0.25,1.0,1.0,1.0,,,,,,,0.25,,,,0.25,,,,,,,,,,,,,,0.75,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-1887-383-708,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Kendall Gill, Kevin Garnett","Jackson, Hudson, Szczerbiak, Gill, Garnett",1531-1607-1887-383-708,MIN,1294.0,5,-2.0,42.0,19.0,87.0,6.0,24.0,47.0,11.0,9.0,1.0,96.8160741885626,0.16666666666666666,0.4897671428571429,0.5063107142857143,8.174999999999999,22.0,45.0,16.0,5.0,7.0,10.0,2.0,3.0,4.0,6.0,3.0,1.0,8.0,1.0,1.0,,1.0,1.0,3.0,11.0,,3.0,11.0,4.0,12.0,11.0,45.0,2.0,3.0,,6.0,5.0,1.0,4.0,5.0,18.0,14.0,8.0,9.0,3.0,2.0,11.0,3.0,1.0,7.0,3.0,10.0,2.0,1.0,5.0,2.0,23.0,2.0,3.0,,15.0,,15.0,5.0,20.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,,7.0,1.0,3.0,2.0,1.0,16.0,1.0,1.0,6.0,1.0,2.0,3.0,3.0,,3.0,,39.0,18.0,16.0,0.6363636363636364,0.7,0.75,0.3333333333333333,0.25,0.3333333333333333,0.4583333333333333,0.6666666666666666,0.45454545454545453,0.4722222222222222,0.6666666666666666,0.43333333333333335,0.5232558139534884,0.6,0.47368421052631576,0.3333333333333333,0.041666666666666664,0.1,0.5714285714285714,,0.7894736842105263,0.23076923076923078,,0.2857142857142857,0.7894736842105263,0.25,,0.3333333333333333,0.2857142857142857,0.8333333333333334,0.625,,,0.05263157894736842,14.28888888888889,15.5,13.822222222222223,14.952380952380953,0.2777777777777778,0.7,0.7777777777777778,0.7142857142857143,0.5,0.5,0.6666666666666666,0.2222222222222222,0.125,0.125,0.027777777777777776,1.0,1.0,1.0,0.3055555555555556,0.2727272727272727,0.2727272727272727,0.6666666666666666,1.0,0.6666666666666666,0.5,,0.4,0.6666666666666666,0.06666666666666667,1.0,0.2,,0.6111111111111112,0.2727272727272727,0.5645,0.17073170731707318,0.20689655172413793,0.08333333333333333,0.13333333333333333,0.4,26.491666666666664,0.35555555555555557,2.0,,,,0.2857142857142857,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-1887-383-718,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Kendall Gill, Gary Trent","Jackson, Hudson, Szczerbiak, Gill, Trent",1531-1607-1887-383-718,MIN,138.0,1,4.0,5.0,,10.0,1.0,4.0,4.0,,2.0,,104.34782608695653,0.2,0.57167,,6.675,2.0,5.0,,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,4.0,,1.0,,8.0,1.0,1.0,,2.0,,,,,,8.0,,,,,1.0,,,4.0,,4.0,,,2.0,1.0,8.0,,,,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,6.0,,,1.0,1.0,,,,,1.0,1.0,,0.8,1.0,,0.8,1.0,,0.2,,,,,1.0,,,,1.0,,,,,1.0,,,,,9.6,18.0,8.0,18.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,,,,,0.2,,,,,,,,,,,,,,0.6,,0.4006,,,,0.25,,26.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-1887-693-708,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Joe Smith, Kevin Garnett","Jackson, Hudson, Szczerbiak, Smith, Garnett",1531-1607-1887-693-708,MIN,59.0,1,2.0,2.0,,4.0,,2.0,2.0,,1.0,,97.6271186440678,,0.4937,,7.5,1.0,2.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,4.0,,,,,,,,2.0,,2.0,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,19.5,10.0,19.5,0.5,1.0,1.0,1.0,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-2366-383-718,1610612750,"Marc Jackson, Troy Hudson, Mike Wilks, Kendall Gill, Gary Trent","Jackson, Hudson, Wilks, Gill, Trent",1531-1607-2366-383-718,MIN,59.0,1,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,,97.6271186440678,1.0,0.3637,0.3637,10.2,1.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,2.0,,,,,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,18.0,11.5,18.0,11.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-324-383-708,1610612750,"Marc Jackson, Troy Hudson, Anthony Peeler, Kendall Gill, Kevin Garnett","Jackson, Hudson, Peeler, Gill, Garnett",1531-1607-324-383-708,MIN,200.0,3,2.0,6.0,,12.0,3.0,4.0,6.0,3.0,2.0,,86.39999999999999,0.6,0.45556,0.4644,6.6,3.0,6.0,5.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,1.0,,1.0,3.0,,1.0,2.0,8.0,,,,,3.0,,1.0,2.0,8.0,4.0,2.0,,,,1.0,,1.0,2.0,,2.0,,,1.0,1.0,4.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,1.0,,1.0,,1.0,,1.0,2.0,,,1.0,,,,,,,,8.0,8.0,5.0,0.6666666666666666,0.6666666666666666,,,,,0.75,,1.0,0.6,,0.75,0.6666666666666666,,0.8,0.2,0.25,,,,0.5,1.0,1.0,,0.6666666666666666,0.5,,1.0,,,0.5,,1.0,,16.5,16.833333333333332,16.5,14.833333333333334,0.2,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,,,,,,,,0.2,,,,,,,,0.25,1.0,,,0.25,,0.4,,,0.16666666666666666,0.2,,,1.0,24.8,0.8333333333333334,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1531-1607-324-383-718,1610612750,"Marc Jackson, Troy Hudson, Anthony Peeler, Kendall Gill, Gary Trent","Jackson, Hudson, Peeler, Gill, Trent",1531-1607-324-383-718,MIN,14.0,1,,,,,1.0,2.0,,,,,,0.5,0.37485,,14.35,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.37485,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
