EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,LongMidRangeAssists,PenaltyTurnovers,Offensive Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,AtRimAssists,DefThreePtRebounds,2pt And 1 Free Throw Trips,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,FTDefRebounds,Steals,LostBallSteals,NonShootingFoulsDrawn,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,OffThreePtRebounds,SelfOReb,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,Technical Free Throw Trips,DefensiveGoaltends,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,OffAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,OffensiveGoaltends,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,SecondChanceArc3FGM,PtsUnassisted3s,BlockedLongMidRange,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1890-2054-2061-2207-950,1610612756,"Shawn Marion, Jake Tsakalidis, Dan Langhi, Joe Johnson, Stephon Marbury","Marion, Tsakalidis, Langhi, Johnson, Marbury",1890-2054-2061-2207-950,PHX,286.0,2,5.0,-7.0,6.0,9.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.3333333333333333,0.375,0.3333333333333333,0.25,0.75,1.0,0.75,0.5,1.0,1.0,0.5,1.0,75.52447552447552,1.0,23.166666666666668,16.333333333333332,19.666666666666668,16.333333333333332,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.45964999999999995,0.25,0.3333333333333333,16.6,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2061-358-950,1610612756,"Shawn Marion, Jake Tsakalidis, Dan Langhi, Anfernee Hardaway, Stephon Marbury","Marion, Tsakalidis, Langhi, Hardaway, Marbury",1890-2054-2061-358-950,PHX,182.0,2,3.0,-1.0,5.0,6.0,3.0,2.0,11.0,,1.0,2.0,,2.0,4.0,,1.0,5.0,6.0,2.0,,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,4.0,,1.0,2.0,,,2.0,,1.0,4.0,2.0,,,,,,3.0,0.5,0.5,0.5,0.5,0.4166666666666667,,,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,,,0.6666666666666666,87.03296703296704,,21.2,12.666666666666666,18.4,11.666666666666666,0.25,,,,0.5,,0.25,0.446225,0.3333333333333333,0.3333333333333333,10.325,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.75,1.0,0.25,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.4391,0.5831,0.4,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2207-2405-2418,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Amar'e Stoudemire, Casey Jacobsen","Marion, Tsakalidis, Johnson, Stoudemire, Jacobsen",1890-2054-2207-2405-2418,PHX,237.0,2,4.0,6.0,7.0,8.0,4.0,1.0,15.0,1.0,3.0,3.0,,2.0,7.0,1.0,3.0,10.0,4.0,2.0,,1.0,2.0,,5.0,2.0,3.0,5.0,2.0,7.0,,,,,,,,,3.0,2.0,2.0,,2.0,1.0,,8.0,0.5,1.0,0.2857142857142857,0.4375,0.5555555555555556,0.125,,0.75,0.4,0.7142857142857143,0.4,0.3333333333333333,0.6666666666666666,,1.0,91.13924050632912,0.5,16.428571428571427,15.25,16.142857142857142,15.0,0.375,0.3333333333333333,0.5,,0.375,,0.25,0.40119375,0.2222222222222222,0.25,12.442857142857141,23.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,3.0,5.0,2.0,,,,5.0,4.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.625,0.5,0.125,1.0,1.0,,,,0.3333333333333333,1.0,0.4294,0.3307,0.2,0.5,0.5714285714285714,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.125,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2207-2405-358,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Amar'e Stoudemire, Anfernee Hardaway","Marion, Tsakalidis, Johnson, Stoudemire, Hardaway",1890-2054-2207-2405-358,PHX,363.0,4,6.0,-3.0,11.0,13.0,8.0,,24.0,1.0,2.0,5.0,,3.0,8.0,,1.0,7.0,10.0,,,,,,,,3.0,6.0,,6.0,,1.0,2.0,,,2.0,,,3.0,1.0,,,,,,7.0,,,0.375,0.375,0.35,,,0.6,,0.7142857142857143,,,,1.0,1.0,95.20661157024794,,17.272727272727273,13.307692307692308,17.272727272727273,12.76923076923077,0.25,0.5,1.0,,0.625,,0.125,0.44475,0.1111111111111111,0.1111111111111111,12.1875,,4.0,1.0,1.0,,,1.0,,,,1.0,3.0,1.0,3.0,6.0,,,,3.0,4.0,,0.3333333333333333,,0.3333333333333333,,0.3,,0.125,1.0,1.0,0.2,0.2,,,,,0.4142333333333333,,0.42857142857142855,0.36363636363636365,,,,,,1.0,,,,2.0,,,,,,0.125,0.5,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2207-2405-950,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Amar'e Stoudemire, Stephon Marbury","Marion, Tsakalidis, Johnson, Stoudemire, Marbury",1890-2054-2207-2405-950,PHX,1253.0,8,21.0,-8.0,38.0,38.0,5.0,5.0,76.0,3.0,10.0,9.0,3.0,14.0,30.0,5.0,3.0,31.0,39.0,14.0,3.0,7.0,7.0,2.0,14.0,3.0,9.0,14.0,5.0,19.0,4.0,1.0,3.0,2.0,,7.0,,12.0,5.0,2.0,2.0,,2.0,1.0,,26.0,0.5,0.5384615384615384,0.4666666666666667,0.4,0.4189189189189189,0.14285714285714285,0.5714285714285714,0.6428571428571429,0.1875,0.65,0.25,0.14285714285714285,0.6,1.0,0.4,87.34237829209897,0.5,16.36842105263158,16.605263157894736,15.763157894736842,14.973684210526315,0.2857142857142857,0.3,0.3333333333333333,0.6666666666666666,0.2571428571428571,0.08571428571428572,0.45714285714285713,0.45967857142857144,0.05405405405405406,0.0625,8.693333333333333,26.619999999999997,7.0,9.0,11.0,3.0,4.0,2.0,1.0,3.0,5.0,3.0,6.0,,6.0,14.0,1.0,2.0,1.0,6.0,7.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,0.2857142857142857,0.3142857142857143,0.8181818181818182,1.0,0.2222222222222222,0.2222222222222222,0.5,0.6666666666666666,0.75,0.44813333333333333,0.5067166666666666,0.16129032258064516,0.1935483870967742,0.18421052631578946,,2.0,,,2.0,3.0,,,4.0,4.0,,2.0,,,,0.1,0.1,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.05714285714285714,,,,1.0,4.0,2.0,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,0.5,0.6666666666666666,0.058823529411764705,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2207-2418-358,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Casey Jacobsen, Anfernee Hardaway","Marion, Tsakalidis, Johnson, Jacobsen, Hardaway",1890-2054-2207-2418-358,PHX,213.0,1,4.0,1.0,7.0,6.0,,1.0,13.0,,,3.0,1.0,2.0,6.0,1.0,,7.0,6.0,2.0,1.0,1.0,2.0,,5.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,7.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.14285714285714285,0.5,1.0,0.75,1.0,0.75,,,,1.0,87.88732394366198,,15.428571428571429,17.5,15.142857142857142,17.5,,,,,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.46145714285714284,,,9.200000000000001,24.3,,,3.0,,,2.0,,2.0,,,,,,2.0,1.0,,,,,,,,,,,,0.42857142857142855,,,0.6666666666666666,0.6666666666666666,0.5,,,0.43075,,,,,,,1.0,3.0,,1.0,1.0,,,,,,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,0.3333333333333333,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2207-2418-448,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Casey Jacobsen, Bo Outlaw","Marion, Tsakalidis, Johnson, Jacobsen, Outlaw",1890-2054-2207-2418-448,PHX,131.0,1,2.0,-2.0,3.0,4.0,,1.0,7.0,,1.0,2.0,1.0,2.0,4.0,1.0,,4.0,6.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,2.0,2.0,,,,,,,,1.0,,,,,,,,2.0,0.5,1.0,0.5,0.4,0.4,0.2,,,0.5,,0.6666666666666666,,,,,76.94656488549619,,21.333333333333332,16.75,19.666666666666668,16.75,0.2,,,,0.4,0.2,0.4,0.46556,,,11.3,25.8,,1.0,1.0,,,1.0,1.0,2.0,2.0,,,,,2.0,1.0,,,,,0.5,,0.5,,0.5,,1.0,0.2,1.0,1.0,0.5,0.5,1.0,,,0.5479,,0.5,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2207-2418-950,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Casey Jacobsen, Stephon Marbury","Marion, Tsakalidis, Johnson, Jacobsen, Marbury",1890-2054-2207-2418-950,PHX,621.0,3,10.0,3.0,22.0,21.0,7.0,2.0,43.0,1.0,3.0,3.0,2.0,2.0,11.0,8.0,5.0,21.0,18.0,4.0,2.0,2.0,6.0,1.0,16.0,2.0,7.0,10.0,2.0,12.0,1.0,1.0,2.0,,,3.0,,2.0,6.0,3.0,,,,,,18.0,1.0,1.0,0.18181818181818182,0.42105263157894735,0.47619047619047616,0.42105263157894735,0.3333333333333333,0.875,0.2222222222222222,0.8333333333333334,0.15384615384615385,0.3333333333333333,1.0,0.8,1.0,99.71014492753623,,14.863636363636363,14.0,13.590909090909092,13.80952380952381,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.15789473684210525,0.10526315789473684,0.6842105263157895,0.5272868421052631,0.14285714285714285,0.23076923076923078,8.072727272727272,23.6875,7.0,1.0,5.0,,1.0,,,,3.0,,1.0,1.0,4.0,,,2.0,1.0,4.0,7.0,,,0.75,0.375,0.75,0.4,,0.2631578947368421,0.2,0.3333333333333333,,,,0.25,,0.534,0.6347875,0.14285714285714285,0.19047619047619047,0.3181818181818182,3.0,6.0,4.0,12.0,,2.0,4.0,3.0,1.0,3.0,1.0,,1.0,0.5,0.5,0.18181818181818182,,0.75,0.75,1.0,0.3157894736842105,0.5,0.5,1.0,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,0.4,,,,,,,,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,0.5,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2207-339-358,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Tom Gugliotta, Anfernee Hardaway","Marion, Tsakalidis, Johnson, Gugliotta, Hardaway",1890-2054-2207-339-358,PHX,1448.0,4,24.0,4.0,45.0,42.0,5.0,5.0,87.0,4.0,9.0,18.0,2.0,22.0,37.0,2.0,5.0,49.0,45.0,24.0,2.0,12.0,12.0,,24.0,5.0,10.0,16.0,5.0,21.0,4.0,1.0,4.0,1.0,,8.0,2.0,11.0,6.0,3.0,2.0,1.0,2.0,1.0,,43.0,0.5454545454545454,0.631578947368421,0.5945945945945946,0.5641025641025641,0.5833333333333334,0.05128205128205128,0.5,0.625,0.35714285714285715,0.65,0.3125,0.16666666666666666,0.6666666666666666,0.7142857142857143,0.5,86.51933701657458,0.5,15.955555555555556,17.38095238095238,15.866666666666667,16.11904761904762,0.23076923076923078,0.4444444444444444,0.4444444444444444,,0.46153846153846156,0.05128205128205128,0.3076923076923077,0.4570794871794872,0.07142857142857142,0.075,11.04054054054054,24.45,4.0,6.0,10.0,1.0,1.0,12.0,3.0,3.0,6.0,3.0,3.0,,6.0,20.0,9.0,,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2564102564102564,0.6,0.6666666666666666,0.6666666666666666,0.7058823529411765,0.75,0.3333333333333333,1.0,0.5537666666666666,0.38339999999999996,0.12244897959183673,0.12244897959183673,0.08888888888888889,,,,,6.0,2.0,,,3.0,3.0,,1.0,,,,0.05405405405405406,,0.75,0.6666666666666666,0.5,,,,,3.0,1.0,1.0,,1.0,3.0,3.0,,,1.0,,3.0,,7.0,,,,0.1,,,,1.0,0.07142857142857142,1.0,1.0,,,,0.75,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
1890-2054-2207-339-950,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Tom Gugliotta, Stephon Marbury","Marion, Tsakalidis, Johnson, Gugliotta, Marbury",1890-2054-2207-339-950,PHX,2591.0,6,43.0,-10.0,79.0,77.0,5.0,14.0,156.0,4.0,9.0,30.0,2.0,32.0,69.0,6.0,6.0,73.0,83.0,38.0,2.0,19.0,20.0,1.0,41.0,14.0,25.0,25.0,17.0,42.0,11.0,1.0,7.0,3.0,2.0,18.0,,16.0,9.0,5.0,4.0,,4.0,2.0,2.0,58.0,0.59375,0.6551724137931034,0.463768115942029,0.44666666666666666,0.4620253164556962,0.08,0.6111111111111112,0.7142857142857143,0.3783783783783784,0.6944444444444444,0.40476190476190477,0.45,0.5454545454545454,0.5833333333333334,1.0,86.70011578541104,0.5,16.582278481012658,16.636363636363637,15.367088607594937,16.142857142857142,0.12,0.4444444444444444,0.4444444444444444,0.25,0.4,0.02666666666666667,0.48,0.49938266666666664,0.06329113924050633,0.0684931506849315,9.308695652173913,23.583333333333332,7.0,18.0,30.0,2.0,4.0,10.0,6.0,15.0,15.0,3.0,6.0,1.0,7.0,26.0,7.0,2.0,1.0,7.0,7.0,0.4,0.5,0.4,0.42857142857142855,0.4411764705882353,0.4375,0.4,0.4,0.6,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.7,0.5714285714285714,0.5,0.534,0.5385714285714286,0.2054794520547945,0.0958904109589041,0.08860759493670886,,4.0,1.0,3.0,6.0,4.0,1.0,,11.0,,1.0,4.0,1.0,0.16666666666666666,0.16666666666666666,0.057971014492753624,,,,0.6111111111111112,0.05333333333333334,,,,,6.0,,,,4.0,10.0,3.0,3.0,3.0,6.0,8.0,1.0,8.0,3.0,,,0.13333333333333333,0.6,,0.75,,0.07894736842105263,0.6666666666666666,0.4,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5,,,1.0,,,,,,,1.0,2.0,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,False
