EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,ShortMidRangePctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,HeaveAttempts,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,BlockedAtRim,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,team_id,year,season,team_vs
1723-1905-349-731-763,1610612762,"Matt Harpring, Andrei Kirilenko, Mark Jackson, Greg Ostertag, Tony Massenburg","Harpring, Kirilenko, Jackson, Ostertag, Massenburg",1723-1905-349-731-763,UTA,285.0,4,5.0,-2.0,9.0,10.0,3.0,3.0,19,1.0,1.0,,,3.0,4.0,3.0,15.0,17.0,,,3.0,3.0,2.0,1.0,3.0,,8.0,1.0,1.0,1.0,3.0,5.0,1.0,,,,,15.0,3.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.75,,1.0,,0.8333333333333334,0.75,0.3333333333333333,0.25,,96.0,,13.222222222222221,16.6,13.222222222222221,15.4,0.16666666666666666,1.0,1.0,,,,0.5,0.5161,,0.14285714285714285,0.2,0.2,10.7,0.3333333333333333,,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,,,,,4.0,6.0,1.0,1.0,2.0,1.0,1.0,,,,,2.0,1.0,1.0,,1.0,,0.3333333333333333,,,,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,,,1.0,,23.9,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1909-2052-2306-252,1610612762,"Matt Harpring, Scott Padgett, DeShawn Stevenson, Carlos Arroyo, Karl Malone","Harpring, Padgett, Stevenson, Arroyo, Malone",1723-1909-2052-2306-252,UTA,61.0,1,1.0,,2.0,2.0,2.0,2.0,4,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,,94.42622950819673,,15.5,15.0,15.5,15.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.4846,0.4846,,,1.0,3.7,1.0,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,0.5,,,,0.5,,,,40.4,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1610612762,2003,2002-03,True
1723-1909-2052-252-304,1610612762,"Matt Harpring, Scott Padgett, DeShawn Stevenson, Karl Malone, John Stockton","Harpring, Padgett, Stevenson, Malone, Stockton",1723-1909-2052-252-304,UTA,384.0,1,6.0,-6.0,12.0,13.0,,13.0,25,,,,,4.0,5.0,2.0,13.0,19.0,,,,,2.0,1.0,2.0,,5.0,2.0,3.0,4.0,4.0,2.0,1.0,,,,,13.0,,,,0.25,0.25,0.8,,0.6875,,0.7222222222222222,,1.0,1.0,1.0,93.75,,16.083333333333332,14.692307692307692,14.833333333333334,14.538461538461538,,,,,,,0.375,0.4668125,,0.1111111111111111,0.16666666666666666,,13.5,,1.0,3.0,2.0,2.0,,,,,1.0,3.0,,,,,6.0,3.0,,,1.0,,,,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,,0.375,,0.3333333333333333,,,0.375,0.25,1.0,1.0,,,,,,,,,,23.599999999999998,,,2.0,,,,3.0,4.0,,,1.0,,,0.6666666666666666,0.6666666666666666,,,,1.0,3.0,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,3.0,,,,,,,0.25,,,1.0,,,,1.0,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,0.5,,1.0,,,,0.5,0.5,,2.0,,,,,,,,,1610612762,2003,2002-03,True
1723-1909-2306-349-763,1610612762,"Matt Harpring, Scott Padgett, Carlos Arroyo, Mark Jackson, Tony Massenburg","Harpring, Padgett, Arroyo, Jackson, Massenburg",1723-1909-2306-349-763,UTA,155.0,1,3.0,,3.0,4.0,2.0,2.0,7,,,,,1.0,2.0,2.0,7.0,7.0,1.0,2.0,2.0,4.0,,,1.0,,3.0,,,1.0,,2.0,1.0,,,,,5.0,4.0,2.0,,,,0.5,0.5,0.625,0.3333333333333333,0.7,0.5,,,,65.03225806451613,,23.0,21.5,22.666666666666668,18.0,,,,,,,0.5,0.4822666666666667,0.42325,0.2,0.3333333333333333,0.5714285714285714,5.9,0.6666666666666666,1.0,2.0,,,,1.0,,1.0,1.0,2.0,,2.0,,1.0,2.0,3.0,,,1.0,,,1.0,1.0,,,,1.0,0.5,,1.0,1.0,0.5,1.0,1.0,,,0.5,,,,,0.25,,,,0.3333333333333333,,,0.2857142857142857,32.7,,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,0.5,0.5,,,0.4177,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1610612762,2003,2002-03,True
1723-1909-252-304-384,1610612762,"Matt Harpring, Scott Padgett, Karl Malone, John Stockton, Calbert Cheaney","Harpring, Padgett, Malone, Stockton, Cheaney",1723-1909-252-304-384,UTA,31.0,1,1.0,4.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,3.0,1.0,,,,,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,92.9032258064516,,20.0,11.0,20.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6981,0.6981,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1610612762,2003,2002-03,True
1723-1909-304-384-763,1610612762,"Matt Harpring, Scott Padgett, John Stockton, Calbert Cheaney, Tony Massenburg","Harpring, Padgett, Stockton, Cheaney, Massenburg",1723-1909-304-384-763,UTA,52.0,1,1.0,,3.0,2.0,1.0,,5,,1.0,,1.0,,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,2.0,1.0,,,,,2.0,,1.0,,,,,,,,0.3333333333333333,,,,,138.46153846153845,,7.666666666666667,14.5,7.666666666666667,14.0,0.5,,,,1.0,,0.5,0.56665,0.7349,0.3333333333333333,0.3333333333333333,,10.35,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1909-349-384-763,1610612762,"Matt Harpring, Scott Padgett, Mark Jackson, Calbert Cheaney, Tony Massenburg","Harpring, Padgett, Jackson, Cheaney, Massenburg",1723-1909-349-384-763,UTA,69.0,1,1.0,4.0,2.0,2.0,2.0,,4,,,,,,,1.0,4.0,,,,1.0,4.0,,,1.0,,3.0,,,,,2.0,,,,,,4.0,4.0,2.0,,,,,,1.5,1.5,1.0,1.0,,,,83.47826086956522,,5.5,29.0,5.5,29.0,,,,,,,1.0,0.6291,0.6291,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-2052-252-304-680,1610612762,"Matt Harpring, DeShawn Stevenson, Karl Malone, John Stockton, John Amaechi","Harpring, Stevenson, Malone, Stockton, Amaechi",1723-2052-252-304-680,UTA,142.0,1,2.0,2.0,5.0,4.0,2.0,,9,,,,,2.0,4.0,,4.0,2.0,1.0,2.0,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,4.0,2.0,2.0,,,,0.5,0.5,0.4,0.5,0.4,0.5,0.5,0.5,,91.26760563380282,,14.0,18.0,14.0,18.0,,,,,,,0.2,0.40668,0.37955,,,0.5,15.625,0.4,,1.0,1.0,3.0,,,,,,1.0,,,,,4.0,,,,,,,,,2.0,2.0,,,,,,,0.2,,,,0.5,0.2,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,23.8,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-2306-252-304-763,1610612762,"Matt Harpring, Carlos Arroyo, Karl Malone, John Stockton, Tony Massenburg","Harpring, Arroyo, Malone, Stockton, Massenburg",1723-2306-252-304-763,UTA,126.0,1,2.0,-4.0,4.0,4.0,,,8,,1.0,,,1.0,3.0,,2.0,6.0,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,0.3333333333333333,,0.25,,0.25,,,1.0,,91.42857142857143,,19.0,12.5,19.0,12.5,0.25,,,,,,0.5,0.4543,,,,,8.799999999999999,,,1.0,,1.0,,1.0,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,0.25,,,,,0.25,0.25,,,,0.25,,,,,,,,24.5,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-252-304-384-731,1610612762,"Matt Harpring, Karl Malone, John Stockton, Calbert Cheaney, Greg Ostertag","Harpring, Malone, Stockton, Cheaney, Ostertag",1723-252-304-384-731,UTA,3760.0,5,63.0,26.0,113.0,112.0,4.0,3.0,225,22.0,29.0,,,47.0,89.0,11.0,123.0,97.0,,2.0,2.0,2.0,50.0,25.0,30.0,9.0,65.0,40.0,42.0,61.0,21.0,16.0,8.0,12.0,4.0,12.0,7.0,100.0,2.0,4.0,1.0,0.5319148936170213,0.6097560975609756,0.5280898876404494,,0.5283018867924528,,0.5442477876106194,0.3333333333333333,0.7142857142857143,0.7068965517241379,0.6666666666666666,86.17021276595744,0.5833333333333334,14.938053097345133,18.5,14.495575221238939,17.3125,0.27358490566037735,0.7586206896551724,0.8461538461538461,0.4090909090909091,,,0.4339622641509434,0.4912721698113207,0.4636,0.07142857142857142,0.08421052631578947,0.016260162601626018,10.931460674157304,0.035398230088495575,17.0,15.0,17.0,45.0,6.0,13.0,,,6.0,17.0,,23.0,,,44.0,15.0,13.0,6.0,5.0,5.0,14.0,14.0,19.0,14.0,10.0,1.0,0.8333333333333334,0.35294117647058826,,0.35294117647058826,0.71875,0.16037735849056603,0.3333333333333333,0.3584905660377358,0.35714285714285715,0.7428571428571429,0.14150943396226415,0.42452830188679247,0.37777777777777777,0.3953488372093023,0.8235294117647058,0.12264150943396226,0.46153846153846156,0.46153846153846156,0.8333333333333334,,,0.46153846153846156,0.18699186991869918,24.36470588235294,4.0,5.0,8.0,7.0,11.0,12.0,8.0,19.0,1.0,,4.0,0.6363636363636364,0.7666666666666667,0.5333333333333333,0.6153846153846154,0.3333333333333333,0.8,0.5266545454545454,,4.0,,,,,4.0,3.0,4.0,3.0,7.0,,,1.0,1.0,1.0,4.0,11.0,6.0,5.0,2.0,10.0,,1.0,1.0,0.75,0.07865168539325842,0.10344827586206896,0.5789473684210527,1.0,,0.5,0.2857142857142857,0.2857142857142857,0.6666666666666666,,0.021739130434782608,0.03773584905660377,,,,,,,,0.26666666666666666,,,5.0,0.45454545454545453,0.42857142857142855,2.0,1.0,1.0,0.13333333333333333,0.5,0.25,,1.0,2.0,3.0,7.0,0.044444444444444446,1.0,0.75,0.6666666666666666,,1610612762,2003,2002-03,True
1723-252-304-384-763,1610612762,"Matt Harpring, Karl Malone, John Stockton, Calbert Cheaney, Tony Massenburg","Harpring, Malone, Stockton, Cheaney, Massenburg",1723-252-304-384-763,UTA,454.0,2,8.0,-5.0,15.0,16.0,6.0,,31,1.0,2.0,1.0,2.0,3.0,9.0,5.0,11.0,16.0,2.0,5.0,2.0,6.0,2.0,1.0,1.0,,2.0,7.0,7.0,10.0,5.0,8.0,2.0,,,,,8.0,6.0,6.0,,0.3333333333333333,0.5,0.3333333333333333,0.4,0.3,0.4,0.39285714285714285,0.42857142857142855,0.875,0.875,1.0,98.32599118942731,,14.4,14.875,13.133333333333333,14.8125,0.2,0.5,0.5,,0.4,0.5,0.3,0.48222,0.5237,0.16666666666666666,0.18181818181818182,0.5454545454545454,13.955555555555556,0.4,2.0,1.0,2.0,6.0,,1.0,,,,1.0,1.0,3.0,,,4.0,,1.0,,,,1.0,2.0,3.0,2.0,1.0,2.0,,,,,0.5,0.1,0.3333333333333333,0.2857142857142857,0.25,0.8333333333333334,0.1,0.6,0.3333333333333333,0.3333333333333333,0.5,0.1,,,,,,,0.2727272727272727,24.4,1.0,1.0,,1.0,2.0,2.0,2.0,4.0,,,,0.5,0.5,,,0.5,1.0,0.5006,,,,,,,,,,,,,1.0,,,,1.0,2.0,1.0,1.0,,4.0,,,1.0,,,,0.5,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-252-349-384-731,1610612762,"Matt Harpring, Karl Malone, Mark Jackson, Calbert Cheaney, Greg Ostertag","Harpring, Malone, Jackson, Cheaney, Ostertag",1723-252-349-384-731,UTA,228.0,3,4.0,4.0,5.0,7.0,,1.0,12,3.0,3.0,,,3.0,9.0,,6.0,2.0,,,,,,,,,,5.0,6.0,11.0,1.0,,,2.0,,2.0,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,1.0,1.0,,75.78947368421053,1.0,18.8,19.142857142857142,15.4,19.142857142857142,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,0.4621111111111111,,,,,10.61111111111111,,3.0,2.0,,4.0,,,,,,,,6.0,,,6.0,,,,,,,5.0,5.0,,,,,,,,0.75,,0.8333333333333334,0.8333333333333334,1.0,1.0,0.2222222222222222,0.4444444444444444,,,,,,,,,,,1.0,,3.0,3.0,,3.0,4.0,4.0,,1.0,,,,0.75,0.75,,,0.75,1.0,0.52825,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,0.1111111111111111,,1.0,1.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,2.0,,,,,,1610612762,2003,2002-03,True
1723-304-384-731-763,1610612762,"Matt Harpring, John Stockton, Calbert Cheaney, Greg Ostertag, Tony Massenburg","Harpring, Stockton, Cheaney, Ostertag, Massenburg",1723-304-384-731-763,UTA,65.0,1,1.0,4.0,1.0,2.0,,,3,1.0,1.0,,,1.0,2.0,2.0,4.0,,,,,,2.0,1.0,1.0,1.0,2.0,,,1.0,,2.0,,,,,,2.0,,,,1.0,1.0,0.5,,0.5,,0.5,,,,,66.46153846153847,,29.0,18.0,26.0,18.0,0.5,1.0,1.0,1.0,,,0.5,0.51525,,,,,9.3,,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,0.5,,,,,,,,,,,0.5,,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,0.6179,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-1909-2052-2306-680,1610612762,"Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, Carlos Arroyo, John Amaechi","Kirilenko, Padgett, Stevenson, Arroyo, Amaechi",1905-1909-2052-2306-680,UTA,301.0,1,5.0,,7.0,8.0,7.0,3.0,15,,,,,1.0,2.0,6.0,11.0,11.0,1.0,2.0,6.0,11.0,2.0,1.0,2.0,,5.0,,,1.0,3.0,6.0,2.0,,,,,11.0,11.0,7.0,,1.0,1.0,0.5,0.5,0.625,0.625,0.7857142857142857,0.7857142857142857,,,,71.76079734219269,,17.428571428571427,22.375,16.142857142857142,17.0,,,,,,,0.5,0.4358125,0.4358125,0.3333333333333333,0.5,1.0,11.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,0.5,0.5,0.5,,0.5,,0.5,,,0.25,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,,25.15,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-1909-2052-252-349,1610612762,"Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, Karl Malone, Mark Jackson","Kirilenko, Padgett, Stevenson, Malone, Jackson",1905-1909-2052-252-349,UTA,174.0,1,3.0,2.0,6.0,6.0,6.0,6.0,12,4.0,4.0,4.0,4.0,4.0,4.0,3.0,11.0,9.0,4.0,4.0,3.0,11.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0,,,,,11.0,11.0,6.0,,0.5,0.5,1.0,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,0.6666666666666666,,99.3103448275862,,9.333333333333334,19.666666666666668,9.333333333333334,16.666666666666668,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.543575,0.543575,0.25,0.25,1.0,1.475,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1610612762,2003,2002-03,True
1905-1909-2052-304-680,1610612762,"Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, John Stockton, John Amaechi","Kirilenko, Padgett, Stevenson, Stockton, Amaechi",1905-1909-2052-304-680,UTA,145.0,1,2.0,-3.0,4.0,5.0,,,9,1.0,1.0,,,2.0,3.0,1.0,5.0,8.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,5.0,,,,0.5,0.5,0.6666666666666666,,0.6666666666666666,,0.8333333333333334,,0.3333333333333333,0.3333333333333333,,89.37931034482759,,20.5,12.6,20.5,11.0,0.3333333333333333,1.0,1.0,1.0,,,0.3333333333333333,0.4595,,0.3333333333333333,0.3333333333333333,,9.299999999999999,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1610612762,2003,2002-03,True
1905-1909-2052-349-680,1610612762,"Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, Mark Jackson, John Amaechi","Kirilenko, Padgett, Stevenson, Jackson, Amaechi",1905-1909-2052-349-680,UTA,68.0,1,1.0,,2.0,2.0,,,4,,2.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.3333333333333333,,1.0,1.0,1.0,84.70588235294117,1.0,15.5,18.5,15.0,18.5,1.0,,,,,,1.0,0.47685,,0.3333333333333333,0.3333333333333333,,1.9,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,0.5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-1909-2306-349-763,1610612762,"Andrei Kirilenko, Scott Padgett, Carlos Arroyo, Mark Jackson, Tony Massenburg","Kirilenko, Padgett, Arroyo, Jackson, Massenburg",1905-1909-2306-349-763,UTA,784.0,1,13.0,-3.0,25.0,25.0,5.0,15.0,50,6.0,6.0,1.0,1.0,13.0,19.0,3.0,29.0,32.0,3.0,4.0,1.0,7.0,24.0,12.0,12.0,6.0,24.0,5.0,8.0,10.0,9.0,6.0,2.0,1.0,,1.0,,28.0,7.0,5.0,,0.9230769230769231,0.9230769230769231,0.6842105263157895,0.75,0.65,0.75,0.6304347826086957,0.7,0.5555555555555556,0.5833333333333334,0.8,91.83673469387756,,14.6,16.76,14.48,16.24,0.3,1.0,1.0,1.0,0.25,1.0,0.35,0.4727975,0.396925,0.09090909090909091,0.09523809523809523,0.2413793103448276,10.321052631578947,0.2,2.0,5.0,5.0,8.0,,1.0,,,,1.0,1.0,1.0,,,2.0,,1.0,,,,4.0,1.0,2.0,1.0,1.0,1.0,,,,,0.5,0.05,0.16666666666666666,0.2857142857142857,0.3333333333333333,,0.25,0.4,0.625,0.625,0.8,0.05,,,,,,,0.034482758620689655,25.0,,,2.0,,,,1.0,5.0,1.0,,,,,0.4,0.5,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,4.0,3.0,1.0,1.0,7.0,,,,,0.05263157894736842,,0.8,1.0,,0.6666666666666666,,,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,0.2,,1.0,,,,,1.0,,,,,,1610612762,2003,2002-03,True
1905-1909-252-304-384,1610612762,"Andrei Kirilenko, Scott Padgett, Karl Malone, John Stockton, Calbert Cheaney","Kirilenko, Padgett, Malone, Stockton, Cheaney",1905-1909-252-304-384,UTA,65.0,1,1.0,3.0,2.0,1.0,,,3,,,,,1.0,1.0,,5.0,2.0,,,,,2.0,1.0,2.0,,5.0,,,,1.0,,,,,,,2.0,,,,1.0,1.0,1.0,,1.25,,1.25,,,,,66.46153846153847,,15.5,34.0,5.5,34.0,,,,,,,0.5,0.509175,,,,,22.7,,1.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,,3.0,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,1.5,0.5,,,,,,0.5,1.0,1.0,1.0,,,,,,,,0.6,23.8,,,,,,,,,,,,,1.5,,,,,0.53655,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1610612762,2003,2002-03,True
