EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,PenaltyPointsPct,PenaltyOffPossPct,Minutes,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,Fg3aBlocked,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Travels,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedShortMidRange,Defensive 3 Seconds Violations,3SecondViolations,LongMidRangePctBlocked,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,HeaveAttempts,team_id,year,season,team_vs
1531-1607-1887-324-383,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Anthony Peeler, Kendall Gill","Jackson, Hudson, Szczerbiak, Peeler, Gill",1531-1607-1887-324-383,MIN,2.0,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,720.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-1887-324-708,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Anthony Peeler, Kevin Garnett","Jackson, Hudson, Szczerbiak, Peeler, Garnett",1531-1607-1887-324-708,MIN,1527.0,5,9.0,53.0,33.0,103.0,21.0,64.0,21.0,50.0,9.0,23.0,34.0,25.0,8.0,63.0,50.0,33.0,0.6037735849056604,0.7352941176470589,0.75,0.7916666666666666,0.7142857142857143,97.13163064833006,0.78125,0.6226415094339622,25.0,50.0,40.0,7.0,7.0,9.0,5.0,5.0,5.0,9.0,5.0,10.0,1.0,4.0,1.0,1.0,2.0,2.0,9.0,2.0,2.0,6.0,17.0,28.0,3.0,13.0,55.0,2.0,3.0,1.0,1.0,10.0,14.0,3.0,8.0,18.0,16.0,9.0,9.0,2.0,2.0,9.0,3.0,12.0,2.0,1.0,2.0,3.0,4.0,27.0,5.0,6.0,10.0,4.0,11.0,1.0,2.0,1.0,1.0,10.0,6.0,2.0,4.0,12.0,3.0,3.0,4.0,9.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,0.5294117647058824,0.5294117647058824,1.0,0.23076923076923078,0.375,0.23076923076923078,0.6071428571428571,0.7142857142857143,0.524390243902439,0.6590909090909091,0.08333333333333333,0.3170731707317073,0.07142857142857142,0.1111111111111111,0.1111111111111111,0.8333333333333334,1.0,0.5454545454545454,0.8333333333333334,0.5,0.5238095238095238,1.0,0.5,0.4,0.5714285714285714,0.3333333333333333,0.5,1.0,0.75,1.0,0.05263157894736842,1.0,15.735849056603774,13.86,14.50943396226415,13.32,0.21951219512195122,0.7777777777777778,0.875,0.2857142857142857,0.21951219512195122,0.5555555555555556,0.625,0.6,0.24390243902439024,0.5,0.5,0.8,0.0975609756097561,0.25,0.25,1.0,0.21951219512195122,0.2222222222222222,0.2222222222222222,1.0,0.2,0.4,0.22727272727272727,1.0,0.09090909090909091,0.5,0.2727272727272727,0.3333333333333333,0.5365853658536586,0.2222222222222222,0.47778658536585367,0.471675,0.4757113636363636,0.1111111111111111,0.15625,0.015625,9.939285714285715,25.26923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-1887-324-718,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Anthony Peeler, Gary Trent","Jackson, Hudson, Szczerbiak, Peeler, Trent",1531-1607-1887-324-718,MIN,286.0,1,2.0,10.0,6.0,21.0,7.0,11.0,7.0,7.0,3.0,6.0,10.0,8.0,3.0,7.0,7.0,6.0,0.4583333333333333,0.4375,0.75,0.7142857142857143,1.0,105.73426573426573,0.6363636363636364,0.6,5.0,11.0,3.0,3.0,2.0,2.0,,,,2.0,,1.0,,1.0,1.0,,1.0,,2.0,1.0,,1.0,2.0,5.0,,3.0,9.0,1.0,2.0,2.0,4.0,,2.0,,2.0,2.0,2.0,,2.0,,1.0,1.0,,1.0,,,1.0,,,2.0,2.0,2.0,2.0,1.0,4.0,,1.0,1.0,,,,3.0,,3.0,1.0,1.0,2.0,5.0,1.0,,1.0,,,,,2.0,0.5,1.0,,,,,0.4,,0.25,,0.5,0.375,0.2,,0.5,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8,,0.5,1.0,1.0,1.0,,,0.6666666666666666,,,,16.9,10.636363636363637,13.9,10.636363636363637,0.25,1.0,1.0,0.5,0.25,,,,0.125,,,,0.125,,,,0.25,,,,0.3333333333333333,0.3333333333333333,,,0.25,,0.25,,0.625,,0.41765625,0.40805,0.3458375,0.1111111111111111,0.16666666666666666,0.36363636363636365,6.62,24.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-1887-383-693,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Kendall Gill, Joe Smith","Jackson, Hudson, Szczerbiak, Gill, Smith",1531-1607-1887-383-693,MIN,124.0,1,-2.0,4.0,,8.0,,,,,1.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,92.9032258064516,,,2.0,4.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,1.0,,,,,,,,,,,1.0,,,15.5,15.5,15.5,15.5,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,0.47245,,,,,,7.3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-1887-383-708,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Kendall Gill, Kevin Garnett","Jackson, Hudson, Szczerbiak, Gill, Garnett",1531-1607-1887-383-708,MIN,1294.0,5,2.0,42.0,19.0,87.0,5.0,47.0,3.0,27.0,10.0,19.0,23.0,7.0,1.0,45.0,27.0,19.0,0.573170731707317,0.7941176470588235,0.7692307692307693,0.75,0.6666666666666666,96.8160741885626,0.574468085106383,0.4523809523809524,22.0,45.0,16.0,4.0,2.0,8.0,2.0,2.0,4.0,10.0,6.0,14.0,1.0,1.0,,,,5.0,5.0,,4.0,4.0,12.0,32.0,6.0,6.0,45.0,4.0,,,2.0,6.0,11.0,4.0,4.0,18.0,6.0,9.0,5.0,5.0,3.0,9.0,3.0,12.0,2.0,1.0,1.0,2.0,6.0,27.0,,4.0,5.0,4.0,4.0,,4.0,4.0,,3.0,2.0,4.0,1.0,7.0,,3.0,7.0,13.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.75,0.75,0.5,1.0,1.0,1.0,0.375,0.5454545454545454,0.5526315789473685,0.8,0.25,0.15789473684210525,0.09375,0.375,,0.42857142857142855,1.0,0.21052631578947367,0.7142857142857143,,0.21052631578947367,,0.16666666666666666,0.375,,,1.0,0.7142857142857143,0.7142857142857143,,,1.0,15.5,14.28888888888889,14.952380952380953,13.822222222222223,0.21052631578947367,0.25,0.4,0.5,0.2631578947368421,0.4,0.4,0.5,0.3684210526315789,0.42857142857142855,0.42857142857142855,1.0,0.02631578947368421,1.0,1.0,1.0,0.13157894736842105,1.0,1.0,0.4,,,0.13333333333333333,1.0,,,0.26666666666666666,1.0,0.3684210526315789,1.0,0.45389210526315793,0.4816,0.43261000000000005,0.075,0.08823529411764706,0.0425531914893617,11.484375,25.266666666666666,1.0,2.0,1.0,,,,0.25,0.25,,,0.5,0.5,9.0,1.0,1.0,1.0,,,,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-1887-383-718,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Kendall Gill, Gary Trent","Jackson, Hudson, Szczerbiak, Gill, Trent",1531-1607-1887-383-718,MIN,138.0,1,-4.0,5.0,,10.0,2.0,4.0,,,,1.0,1.0,2.0,,4.0,,,0.6666666666666666,,,1.0,,104.34782608695653,,,2.0,5.0,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,2.0,,,8.0,,,,,,,,,2.0,,,,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,,,,,,,2.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,0.5,,0.5,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,18.0,9.6,18.0,8.0,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,0.35475,,,0.3333333333333333,0.3333333333333333,,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-1887-693-708,1610612750,"Marc Jackson, Troy Hudson, Wally Szczerbiak, Joe Smith, Kevin Garnett","Jackson, Hudson, Szczerbiak, Smith, Garnett",1531-1607-1887-693-708,MIN,59.0,1,-2.0,2.0,,4.0,2.0,2.0,,,,,,2.0,,2.0,,,1.0,,,,,97.6271186440678,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,10.0,19.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-2366-383-718,1610612750,"Marc Jackson, Troy Hudson, Mike Wilks, Kendall Gill, Gary Trent","Jackson, Hudson, Wilks, Gill, Trent",1531-1607-2366-383-718,MIN,59.0,1,,2.0,2.0,4.0,2.0,2.0,2.0,2.0,,,,2.0,,2.0,2.0,2.0,0.5,0.5,,,,97.6271186440678,1.0,1.0,1.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,18.0,11.5,18.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3766,,0.3766,0.5,0.5,,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-324-383-708,1610612750,"Marc Jackson, Troy Hudson, Anthony Peeler, Kendall Gill, Kevin Garnett","Jackson, Hudson, Peeler, Gill, Garnett",1531-1607-324-383-708,MIN,200.0,3,-2.0,6.0,,12.0,2.0,6.0,,,,1.0,2.0,3.0,,6.0,,,0.5,,,0.5,,86.39999999999999,,,3.0,6.0,5.0,1.0,,,,,,,2.0,4.0,,1.0,,,,,,,,,2.0,4.0,,1.0,8.0,1.0,,,,,,,,2.0,2.0,,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,,0.5,0.5,,,,,0.5,,0.4,,,0.2,,,,,,0.5,1.0,,0.3333333333333333,,,0.5,,,,,1.0,,,,16.833333333333332,16.5,14.833333333333334,16.5,,,,,,,,,0.8,0.5,0.5,0.5,0.2,,,,,,,,,,,,,,,,0.2,,0.41727,0.3361,,0.16666666666666666,0.2,,18.125,23.4,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1610612750,2003,2002-03,False
1531-1607-324-383-718,1610612750,"Marc Jackson, Troy Hudson, Anthony Peeler, Kendall Gill, Gary Trent","Jackson, Hudson, Peeler, Gill, Trent",1531-1607-324-383-718,MIN,14.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,False
