EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Travels,BlockedLongMidRange,BlockedShortMidRange,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PtsUnassisted3s,FTDefRebounds,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGM,HeaveAttempts,Technical Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1088-1497-2246-468-722,1610612765,"Chucky Atkins, Chauncey Billups, Mehmet Okur, Jon Barry, Corliss Williamson","Atkins, Billups, Okur, Barry, Williamson",1088-1497-2246-468-722,DET,5.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,288.0,,4.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1497-361-468-688,1610612765,"Chucky Atkins, Chauncey Billups, Clifford Robinson, Jon Barry, Michael Curry","Atkins, Billups, Robinson, Barry, Curry",1088-1497-361-468-688,DET,1.0,1,,-1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1497-361-468-722,1610612765,"Chucky Atkins, Chauncey Billups, Clifford Robinson, Jon Barry, Corliss Williamson","Atkins, Billups, Robinson, Barry, Williamson",1088-1497-361-468-722,DET,196.0,3,3.0,4.0,7.0,8.0,7.0,1.0,15.0,,,,,1.0,2.0,4.0,4.0,8.0,4.0,2.0,4.0,4.0,8.0,2.0,2.0,5.0,5.0,1.0,2.0,4.0,1.0,8.0,8.0,7.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,1.0,110.20408163265306,12.0,14.0,12.0,12.875,,,,0.25,,,,0.387125,0.387125,0.2,0.2,1.0,15.175,1.0,,,,,2.0,3.0,,,,,,,,2.0,,,1.0,1.0,,,2.0,,3.0,,1.0,,,,1.0,,1.0,,,1.0,,0.5,0.5,,,,,1.0,0.75,,,,,1.0,,,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2246-2419-330,1610612765,"Chucky Atkins, Richard Hamilton, Mehmet Okur, Tayshaun Prince, Danny Manning","Atkins, Hamilton, Okur, Prince, Manning",1088-1888-2246-2419-330,DET,88.0,1,1.0,,3.0,4.0,3.0,3.0,7.0,,2.0,,2.0,,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,,1.0,3.0,,,4.0,1.0,1.0,2.0,3.0,,,,,0.25,0.25,,,,114.54545454545455,16.666666666666668,9.5,16.0,9.5,1.0,,,,1.0,,1.0,0.47705,0.47705,0.3333333333333333,0.3333333333333333,1.0,1.3,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,2.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2246-2419-361,1610612765,"Chucky Atkins, Richard Hamilton, Mehmet Okur, Tayshaun Prince, Clifford Robinson","Atkins, Hamilton, Okur, Prince, Robinson",1088-1888-2246-2419-361,DET,215.0,1,4.0,-7.0,7.0,7.0,,1.0,14.0,2.0,3.0,,,1.0,2.0,5.0,,4.0,11.0,,,,,,,1.0,1.0,1.0,3.0,,,4.0,,,0.4,,0.4,,0.4,,,1.0,,93.76744186046511,13.857142857142858,16.857142857142858,13.857142857142858,16.857142857142858,0.6,0.6666666666666666,1.0,0.2,,,0.6,0.5088,,,,,4.76,,,,,,,1.0,,,,,,,,4.0,,,2.0,2.0,2.0,,4.0,,1.0,,1.0,,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,,,,,0.5,1.0,,,,,,1.0,1.0,,,,0.2,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2246-2419-722,1610612765,"Chucky Atkins, Richard Hamilton, Mehmet Okur, Tayshaun Prince, Corliss Williamson","Atkins, Hamilton, Okur, Prince, Williamson",1088-1888-2246-2419-722,DET,138.0,2,2.0,-11.0,3.0,5.0,1.0,2.0,8.0,,,,,1.0,,3.0,,,11.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,83.47826086956522,19.333333333333332,16.0,19.333333333333332,14.2,,,,0.3333333333333333,,,,0.3679333333333333,0.3589,,,,14.433333333333332,0.3333333333333333,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2246-361-468,1610612765,"Chucky Atkins, Richard Hamilton, Mehmet Okur, Clifford Robinson, Jon Barry","Atkins, Hamilton, Okur, Robinson, Barry",1088-1888-2246-361-468,DET,391.0,5,7.0,1.0,10.0,12.0,8.0,,22.0,1.0,4.0,,,5.0,3.0,12.0,5.0,11.0,10.0,2.0,6.0,4.0,8.0,2.0,4.0,6.0,12.0,1.0,1.0,5.0,1.0,7.0,8.0,8.0,0.25,0.3333333333333333,0.2,0.2222222222222222,0.29411764705882354,0.36363636363636365,1.0,1.0,1.0,81.0230179028133,22.2,14.083333333333334,20.3,14.083333333333334,0.26666666666666666,0.25,0.25,0.3333333333333333,,,0.4666666666666667,0.4753428571428571,0.45385,0.0625,0.07692307692307693,0.7272727272727273,7.541666666666667,0.8,3.0,1.0,4.0,2.0,,3.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,,1.0,2.0,2.0,1.0,1.0,4.0,6.0,2.0,6.0,,,,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,0.4,0.4,0.4,0.2,,1.0,0.6666666666666666,0.5454545454545454,1.0,0.3333333333333333,1.0,1.0,1.0,0.4,0.5,0.5,0.2,,,0.13333333333333333,0.8,0.25,0.2222222222222222,0.5506,0.36363636363636365,35.5,,1.0,,,1.0,,,,,,1.0,,,,,2.0,1.0,,1.0,,,,,,,,,,,,0.08333333333333333,,0.2,,,0.6666666666666666,,,1.0,0.2,,,0.06666666666666667,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2246-361-722,1610612765,"Chucky Atkins, Richard Hamilton, Mehmet Okur, Clifford Robinson, Corliss Williamson","Atkins, Hamilton, Okur, Robinson, Williamson",1088-1888-2246-361-722,DET,2537.0,18,42.0,-7.0,72.0,76.0,22.0,17.0,148.0,8.0,19.0,4.0,7.0,17.0,24.0,56.0,16.0,76.0,83.0,6.0,14.0,8.0,23.0,24.0,10.0,23.0,29.0,8.0,19.0,21.0,11.0,66.0,23.0,22.0,0.42857142857142855,0.42857142857142855,0.46875,0.4411764705882353,0.5208333333333334,0.5238095238095238,0.9090909090909091,0.8214285714285714,0.9,84.00472999605834,17.38888888888889,16.907894736842106,16.958333333333332,16.460526315789473,0.296875,0.42105263157894735,0.5333333333333333,0.265625,0.4117647058823529,0.5714285714285714,0.421875,0.45931171875,0.48727941176470585,0.1527777777777778,0.171875,0.3026315789473684,9.458928571428572,0.3055555555555556,7.0,3.0,4.0,6.0,10.0,20.0,6.0,2.0,8.0,4.0,5.0,10.0,3.0,24.0,4.0,6.0,12.0,14.0,2.0,2.0,30.0,5.0,13.0,6.0,3.0,,,3.0,6.0,,2.0,1.0,2.0,,3.0,0.5,0.5454545454545454,0.8,0.8,0.8333333333333334,0.125,0.5,0.7647058823529411,0.15625,0.16666666666666666,0.09090909090909091,0.1,1.0,0.7,0.25,0.35294117647058826,0.4,0.3333333333333333,0.3125,0.5,0.5,0.09375,0.8,0.75,0.11764705882352941,0.5096,0.13157894736842105,24.9375,,2.0,,,1.0,4.0,,,2.0,6.0,6.0,2.0,,8.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,,0.5,0.10714285714285714,0.21052631578947367,0.11764705882352941,,0.25,0.2727272727272727,0.5,0.6666666666666666,1.0,0.03333333333333333,1.0,0.8,0.03125,,,,,,,0.058823529411764705,4.0,4.0,2.0,,,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,6.0,,,,,,,,,,1.0,0.3333333333333333,,,1.0,,,0.5,,,1.0,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2246-468-722,1610612765,"Chucky Atkins, Richard Hamilton, Mehmet Okur, Jon Barry, Corliss Williamson","Atkins, Hamilton, Okur, Barry, Williamson",1088-1888-2246-468-722,DET,106.0,5,2.0,2.0,4.0,5.0,1.0,2.0,9.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,1.0,3.0,3.0,,1.0,,,2.0,,1.0,1.0,,1.0,,1.0,,1.0,0.75,,122.26415094339623,7.0,15.6,7.0,15.4,1.0,1.0,1.0,,,,1.0,0.6447,,,,,,0.25,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,2.0,,2.0,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,0.6666666666666666,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2246-688-722,1610612765,"Chucky Atkins, Richard Hamilton, Mehmet Okur, Michael Curry, Corliss Williamson","Atkins, Hamilton, Okur, Curry, Williamson",1088-1888-2246-688-722,DET,262.0,4,4.0,4.0,10.0,9.0,7.0,3.0,19.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,10.0,6.0,2.0,3.0,1.0,8.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,10.0,8.0,7.0,0.4,0.6666666666666666,0.5,0.7,0.5555555555555556,0.6666666666666666,1.0,1.0,1.0,104.42748091603055,13.6,14.0,13.6,14.0,0.2857142857142857,1.0,1.0,0.14285714285714285,0.4,1.0,0.5714285714285714,0.4699642857142857,0.52561,0.125,0.16666666666666666,0.8,8.879999999999999,0.7,,,,,,2.0,,,2.0,,,,2.0,2.0,,,1.0,2.0,1.0,,5.0,,2.0,,1.0,,,,1.0,,1.0,,,1.0,,0.5,0.5,,,,0.2857142857142857,1.0,1.0,,,,,,1.0,0.5,,,,0.2857142857142857,,,,,,,,,23.6,1.0,2.0,,,2.0,1.0,,,,3.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,1.0,0.5,,0.5,,,,,,,,,,,,,0.2857142857142857,0.5,0.5,1.0,,,,0.4,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2419-330-361,1610612765,"Chucky Atkins, Richard Hamilton, Tayshaun Prince, Danny Manning, Clifford Robinson","Atkins, Hamilton, Prince, Manning, Robinson",1088-1888-2419-330-361,DET,41.0,1,1.0,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,105.36585365853658,7.0,27.0,7.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,0.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-2419-361-722,1610612765,"Chucky Atkins, Richard Hamilton, Tayshaun Prince, Clifford Robinson, Corliss Williamson","Atkins, Hamilton, Prince, Robinson, Williamson",1088-1888-2419-361-722,DET,41.0,1,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,2.0,,,1.0,,1.0,,1.0,,,1.0,,70.2439024390244,28.0,13.0,28.0,13.0,1.0,1.0,1.0,,,,1.0,0.6327,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-361-468-722,1610612765,"Chucky Atkins, Richard Hamilton, Clifford Robinson, Jon Barry, Corliss Williamson","Atkins, Hamilton, Robinson, Barry, Williamson",1088-1888-361-468-722,DET,1135.0,9,19.0,3.0,34.0,35.0,8.0,6.0,69.0,5.0,10.0,,,8.0,9.0,27.0,8.0,41.0,38.0,1.0,4.0,4.0,9.0,6.0,6.0,16.0,26.0,6.0,8.0,12.0,4.0,32.0,9.0,8.0,0.3333333333333333,0.25,0.4852941176470588,0.5,0.5256410256410257,0.5625,1.0,0.9333333333333333,1.0,87.54185022026431,17.61764705882353,15.314285714285715,16.470588235294116,15.285714285714286,0.29411764705882354,0.5,0.5555555555555556,0.23529411764705882,,,0.5,0.46971969696969695,0.45053,0.13157894736842105,0.13333333333333333,0.21951219512195122,8.348148148148148,0.23529411764705882,8.0,4.0,6.0,2.0,2.0,9.0,6.0,,7.0,4.0,8.0,9.0,1.0,12.0,2.0,5.0,6.0,11.0,2.0,2.0,27.0,10.0,8.0,10.0,1.0,2.0,1.0,5.0,6.0,1.0,,1.0,,1.0,,0.6666666666666666,0.75,0.5,0.5,0.5625,0.20588235294117646,0.16666666666666666,0.8888888888888888,0.5882352941176471,0.5555555555555556,0.5,0.8333333333333334,1.0,1.0,0.4,0.25,0.25,1.0,0.2647058823529412,0.2222222222222222,0.2857142857142857,0.17647058823529413,0.75,0.6666666666666666,,0.5475375,0.21951219512195122,27.914285714285715,1.0,1.0,,,1.0,5.0,,,1.0,15.0,3.0,5.0,1.0,2.0,,,1.0,1.0,,,,1.0,3.0,2.0,3.0,2.0,1.0,0.7142857142857143,,0.8333333333333334,0.1111111111111111,0.1,,0.2222222222222222,,0.4,,0.8,1.0,,0.6666666666666666,1.0,0.029411764705882353,1.0,1.0,1.0,,,,0.2,4.0,4.0,4.0,2.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8,,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,0.25,,,,1.0,,,,,,,,,1.0,,0.125,,,,1610612765,2003,2002-03,True
1088-1888-361-468-93,1610612765,"Chucky Atkins, Richard Hamilton, Clifford Robinson, Jon Barry, Hubert Davis","Atkins, Hamilton, Robinson, Barry, Davis",1088-1888-361-468-93,DET,13.0,2,,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,2.0,2.0,1.0,,,2.0,2.0,,2.0,2.0,2.0,,1.0,2.0,,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,332.3076923076923,2.0,5.5,2.0,5.5,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-1888-361-688-722,1610612765,"Chucky Atkins, Richard Hamilton, Clifford Robinson, Michael Curry, Corliss Williamson","Atkins, Hamilton, Robinson, Curry, Williamson",1088-1888-361-688-722,DET,39.0,1,1.0,4.0,2.0,1.0,2.0,1.0,3.0,,,,,1.0,1.0,1.0,2.0,4.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,110.76923076923076,11.5,16.0,11.5,16.0,,,,1.0,,,,0.3778,0.3778,0.5,0.5,1.0,4.9,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-2143-2419-468-93,1610612765,"Chucky Atkins, Pepe Sanchez, Tayshaun Prince, Jon Barry, Hubert Davis","Atkins, Sanchez, Prince, Barry, Davis",1088-2143-2419-468-93,DET,386.0,1,6.0,-2.0,14.0,14.0,,,28.0,2.0,3.0,,,3.0,3.0,8.0,,12.0,14.0,,,,,6.0,3.0,6.0,9.0,2.0,2.0,2.0,1.0,8.0,,,0.375,,0.5454545454545454,,0.5,,0.5,0.625,0.4,104.4559585492228,12.785714285714286,14.785714285714286,12.5,13.785714285714286,0.2727272727272727,0.6666666666666666,1.0,0.2727272727272727,,,0.5454545454545454,0.5273272727272728,,0.08333333333333333,0.1111111111111111,,7.375,,3.0,2.0,2.0,,1.0,2.0,3.0,,3.0,2.0,2.0,4.0,,,4.0,3.0,,1.0,,,3.0,2.0,2.0,3.0,2.0,,1.0,2.0,4.0,1.0,,,,,,,,1.0,1.0,1.0,0.2727272727272727,0.5,1.0,0.4,0.5,0.6666666666666666,,1.0,1.0,,,,,0.18181818181818182,0.5,0.5,0.2727272727272727,1.0,1.0,,0.7737,0.3333333333333333,25.7,,,,,,2.0,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,0.5,0.6666666666666666,,0.6666666666666666,0.125,0.3333333333333333,,,1.0,,1.0,,1.0,0.2,,,,,,,,,,,2.0,2.0,1.0,1.0,,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2003,2002-03,True
1088-2246-2419-330-468,1610612765,"Chucky Atkins, Mehmet Okur, Tayshaun Prince, Danny Manning, Jon Barry","Atkins, Okur, Prince, Manning, Barry",1088-2246-2419-330-468,DET,464.0,4,8.0,6.0,17.0,16.0,10.0,5.0,33.0,3.0,6.0,2.0,5.0,1.0,5.0,12.0,5.0,15.0,9.0,3.0,8.0,2.0,8.0,2.0,4.0,7.0,9.0,1.0,3.0,7.0,3.0,15.0,8.0,10.0,0.4166666666666667,0.375,0.4166666666666667,0.375,0.5,0.4444444444444444,0.5714285714285714,0.5833333333333334,0.75,102.41379310344827,11.058823529411764,17.25,10.823529411764707,15.5,0.5,0.5,0.6,0.08333333333333333,0.625,0.4,0.5,0.50825,0.5110875,0.21428571428571427,0.21428571428571427,0.5333333333333333,9.183333333333334,0.5882352941176471,2.0,,1.0,,2.0,5.0,,,,,1.0,,,8.0,,,4.0,4.0,2.0,,8.0,1.0,3.0,2.0,,,,2.0,2.0,,,,1.0,1.0,,0.8,0.8,,,,,,0.6,0.14285714285714285,0.14285714285714285,,0.3333333333333333,1.0,0.5,0.6666666666666666,,,,0.4166666666666667,0.4,0.4,,1.0,,,0.6887,,,,,,,,,,,,,1.0,,,2.0,,,2.0,2.0,,,,1.0,,,,,,,,,0.08333333333333333,0.16666666666666666,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,1610612765,2003,2002-03,True
1088-2246-2419-330-93,1610612765,"Chucky Atkins, Mehmet Okur, Tayshaun Prince, Danny Manning, Hubert Davis","Atkins, Okur, Prince, Manning, Davis",1088-2246-2419-330-93,DET,532.0,2,9.0,11.0,16.0,17.0,10.0,4.0,33.0,3.0,5.0,2.0,3.0,2.0,5.0,11.0,5.0,15.0,4.0,4.0,7.0,2.0,10.0,6.0,5.0,10.0,12.0,,4.0,8.0,4.0,13.0,10.0,10.0,0.45454545454545453,0.5714285714285714,0.38461538461538464,0.5,0.4411764705882353,0.5,1.0,0.8333333333333334,1.0,89.32330827067669,11.8125,20.176470588235293,10.8125,18.88235294117647,0.38461538461538464,0.6,0.75,0.15384615384615385,0.375,0.6666666666666666,0.5384615384615384,0.5276115384615385,0.5356875,0.23529411764705882,0.26666666666666666,0.6666666666666666,8.0,0.625,2.0,1.0,1.0,,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,,4.0,1.0,5.0,2.0,,,,1.0,1.0,,,1.0,,,,0.4,0.5,0.5,0.5,0.5,0.15384615384615385,,0.7142857142857143,0.16666666666666666,0.25,,,1.0,0.6,0.6666666666666666,,,,0.3076923076923077,0.5,0.5,0.07692307692307693,0.5,1.0,0.125,0.6545,0.13333333333333333,25.6,,1.0,,,,,,,,,2.0,,,,1.0,,1.0,,1.0,,,,1.0,,2.0,2.0,,,,,0.18181818181818182,0.2,0.5,,0.5,0.5,,1.0,1.0,,1.0,,0.07692307692307693,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1610612765,2003,2002-03,True
