EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PtsUnassisted2s,FTDefRebounds,DefRebounds,Rebounds,DefFTReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,NonHeaveArc3FGA,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Fg2aBlocked,LostBallSteals,BlockedShortMidRange,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,ShortMidRangeAssists,Travels,FG3APctBlocked,Corner3PctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3PctBlocked,OffensiveGoaltends,Clear Path Fouls,Blocked3s,BlockedArc3,team_id,year,season,team_vs
1723-1905-1909-2052-2260,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, Jarron Collins","Harpring, Kirilenko, Padgett, Stevenson, Collins",1723-1905-1909-2052-2260,UTA,71.0,1,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.75,0.75,81.12676056338029,15.0,20.5,15.0,19.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.44895,0.44895,0.5,0.5,1.0,10.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-2052-2306,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, Carlos Arroyo","Harpring, Kirilenko, Padgett, Stevenson, Arroyo",1723-1905-1909-2052-2306,UTA,47.0,1,1.0,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,91.91489361702128,20.0,13.5,20.0,13.5,1.0,1.0,1.0,,,1.0,1.0,1.0,0.5457,0.5457,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-2052-304,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, DeShawn Stevenson, John Stockton","Harpring, Kirilenko, Padgett, Stevenson, Stockton",1723-1905-1909-2052-304,UTA,7.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-2260-304,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Jarron Collins, John Stockton","Harpring, Kirilenko, Padgett, Collins, Stockton",1723-1905-1909-2260-304,UTA,16.0,2,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,180.0,14.0,2.0,14.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-2260-349,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Jarron Collins, Mark Jackson","Harpring, Kirilenko, Padgett, Collins, Jackson",1723-1905-1909-2260-349,UTA,786.0,8,13.0,-8.0,31.0,28.0,21.0,23.0,59.0,3.0,8.0,3.0,7.0,14.0,9.0,28.0,9.0,27.0,35.0,6.0,20.0,4.0,16.0,12.0,6.0,6.0,2.0,12.0,10.0,,4.0,19.0,16.0,21.0,0.6666666666666666,0.6666666666666666,0.32142857142857145,0.3,0.3103448275862069,0.2857142857142857,0.39705882352941174,0.34782608695652173,108.09160305343512,12.225806451612904,14.535714285714286,11.580645161290322,13.642857142857142,0.27586206896551724,0.375,0.375,0.6666666666666666,0.4827586206896552,0.3333333333333333,0.42857142857142855,0.3103448275862069,0.44567758620689657,0.4527928571428571,0.12121212121212122,0.125,0.5925925925925926,11.382142857142856,0.6774193548387096,6.0,,6.0,13.0,,7.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,3.0,6.0,8.0,1.0,1.0,4.0,7.0,1.0,5.0,7.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.034482758620689655,1.0,0.3888888888888889,0.3333333333333333,0.75,0.3888888888888889,0.6,0.4,0.25,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,1.0,0.20689655172413793,0.16666666666666666,0.16666666666666666,0.35714285714285715,0.35714285714285715,0.8,0.034482758620689655,0.3333333333333333,0.047619047619047616,0.4822,0.2962962962962963,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-2306-384,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Carlos Arroyo, Calbert Cheaney","Harpring, Kirilenko, Padgett, Arroyo, Cheaney",1723-1905-1909-2306-384,UTA,40.0,1,1.0,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,108.0,10.0,15.0,10.0,15.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.6157,0.6157,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-2306-731,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Carlos Arroyo, Greg Ostertag","Harpring, Kirilenko, Padgett, Arroyo, Ostertag",1723-1905-1909-2306-731,UTA,87.0,1,1.0,4.0,4.0,4.0,4.0,,8.0,1.0,2.0,1.0,2.0,,2.0,3.0,2.0,6.0,2.0,2.0,3.0,2.0,6.0,,,,,,2.0,,1.0,6.0,6.0,4.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,132.41379310344828,8.75,13.0,8.75,13.0,0.6666666666666666,0.5,1.0,,,0.6666666666666666,0.5,0.6666666666666666,0.6555666666666666,0.6555666666666666,0.25,0.25,1.0,3.1999999999999997,1.0,4.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-252-304,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Karl Malone, John Stockton","Harpring, Kirilenko, Padgett, Malone, Stockton",1723-1905-1909-252-304,UTA,4589.0,30,76.0,-46.0,157.0,171.0,103.0,126.0,328.0,16.0,29.0,11.0,19.0,31.0,33.0,80.0,69.0,165.0,211.0,18.0,49.0,61.0,112.0,26.0,13.0,23.0,6.0,56.0,86.0,3.0,13.0,141.0,112.0,103.0,0.3939393939393939,0.43333333333333335,0.4125,0.3673469387755102,0.4247787610619469,0.375,0.5359477124183006,0.5384615384615384,102.92438439747221,13.834394904458598,14.134502923976608,13.02547770700637,12.818713450292398,0.25663716814159293,0.5517241379310345,0.6153846153846154,0.375,0.2743362831858407,0.27941176470588236,0.5789473684210527,0.5486725663716814,0.4795544247787611,0.4790875,0.10569105691056911,0.14444444444444443,0.6787878787878788,9.45875,0.6560509554140127,40.0,7.0,52.0,76.0,0.7777777777777778,22.0,8.0,5.0,20.0,12.0,22.0,14.0,33.0,6.0,10.0,9.0,24.0,19.0,22.0,7.0,15.0,14.0,31.0,24.0,4.0,10.0,6.0,13.0,2.0,29.0,3.0,17.0,17.0,58.0,30.0,12.0,6.0,12.0,7.0,29.0,0.6,0.4411764705882353,0.5454545454545454,0.2920353982300885,0.5535714285714286,0.3191489361702128,0.6666666666666666,0.5844155844155844,0.3142857142857143,0.46153846153846156,0.26666666666666666,0.2631578947368421,0.5625,0.5,0.5666666666666667,0.625,0.06349206349206349,0.5833333333333334,0.17699115044247787,0.25,0.29411764705882354,0.3870967741935484,0.4,0.5833333333333334,0.19469026548672566,0.47058823529411764,0.20588235294117646,0.5460363636363637,0.14545454545454545,24.466666666666665,7.0,4.0,3.0,0.0875,0.10344827586206896,5.0,3.0,11.0,2.0,1.0,5.0,7.0,1.0,5.0,4.0,10.0,1.0,7.0,5.0,30.0,6.0,7.0,10.0,7.0,3.0,7.0,2.0,16.0,4.0,8.0,8.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,0.30303030303030304,0.14285714285714285,0.2631578947368421,0.30303030303030304,0.15,0.03225806451612903,0.5517241379310345,0.3333333333333333,0.30434782608695654,0.26666666666666666,0.375,0.8,0.09734513274336283,0.2727272727272727,0.2727272727272727,1.0,0.3181818181818182,0.3181818181818182,1.0,0.625,0.11764705882352941,0.29411764705882354,0.2,1.0,0.07352941176470588,0.2,0.2857142857142857,0.3181818181818182,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-252-349,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, Karl Malone, Mark Jackson","Harpring, Kirilenko, Padgett, Malone, Jackson",1723-1905-1909-252-349,UTA,1872.0,12,31.0,8.0,63.0,56.0,36.0,37.0,119.0,4.0,13.0,4.0,9.0,13.0,12.0,32.0,18.0,72.0,64.0,7.0,17.0,10.0,42.0,12.0,6.0,16.0,3.0,42.0,22.0,,8.0,66.0,42.0,36.0,0.5,0.5,0.375,0.4117647058823529,0.574468085106383,0.5925925925925926,0.6140350877192983,0.625,91.53846153846155,14.428571428571429,17.196428571428573,14.222222222222221,16.017857142857142,0.2765957446808511,0.3076923076923077,0.4,0.75,0.2765957446808511,0.3333333333333333,0.4444444444444444,0.5957446808510638,0.4821882978723404,0.5024018518518518,0.14545454545454545,0.2,0.5833333333333334,9.359375,0.5714285714285714,12.0,3.0,8.0,15.0,1.0,7.0,4.0,2.0,6.0,6.0,10.0,6.0,15.0,,4.0,3.0,6.0,10.0,10.0,3.0,6.0,1.0,4.0,7.0,,8.0,7.0,4.0,,9.0,1.0,6.0,7.0,15.0,2.0,3.0,,3.0,1.0,2.0,,0.3,0.42857142857142855,0.3191489361702128,0.3076923076923077,0.3,1.0,0.35714285714285715,0.2916666666666667,0.3333333333333333,,0.42857142857142855,0.5,0.25,0.2857142857142857,1.0,,0.3333333333333333,0.1276595744680851,0.3333333333333333,0.4,0.46153846153846156,0.46153846153846156,0.5,0.2127659574468085,0.8,0.2222222222222222,0.5490875,0.08333333333333333,24.720000000000002,4.0,1.0,1.0,0.125,0.23076923076923078,,3.0,5.0,,2.0,4.0,7.0,1.0,1.0,4.0,10.0,1.0,1.0,6.0,30.0,,7.0,10.0,7.0,3.0,1.0,,5.0,,3.0,2.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,0.6666666666666666,0.16666666666666666,,0.5555555555555556,,0.25,,0.5,,0.10638297872340426,0.6,0.6,1.0,0.7,0.7,1.0,,,0.2,1.0,1.0,0.14814814814814814,0.5,0.6666666666666666,0.7,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1723-1905-1909-304-349,1610612762,"Matt Harpring, Andrei Kirilenko, Scott Padgett, John Stockton, Mark Jackson","Harpring, Kirilenko, Padgett, Stockton, Jackson",1723-1905-1909-304-349,UTA,15.0,1,,-2.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,1.0,1.0,3.0,,,1.0,1.0,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,0.5,0.5,288.0,,7.5,,7.5,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
