EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,DefAtRimReboundPct,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGA,FG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeAssists,Technical Free Throw Trips,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,BlockedAtRim,RecoveredBlocks,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGA,LiveBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,PenaltyCorner3Frequency,Steals,BadPassSteals,BadPassTurnovers,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG3A,HeaveAttempts,Corner3Assists,OffThreePtRebounds,LostBallSteals,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,3SecondViolations,Loose Ball Fouls,SecondChanceArc3FGA,SecondChanceFtPoints,SecondChanceArc3Frequency,DefCorner3ReboundPct,BlockedShortMidRange,LongMidRangePctBlocked,DefensiveGoaltends,OffShortMidRangeReboundPct,PtsPutbacks,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Travels,PtsUnassisted3s,SelfOReb,Clear Path Fouls,Defensive 3 Seconds Violations,SelfORebPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3,team_id,year,season,team_vs
1073-1531-1607-2080-383,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Igor Rakocevic, Kendall Gill","Slater, Jackson, Hudson, Rakocevic, Gill",1073-1531-1607-2080-383,MIN,125.0,1,2.0,1.0,4.0,5.0,4.0,3.0,9.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,103.67999999999999,19.25,9.6,19.25,9.0,1.0,0.3333333333333333,0.3333333333333333,0.34800000000000003,0.34800000000000003,1.0,18.966666666666665,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-1607-324-383,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Anthony Peeler, Kendall Gill","Slater, Jackson, Hudson, Peeler, Gill",1073-1531-1607-324-383,MIN,50.0,1,1.0,4.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,4.0,2.0,2.0,,2.0,2.0,,,,,,,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,,,115.19999999999999,7.0,18.0,7.0,16.5,1.0,1.0,1.0,0.4069,0.4069,1.0,20.7,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-1607-383-393,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Kendall Gill, Rod Strickland","Slater, Jackson, Hudson, Gill, Strickland",1073-1531-1607-383-393,MIN,170.0,1,3.0,2.0,6.0,5.0,,,11.0,,,2.0,2.0,7.0,5.0,,,,2.0,3.0,,3.0,3.0,,,,,1.0,2.0,7.0,,,1.0,,0.4,,0.5833333333333334,,,1.0,1.0,1.0,,93.17647058823529,15.833333333333334,15.0,15.833333333333334,15.0,,,,0.69017,,,0.3,,3.0,,3.0,,,,,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.6,0.4,1.0,1.0,0.5,0.4,0.2,1.0,0.3333333333333333,0.6666666666666666,23.933333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-1607-383-708,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Kendall Gill, Kevin Garnett","Slater, Jackson, Hudson, Gill, Garnett",1073-1531-1607-383-708,MIN,119.0,1,2.0,-1.0,3.0,3.0,,,6.0,,1.0,1.0,2.0,5.0,6.0,,,,,,,,,,,,,,,5.0,,,0.5,,0.5,,0.6666666666666666,,,,,,,72.60504201680672,24.0,15.666666666666666,24.0,15.666666666666666,0.5,,,0.39445,,,12.85,,3.0,,3.0,,,,,,,,,,,2.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-1607-393-708,1610612750,"Reggie Slater, Marc Jackson, Troy Hudson, Rod Strickland, Kevin Garnett","Slater, Jackson, Hudson, Strickland, Garnett",1073-1531-1607-393-708,MIN,208.0,1,3.0,6.0,7.0,6.0,,,13.0,,,3.0,4.0,12.0,6.0,,,,4.0,2.0,,2.0,2.0,,,,,1.0,3.0,12.0,,,0.75,,0.8571428571428571,,0.8571428571428571,,,1.0,1.0,1.0,1.0,90.0,14.571428571428571,17.666666666666668,14.571428571428571,17.666666666666668,,,,0.5089214285714286,,,3.525,,,,,,,,,,2.0,2.0,,3.0,3.0,2.0,3.0,1.0,3.0,1.0,8.0,,,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.2857142857142857,1.0,1.0,0.5,,0.42857142857142855,0.7142857142857143,,,25.733333333333334,1.0,2.0,,,0.2857142857142857,0.5,1.0,,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.25,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-1887-383-393,1610612750,"Reggie Slater, Marc Jackson, Wally Szczerbiak, Kendall Gill, Rod Strickland","Slater, Jackson, Szczerbiak, Gill, Strickland",1073-1531-1887-383-393,MIN,73.0,1,1.0,5.0,3.0,2.0,,,5.0,1.0,1.0,3.0,3.0,7.0,2.0,,,,2.0,1.0,,1.0,1.0,,,,,,,7.0,,,1.0,,1.0,,1.1666666666666667,,,1.0,1.0,,1.0,98.63013698630138,13.0,17.0,13.0,17.0,0.3333333333333333,1.0,1.0,0.5614,,,5.0,,1.0,,1.0,,,,,,2.0,2.0,,,,4.0,,2.0,2.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,0.6666666666666666,1.0,1.0,0.5,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-2080-2254-324,1610612750,"Reggie Slater, Marc Jackson, Igor Rakocevic, Loren Woods, Anthony Peeler","Slater, Jackson, Rakocevic, Woods, Peeler",1073-1531-2080-2254-324,MIN,295.0,1,5.0,2.0,10.0,9.0,10.0,9.0,19.0,1.0,4.0,2.0,9.0,10.0,8.0,2.0,9.0,10.0,2.0,4.0,1.0,6.0,8.0,,,,,3.0,3.0,8.0,10.0,10.0,0.2222222222222222,0.2222222222222222,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5,0.6666666666666666,0.7142857142857143,,0.5,92.7457627118644,16.5,14.444444444444445,15.4,12.444444444444445,0.3333333333333333,0.25,0.25,0.46059999999999995,0.46059999999999995,1.0,9.044444444444444,1.0,,,,,2.0,1.0,2.0,1.0,1.0,4.0,,3.0,3.0,2.0,3.0,1.0,3.0,,8.0,,,0.5,0.5,0.25,0.3333333333333333,0.25,0.5,,,0.25,0.5833333333333334,,,26.666666666666668,,1.0,,,0.08333333333333333,,,,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.2222222222222222,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.5,0.2857142857142857,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.3333333333333333,0.25,0.25,0.6666666666666666,0.49725,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-2080-324-718,1610612750,"Reggie Slater, Marc Jackson, Igor Rakocevic, Anthony Peeler, Gary Trent","Slater, Jackson, Rakocevic, Peeler, Trent",1073-1531-2080-324-718,MIN,370.0,1,6.0,2.0,13.0,13.0,12.0,7.0,26.0,3.0,6.0,5.0,8.0,15.0,13.0,5.0,8.0,13.0,6.0,3.0,,3.0,4.0,,2.0,3.0,3.0,4.0,6.0,15.0,13.0,12.0,0.625,0.625,0.65,0.65,0.6818181818181818,0.65,,0.6,0.6,1.0,0.5,101.18918918918918,14.615384615384615,13.846153846153847,14.307692307692308,13.538461538461538,0.6,0.5,0.5,0.448465,0.448465,0.8666666666666667,14.925,0.9230769230769231,2.0,,2.0,,,,,0.5,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,7.0,,1.0,0.4,0.4,0.2,0.1,1.0,1.0,1.0,0.1,0.1,0.3,0.09090909090909091,0.1111111111111111,24.0,1.0,1.0,,,0.1,1.0,1.0,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,0.5,0.5,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,,1.0,,,0.5,,,,,0.3333333333333333,,0.25,,0.3333333333333333,,,,,0.1,1.0,0.1,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-2080-393-718,1610612750,"Reggie Slater, Marc Jackson, Igor Rakocevic, Rod Strickland, Gary Trent","Slater, Jackson, Rakocevic, Strickland, Trent",1073-1531-2080-393-718,MIN,125.0,1,2.0,-5.0,7.0,7.0,7.0,7.0,14.0,,,,,3.0,8.0,,,3.0,,1.0,1.0,2.0,2.0,,1.0,4.0,4.0,2.0,3.0,3.0,3.0,7.0,,,0.75,0.75,0.75,0.75,1.0,0.5,0.5,,0.5,161.28,7.714285714285714,10.142857142857142,7.714285714285714,9.714285714285714,,,,0.540675,0.540675,1.0,,1.0,,,,,,,,,,,,2.0,2.0,,2.0,,1.0,,3.0,,,,,1.0,,,,,,1.0,1.0,,,24.9,,,,,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,0.5,0.5,,,0.5,0.5,1.0,0.5,,,,,,,,1.0,2.0,,,,1.0,2.0,,,,,,0.5,,,,,,,,,,,,,,,,1.0,0.5,,,,3.0,1.0,,1.0,,0.75,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
1073-1531-324-383-393,1610612750,"Reggie Slater, Marc Jackson, Anthony Peeler, Kendall Gill, Rod Strickland","Slater, Jackson, Peeler, Gill, Strickland",1073-1531-324-383-393,MIN,470.0,3,8.0,5.0,12.0,12.0,,4.0,24.0,3.0,7.0,6.0,10.0,20.0,15.0,,,,4.0,3.0,1.0,4.0,7.0,,,,,3.0,7.0,16.0,,,0.6,,0.6,,0.625,,1.0,0.75,0.6,,0.6666666666666666,73.53191489361703,17.083333333333332,22.083333333333332,16.083333333333332,20.5,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.5065107142857143,,,13.959999999999999,,2.0,,2.0,,,,,1.0,3.0,3.0,3.0,2.0,5.0,8.0,1.0,4.0,6.0,1.0,14.0,,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2,1.0,1.0,0.3333333333333333,0.2,0.13333333333333333,0.5333333333333333,0.0625,0.09090909090909091,30.580000000000002,,,,,,,,,,2.0,6.0,,,2.0,,1.0,0.4,0.5,,,,,,,3.0,1.0,2.0,2.0,2.0,,,,1.0,2.0,2.0,4.0,,1.0,1.0,,3.0,,,,1.0,0.6666666666666666,0.6666666666666666,,0.25,,0.5,,0.25,,,0.6666666666666666,1.0,,,1.0,,0.5865,0.2,,,,,,,,,1.0,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2003,2002-03,True
