EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,OpponentPoints,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,PenaltyDefPoss,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,SecondChanceTurnovers,PenaltyTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Steals,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,AtRimAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Assisted3sPct,SecondChanceFg3Pct,LiveBallTurnoverPct,AtRimPctAssisted,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,2pt And 1 Free Throw Trips,DefAtRimReboundPct,Technical Free Throw Trips,Corner3FGA,Corner3Frequency,Loose Ball Fouls,Corner3FGM,SecondChanceCorner3FGA,Corner3Assists,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DefFTReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,OffThreePtRebounds,BlockedAtRim,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,FTOffRebounds,OffFTReboundPct,LostBallTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,ShortMidRangePctBlocked,OffArc3ReboundPct,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Blocked3s,BlockedCorner3,team_id,year,season,team_vs
1065-1500-1506-1802-1897,1610612754,"Erick Strickland, Ron Mercer, Austin Croshere, Brad Miller, Metta World Peace","Strickland, Mercer, Croshere, Miller, World Peace",1065-1500-1506-1802-1897,IND,107.0,1,2.0,4.0,4.0,3.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,0.25,1.0,0.25,0.25,1.0,0.25,0.4,1.0,0.4,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,94.2056074766355,12.25,19.333333333333332,11.75,19.333333333333332,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.407375,0.4432,0.407375,0.2,0.2,0.5,1.0,11.175,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1500-1506-1897-979,1610612754,"Erick Strickland, Ron Mercer, Austin Croshere, Metta World Peace, Jermaine O'Neal","Strickland, Mercer, Croshere, World Peace, O'Neal",1065-1500-1506-1897-979,IND,110.0,1,2.0,-4.0,3.0,3.0,,1.0,6.0,,1.0,,1.0,,,,,3.0,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,1.0,,,78.54545454545455,16.333333333333332,20.333333333333332,15.666666666666666,13.666666666666666,0.3333333333333333,,,,1.0,,,,0.3333333333333333,0.3943666666666667,0.4649,,,,,,5.7,,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1500-1733-1886-2224,1610612754,"Erick Strickland, Ron Mercer, Al Harrington, Jonathan Bender, Jamaal Tinsley","Strickland, Mercer, Harrington, Bender, Tinsley",1065-1500-1733-1886-2224,IND,160.0,1,3.0,-2.0,5.0,6.0,5.0,2.0,11.0,,1.0,,,,1.0,2.0,1.0,3.0,1.0,6.0,,,,1.0,3.0,1.0,6.0,,,2.0,,2.0,2.0,2.0,4.0,1.0,,6.0,6.0,5.0,0.3333333333333333,,0.3333333333333333,0.4166666666666667,,0.4166666666666667,0.5,,0.5,1.0,1.0,,1.0,0.5,1.0,,1.0,,99.0,22.2,8.166666666666666,20.0,8.166666666666666,0.16666666666666666,,,0.3333333333333333,,,0.16666666666666666,,0.6666666666666666,0.43155000000000004,0.3933,0.43155000000000004,0.16666666666666666,,,1.0,12.166666666666666,1.0,,8.0,1.0,1.0,1.0,1.0,,,,,,,,,6.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1500-1733-1886-397,1610612754,"Erick Strickland, Ron Mercer, Al Harrington, Jonathan Bender, Reggie Miller","Strickland, Mercer, Harrington, Bender, Miller",1065-1500-1733-1886-397,IND,137.0,1,2.0,,6.0,5.0,6.0,,11.0,,,,,,,1.0,,1.0,2.0,5.0,,,,,1.0,2.0,5.0,,,,1.0,,1.0,,1.0,2.0,,5.0,5.0,6.0,,,,0.5,,0.5,0.625,,0.625,,,0.3333333333333333,0.25,,,,,0.3333333333333333,115.62043795620438,15.833333333333334,8.4,15.833333333333334,7.0,,,,0.3333333333333333,,,,,0.6666666666666666,0.41104999999999997,,0.41104999999999997,,,,1.0,18.6,1.0,,5.0,,,,1.0,,,,,,,,,5.0,,1.0,2.0,,1.0,2.0,1.0,2.0,,1.0,2.0,,3.0,2.0,1.0,,,,,,,,,,,,0.5,0.5,0.5,0.6666666666666666,,,,,,,0.6666666666666666,0.5,0.5,,0.6666666666666666,0.5,0.5,,26.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1500-1733-1897-1902,1610612754,"Erick Strickland, Ron Mercer, Al Harrington, Metta World Peace, Jeff Foster","Strickland, Mercer, Harrington, World Peace, Foster",1065-1500-1733-1897-1902,IND,114.0,1,2.0,3.0,4.0,3.0,4.0,2.0,7.0,1.0,2.0,,,1.0,2.0,1.0,1.0,3.0,2.0,7.0,,,5.0,1.0,3.0,2.0,7.0,,,2.0,,,,2.0,2.0,2.0,,2.0,7.0,4.0,0.3333333333333333,,0.3333333333333333,0.625,1.5,0.625,0.7,1.25,0.7,,1.0,,,1.0,1.0,,,,88.42105263157895,18.25,13.666666666666666,15.5,13.666666666666666,0.5,0.5,0.5,0.25,,,0.5,0.5,0.75,0.45045,0.5418,0.45045,,,0.7142857142857143,1.0,6.466666666666666,1.0,,4.0,,1.0,,,,,,,,,,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,2.0,,5.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.25,,,1.0,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,,25.0,1.0,,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1500-1733-1897-979,1610612754,"Erick Strickland, Ron Mercer, Al Harrington, Metta World Peace, Jermaine O'Neal","Strickland, Mercer, Harrington, World Peace, O'Neal",1065-1500-1733-1897-979,IND,202.0,1,3.0,11.0,7.0,7.0,6.0,,14.0,,,,,,,3.0,2.0,3.0,1.0,11.0,,,,2.0,2.0,1.0,11.0,2.0,,,1.0,4.0,5.0,,5.0,1.0,1.0,11.0,11.0,6.0,0.6666666666666666,,1.0,0.8333333333333334,,1.0,0.9166666666666666,,1.1,0.8,,1.0,0.8333333333333334,,,,1.0,1.0,99.8019801980198,10.0,18.857142857142858,10.0,18.428571428571427,,,,0.5,,,,,0.5,0.45730833333333337,,0.46763000000000005,0.16666666666666666,0.3333333333333333,,1.0,18.3,0.8571428571428571,,,,,,,,,,,,,,,7.0,2.0,2.0,3.0,,2.0,3.0,2.0,3.0,,2.0,3.0,2.0,3.0,3.0,2.0,,1.0,2.0,1.0,5.0,,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,,0.6,0.6666666666666666,0.6666666666666666,,24.933333333333334,1.0,1.0,,,,,,3.0,1.0,1.0,,,,,0.5,,,,0.5,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1500-1733-1902-979,1610612754,"Erick Strickland, Ron Mercer, Al Harrington, Jeff Foster, Jermaine O'Neal","Strickland, Mercer, Harrington, Foster, O'Neal",1065-1500-1733-1902-979,IND,53.0,1,1.0,1.0,2.0,1.0,,,3.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,0.25,,,1.0,,,1.0,,,,1.0,,81.50943396226415,14.0,25.0,14.0,25.0,,,,1.0,,,,,,0.3571,,,0.5,0.5,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1500-1802-1897-979,1610612754,"Erick Strickland, Ron Mercer, Brad Miller, Metta World Peace, Jermaine O'Neal","Strickland, Mercer, Miller, World Peace, O'Neal",1065-1500-1802-1897-979,IND,52.0,1,1.0,,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.07692307692308,17.0,17.5,17.0,17.5,,,,,,,,,1.0,0.5982,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,24.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1500-1897-2224-979,1610612754,"Erick Strickland, Ron Mercer, Metta World Peace, Jamaal Tinsley, Jermaine O'Neal","Strickland, Mercer, World Peace, Tinsley, O'Neal",1065-1500-1897-2224-979,IND,168.0,1,3.0,-2.0,5.0,5.0,5.0,,10.0,1.0,1.0,,,1.0,1.0,2.0,2.0,3.0,3.0,7.0,,,,2.0,3.0,3.0,7.0,2.0,,,,,,,,3.0,1.0,7.0,7.0,5.0,0.6666666666666666,,0.6666666666666666,0.5,,0.5,0.6,,0.6,,,,,,,,,,85.71428571428572,21.8,11.8,21.8,11.8,0.25,1.0,1.0,0.5,,,0.25,1.0,0.5,0.364,,0.364,0.2,0.25,,1.0,12.200000000000001,1.0,,9.0,,,,1.0,,,,,,,,,5.0,1.0,,1.0,,,1.0,,1.0,,,1.0,2.0,,1.0,,,1.0,1.0,,2.0,,,,,0.5,0.5,,,,0.25,,,,0.5,0.5,,0.25,,,,0.25,,,,25.1,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
1065-1506-1733-1897-979,1610612754,"Erick Strickland, Austin Croshere, Al Harrington, Metta World Peace, Jermaine O'Neal","Strickland, Croshere, Harrington, World Peace, O'Neal",1065-1506-1733-1897-979,IND,184.0,1,3.0,4.0,6.0,6.0,,1.0,12.0,1.0,2.0,1.0,1.0,,,2.0,2.0,4.0,1.0,8.0,1.0,1.0,3.0,,,,,4.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,5.0,,,0.5,1.0,,0.5,1.0,,0.5714285714285714,1.5,,1.0,0.5,,0.6666666666666666,0.25,1.0,,1.0,,93.91304347826086,14.5,16.166666666666668,14.166666666666666,15.5,0.2857142857142857,0.5,0.5,0.2857142857142857,1.0,1.0,,,0.7142857142857143,0.5224285714285715,0.6099,,0.14285714285714285,0.25,0.375,,9.6,,,4.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,,,,1.0,3.0,,,,,,2.0,1.0,,,1.0,,3.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.42857142857142855,,,,0.5,0.5,,0.2857142857142857,0.5,0.5,,,,0.5,,24.900000000000002,1.0,,,,,,1.0,3.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2003,2002-03,True
