EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,SecondChanceArc3FGA,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,OffCorner3ReboundPct,PtsUnassisted3s,HeaveAttempts,DefensiveGoaltends,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
2051-2403-2428-2454-436,1610612743,"Donnell Harvey, Nene, Vincent Yarbrough, Junior Harrington, Juwan Howard","Harvey, Nene, Yarbrough, Harrington, Howard",2051-2403-2428-2454-436,DEN,13677.0,27,228,-24.0,411,415.0,99.0,93.0,57.0,826,68.0,116.0,14.0,29.0,15.0,24.0,34.0,77.0,60.0,140.0,3.0,7.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,162.0,333.0,5.0,17.0,71.0,410.0,434.0,20.0,48.0,1.0,1.0,12.0,55.0,40.0,73.0,1.0,4.0,28.0,111.0,228.0,96.0,15.0,24.0,10.0,2.0,26.0,114.0,5.0,119.0,2.0,3.0,44.0,18.0,52.0,243.0,4.0,59.0,4.0,32.0,110.0,12.0,154.0,67.0,221.0,8.0,39.0,29.0,10.0,46.0,3.0,31.0,31.0,3.0,15.0,5.0,77.0,9.0,15.0,41.0,102.0,8.0,11.0,110.0,1.0,7.0,40.0,12.0,16.0,9.0,2.0,5.0,16.0,11.0,2.0,1.0,355.0,111.0,99.0,13.0,0.7037037037037037,0.76,1.0,0.29411764705882354,1.0,0.25,0.29411764705882354,0.4864864864864865,0.4166666666666667,0.547945205479452,0.48428571428571426,0.4387755102040816,0.538961038961039,0.5037406483790524,0.47413793103448276,0.5612244897959183,0.04857142857142857,0.07807807807807808,0.1206896551724138,0.11688311688311688,0.02142857142857143,0.5974025974025974,0.9230769230769231,0.2,0.7638888888888888,0.34705882352941175,0.8421052631578947,0.3333333333333333,0.7802197802197802,0.34615384615384615,0.3958333333333333,0.3488372093023256,0.31645569620253167,0.5,0.7714285714285715,0.7272727272727273,0.7846153846153846,0.8,0.9230769230769231,0.05128205128205128,86.96644000877386,0.6875,16.515815085158152,16.6,15.790754257907542,16.149397590361446,0.3314285714285714,0.5862068965517241,0.6666666666666666,0.6470588235294118,0.22,0.44155844155844154,0.5,0.5294117647058824,0.4,0.42857142857142855,0.43795620437956206,0.8666666666666667,0.02,0.42857142857142855,0.42857142857142855,1.0,0.02857142857142857,0.2,0.2,1.0,0.5918367346938775,0.4827586206896552,0.21428571428571427,0.02040816326530612,1.0,1.0,0.3116883116883117,0.625,0.03896103896103896,0.3333333333333333,0.012987012987012988,0.38,0.2,0.464602,0.4765695652173913,0.45290129870129864,0.10282776349614396,0.10752688172043011,0.13414634146341464,0.2707317073170732,9.681981981981982,23.958823529411767,0.24087591240875914,,,,,,,,,,,,,,,,,,,,,1610612743,2003,2002-03,False
1763-2403-2428-2454-436,1610612743,"Ryan Bowen, Nene, Vincent Yarbrough, Junior Harrington, Juwan Howard","Bowen, Nene, Yarbrough, Harrington, Howard",1763-2403-2428-2454-436,DEN,9463.0,17,158,53.0,284,289.0,26.0,55.0,36.0,573,44.0,64.0,8.0,13.0,4.0,7.0,24.0,58.0,58.0,124.0,3.0,5.0,,,,,2.0,6.0,1.0,126.0,246.0,5.0,11.0,47.0,314.0,261.0,21.0,33.0,,,6.0,48.0,9.0,21.0,,1.0,9.0,27.0,178.0,74.0,15.0,14.0,6.0,2.0,15.0,89.0,5.0,94.0,2.0,3.0,30.0,12.0,47.0,193.0,,37.0,1.0,15.0,66.0,9.0,90.0,38.0,128.0,8.0,41.0,31.0,10.0,20.0,8.0,13.0,21.0,2.0,7.0,3.0,41.0,2.0,6.0,43.0,84.0,4.0,3.0,61.0,8.0,2.0,27.0,6.0,16.0,6.0,4.0,6.0,17.0,5.0,1.0,1.0,266.0,27.0,26.0,10.0,0.7063492063492064,0.7478991596638656,1.0,0.45454545454545453,,,0.45454545454545453,0.5121951219512195,0.6363636363636364,0.42857142857142855,0.519455252918288,0.6363636363636364,0.4090909090909091,0.5531914893617021,0.6666666666666666,0.5,0.042801556420233464,0.06097560975609756,0.09375,0.1206896551724138,0.016129032258064516,0.4878048780487805,1.0,0.1111111111111111,0.673469387755102,0.30833333333333335,0.7894736842105263,,0.6923076923076923,0.29838709677419356,0.45,0.2647058823529412,0.2878787878787879,,0.55,0.76,0.6792452830188679,0.7333333333333333,1.0,0.07339449541284404,87.19433583430202,0.29411764705882354,15.95774647887324,17.06228373702422,15.278169014084508,16.30795847750865,0.2490272373540856,0.6875,0.7586206896551724,0.6818181818181818,0.22568093385214008,0.41379310344827586,0.47058823529411764,0.5,0.48249027237354086,0.46774193548387094,0.47540983606557374,0.8103448275862069,0.019455252918287938,0.6,0.6,1.0,0.023346303501945526,0.3333333333333333,0.3333333333333333,1.0,0.3939393939393939,0.6153846153846154,0.25,,,,0.3181818181818182,0.5714285714285714,,,0.045454545454545456,0.2918287937743191,0.3333333333333333,0.4583392996108949,0.46674848484848486,0.45106818181818187,0.09782608695652174,0.1018867924528302,0.15286624203821655,0.08598726114649681,11.017886178861788,24.481818181818184,0.09154929577464789,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612743,2003,2002-03,False
2401-2403-2428-2454-436,1610612743,"Nikoloz Tskitishvili, Nene, Vincent Yarbrough, Junior Harrington, Juwan Howard","Tskitishvili, Nene, Yarbrough, Harrington, Howard",2401-2403-2428-2454-436,DEN,6209.0,17,103,-11.0,202,197.0,34.0,35.0,18.0,399,31.0,54.0,5.0,11.0,,3.0,16.0,39.0,23.0,58.0,2.0,7.0,,,1.0,3.0,1.0,10.0,4.0,70.0,151.0,3.0,17.0,31.0,180.0,191.0,6.0,14.0,,2.0,3.0,15.0,7.0,23.0,1.0,7.0,6.0,23.0,90.0,50.0,9.0,8.0,10.0,1.0,15.0,45.0,3.0,48.0,1.0,2.0,18.0,9.0,18.0,99.0,2.0,21.0,,17.0,54.0,2.0,73.0,23.0,96.0,6.0,25.0,14.0,11.0,21.0,2.0,14.0,18.0,2.0,7.0,2.0,39.0,5.0,5.0,20.0,50.0,5.0,7.0,48.0,7.0,,22.0,5.0,14.0,7.0,3.0,4.0,14.0,10.0,2.0,3.0,165.0,23.0,34.0,3.0,0.6428571428571429,0.6818181818181818,1.0,0.17647058823529413,,0.14285714285714285,0.17647058823529413,0.46357615894039733,0.42857142857142855,0.30434782608695654,0.44345238095238093,0.375,0.2833333333333333,0.4787234042553192,0.4166666666666667,0.3194444444444444,0.10119047619047619,0.09933774834437085,0.14814814814814814,0.15384615384615385,0.017241379310344827,0.5384615384615384,1.0,,0.7297297297297297,0.2625,0.8095238095238095,0.14285714285714285,0.7473684210526316,0.24468085106382978,0.43478260869565216,0.34782608695652173,0.08823529411764706,0.2222222222222222,0.7,0.7307692307692307,0.75,0.7333333333333333,1.0,0.07692307692307693,92.53664036076663,0.7142857142857143,14.945544554455445,16.19289340101523,14.425742574257425,15.436548223350254,0.32142857142857145,0.5740740740740741,0.6739130434782609,0.5806451612903226,0.23214285714285715,0.41025641025641024,0.48484848484848486,0.5625,0.34523809523809523,0.39655172413793105,0.40350877192982454,0.782608695652174,0.041666666666666664,0.2857142857142857,0.3333333333333333,1.0,0.05952380952380952,0.1,0.1,1.0,0.6875,0.45454545454545453,0.2,,,,0.1,,0.1,0.3333333333333333,0.13333333333333333,0.4226190476190476,0.1,0.47653690476190474,0.52985,0.42244833333333337,0.12021857923497267,0.13253012048192772,0.08333333333333333,0.12777777777777777,9.157615894039735,24.16470588235294,0.16831683168316833,,,2.0,1.0,1.0,0.058823529411764705,0.14285714285714285,0.125,,,,,,,,,,,,,1610612743,2003,2002-03,False
2051-2206-2403-2454-436,1610612743,"Donnell Harvey, Rodney White, Nene, Junior Harrington, Juwan Howard","Harvey, White, Nene, Harrington, Howard",2051-2206-2403-2454-436,DEN,5448.0,22,91,,164,160.0,56.0,37.0,20.0,324,20.0,34.0,4.0,9.0,5.0,11.0,10.0,23.0,17.0,48.0,,,,,,,4.0,9.0,1.0,47.0,105.0,4.0,9.0,42.0,148.0,148.0,5.0,12.0,,1.0,6.0,16.0,13.0,31.0,,1.0,25.0,51.0,68.0,26.0,12.0,4.0,9.0,4.0,6.0,34.0,4.0,38.0,4.0,,13.0,6.0,15.0,80.0,3.0,18.0,1.0,17.0,44.0,10.0,71.0,22.0,93.0,1.0,12.0,7.0,5.0,21.0,6.0,14.0,25.0,2.0,7.0,,46.0,5.0,17.0,21.0,64.0,4.0,10.0,59.0,3.0,,22.0,9.0,5.0,3.0,2.0,,5.0,2.0,2.0,,132.0,51.0,56.0,8.0,0.723404255319149,0.7555555555555555,1.0,0.4444444444444444,,,0.4444444444444444,0.44761904761904764,0.4166666666666667,0.41935483870967744,0.4649122807017544,0.38461538461538464,0.40625,0.5211267605633803,0.4444444444444444,0.53125,0.07894736842105263,0.05714285714285714,0.08823529411764706,0.043478260869565216,0.041666666666666664,0.45652173913043476,0.9090909090909091,0.2,0.7333333333333333,0.32142857142857145,0.8095238095238095,0.6,0.7530864197530864,0.3442622950819672,0.46153846153846156,0.3076923076923077,0.26666666666666666,0.6,0.3333333333333333,0.8,0.8076923076923077,0.7333333333333333,1.0,0.017543859649122806,85.63876651982379,0.4,15.99390243902439,17.65625,15.21951219512195,16.89375,0.2982456140350877,0.5882352941176471,0.6451612903225806,0.65,0.20175438596491227,0.43478260869565216,0.45454545454545453,0.6,0.42105263157894735,0.3541666666666667,0.3695652173913043,0.8823529411764706,,,,,0.07894736842105263,0.4444444444444444,0.4444444444444444,1.0,0.6923076923076923,0.4444444444444444,,,,,0.34375,0.45454545454545453,,,0.03125,0.37719298245614036,0.4444444444444444,0.45229385964912283,0.5066090909090909,0.4683390625,0.16541353383458646,0.1774193548387097,0.10810810810810811,0.34459459459459457,9.938095238095238,25.5,0.34146341463414637,,,1.0,,1.0,,,0.07692307692307693,,,,,,,,,,,,,1610612743,2003,2002-03,False
2206-2401-2403-2454-436,1610612743,"Rodney White, Nikoloz Tskitishvili, Nene, Junior Harrington, Juwan Howard","White, Tskitishvili, Nene, Harrington, Howard",2206-2401-2403-2454-436,DEN,4772.0,18,80,-5.0,142,140.0,15.0,24.0,17.0,282,21.0,36.0,4.0,9.0,2.0,4.0,8.0,25.0,20.0,46.0,1.0,2.0,,,,,5.0,14.0,3.0,49.0,107.0,6.0,16.0,17.0,133.0,138.0,8.0,15.0,1.0,2.0,2.0,21.0,5.0,11.0,1.0,3.0,3.0,16.0,60.0,38.0,18.0,6.0,14.0,5.0,9.0,30.0,6.0,36.0,5.0,1.0,14.0,3.0,13.0,78.0,,19.0,1.0,11.0,36.0,3.0,50.0,20.0,70.0,6.0,12.0,7.0,5.0,15.0,4.0,10.0,13.0,1.0,5.0,3.0,28.0,2.0,2.0,16.0,40.0,1.0,2.0,31.0,1.0,,14.0,2.0,8.0,2.0,1.0,5.0,8.0,6.0,,2.0,112.0,16.0,15.0,3.0,0.6122448979591837,0.6521739130434783,1.0,0.375,0.5,0.3333333333333333,0.375,0.45794392523364486,0.5333333333333333,0.45454545454545453,0.4715447154471545,0.5588235294117647,0.4642857142857143,0.48188405797101447,0.5833333333333334,0.47058823529411764,0.13008130081300814,0.08411214953271028,0.1388888888888889,0.08,0.043478260869565216,0.5357142857142857,1.0,0.2,0.8181818181818182,0.3333333333333333,0.7857142857142857,,0.8103448275862069,0.2835820895522388,0.3333333333333333,0.4117647058823529,0.28,,0.8333333333333334,0.8461538461538461,0.8,0.75,0.8333333333333334,0.10344827586206896,85.09639564124058,0.75,17.04225352112676,16.8,16.309859154929576,16.492857142857144,0.2926829268292683,0.5833333333333334,0.6774193548387096,0.6666666666666666,0.2032520325203252,0.32,0.34782608695652173,0.375,0.37398373983739835,0.43478260869565216,0.45454545454545453,0.65,0.016260162601626018,0.5,0.5,1.0,0.11382113821138211,0.35714285714285715,0.35714285714285715,1.0,0.5294117647058824,0.4444444444444444,0.5,,,,0.2857142857142857,0.5,,,0.21428571428571427,0.42276422764227645,0.35714285714285715,0.47232560975609755,0.5304411764705882,0.46220357142857144,0.10294117647058823,0.11666666666666667,0.15789473684210525,0.12030075187969924,9.742056074766356,24.925,0.1056338028169014,,,2.0,,,,,0.11764705882352941,1.0,1.0,0.5,1.0,0.3333333333333333,,,,,,,,1610612743,2003,2002-03,False
1763-2206-2403-2454-436,1610612743,"Ryan Bowen, Rodney White, Nene, Junior Harrington, Juwan Howard","Bowen, White, Nene, Harrington, Howard",1763-2206-2403-2454-436,DEN,4534.0,16,76,-19.0,137,135.0,11.0,30.0,22.0,272,18.0,39.0,3.0,9.0,,4.0,9.0,21.0,14.0,43.0,1.0,3.0,,1.0,,,,5.0,,41.0,103.0,1.0,8.0,23.0,108.0,127.0,9.0,17.0,,2.0,5.0,23.0,,8.0,,,2.0,2.0,52.0,30.0,3.0,4.0,5.0,,16.0,26.0,1.0,27.0,,1.0,8.0,4.0,14.0,55.0,1.0,22.0,1.0,8.0,34.0,4.0,46.0,24.0,70.0,3.0,20.0,13.0,7.0,16.0,3.0,13.0,17.0,1.0,3.0,2.0,33.0,3.0,2.0,16.0,36.0,3.0,5.0,35.0,3.0,,17.0,2.0,9.0,5.0,1.0,3.0,9.0,7.0,1.0,1.0,85.0,2.0,11.0,2.0,0.6341463414634146,0.6666666666666666,1.0,0.125,,,0.125,0.39805825242718446,0.5294117647058824,,0.38288288288288286,0.47368421052631576,,0.4251968503937008,0.5227272727272727,0.1,0.07207207207207207,0.1553398058252427,0.3076923076923077,0.14285714285714285,0.023255813953488372,0.48484848484848486,1.0,0.2,0.6938775510204082,0.36065573770491804,0.6666666666666666,0.14285714285714285,0.6885245901639344,0.3382352941176471,0.6,0.08333333333333333,0.3103448275862069,,0.8,0.6666666666666666,0.6666666666666666,0.625,0.75,0.05660377358490566,86.38729598588444,0.7777777777777778,17.21167883211679,16.118518518518517,16.0,15.192592592592593,0.35135135135135137,0.46153846153846156,0.6666666666666666,0.4444444444444444,0.1891891891891892,0.42857142857142855,0.5,0.4444444444444444,0.38738738738738737,0.32558139534883723,0.3333333333333333,1.0,0.02702702702702703,0.3333333333333333,0.3333333333333333,1.0,0.04504504504504504,,,,0.47368421052631576,0.3333333333333333,0.3333333333333333,0.05263157894736842,,,0.5,,,,,0.42342342342342343,,0.467454954954955,0.46690833333333337,0.4374875,0.136,0.1452991452991453,0.21296296296296297,0.018518518518518517,9.357281553398058,24.5,0.08029197080291971,,,1.0,,,,,0.05263157894736842,,,,,,0.5,,,,,,,1610612743,2003,2002-03,False
1548-1763-1899-43-436,1610612743,"Mark Blount, Ryan Bowen, James Posey, Chris Whitney, Juwan Howard","Blount, Bowen, Posey, Whitney, Howard",1548-1763-1899-43-436,DEN,4429.0,11,74,-16.0,133,130.0,11.0,18.0,21.0,263,17.0,33.0,5.0,12.0,2.0,3.0,14.0,33.0,12.0,37.0,1.0,4.0,,,1.0,1.0,6.0,17.0,2.0,43.0,103.0,7.0,21.0,15.0,122.0,138.0,8.0,20.0,1.0,3.0,,19.0,5.0,7.0,2.0,3.0,6.0,22.0,58.0,28.0,18.0,8.0,17.0,6.0,13.0,29.0,6.0,35.0,5.0,1.0,9.0,10.0,10.0,76.0,7.0,20.0,,2.0,38.0,2.0,42.0,27.0,69.0,3.0,14.0,8.0,6.0,12.0,4.0,9.0,18.0,3.0,3.0,3.0,30.0,3.0,,9.0,30.0,2.0,5.0,17.0,1.0,1.0,6.0,3.0,13.0,8.0,1.0,4.0,13.0,10.0,1.0,,103.0,22.0,11.0,,0.6744186046511628,0.7435897435897436,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4174757281553398,0.4,0.7142857142857143,0.4314516129032258,0.41304347826086957,0.8,0.4583333333333333,0.41304347826086957,0.7857142857142857,0.1693548387096774,0.1262135922330097,0.12121212121212122,0.21212121212121213,0.05405405405405406,0.4,1.0,,0.6666666666666666,0.3389830508474576,0.2857142857142857,0.5,0.625,0.3698630136986301,0.5625,0.2222222222222222,0.28,0.5454545454545454,0.5714285714285714,0.6818181818181818,0.7142857142857143,0.3333333333333333,,0.04918032786885246,85.50914427636036,0.7692307692307693,17.150375939849624,16.523076923076925,16.172932330827066,15.3,0.2661290322580645,0.5151515151515151,0.5862068965517241,0.5294117647058824,0.2661290322580645,0.42424242424242425,0.5384615384615384,0.7142857142857143,0.29838709677419356,0.32432432432432434,0.34285714285714286,0.8333333333333334,0.03225806451612903,0.25,0.25,1.0,0.13709677419354838,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.5217391304347826,0.4166666666666667,,,,,0.3,0.6666666666666666,0.1,1.0,0.2,0.43548387096774194,0.35294117647058826,0.4757572580645161,0.5161105263157895,0.50675,0.046511627906976744,0.05555555555555555,0.1557377049180328,0.18032786885245902,9.257281553398059,25.333333333333332,0.08270676691729323,,,3.0,,,,,0.13043478260869565,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,3.0,,,,,,1610612743,2003,2002-03,False
2051-2403-2428-43-436,1610612743,"Donnell Harvey, Nene, Vincent Yarbrough, Chris Whitney, Juwan Howard","Harvey, Nene, Yarbrough, Whitney, Howard",2051-2403-2428-43-436,DEN,3498.0,8,58,-13.0,113,112.0,16.0,37.0,10.0,225,23.0,35.0,5.0,6.0,6.0,7.0,6.0,13.0,13.0,31.0,,2.0,,,,,3.0,12.0,4.0,42.0,79.0,3.0,14.0,24.0,117.0,130.0,6.0,9.0,,,2.0,14.0,6.0,11.0,1.0,4.0,9.0,24.0,52.0,32.0,6.0,10.0,11.0,3.0,2.0,26.0,2.0,28.0,2.0,,14.0,2.0,10.0,58.0,1.0,9.0,,6.0,23.0,8.0,37.0,10.0,47.0,1.0,12.0,5.0,7.0,8.0,3.0,7.0,10.0,2.0,1.0,2.0,18.0,,1.0,21.0,37.0,1.0,3.0,30.0,4.0,,15.0,2.0,1.0,1.0,,,1.0,1.0,,,103.0,24.0,16.0,6.0,0.6190476190476191,0.7027027027027027,0.6666666666666666,0.21428571428571427,,0.25,0.23076923076923078,0.5316455696202531,0.6666666666666666,0.5454545454545454,0.5,0.6666666666666666,0.5,0.5518867924528302,0.7,0.631578947368421,0.15053763440860216,0.02531645569620253,0.05714285714285714,,,0.4444444444444444,1.0,,0.7419354838709677,0.24324324324324326,0.6,0.1,0.7073170731707317,0.2127659574468085,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.125,0.4444444444444444,0.75,0.9285714285714286,0.5,0.75,0.022222222222222223,92.62435677530017,1.0,15.238938053097344,15.857142857142858,14.929203539823009,15.4375,0.3763440860215054,0.6571428571428571,0.696969696969697,0.6086956521739131,0.13978494623655913,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.41935483870967744,0.41935483870967744,0.7692307692307693,0.021505376344086023,,,,0.12903225806451613,0.25,0.25,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2,,,,0.4666666666666667,0.8571428571428571,,,0.26666666666666666,0.5268817204301075,0.2727272727272727,0.49332608695652175,0.5264125,0.510975,0.14423076923076922,0.16666666666666666,0.11965811965811966,0.20512820512820512,8.087341772151898,28.035714285714285,0.1415929203539823,,,,,,,,,,1.0,,,0.25,,3.0,1.0,1.0,,,,1610612743,2003,2002-03,False
1742-2206-2403-436-948,1610612743,"Shammond Williams, Rodney White, Nene, Juwan Howard, Marcus Camby","Williams, White, Nene, Howard, Camby",1742-2206-2403-436-948,DEN,3314.0,5,55,13.0,99,99.0,24.0,19.0,9.0,198,16.0,22.0,2.0,2.0,2.0,2.0,7.0,18.0,17.0,27.0,1.0,2.0,,,,,6.0,15.0,7.0,40.0,67.0,7.0,17.0,17.0,118.0,105.0,4.0,8.0,,1.0,2.0,10.0,8.0,12.0,2.0,7.0,5.0,27.0,66.0,14.0,12.0,6.0,15.0,6.0,3.0,33.0,4.0,37.0,3.0,1.0,10.0,6.0,17.0,78.0,2.0,8.0,,8.0,26.0,1.0,35.0,10.0,45.0,,8.0,3.0,5.0,7.0,2.0,3.0,9.0,,4.0,3.0,16.0,,7.0,10.0,23.0,3.0,2.0,21.0,,1.0,10.0,,11.0,6.0,1.0,4.0,11.0,7.0,1.0,,108.0,27.0,24.0,1.0,0.825,0.8918918918918919,0.5714285714285714,0.4117647058823529,,0.2857142857142857,0.4117647058823529,0.5970149253731343,0.5,0.6666666666666666,0.6011904761904762,0.4444444444444444,0.5789473684210527,0.6276595744680851,0.45454545454545453,0.6136363636363636,0.20238095238095238,0.04477611940298507,0.09090909090909091,,0.037037037037037035,0.4375,1.0,,0.7027027027027027,0.2962962962962963,0.8,0.2222222222222222,0.723404255319149,0.2777777777777778,0.3333333333333333,0.36363636363636365,0.2,0.25,0.7,0.5714285714285714,0.8461538461538461,1.0,0.6,,86.03500301750151,0.6363636363636364,15.717171717171718,17.757575757575758,15.1010101010101,17.242424242424242,0.2619047619047619,0.7272727272727273,0.8,0.625,0.21428571428571427,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.32142857142857145,0.6296296296296297,0.6538461538461539,1.0,0.023809523809523808,0.5,0.5,1.0,0.17857142857142858,0.4,0.42857142857142855,0.5,0.2222222222222222,1.0,,,,,0.10526315789473684,1.0,,,0.3684210526315789,0.4642857142857143,0.4,0.46364999999999995,0.45336111111111116,0.42959473684210525,0.10638297872340426,0.12987012987012986,0.0847457627118644,0.2288135593220339,9.701492537313433,25.147058823529413,0.24242424242424243,,,1.0,1.0,,0.058823529411764705,,0.1111111111111111,,2.0,,,0.2857142857142857,,9.0,,,0.06666666666666667,,,1610612743,2003,2002-03,False
