EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,DefThreePtRebounds,SecondChanceFg3Pct,LongMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceCorner3FGA,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,LiveBallTurnoverPct,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,Arc3Assists,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceFtPoints,SelfOReb,ShortMidRangePctBlocked,SelfORebPct,PenaltyCorner3FGA,LostBallTurnovers,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyFtPoints,Offensive Fouls,OffCorner3ReboundPct,BlockedShortMidRange,PenaltyCorner3FGM,Technical Free Throw Trips,PenaltyCorner3Accuracy,HeaveMakes,HeaveAttempts,LostBallOutOfBoundsTurnovers,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Travels,DefensiveGoaltends,LostBallSteals,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,team_id,year,season,team_vs
1005-1505-1559-1915-1952,1610612742,"Walt Williams, Tariq Abdul-Wahad, Adrian Griffin, Evan Eschmeyer, Raja Bell","Williams, Abdul-Wahad, Griffin, Eschmeyer, Bell",1005-1505-1559-1915-1952,DAL,720.0,1,12.0,9.0,24.0,24.0,4.0,21.0,5.0,48,8.0,12.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,13.0,23.0,3.0,5.0,2.0,37.0,28.0,2.0,6.0,4.0,2.0,2.0,1.0,2.0,7.0,22.0,4.0,3.0,6.0,2.0,4.0,2.0,2.0,11.0,1.0,12.0,1.0,6.0,2.0,3.0,25.0,2.0,4.0,1.0,7.0,1.0,8.0,7.0,15.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,4.0,2.0,2.0,1.0,33.0,7.0,4.0,1.0,0.8461538461538461,0.9166666666666666,0.3333333333333333,0.6,0.5,0.6,0.5652173913043478,0.3333333333333333,1.0,0.625,0.3333333333333333,0.875,0.6379310344827587,0.3333333333333333,0.875,0.17857142857142858,0.08695652173913043,0.16666666666666666,1.0,1.0,0.6363636363636364,0.4,1.0,0.6363636363636364,0.5,0.25,0.6,1.0,1.0,0.3333333333333333,0.6666666666666666,96.0,11.625,18.375,10.791666666666666,17.25,0.42857142857142855,0.6666666666666666,0.8,0.75,0.10714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.375,0.375,1.0,0.03571428571428571,1.0,1.0,1.0,0.14285714285714285,0.5,0.5,0.5,0.6666666666666666,0.5,0.25,1.0,0.5,0.5,0.6071428571428571,0.5,0.5103803571428571,0.45742000000000005,0.4951125,0.07142857142857142,0.08695652173913043,0.10810810810810811,0.1891891891891892,8.465217391304348,23.740000000000002,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1559-1952-2059,1610612742,"Walt Williams, Tariq Abdul-Wahad, Adrian Griffin, Raja Bell, Eduardo Najera","Williams, Abdul-Wahad, Griffin, Bell, Najera",1005-1505-1559-1952-2059,DAL,195.0,2,3.0,9.0,6.0,7.0,6.0,7.0,1.0,13,2.0,3.0,,,2.0,3.0,1.0,1.0,,2.0,,,1.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,,9.0,,,1.0,3.0,3.0,6.0,1.0,2.0,9.0,2.0,4.0,,3.0,,2.0,1.0,1.0,1.0,,1.0,,1.0,,,2.0,,2.0,,2.0,,5.0,2.0,7.0,,,,,,,,,,,,,,6.0,9.0,6.0,,0.3333333333333333,0.3333333333333333,,0.5,0.5,0.5,0.5,,0.5,0.5625,0.75,0.5625,0.5625,0.75,0.5625,0.25,0.16666666666666666,,,,1.0,0.6666666666666666,,1.0,0.5,,1.0,,1.0,1.0,,96.0,9.166666666666666,20.0,8.0,20.0,0.375,0.6666666666666666,0.6666666666666666,0.5,0.125,1.0,1.0,,0.25,,,,,,,,0.25,0.5,0.5,,,,0.375,0.6666666666666666,0.25,0.5,0.625,0.5,0.51434375,0.4481,0.51434375,,,0.3333333333333333,1.0,7.45,24.4,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1559-1952-714,1610612742,"Walt Williams, Tariq Abdul-Wahad, Adrian Griffin, Raja Bell, Michael Finley","Williams, Abdul-Wahad, Griffin, Bell, Finley",1005-1505-1559-1952-714,DAL,32.0,1,1.0,,1.0,1.0,1.0,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,90.0,21.0,11.0,21.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1559-1952-762,1610612742,"Walt Williams, Tariq Abdul-Wahad, Adrian Griffin, Raja Bell, Shawn Bradley","Williams, Abdul-Wahad, Griffin, Bell, Bradley",1005-1505-1559-1952-762,DAL,343.0,1,6.0,-7.0,11.0,11.0,,7.0,1.0,22,1.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0,,1.0,,,1.0,6.0,1.0,3.0,,5.0,12.0,,1.0,,,,,,,2.0,,3.0,,,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,5.0,,2.0,,2.0,,2.0,2.0,4.0,,,1.0,2.0,5.0,,,1.0,3.0,,,,,5.0,,,1.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.16666666666666666,,,0.2777777777777778,,,0.2777777777777778,,,0.3333333333333333,0.3333333333333333,0.5,,,0.4,0.5,,0.4,0.3333333333333333,1.0,,,0.3333333333333333,,0.5,92.36151603498543,20.727272727272727,10.454545454545455,19.181818181818183,10.181818181818182,0.2222222222222222,0.5,1.0,1.0,0.2222222222222222,,,,0.2222222222222222,,,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,0.5,,,,,,,0.5555555555555556,,0.5017166666666667,0.611675,,,,,,8.766666666666667,23.333333333333332,,,,,1.0,,,0.5,,,,,,1.0,3.0,3.0,1.0,0.6,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1711-1952-714,1610612742,"Walt Williams, Tariq Abdul-Wahad, Raef LaFrentz, Raja Bell, Michael Finley","Williams, Abdul-Wahad, LaFrentz, Bell, Finley",1005-1505-1711-1952-714,DAL,174.0,1,3.0,10.0,7.0,7.0,7.0,6.0,1.0,14,2.0,2.0,,,2.0,2.0,,,,2.0,,,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,,13.0,3.0,,,3.0,2.0,4.0,3.0,3.0,13.0,4.0,,6.0,3.0,,3.0,3.0,,2.0,2.0,4.0,,2.0,,,10.0,,1.0,,3.0,,3.0,1.0,4.0,1.0,1.0,,,,,,,3.0,2.0,,1.0,,10.0,13.0,7.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,,0.5,0.9285714285714286,1.5,0.9285714285714286,0.8125,1.5,0.8125,0.42857142857142855,,,,,0.75,0.5,,0.75,0.5,,0.5,,1.0,1.0,0.5,115.86206896551724,7.571428571428571,17.285714285714285,7.285714285714286,16.714285714285715,0.2857142857142857,1.0,1.0,1.0,,,,,0.2857142857142857,,,,,,,,0.42857142857142855,1.0,1.0,,,,0.2857142857142857,1.0,0.42857142857142855,1.0,0.7142857142857143,1.0,0.5448999999999999,0.50985,0.5448999999999999,0.125,0.2,0.23076923076923078,1.0,9.275,24.46666666666667,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,2.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1711-714-89,1610612742,"Walt Williams, Tariq Abdul-Wahad, Raef LaFrentz, Michael Finley, Nick Van Exel","Williams, Abdul-Wahad, LaFrentz, Finley, Van Exel",1005-1505-1711-714-89,DAL,134.0,1,2.0,-3.0,5.0,4.0,,4.0,2.0,9,1.0,3.0,1.0,2.0,,,,1.0,,3.0,,,,,,,1.0,7.0,,,1.0,3.0,6.0,1.0,2.0,3.0,,,,,,,2.0,,,2.0,,,2.0,,,,,,,,,,2.0,,1.0,,1.0,2.0,3.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,0.14285714285714285,0.5,,0.14285714285714285,0.5,,0.21428571428571427,0.75,,,0.2857142857142857,0.3333333333333333,,,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.5,0.3333333333333333,,,1.0,,96.71641791044776,17.4,11.75,16.8,11.75,0.42857142857142855,0.3333333333333333,0.5,,0.14285714285714285,,,,0.42857142857142855,,,,,,,,,,,1.0,0.5,,,,,,0.42857142857142855,,0.4740285714285714,0.5911,,0.14285714285714285,0.14285714285714285,1.0,,9.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1711-714-959,1610612742,"Walt Williams, Tariq Abdul-Wahad, Raef LaFrentz, Michael Finley, Steve Nash","Williams, Abdul-Wahad, LaFrentz, Finley, Nash",1005-1505-1711-714-959,DAL,41.0,1,1.0,3.0,3.0,3.0,3.0,3.0,,6,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,,,,1.0,2.0,1.0,1.0,5.0,2.0,,,3.0,,1.0,1.0,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,,1.0,1.0,,1.0,1.0,1.0,0.5,,0.5,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.3333333333333333,,,,,,,,,,,,,,,,210.73170731707316,7.666666666666667,6.0,7.666666666666667,6.0,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.4703833333333333,,0.4703833333333333,,,,1.0,7.6,24.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1717-1952-959,1610612742,"Walt Williams, Tariq Abdul-Wahad, Dirk Nowitzki, Raja Bell, Steve Nash","Williams, Abdul-Wahad, Nowitzki, Bell, Nash",1005-1505-1717-1952-959,DAL,79.0,1,1.0,1.0,3.0,3.0,,,,6,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,3.0,2.0,,,,,,,,,,,3.0,,,,,,,1.0,1.0,1.0,,,,3.0,,,,1.0,,2.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,1.0,1.0,,1.0,,,,0.75,,,0.75,,,0.5,,,,,0.5,,,0.6666666666666666,,,,,,0.5,,109.36708860759494,7.666666666666667,18.666666666666668,7.666666666666667,17.0,,,,,,,,,0.5,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,0.5,,0.475475,,,,,,,22.0,23.9,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1915-1952-2059,1610612742,"Walt Williams, Tariq Abdul-Wahad, Evan Eschmeyer, Raja Bell, Eduardo Najera","Williams, Abdul-Wahad, Eschmeyer, Bell, Najera",1005-1505-1915-1952-2059,DAL,66.0,1,1.0,3.0,2.0,2.0,,2.0,1.0,4,2.0,2.0,1.0,1.0,,,,,,1.0,,,,1.0,,,2.0,3.0,,1.0,,4.0,1.0,1.0,2.0,2.0,,,,,,,4.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,0.6666666666666666,0.5,,0.5,0.5,,0.5,0.5,,0.25,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,87.27272727272727,11.5,21.5,5.0,21.5,0.5,1.0,1.0,,,,,,0.25,,,,,,,,0.25,,,0.5,1.0,,,,,,0.75,,0.461175,0.5287,,,,0.5,,6.133333333333333,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
1005-1505-1915-1952-714,1610612742,"Walt Williams, Tariq Abdul-Wahad, Evan Eschmeyer, Raja Bell, Michael Finley","Williams, Abdul-Wahad, Eschmeyer, Bell, Finley",1005-1505-1915-1952-714,DAL,573.0,1,10.0,3.0,17.0,17.0,5.0,9.0,5.0,34,2.0,4.0,1.0,1.0,,,,,2.0,8.0,,1.0,1.0,3.0,,,4.0,12.0,1.0,4.0,2.0,13.0,10.0,2.0,2.0,7.0,2.0,5.0,,1.0,4.0,6.0,2.0,3.0,,2.0,3.0,1.0,,3.0,1.0,4.0,,1.0,,2.0,9.0,1.0,4.0,,7.0,1.0,9.0,5.0,14.0,2.0,2.0,1.0,1.0,4.0,1.0,,4.0,6.0,2.0,,1.0,,6.0,4.0,5.0,,0.75,1.0,1.0,0.25,,0.25,0.3333333333333333,1.0,0.4,0.34375,0.875,0.3333333333333333,0.38235294117647056,0.875,0.3333333333333333,0.25,,,1.0,,1.0,0.5,0.3333333333333333,1.0,0.45454545454545453,0.5,0.5,0.5,1.0,1.0,1.0,85.44502617801047,14.411764705882353,19.294117647058822,13.176470588235293,19.294117647058822,0.25,0.5,0.5,0.5,,,,,0.5,0.25,0.25,1.0,0.0625,,,,0.1875,0.3333333333333333,0.3333333333333333,0.25,1.0,,,,,,0.5,0.3333333333333333,0.473490625,0.5002833333333333,0.40024166666666666,0.058823529411764705,0.07692307692307693,0.5384615384615384,0.3076923076923077,13.458333333333334,24.25,0.29411764705882354,1.0,1.0,1.0,2.0,1.0,0.5,,1.0,1.0,,0.25,1.0,1.0,3.0,1.0,,0.75,,0.25,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2003,2002-03,False
