EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2A,LongMidRangeAssists,FTDefRebounds,Offensive Fouls,DefFTReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,Blocked2s,BlockedShortMidRange,Blocks,FG3APct,AtRimPctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,Avg3ptShotDistance,SelfOReb,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,Technical Free Throw Trips,Defensive 3 Seconds Violations,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,HeaveAttempts,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Loose Ball Fouls,FTOffRebounds,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3SecondViolations,PenaltyCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Blocked3s,BlockedCorner3,DefensiveGoaltends,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1890-2054-2061-2207-950,1610612756,"Shawn Marion, Jake Tsakalidis, Dan Langhi, Joe Johnson, Stephon Marbury","Marion, Tsakalidis, Langhi, Johnson, Marbury",1890-2054-2061-2207-950,PHX,286.0,2,5.0,7.0,9.0,6.0,1.0,1.0,15.0,3.0,4.0,2.0,4.0,1.0,5.0,9.0,10.0,3.0,1.0,1.0,2.0,8.0,2.0,1.0,4.0,4.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,0.8,0.8,0.5555555555555556,1.0,0.5555555555555556,1.0,0.5555555555555556,1.0,0.1111111111111111,0.25,0.25,1.0,0.5,0.25,0.5,1.0,75.52447552447552,16.333333333333332,23.166666666666668,16.333333333333332,19.666666666666668,0.4444444444444444,0.75,0.75,1.0,0.4444444444444444,0.5,0.6666666666666666,0.5,0.1111111111111111,0.4444444444444444,0.45401111111111114,0.2178,0.2,6.2444444444444445,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2061-358-950,1610612756,"Shawn Marion, Jake Tsakalidis, Dan Langhi, Anfernee Hardaway, Stephon Marbury","Marion, Tsakalidis, Langhi, Hardaway, Marbury",1890-2054-2061-358-950,PHX,182.0,2,3.0,1.0,6.0,5.0,3.0,2.0,11.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,6.0,5.0,2.0,4.0,4.0,4.0,2.0,,2.0,2.0,1.0,,4.0,1.0,,1.0,1.0,2.0,,,1.0,,1.0,1.0,2.0,3.0,6.0,4.0,3.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,,,0.3333333333333333,,,0.3333333333333333,,,87.03296703296704,12.666666666666666,21.2,11.666666666666666,18.4,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,0.6666666666666666,0.16666666666666666,0.4174333333333333,0.4225,0.6666666666666666,13.316666666666668,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,1.0,0.25,1.0,0.3952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2207-2405-2418,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Amar'e Stoudemire, Casey Jacobsen","Marion, Tsakalidis, Johnson, Stoudemire, Jacobsen",1890-2054-2207-2405-2418,PHX,237.0,2,4.0,-6.0,8.0,7.0,4.0,2.0,15.0,2.0,5.0,,,1.0,2.0,6.0,4.0,10.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,,3.0,2.0,5.0,,,,,,,2.0,2.0,4.0,4.0,4.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.5,0.2222222222222222,0.5,0.3333333333333333,,0.25,,0.6,0.2857142857142857,,,91.13924050632912,15.25,16.428571428571427,15.0,16.142857142857142,0.5555555555555556,0.4,0.6666666666666666,0.5,,,,,0.1111111111111111,0.8888888888888888,0.5355388888888889,0.4834,1.0,3.5,0.5,4.0,2.0,2.0,,1.0,,,,,,,,,0.5,1.0,0.6695,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.4,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,1.0,0.25,27.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2207-2405-358,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Amar'e Stoudemire, Anfernee Hardaway","Marion, Tsakalidis, Johnson, Stoudemire, Hardaway",1890-2054-2207-2405-358,PHX,363.0,4,6.0,3.0,13.0,11.0,8.0,1.0,24.0,3.0,5.0,1.0,2.0,3.0,5.0,10.0,10.0,7.0,2.0,6.0,4.0,6.0,4.0,,3.0,3.0,2.0,,6.0,2.0,,5.0,2.0,7.0,,,,,2.0,1.0,1.0,6.0,10.0,4.0,8.0,0.6,0.6,0.5,0.3333333333333333,0.4166666666666667,0.25,0.4166666666666667,0.25,,,0.4,,1.0,0.2857142857142857,,,95.20661157024794,13.307692307692308,17.272727272727273,12.76923076923077,17.272727272727273,0.4166666666666667,0.6,0.6,0.6666666666666666,0.16666666666666666,0.5,0.5,,0.25,0.5833333333333334,0.5187875000000001,0.53709375,0.4,6.840000000000001,0.6153846153846154,4.0,2.0,4.0,1.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.513,1.0,2.0,2.0,2.0,2.0,2.0,,5.0,1.0,1.0,1.0,0.16666666666666666,,1.0,,1.0,,1.0,1.0,0.16666666666666666,1.0,0.25,25.65,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2207-2405-950,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Amar'e Stoudemire, Stephon Marbury","Marion, Tsakalidis, Johnson, Stoudemire, Marbury",1890-2054-2207-2405-950,PHX,1253.0,8,21.0,8.0,38.0,38.0,5.0,6.0,76.0,6.0,11.0,3.0,7.0,11.0,15.0,29.0,39.0,31.0,1.0,3.0,3.0,28.0,2.0,2.0,14.0,15.0,5.0,3.0,31.0,5.0,2.0,15.0,7.0,22.0,4.0,2.0,1.0,,5.0,,2.0,6.0,31.0,3.0,5.0,0.9333333333333333,0.9333333333333333,0.5172413793103449,0.3333333333333333,0.4583333333333333,0.3333333333333333,0.5,0.375,0.06896551724137931,,0.35714285714285715,0.5,0.75,0.35,,0.5,87.34237829209897,16.605263157894736,16.36842105263158,14.973684210526315,15.763157894736842,0.3055555555555556,0.5454545454545454,0.6666666666666666,0.8333333333333334,0.19444444444444445,0.42857142857142855,0.42857142857142855,1.0,0.3055555555555556,0.5,0.49063055555555557,0.42029999999999995,0.07692307692307693,9.055172413793104,0.13157894736842105,7.0,,1.0,6.0,4.0,6.0,,,,0.6,0.5454545454545454,0.5454545454545454,1.0,0.3333333333333333,,0.4765875,1.0,4.0,,7.0,,4.0,2.0,13.0,3.0,1.0,3.0,0.19444444444444445,0.18181818181818182,0.8125,0.3333333333333333,0.4,0.3333333333333333,0.7142857142857143,0.8571428571428571,0.1111111111111111,0.16666666666666666,,24.071428571428573,1.0,4.0,2.0,1.0,3.0,,0.8,0.05555555555555555,1.0,1.0,3.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,8.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,3.0,1.0,2.0,1.0,0.14285714285714285,0.14285714285714285,0.75,0.5,0.5714285714285714,0.3333333333333333,1.0,0.5,0.08333333333333333,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,0.25,0.07894736842105263,0.0967741935483871,0.20512820512820512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2207-2418-358,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Casey Jacobsen, Anfernee Hardaway","Marion, Tsakalidis, Johnson, Jacobsen, Hardaway",1890-2054-2207-2418-358,PHX,213.0,1,4.0,-1.0,6.0,7.0,,,13.0,,,2.0,2.0,3.0,3.0,5.0,6.0,7.0,,,,2.0,4.0,,1.0,1.0,,,2.0,,,1.0,,1.0,1.0,,,,1.0,,,,6.0,,,0.3333333333333333,0.3333333333333333,0.6,,0.6,,0.6,,,,,,0.25,,,,87.88732394366198,17.5,15.428571428571429,17.5,15.142857142857142,,,,,0.4,1.0,1.0,,0.6,,0.37188,,,15.02,,,,,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,0.25,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2207-2418-448,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Casey Jacobsen, Bo Outlaw","Marion, Tsakalidis, Johnson, Jacobsen, Outlaw",1890-2054-2207-2418-448,PHX,131.0,1,2.0,2.0,4.0,3.0,,1.0,7.0,1.0,1.0,,,,1.0,1.0,6.0,4.0,,,,2.0,,,1.0,2.0,1.0,,5.0,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,5.0,,,1.0,1.0,1.0,,0.8333333333333334,,0.75,,,,,,0.3333333333333333,1.0,,,76.94656488549619,16.75,21.333333333333332,16.75,19.666666666666668,0.3333333333333333,1.0,1.0,1.0,,,,,,1.0,0.5611499999999999,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,0.6666666666666666,,0.5,1.0,,1.0,,1.0,0.3333333333333333,,,25.0,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,3.0,,1.0,,,,,2.0,,,1.0,,1.0,0.5,0.5,,,0.5,,,,0.3333333333333333,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2207-2418-950,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Casey Jacobsen, Stephon Marbury","Marion, Tsakalidis, Johnson, Jacobsen, Marbury",1890-2054-2207-2418-950,PHX,621.0,3,10.0,-3.0,21.0,22.0,7.0,2.0,43.0,2.0,4.0,3.0,8.0,4.0,7.0,16.0,18.0,21.0,1.0,4.0,5.0,8.0,6.0,,4.0,5.0,2.0,1.0,11.0,1.0,4.0,11.0,2.0,13.0,1.0,,1.0,,2.0,,3.0,4.0,16.0,5.0,7.0,0.5714285714285714,0.5714285714285714,0.4375,0.25,0.40476190476190477,0.35714285714285715,0.40476190476190477,0.35714285714285715,,,0.125,1.0,0.8461538461538461,0.16666666666666666,0.2,1.0,99.71014492753623,14.0,14.863636363636363,13.80952380952381,13.590909090909092,0.19047619047619047,0.5,0.5,1.0,0.38095238095238093,0.375,0.375,0.3333333333333333,0.19047619047619047,0.42857142857142855,0.4627928571428572,0.5182428571428571,0.2777777777777778,9.18125,0.3333333333333333,7.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,0.5,0.5,0.5,0.2857142857142857,0.5,0.4102,,5.0,3.0,5.0,3.0,5.0,1.0,7.0,2.0,,2.0,0.23809523809523808,,0.7777777777777778,0.25,,0.25,1.0,0.6666666666666666,0.23809523809523808,,0.42857142857142855,24.36,1.0,1.0,,1.0,1.0,,0.5,0.08333333333333333,0.5,,,1.0,,1.0,1.0,1.0,,,2.0,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,2.0,1.0,0.2,0.2,0.5,0.5,0.5,,0.75,1.0,,0.2,0.2,1.0,,,,0.2,,,0.1111111111111111,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2207-339-358,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Tom Gugliotta, Anfernee Hardaway","Marion, Tsakalidis, Johnson, Gugliotta, Hardaway",1890-2054-2207-339-358,PHX,1448.0,4,24.0,-4.0,42.0,45.0,5.0,7.0,87.0,7.0,10.0,1.0,8.0,13.0,14.0,31.0,45.0,49.0,4.0,7.0,10.0,14.0,14.0,2.0,7.0,10.0,4.0,1.0,23.0,6.0,2.0,12.0,7.0,19.0,4.0,1.0,6.0,,7.0,1.0,3.0,10.0,30.0,10.0,5.0,0.5,0.5833333333333334,0.45161290322580644,0.5714285714285714,0.47435897435897434,0.5714285714285714,0.4782608695652174,0.5625,0.06451612903225806,0.125,0.375,1.0,0.6875,0.35,0.2857142857142857,1.0,86.51933701657458,17.38095238095238,15.955555555555556,16.11904761904762,15.866666666666667,0.2564102564102564,0.7,0.7777777777777778,0.5714285714285714,0.20512820512820512,0.125,0.14285714285714285,1.0,0.3333333333333333,0.46153846153846156,0.4803289473684211,0.41522857142857145,0.2222222222222222,9.932258064516128,0.11904761904761904,4.0,1.0,1.0,6.0,3.0,2.0,1.0,4.0,1.0,0.5,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.14285714285714285,1.0,0.54035,2.0,7.0,,8.0,,6.0,1.0,9.0,2.0,,2.0,0.20512820512820512,0.1,0.6428571428571429,0.25,0.3333333333333333,0.3333333333333333,0.75,0.8333333333333334,0.1794871794871795,0.4,,31.8,1.0,1.0,1.0,,1.0,,0.14285714285714285,0.05555555555555555,0.5,2.0,1.0,3.0,2.0,3.0,8.0,3.0,2.0,3.0,15.0,2.0,9.0,3.0,3.0,3.0,3.0,,,15.0,,7.0,,1.0,1.0,0.375,0.42857142857142855,1.0,1.2,1.0,,0.25,,0.02564102564102564,0.42857142857142855,0.42857142857142855,1.0,1.0,,0.4,0.5,0.15217391304347827,0.18421052631578946,0.3333333333333333,,,,,,,,1.0,,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
1890-2054-2207-339-950,1610612756,"Shawn Marion, Jake Tsakalidis, Joe Johnson, Tom Gugliotta, Stephon Marbury","Marion, Tsakalidis, Johnson, Gugliotta, Marbury",1890-2054-2207-339-950,PHX,2591.0,6,43.0,10.0,77.0,79.0,5.0,6.0,156.0,9.0,20.0,10.0,22.0,21.0,28.0,63.0,83.0,73.0,1.0,4.0,2.0,24.0,32.0,4.0,12.0,13.0,3.0,3.0,27.0,10.0,2.0,27.0,11.0,38.0,11.0,3.0,6.0,4.0,12.0,,5.0,11.0,73.0,2.0,5.0,0.42857142857142855,0.46153846153846156,0.4444444444444444,0.25,0.5,0.25,0.5328947368421053,0.25,0.06349206349206349,,0.2857142857142857,0.4,0.5952380952380952,0.3055555555555556,0.4166666666666667,1.0,86.70011578541104,16.636363636363637,16.582278481012658,16.142857142857142,15.367088607594937,0.29411764705882354,0.45,0.5625,0.3333333333333333,0.3235294117647059,0.45454545454545453,0.45454545454545453,0.3,0.3088235294117647,0.36764705882352944,0.4739669117647059,0.549025,0.024096385542168676,9.722222222222221,0.06493506493506493,7.0,1.0,2.0,9.0,8.0,6.0,2.0,,1.0,,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,0.5,0.5117571428571429,6.0,4.0,,5.0,,4.0,1.0,23.0,4.0,,4.0,0.07352941176470588,0.2,0.6216216216216216,1.0,0.45454545454545453,1.0,0.6,0.55,0.058823529411764705,0.75,,24.28,2.0,6.0,,1.0,4.0,,0.5,0.0625,1.0,3.0,1.0,3.0,,4.0,15.0,4.0,,2.0,10.0,,3.0,3.0,1.0,1.0,8.0,1.0,6.0,18.0,,8.0,,4.0,0.25,0.8,0.8,0.5,0.5,0.5555555555555556,,0.75,0.25,0.014705882352941176,0.75,0.75,0.3333333333333333,0.5,0.3333333333333333,,0.75,0.10526315789473684,0.11267605633802817,0.12048192771084337,1.0,,1.0,1.0,,,,2.0,,,,,,4.0,,1.0,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2003,2002-03,True
