EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,BadPassSteals,Loose Ball Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,Defensive 3 Seconds Violations,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Fg2aBlocked,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,SelfOReb,Travels,SelfORebPct,BlockedLongMidRange,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,3SecondViolations,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
1720-1729-1730-179-1889,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Bryant Stith, Andre Miller","Doleac, Davis, Skinner, Stith, Miller",1720-1729-1730-179-1889,CLE,512.0,4,9.0,-2.0,16.0,14.0,6.0,9.0,3.0,30.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,12.0,4.0,14.0,16.0,2.0,1.0,4.0,4.0,6.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,14.0,6.0,6.0,1.0,0.6,0.6,0.4166666666666667,0.25,0.4166666666666667,0.25,0.5,0.5,0.6,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,0.5,1.0,1.0,84.375,18.8125,15.071428571428571,16.75,14.857142857142858,0.08333333333333333,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.375,0.375,0.3333333333333333,0.25,1.0,0.08333333333333333,0.3952333333333333,0.30925,0.395975,0.15384615384615385,0.15384615384615385,0.42857142857142855,14.475,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-1889-1892,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Andre Miller, Trajan Langdon","Doleac, Davis, Skinner, Miller, Langdon",1720-1729-1730-1889-1892,CLE,112.0,1,2.0,2.0,3.0,4.0,1.0,2.0,,7.0,2.0,2.0,1.0,1.0,,,,,2.0,2.0,2.0,6.0,4.0,,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,1.0,1.0,2.0,,1.0,,6.0,2.0,1.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,90.0,8.666666666666666,21.5,8.666666666666666,21.5,1.0,1.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,0.664,,0.5487,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-1889-1908,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Andre Miller, Jumaine Jones","Doleac, Davis, Skinner, Miller, Jones",1720-1729-1730-1889-1908,CLE,562.0,6,9.0,-3.0,16.0,15.0,4.0,4.0,5.0,31.0,1.0,2.0,,,1.0,5.0,1.0,6.0,3.0,13.0,4.0,13.0,16.0,3.0,,4.0,,,4.0,2.0,2.0,3.0,1.0,,1.0,7.0,5.0,4.0,,4.0,5.0,9.0,1.0,,2.0,,2.0,2.0,4.0,1.0,1.0,1.0,5.0,6.0,,3.0,,7.0,,4.0,1.0,0.6666666666666666,0.6666666666666666,0.23076923076923078,,0.3,,0.3611111111111111,,0.5,,0.5,1.0,0.6666666666666666,0.45454545454545453,0.5,0.6,,1.0,,79.4306049822064,18.5,17.733333333333334,16.0625,17.733333333333334,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,0.2,0.2,,0.4,0.16666666666666666,0.16666666666666666,1.0,,,0.26666666666666666,0.44606666666666667,0.4982375,0.40135,0.16666666666666666,0.1875,,11.984615384615385,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.625,0.6,0.13333333333333333,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,0.25,1.0,1.0,0.2,0.46153846153846156,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-1889-441,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Andre Miller, Lamond Murray","Doleac, Davis, Skinner, Miller, Murray",1720-1729-1730-1889-441,CLE,508.0,3,8.0,3.0,16.0,15.0,,9.0,2.0,31.0,1.0,1.0,,,3.0,6.0,3.0,4.0,7.0,11.0,,14.0,11.0,1.0,,,,,4.0,10.0,2.0,2.0,,,2.0,4.0,1.0,2.0,4.0,8.0,2.0,10.0,1.0,,2.0,2.0,4.0,,6.0,1.0,,1.0,3.0,,,,,12.0,,,1.0,0.2857142857142857,0.3333333333333333,0.6363636363636364,,0.5833333333333334,,0.5833333333333334,,0.3333333333333333,0.8,0.25,0.6666666666666666,0.75,0.4,0.3333333333333333,,0.75,1.0,,87.8740157480315,15.5,17.333333333333332,15.5,16.8,0.08333333333333333,1.0,1.0,,0.5,0.5,0.5,,0.3333333333333333,0.75,0.75,0.6666666666666666,,,0.16666666666666666,0.41225,0.6156,,,,,10.963636363636363,,,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,1.0,,,,,,1.0,1.0,1.0,0.08333333333333333,0.08333333333333333,,,,,,,,,0.14285714285714285,23.9,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-1889-445,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Andre Miller, Wesley Person","Doleac, Davis, Skinner, Miller, Person",1720-1729-1730-1889-445,CLE,636.0,4,11.0,3.0,20.0,20.0,9.0,12.0,2.0,40.0,3.0,4.0,3.0,4.0,1.0,2.0,6.0,9.0,10.0,15.0,3.0,23.0,20.0,2.0,5.0,7.0,1.0,11.0,12.0,8.0,6.0,6.0,,,6.0,12.0,2.0,1.0,4.0,7.0,2.0,9.0,,,4.0,2.0,1.0,2.0,5.0,,2.0,2.0,5.0,4.0,1.0,2.0,,19.0,11.0,9.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.625,0.625,0.6470588235294118,0.6875,0.8,0.5714285714285714,0.4,0.25,0.45454545454545453,0.3333333333333333,,0.3333333333333333,,1.0,,90.56603773584906,14.8,17.0,14.65,15.6,0.25,0.75,1.0,,0.125,0.5,0.5,,0.5625,0.6666666666666666,0.6666666666666666,1.0,0.5,0.75,0.3125,0.45426875,0.57025,0.50225,0.11764705882352941,0.125,0.4782608695652174,11.06,0.45,,,,,1.0,1.0,,1.0,2.0,,,,4.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,0.0625,,,,,0.0625,,,,0.125,0.17391304347826086,24.5,1.0,1.0,2.0,,2.0,,,,,1.0,,,0.5,0.5,1.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,0.06666666666666667,0.25,1.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-1892-1908,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Trajan Langdon, Jumaine Jones","Doleac, Davis, Skinner, Langdon, Jones",1720-1729-1730-1892-1908,CLE,688.0,2,11.0,11.0,23.0,23.0,18.0,8.0,2.0,46.0,2.0,2.0,1.0,1.0,4.0,4.0,5.0,8.0,11.0,14.0,9.0,40.0,29.0,2.0,8.0,9.0,6.0,31.0,8.0,14.0,4.0,6.0,1.0,,3.0,14.0,3.0,2.0,2.0,5.0,3.0,8.0,3.0,,,,2.0,,2.0,,2.0,2.0,8.0,11.0,1.0,5.0,1.0,35.0,31.0,18.0,4.0,0.36363636363636365,0.36363636363636365,0.7857142857142857,0.8888888888888888,0.8157894736842105,0.8928571428571429,0.8333333333333334,0.9117647058823529,,0.4,1.0,1.0,0.5714285714285714,0.6,,1.0,0.5,1.0,,96.27906976744185,14.608695652173912,15.304347826086957,14.08695652173913,15.0,0.10526315789473684,1.0,1.0,0.5,0.21052631578947367,1.0,1.0,,0.42105263157894735,0.625,0.625,0.6,0.07142857142857142,1.0,0.3684210526315789,0.4190236842105263,0.44186666666666663,0.41857500000000003,0.21739130434782608,0.2777777777777778,0.775,13.021428571428572,0.782608695652174,,,,,5.0,5.0,3.0,5.0,1.0,1.0,1.0,,5.0,5.0,6.0,5.0,2.0,,3.0,1.0,0.6666666666666666,0.6,1.0,0.6,0.5,0.8333333333333334,0.8333333333333334,0.2631578947368421,,,,,0.2631578947368421,,,,0.35714285714285715,0.125,26.24,,,,,1.0,1.0,,,,1.0,,,0.5,,,,,1.0,,1.0,1.0,,,,,,,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,0.6,0.6,0.6,0.6666666666666666,0.3333333333333333,1.0,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-1892-445,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Trajan Langdon, Wesley Person","Doleac, Davis, Skinner, Langdon, Person",1720-1729-1730-1892-445,CLE,118.0,1,2.0,2.0,3.0,4.0,3.0,,,7.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,2.0,,2.0,,,1.0,2.0,,2.0,2.0,,1.0,1.0,1.0,,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,2.0,3.0,,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,,,,,1.0,,85.42372881355932,15.666666666666666,17.75,15.666666666666666,17.75,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.5736166666666667,,0.5736166666666667,,,1.0,6.7,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,0.3333333333333333,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-1908-445,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Jumaine Jones, Wesley Person","Doleac, Davis, Skinner, Jones, Person",1720-1729-1730-1908-445,CLE,49.0,1,1.0,-4.0,1.0,2.0,,2.0,,3.0,,,,,,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16326530612245,25.0,12.0,25.0,12.0,,,,,,,,,0.5,,,,,,0.5,0.3581,,,,,,16.2,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-1908-902,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Jumaine Jones, Bimbo Coles","Doleac, Davis, Skinner, Jones, Coles",1720-1729-1730-1908-902,CLE,389.0,3,6.0,,9.0,10.0,,2.0,2.0,19.0,,2.0,,,1.0,1.0,3.0,7.0,4.0,10.0,,11.0,11.0,3.0,,,,,8.0,,4.0,5.0,,1.0,3.0,11.0,4.0,1.0,2.0,4.0,4.0,8.0,,,1.0,1.0,,,1.0,,,2.0,5.0,,,,,11.0,,,,1.0,1.0,0.4,,0.4583333333333333,,0.4583333333333333,,1.0,0.2857142857142857,0.6666666666666666,0.5,0.3333333333333333,0.5714285714285714,,0.75,0.3333333333333333,0.5,,70.33419023136247,21.666666666666668,19.4,20.444444444444443,17.0,0.16666666666666666,,,,0.08333333333333333,1.0,1.0,1.0,0.5833333333333334,0.42857142857142855,0.42857142857142855,1.0,,,0.3333333333333333,0.44398333333333334,0.4563,,,,,13.080000000000002,,,,,,2.0,,1.0,2.0,,,,,,,3.0,2.0,1.0,,,2.0,1.0,0.5,,0.5,,,,0.16666666666666666,,,,,0.16666666666666666,,,,,,25.25,,1.0,,,1.0,,,,,1.0,,,,0.3333333333333333,,1.0,,1.0,1.0,,1.0,,0.1,0.5,0.5,0.25,,1.0,,,,,,1.0,1.0,,0.5,0.5,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
1720-1729-1730-441-445,1610612739,"Michael Doleac, Ricky Davis, Brian Skinner, Lamond Murray, Wesley Person","Doleac, Davis, Skinner, Murray, Person",1720-1729-1730-441-445,CLE,114.0,1,2.0,-5.0,3.0,4.0,3.0,4.0,,7.0,,,,,,,1.0,2.0,1.0,2.0,,2.0,7.0,,1.0,2.0,,2.0,2.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,2.0,2.0,3.0,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,88.42105263157895,19.333333333333332,14.0,19.333333333333332,14.0,,,,,,,,,1.0,0.5,0.5,1.0,,,,0.4101,,0.4101,,,1.0,17.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2002,2001-02,False
