EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG3A,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGM,Arc3Assists,FTOffRebounds,FTDefRebounds,LostBallSteals,LostBallTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,DeadBallTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,BlockedAtRim,OffensiveGoaltends,SecondChanceFtPoints,Offensive Fouls,2pt And 1 Free Throw Trips,DefCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,SecondChanceArc3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Travels,PenaltyTurnovers,BlockedLongMidRange,PenaltyArc3FGM,PenaltyFG3M,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,3SecondViolations,DefensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1731-1751-1838-1888-2041,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Richard Hamilton, Etan Thomas","Lue, White, Nesby, Hamilton, Thomas",1731-1751-1838-1888-2041,WAS,534.0,3,9.0,7.0,17.0,15.0,10.0,5.0,32.0,2.0,4.0,2.0,3.0,2.0,8.0,2.0,3.0,1.0,1.0,2.0,6.0,15.0,1.0,3.0,2.0,17.0,10.0,3.0,4.0,6.0,6.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,1.0,3.0,1.0,5.0,6.0,4.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,0.5,0.6,1.0,0.3333333333333333,0.3333333333333333,0.4,0.75,0.4166666666666667,0.75,0.4473684210526316,0.75,0.16666666666666666,0.06666666666666667,0.25,1.0,0.8333333333333334,0.3333333333333333,1.0,0.5,0.8571428571428571,0.36363636363636365,0.5,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,1.0,0.2,86.29213483146067,17.176470588235293,16.133333333333333,14.882352941176471,15.666666666666666,0.2222222222222222,0.5,0.6666666666666666,0.5,0.4444444444444444,0.25,0.25,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.05555555555555555,1.0,1.0,1.0,0.1111111111111111,0.75,0.6666666666666666,0.5,0.3888888888888889,0.4325888888888889,0.5288,0.05263157894736842,0.0625,0.35294117647058826,8.620000000000001,24.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-1888-2042,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Richard Hamilton, Courtney Alexander","Lue, White, Nesby, Hamilton, Alexander",1731-1751-1838-1888-2042,WAS,17.0,1,,-2.0,2.0,1.0,1.0,,3.0,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,254.11764705882354,3.0,11.0,3.0,11.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,0.264,,,,,,27.8,2.0,1.0,1.0,2.0,1.0,1.0,0.264,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-1888-363,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Richard Hamilton, Christian Laettner","Lue, White, Nesby, Hamilton, Laettner",1731-1751-1838-1888-363,WAS,607.0,6,10.0,,19.0,21.0,4.0,3.0,40.0,2.0,5.0,1.0,1.0,,2.0,1.0,7.0,,,1.0,3.0,14.0,1.0,1.0,5.0,14.0,14.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,,1.0,,1.0,7.0,,2.0,,12.0,14.0,3.0,17.0,,1.0,,3.0,1.0,3.0,2.0,9.0,6.0,2.0,10.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.21428571428571427,0.6666666666666666,0.3,0.6666666666666666,0.3888888888888889,0.6666666666666666,0.06666666666666667,0.21428571428571427,0.2,1.0,0.8571428571428571,0.18181818181818182,,,0.8571428571428571,0.18181818181818182,0.3333333333333333,0.5,,0.75,1.0,0.875,,,94.89291598023064,14.368421052631579,15.904761904761905,14.052631578947368,15.571428571428571,0.3333333333333333,0.4,0.5,0.5,0.13333333333333333,,,,0.4666666666666667,0.14285714285714285,0.16666666666666666,1.0,,,,,0.06666666666666667,0.3333333333333333,1.0,,0.4,0.46873666666666663,0.47113333333333335,0.11764705882352941,0.125,0.2857142857142857,11.671428571428573,24.6,5.0,,,5.0,2.0,,0.44438000000000005,0.2631578947368421,1.0,1.0,1.0,2.0,5.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.4,0.4,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-1888-461,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Richard Hamilton, Popeye Jones","Lue, White, Nesby, Hamilton, Jones",1731-1751-1838-1888-461,WAS,280.0,4,5.0,1.0,8.0,9.0,8.0,1.0,17.0,,,,,1.0,2.0,1.0,4.0,1.0,1.0,,2.0,6.0,1.0,1.0,2.0,9.0,8.0,,,,,4.0,3.0,,,1.0,,1.0,1.0,1.0,,,,3.0,,2.0,,4.0,5.0,2.0,7.0,1.0,,,1.0,1.0,2.0,,1.0,5.0,2.0,9.0,,,1.0,1.0,1.0,0.3333333333333333,,0.5,,0.4444444444444444,,0.14285714285714285,0.16666666666666666,,0.5,1.0,0.6666666666666666,,,1.0,0.6666666666666666,,1.0,,1.0,1.0,1.0,,0.3333333333333333,87.42857142857142,19.125,14.11111111111111,17.875,13.88888888888889,,,,,0.2857142857142857,0.5,0.5,,0.5714285714285714,0.25,0.3333333333333333,,0.14285714285714285,1.0,1.0,1.0,,,,,0.14285714285714285,0.4291714285714286,,0.2222222222222222,0.25,,13.166666666666666,24.6,1.0,,,1.0,1.0,,,0.125,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.25,1.0,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-1888-893,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Richard Hamilton, Michael Jordan","Lue, White, Nesby, Hamilton, Jordan",1731-1751-1838-1888-893,WAS,21.0,1,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,68.57142857142857,,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-2041-2042,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Etan Thomas, Courtney Alexander","Lue, White, Nesby, Thomas, Alexander",1731-1751-1838-2041-2042,WAS,324.0,1,5.0,-4.0,12.0,11.0,10.0,2.0,23.0,1.0,1.0,,,,2.0,,3.0,,1.0,1.0,1.0,6.0,,2.0,2.0,4.0,8.0,,1.0,,2.0,,,,1.0,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,,5.0,5.0,2.0,7.0,,1.0,,1.0,1.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,,,,0.16666666666666666,,0.125,,0.2222222222222222,,0.25,,,0.25,0.7142857142857143,0.2,,0.5,0.7142857142857143,0.2857142857142857,,,1.0,,1.0,0.8,,,102.22222222222221,17.833333333333332,10.0,17.0,9.454545454545455,0.125,1.0,1.0,1.0,0.25,,,,0.375,,,,0.125,,,,0.125,,,,0.375,0.4199,0.3746,0.1111111111111111,0.14285714285714285,,11.316666666666668,23.95,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,3.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-2041-2250,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Etan Thomas, Bobby Simmons","Lue, White, Nesby, Thomas, Simmons",1731-1751-1838-2041-2250,WAS,779.0,1,13.0,13.0,24.0,23.0,1.0,2.0,47.0,3.0,7.0,1.0,1.0,3.0,5.0,4.0,6.0,1.0,1.0,2.0,10.0,18.0,1.0,3.0,3.0,26.0,13.0,1.0,1.0,5.0,8.0,12.0,3.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,,2.0,2.0,11.0,,2.0,5.0,8.0,14.0,2.0,16.0,,1.0,,2.0,1.0,4.0,2.0,6.0,3.0,2.0,21.0,0.4,0.4444444444444444,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.0,0.5476190476190477,1.0,0.5909090909090909,1.25,0.14285714285714285,0.05555555555555555,,0.5,0.8888888888888888,0.2857142857142857,0.7142857142857143,,0.8125,0.2222222222222222,,0.5,,0.6666666666666666,,1.0,0.5,,86.8806161745828,16.291666666666668,16.869565217391305,16.208333333333332,15.217391304347826,0.3333333333333333,0.42857142857142855,0.42857142857142855,,0.23809523809523808,0.6,0.6,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.8,0.5,0.047619047619047616,1.0,1.0,1.0,0.09523809523809523,1.0,1.0,,0.47619047619047616,0.4309023809523809,0.5856,0.09090909090909091,0.10526315789473684,0.19230769230769232,8.644444444444444,26.166666666666668,7.0,1.0,1.0,7.0,,0.125,0.42590625,0.2916666666666667,2.0,3.0,,4.0,7.0,1.0,9.0,,,,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,9.0,0.5714285714285714,0.5,0.5625,,0.16666666666666666,1.0,,0.5,,,,0.375,0.6666666666666666,,0.34615384615384615,2.0,,,1.0,,2.0,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-2042-461,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Courtney Alexander, Popeye Jones","Lue, White, Nesby, Alexander, Jones",1731-1751-1838-2042-461,WAS,54.0,2,1.0,-2.0,2.0,2.0,1.0,,4.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,2.0,4.0,,,,2.0,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,1.0,,2.0,,,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,106.66666666666666,8.5,18.5,8.5,18.5,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,0.3057,,,,,18.1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-2198-893,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Kwame Brown, Michael Jordan","Lue, White, Nesby, Brown, Jordan",1731-1751-1838-2198-893,WAS,145.0,1,2.0,4.0,5.0,5.0,1.0,,10.0,2.0,2.0,,,,,2.0,2.0,,,,4.0,4.0,,,2.0,10.0,6.0,,,,,8.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,2.0,1.0,10.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,99.3103448275862,16.8,12.2,16.8,12.2,0.5,1.0,1.0,,,,,,0.5,1.0,1.0,,,,,,,,,,0.5,0.5764,,0.2,0.2,,9.75,,1.0,,,1.0,,,,0.2,,,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
1731-1751-1838-2198-93,1610612764,"Tyronn Lue, Jahidi White, Tyrone Nesby, Kwame Brown, Hubert Davis","Lue, White, Nesby, Brown, Davis",1731-1751-1838-2198-93,WAS,75.0,1,1.0,-3.0,3.0,3.0,3.0,1.0,6.0,,,,,,,,,,,1.0,,,,1.0,3.0,3.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,1.0,3.0,,,,,,,,,,0.75,,1.0,,,,,,,,,,,,,,,,,,115.2,12.0,13.0,11.666666666666666,13.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,0.5595,,1.0,,,,24.5,3.0,1.0,1.0,3.0,1.0,1.0,0.5595,1.0,,,,,,3.0,3.0,,,,,,,,,,,,,3.0,,,0.75,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2002,2001-02,False
