EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,DefCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceFtPoints,OffThreePtRebounds,ThreePtShootingFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,NonShootingFoulsDrawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,3SecondViolations,BlockedLongMidRange,OffCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Travels,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
111-1735-1752-1853-2067,1610612748,"LaPhonso Ellis, Vladimir Stepania, Sean Marks, Anthony Carter, Eddie House","Ellis, Stepania, Marks, Carter, House",111-1735-1752-1853-2067,MIA,141.0,1,2.0,7.0,5.0,5.0,5.0,4.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,8.0,1.0,2.0,3.0,4.0,8.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,8.0,8.0,5.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.8,1.0,0.5,0.5,1.0,102.12765957446808,11.6,16.6,11.6,15.6,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4332666666666667,0.4332666666666667,0.4,0.4,1.0,10.366666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1752-1853-224,1610612748,"LaPhonso Ellis, Vladimir Stepania, Sean Marks, Anthony Carter, Eddie Jones","Ellis, Stepania, Marks, Carter, Jones",111-1735-1752-1853-224,MIA,1133.0,2,19.0,9.0,33.0,32.0,6.0,,65.0,8.0,14.0,2.0,7.0,2.0,7.0,14.0,16.0,35.0,,32.0,23.0,2.0,9.0,,4.0,20.0,15.0,,16.0,22.0,2.0,7.0,,,26.0,4.0,6.0,,0.45714285714285713,0.2222222222222222,0.45714285714285713,0.2222222222222222,0.45714285714285713,0.2222222222222222,,0.75,0.7619047619047619,0.7142857142857143,82.61253309796999,15.363636363636363,19.5625,14.090909090909092,18.625,0.4,0.5714285714285714,0.6666666666666666,0.2,0.2857142857142857,0.2857142857142857,0.4,0.7777777777777778,0.2857142857142857,0.4,0.4738342857142857,0.5037444444444444,,,0.125,8.708571428571428,0.18181818181818182,5.0,2.0,4.0,6.0,3.0,6.0,6.0,12.0,2.0,2.0,6.0,6.0,3.0,1.0,2.0,12.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.375,0.4,0.5,0.5,0.5,0.05714285714285714,0.14285714285714285,0.25,0.3157894736842105,1.0,0.3157894736842105,0.16666666666666666,0.6,0.25,1.0,0.7272727272727273,1.0,0.11764705882352941,1.0,0.375,0.5,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.5,0.5,0.44978333333333337,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1752-2067-224,1610612748,"LaPhonso Ellis, Vladimir Stepania, Sean Marks, Eddie House, Eddie Jones","Ellis, Stepania, Marks, House, Jones",111-1735-1752-2067-224,MIA,17.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,84.70588235294117,,12.0,,12.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1853-2067-224,1610612748,"LaPhonso Ellis, Vladimir Stepania, Anthony Carter, Eddie House, Eddie Jones","Ellis, Stepania, Carter, House, Jones",111-1735-1853-2067-224,MIA,1688.0,5,28.0,4.0,50.0,51.0,7.0,3.0,101.0,13.0,19.0,1.0,1.0,1.0,9.0,15.0,22.0,43.0,4.0,63.0,59.0,2.0,5.0,,7.0,28.0,12.0,1.0,14.0,20.0,5.0,10.0,4.0,3.0,56.0,7.0,7.0,,0.5116279069767442,0.4,0.5784313725490197,0.5,0.6057692307692307,0.5,1.0,0.631578947368421,0.65,0.5,86.1611374407583,16.98,16.45098039215686,16.26,15.450980392156863,0.37254901960784315,0.6842105263157895,0.8125,0.17647058823529413,0.1111111111111111,0.125,0.29411764705882354,0.14285714285714285,1.0,0.5294117647058824,0.49864600000000003,0.4942166666666667,0.057692307692307696,0.06818181818181818,0.1111111111111111,7.518604651162791,0.14,5.0,2.0,3.0,8.0,2.0,5.0,7.0,16.0,2.0,4.0,8.0,11.0,4.0,1.0,3.0,25.0,6.0,1.0,6.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,5.0,2.0,,2.0,2.0,,2.0,2.0,0.36363636363636365,0.38095238095238093,0.4,0.5833333333333334,0.5833333333333334,0.09302325581395349,0.15789473684210525,0.8,0.2857142857142857,1.0,0.2608695652173913,0.3333333333333333,0.25,0.2857142857142857,0.42857142857142855,0.8,1.0,0.05263157894736842,1.0,0.3076923076923077,1.0,0.5333333333333333,0.5333333333333333,0.375,0.5,0.6666666666666666,,0.49265833333333336,0.1111111111111111,5.0,8.0,1.0,1.0,1.0,2.0,5.0,8.0,1.0,1.0,1.0,2.0,9.0,6.0,1.0,7.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,0.6,0.625,1.0,0.5,0.7142857142857143,0.1568627450980392,0.1111111111111111,0.1568627450980392,0.625,0.625,0.6,0.16666666666666666,1.0,0.2857142857142857,0.5,0.7142857142857143,29.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1853-2067-258,1610612748,"LaPhonso Ellis, Vladimir Stepania, Anthony Carter, Eddie House, Brian Grant","Ellis, Stepania, Carter, House, Grant",111-1735-1853-2067-258,MIA,846.0,3,14.0,2.0,28.0,25.0,4.0,4.0,53.0,3.0,4.0,,,3.0,4.0,10.0,10.0,18.0,7.0,30.0,28.0,2.0,2.0,,7.0,10.0,6.0,,9.0,11.0,3.0,7.0,7.0,4.0,28.0,7.0,4.0,,0.5555555555555556,1.0,0.4791666666666667,0.875,0.5555555555555556,0.875,,0.5454545454545454,0.6,0.5,90.2127659574468,16.5,15.36,16.214285714285715,14.24,0.16666666666666666,0.75,0.75,0.16666666666666666,0.75,0.75,0.4166666666666667,,,0.4166666666666667,0.4322958333333333,0.4141125,0.14814814814814814,0.19047619047619047,0.23333333333333334,11.8,0.14285714285714285,2.0,1.0,1.0,4.0,1.0,1.0,2.0,10.0,,,5.0,5.0,1.0,1.0,3.0,10.0,2.0,3.0,2.0,,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,,1.0,1.0,,2.0,,0.5,0.5,1.0,1.0,1.0,,,0.6666666666666666,0.25,0.75,0.15384615384615385,,,0.3333333333333333,0.6666666666666666,0.5,1.0,,,0.3333333333333333,0.3333333333333333,0.4,0.4,0.75,1.0,1.0,1.0,0.559,0.06666666666666667,1.0,5.0,,,1.0,1.0,1.0,6.0,,,1.0,2.0,,3.0,,5.0,1.0,,,,1.0,,1.0,,,0.16666666666666666,,0.5,0.16666666666666666,0.25,,0.20833333333333334,0.2,0.2,,,,0.25,1.0,0.2,24.349999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.041666666666666664,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1853-2067-297,1610612748,"LaPhonso Ellis, Vladimir Stepania, Anthony Carter, Eddie House, Alonzo Mourning","Ellis, Stepania, Carter, House, Mourning",111-1735-1853-2067-297,MIA,81.0,1,1.0,3.0,3.0,2.0,3.0,2.0,5.0,,,,,1.0,1.0,,1.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,5.0,2.0,,,,1.0,,,3.0,,2.0,5.0,3.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.625,0.625,,,,,88.88888888888889,15.666666666666666,17.0,15.333333333333334,17.0,,,,0.3333333333333333,1.0,1.0,,,,0.6666666666666666,0.5216999999999999,0.5216999999999999,0.25,,1.0,5.8,1.0,1.0,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.5,,,,,,0.5,,,,,,,,,,,,,,,,,,0.6,,2.0,,,,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,,,,0.6666666666666666,,,24.35,,,,,,,,,,3.0,1.0,1.0,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1853-2067-423,1610612748,"LaPhonso Ellis, Vladimir Stepania, Anthony Carter, Eddie House, Chris Gatling","Ellis, Stepania, Carter, House, Gatling",111-1735-1853-2067-423,MIA,1204.0,5,20.0,12.0,36.0,39.0,16.0,7.0,75.0,6.0,12.0,4.0,7.0,3.0,6.0,5.0,11.0,23.0,9.0,43.0,31.0,7.0,11.0,3.0,26.0,16.0,10.0,,14.0,19.0,4.0,10.0,11.0,6.0,38.0,26.0,16.0,,0.4782608695652174,0.6363636363636364,0.5666666666666667,0.71875,0.6142857142857143,0.7647058823529411,,0.6666666666666666,0.7368421052631579,,89.70099667774086,16.11111111111111,16.0,15.61111111111111,14.923076923076923,0.4,0.5,0.5,0.2,0.5,0.5,0.16666666666666666,0.4375,0.5714285714285714,0.6333333333333333,0.49673793103448277,0.5244066666666667,0.17142857142857143,0.21428571428571427,0.6046511627906976,6.808695652173912,0.4444444444444444,4.0,1.0,2.0,2.0,2.0,3.0,5.0,6.0,4.0,,3.0,5.0,3.0,,,12.0,4.0,4.0,5.0,1.0,8.0,4.0,3.0,1.0,1.0,3.0,6.0,,1.0,1.0,1.0,,1.0,1.0,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.625,,,0.5,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.875,1.0,0.07142857142857142,1.0,0.5,,0.4,0.4,,0.6666666666666666,0.5,,0.5566,0.11627906976744186,4.0,7.0,,,3.0,5.0,4.0,7.0,,,3.0,5.0,6.0,6.0,1.0,6.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,,0.5,0.5714285714285714,,0.6,0.6666666666666666,0.23333333333333334,,0.23333333333333334,0.5714285714285714,0.5714285714285714,0.5,,,0.3125,0.6,0.6666666666666666,29.67142857142857,,,,1.0,,,1.0,,,1.0,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1853-2067-694,1610612748,"LaPhonso Ellis, Vladimir Stepania, Anthony Carter, Eddie House, Sam Mack","Ellis, Stepania, Carter, House, Mack",111-1735-1853-2067-694,MIA,36.0,1,1.0,,1.0,,1.0,,1.0,,,,,,,2.0,,2.0,,,,,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,40.0,36.0,,15.0,,,,,,,,1.0,,,,0.29345,0.29345,,,,17.4,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,0.5,,,,,,,,,,,,,,0.2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1853-2081-224,1610612748,"LaPhonso Ellis, Vladimir Stepania, Anthony Carter, Ernest Brown, Eddie Jones","Ellis, Stepania, Carter, Brown, Jones",111-1735-1853-2081-224,MIA,203.0,1,3.0,5.0,7.0,7.0,7.0,7.0,14.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,7.0,1.0,9.0,4.0,4.0,7.0,1.0,9.0,6.0,3.0,,3.0,4.0,,,1.0,,7.0,9.0,7.0,,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5625,0.5625,,1.0,1.0,1.0,99.3103448275862,12.142857142857142,16.857142857142858,12.0,16.857142857142858,0.2857142857142857,0.5,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.5,0.2857142857142857,0.5034428571428571,0.5034428571428571,,,1.0,7.828571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,0.25,0.3333333333333333,1.0,1.0,1.0,0.14285714285714285,0.5,,0.3333333333333333,,0.3333333333333333,1.0,,,,1.0,,,,,,0.5,0.5,1.0,1.0,1.0,,0.5487,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
111-1735-1853-2124-224,1610612748,"LaPhonso Ellis, Vladimir Stepania, Anthony Carter, Malik Allen, Eddie Jones","Ellis, Stepania, Carter, Allen, Jones",111-1735-1853-2124-224,MIA,53.0,1,1.0,2.0,2.0,2.0,,,4.0,,,,,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,,2.0,,,1.0,1.0,,,,,2.0,,,,0.5,,0.5,,0.5,,,,0.5,,108.67924528301887,8.0,18.5,8.0,16.0,,,,0.5,1.0,1.0,0.5,,,,0.3913,,,,,12.7,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2002,2001-02,True
