EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,FG3A,SecondChanceFG3A,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,Arc3FGA,PenaltyArc3FGA,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,DefLongMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,DefThreePtRebounds,FTDefRebounds,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,FtPoints,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Offensive Fouls,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,PenaltyPointsPct,ShortMidRangeFGA,PenaltyFG2A,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeFrequency,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,NonHeaveFg3Pct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,PtsUnassisted2s,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangeAssists,LostBallTurnovers,Loose Ball Fouls,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,PenaltyTurnovers,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,Assisted3sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Travels,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,OffCorner3ReboundPct,PenaltyArc3Accuracy,Defensive 3 Seconds Violations,Corner3FGM,SecondChanceCorner3FGM,Fg3aBlocked,Corner3Assists,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
1134-1510-1715-1934-2031,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Rodney Buford, Stromile Swift","Austin, Knight, Williams, Buford, Swift",1134-1510-1715-1934-2031,MEM,94.0,2,2.0,-3.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,107.23404255319149,11.333333333333334,15.0,11.333333333333334,15.0,1.0,0.5,1.0,1.0,1.0,0.73725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-1934-2200,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Rodney Buford, Pau Gasol","Austin, Knight, Williams, Buford, Gasol",1134-1510-1715-1934-2200,MEM,77.0,1,1.0,,2.0,1.0,3.0,,,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,,2.0,,,1.0,,,,,,,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,56.1038961038961,28.0,21.0,18.5,21.0,,,,,0.3333333333333333,0.39313333333333333,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,0.5298,19.7,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-1934-3,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Rodney Buford, Grant Long","Austin, Knight, Williams, Buford, Long",1134-1510-1715-1934-3,MEM,40.0,2,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,108.0,12.0,16.0,12.0,16.0,,,,,1.0,0.3099,,,,,,1.0,,,,,1.0,,,,,,,,,,,,25.4,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3099,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-1934-98,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Rodney Buford, Nick Anderson","Austin, Knight, Williams, Buford, Anderson",1134-1510-1715-1934-98,MEM,80.0,1,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,36.0,25.0,55.0,25.0,40.0,,,,,1.0,0.48795,,,,,,1.0,,,,,1.0,,,,,,,,,,,,25.3,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-2031-2200,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Stromile Swift, Pau Gasol","Austin, Knight, Williams, Swift, Gasol",1134-1510-1715-2031-2200,MEM,41.0,1,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,0.5,,105.36585365853658,21.0,10.0,21.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-2031-2203,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Stromile Swift, Shane Battier","Austin, Knight, Williams, Swift, Battier",1134-1510-1715-2031-2203,MEM,68.0,1,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,,1.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,,3.0,1.0,1.0,0.5,0.5,0.75,,,,,,,105.88235294117648,15.333333333333334,11.0,15.333333333333334,11.0,0.5,1.0,1.0,1.0,0.5,0.5166,,,1.0,,,,,,,,,,,,0.5,,,,,,,8.05,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-2031-2226,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Stromile Swift, Will Solomon","Austin, Knight, Williams, Swift, Solomon",1134-1510-1715-2031-2226,MEM,3.0,1,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,480.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-2031-3,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Stromile Swift, Grant Long","Austin, Knight, Williams, Swift, Long",1134-1510-1715-2031-3,MEM,170.0,1,3.0,-5.0,5.0,5.0,10.0,1.0,1.0,1.0,2.0,2.0,7.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,2.0,1.0,2.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,0.4,0.4,1.0,84.70588235294117,13.6,20.4,13.6,19.2,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.44331666666666664,,,1.0,,,1.0,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,11.6,28.6,,,1.0,,,1.0,,0.5,0.3333333333333333,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-2200-2203,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Pau Gasol, Shane Battier","Austin, Knight, Williams, Gasol, Battier",1134-1510-1715-2200-2203,MEM,24.0,1,,2.0,2.0,2.0,4.0,,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,2.0,,,,,1.0,,,,,1.0,,240.0,3.5,8.5,3.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,2.0,,,,,1.0,2.0,,,1.0,1.0,2.0,,,,2.0,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
1134-1510-1715-2200-3,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Pau Gasol, Grant Long","Austin, Knight, Williams, Gasol, Long",1134-1510-1715-2200-3,MEM,246.0,3,4.0,-3.0,7.0,10.0,17.0,2.0,3.0,3.0,6.0,6.0,9.0,6.0,,3.0,3.0,2.0,6.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,0.5,0.5,0.5,,,1.0,0.5,0.5,,99.51219512195122,14.428571428571429,14.5,14.428571428571429,11.9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.49241666666666667,,1.0,3.0,,,,,1.0,,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,9.483333333333333,,,,,,,,,1.0,,,,,,,,,,,2.0,,,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,False
