EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,Minutes,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,LostBallSteals,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,SelfOReb,BadPassTurnovers,SelfORebPct,Offensive Fouls,BlockedAtRim,ShortMidRangePctBlocked,SecondChanceTurnovers,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,Corner3Assists,SecondChanceFg3Pct,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,PtsPutbacks,Fg3aBlocked,Loose Ball Fouls,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,NonShootingFoulsDrawn,Corner3PctBlocked,SecondChanceArc3Accuracy,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,HeaveMakes,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1065-1499-1548-677-960,1610612738,"Erick Strickland, Tony Battie, Mark Blount, Eric Williams, Tony Delk","Strickland, Battie, Blount, Williams, Delk",1065-1499-1548-677-960,BOS,6.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,480.0,1.0,5.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-1718-677-952,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Eric Williams, Antoine Walker","Strickland, Battie, Pierce, Williams, Walker",1065-1499-1718-677-952,BOS,374.0,4,15.0,14.0,1.0,2.0,29.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,111.65775401069519,15.2,10.428571428571429,14.0,9.857142857142858,0.06666666666666667,6.0,-6.0,2.0,3.0,5.0,2.0,1.0,2.0,3.0,1.0,4.0,9.0,3.0,3.0,11.0,17.0,1.0,1.0,1.0,6.0,2.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,11.0,0.75,0.75,0.4444444444444444,0.3333333333333333,0.4230769230769231,0.25,0.3333333333333333,1.0,1.0,0.2,1.0,0.125,0.5,1.0,0.4166666666666667,0.6,0.6,1.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.25,0.5,0.6666666666666666,0.5643583333333334,0.456525,0.3741,0.15384615384615385,0.2,6.033333333333333,26.366666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-1718-72-915,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Kenny Anderson, Rodney Rogers","Strickland, Battie, Pierce, Anderson, Rogers",1065-1499-1718-72-915,BOS,29.0,1,1.0,1.0,,1.0,2.0,,,,,,,,99.3103448275862,,29.0,,23.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-1718-72-952,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Kenny Anderson, Antoine Walker","Strickland, Battie, Pierce, Anderson, Walker",1065-1499-1718-72-952,BOS,877.0,3,27.0,26.0,10.0,17.0,53.0,5.0,7.0,15.0,10.0,1.0,1.0,1.0,87.02394526795895,15.962962962962964,17.153846153846153,14.592592592592593,17.153846153846153,0.37037037037037035,15.0,2.0,6.0,5.0,7.0,5.0,1.0,7.0,4.0,1.0,9.0,19.0,8.0,10.0,31.0,29.0,3.0,3.0,9.0,14.0,4.0,4.0,7.0,8.0,3.0,17.0,4.0,,1.0,1.0,8.0,4.0,3.0,1.0,2.0,2.0,1.0,,3.0,3.0,6.0,11.0,1.0,6.0,26.0,0.7777777777777778,0.7777777777777778,0.47368421052631576,0.3888888888888889,0.484375,0.2962962962962963,0.3333333333333333,1.0,,0.4,1.0,0.47058823529411764,0.5,1.0,0.25925925925925924,0.7142857142857143,0.8333333333333334,0.6,0.18518518518518517,0.25925925925925924,0.14285714285714285,0.14285714285714285,0.14814814814814814,0.16666666666666666,0.5555555555555556,0.49609259259259264,0.53925,0.5099,0.1875,0.25,7.936842105263159,24.3625,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,15.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,0.125,0.125,0.3333333333333333,0.5555555555555556,0.16666666666666666,0.38461538461538464,0.3125,0.5,0.05263157894736842,0.14285714285714285,0.5714285714285714,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,0.6,0.6,1.0,1.0,0.14814814814814814,0.25,0.25,1.0,0.16666666666666666,1.0,0.3333333333333333,0.3076923076923077,0.75,0.23076923076923078,0.07692307692307693,0.25,0.16129032258064516,0.4838709677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-1718-72-962,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Kenny Anderson, Walter McCarty","Strickland, Battie, Pierce, Anderson, McCarty",1065-1499-1718-72-962,BOS,1.0,1,,1.0,,1.0,1.0,,,,,,,,1440.0,,1.0,,1.0,,,-2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-1718-915-960,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Rodney Rogers, Tony Delk","Strickland, Battie, Pierce, Rogers, Delk",1065-1499-1718-915-960,BOS,75.0,1,3.0,3.0,3.0,,6.0,,,2.0,3.0,,,,115.2,14.666666666666666,10.333333333333334,13.0,9.666666666666666,1.0,1.0,-4.0,1.0,,2.0,,,,2.0,,,2.0,2.0,,,4.0,2.0,,2.0,,,2.0,,,,,1.0,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,0.5,1.0,,,0.5,,0.5,,,0.5,,,,,,,,0.5,,1.0,0.6101625,0.5716,0.6101625,,,,24.4,,2.0,,2.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,1.0,,,0.5,,,0.5,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-1718-915-962,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Rodney Rogers, Walter McCarty","Strickland, Battie, Pierce, Rogers, McCarty",1065-1499-1718-915-962,BOS,138.0,3,4.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,83.47826086956522,13.5,21.0,13.5,17.75,0.25,2.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,2.0,4.0,2.0,,,,2.0,,,1.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,2.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,0.5,,,,,,,,,,,,,1.0,1.0,1.0,,,,0.3928,,,0.5,0.5,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-1718-952-960,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Antoine Walker, Tony Delk","Strickland, Battie, Pierce, Walker, Delk",1065-1499-1718-952-960,BOS,44.0,1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.18181818181819,15.0,14.5,15.0,14.5,1.0,1.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,,2.0,,,,1.0,2.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,0.3788,,0.3788,,,17.2,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-1718-952-962,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Antoine Walker, Walter McCarty","Strickland, Battie, Pierce, Walker, McCarty",1065-1499-1718-952-962,BOS,460.0,4,14.0,16.0,,13.0,30.0,3.0,4.0,4.0,,1.0,1.0,1.0,93.91304347826086,16.642857142857142,14.1875,16.642857142857142,12.75,,8.0,-3.0,,3.0,3.0,1.0,2.0,3.0,3.0,,5.0,7.0,4.0,2.0,15.0,18.0,,,,10.0,,3.0,5.0,6.0,3.0,13.0,,,1.0,,,1.0,1.0,2.0,,,,,2.0,1.0,3.0,3.0,1.0,2.0,15.0,1.0,1.0,0.7142857142857143,0.5909090909090909,0.625,0.36363636363636365,1.0,,,,1.0,,,1.0,0.2727272727272727,1.0,1.0,1.0,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.2727272727272727,,0.6363636363636364,0.5483090909090909,,,0.16666666666666666,0.25,7.228571428571429,25.125,,,,,,1.0,,,1.0,,1.0,,,,,,,,3.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,2.0,1.0,0.25,0.25,,,,,,,0.14285714285714285,,,,,,,,1.0,,,,,1.0,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.3333333333333333,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1499-677-72-952,1610612738,"Erick Strickland, Tony Battie, Eric Williams, Kenny Anderson, Antoine Walker","Strickland, Battie, Williams, Anderson, Walker",1065-1499-677-72-952,BOS,155.0,2,5.0,5.0,,,10.0,2.0,2.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,92.9032258064516,12.8,18.2,12.8,16.0,,3.0,-5.0,,1.0,1.0,1.0,,1.0,,,1.0,3.0,,,2.0,7.0,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,1.0,2.0,2.0,3.0,,,,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,0.4768333333333334,,,,,10.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
