EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,Fouls,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PtsUnassisted2s,Fg2aBlocked,ShootingFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,DefThreePtRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Offensive Fouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,OffAtRimReboundPct,PenaltyArc3Frequency,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Assisted3sPct,DefArc3ReboundPct,Arc3PctAssisted,Corner3FGA,SecondChanceFtPoints,FTDefRebounds,SelfOReb,BadPassTurnovers,ShortMidRangePctBlocked,DefFTReboundPct,SelfORebPct,Corner3Frequency,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,OffThreePtRebounds,2pt And 1 Free Throw Trips,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,HeaveAttempts,Blocked3s,BlockedArc3,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,3SecondViolations,Travels,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,team_id,year,season,team_vs
1542-1738-1742-2071-988,1610612760,"Predrag Drobnjak, Ansu Sesay, Shammond Williams, Olumide Oyedeji, Randy Livingston","Drobnjak, Sesay, Williams, Oyedeji, Livingston",1542-1738-1742-2071-988,SEA,143.0,1,2.0,1.0,4.0,5.0,4.0,5.0,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.2,1.0,0.5,1.0,0.5,1.0,1.0,90.62937062937063,10.0,20.6,10.0,19.6,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4921333333333333,0.4921333333333333,1.0,7.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1740-2046-452-56,1610612760,"Predrag Drobnjak, Rashard Lewis, Desmond Mason, Vin Baker, Gary Payton","Drobnjak, Lewis, Mason, Baker, Payton",1542-1740-2046-452-56,SEA,70.0,1,1.0,-1.0,2.0,1.0,,,,3,,1.0,,,1.0,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,0.5,,0.5,,0.5,,,,,,,,61.71428571428571,20.0,30.0,20.0,30.0,0.5,,,,0.5,,,,0.5,0.4709,,,6.2,,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-2071-988,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Olumide Oyedeji, Randy Livingston","Drobnjak, Williams, Mason, Oyedeji, Livingston",1542-1742-2046-2071-988,SEA,215.0,1,4.0,1.0,6.0,5.0,4.0,5.0,2.0,11,2.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,8.0,7.0,1.0,2.0,6.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,,,,,4.0,2.0,6.0,6.0,4.0,,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.75,1.0,0.5,1.0,0.5,,1.0,73.67441860465117,19.833333333333332,19.2,11.666666666666666,19.2,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.43488333333333334,0.48245,0.75,12.066666666666668,0.6666666666666666,,,,,,,,,1.0,1.0,4.0,1.0,3.0,2.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,0.40573333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1744-2046-56-699,1610612760,"Predrag Drobnjak, Jerome James, Desmond Mason, Gary Payton, Brent Barry","Drobnjak, James, Mason, Payton, Barry",1542-1744-2046-56-699,SEA,714.0,1,12.0,-5.0,20.0,20.0,,,,40,1.0,2.0,,,2.0,10.0,8.0,14.0,22.0,27.0,,,,8.0,4.0,4.0,,8.0,,4.0,5.0,,5.0,,,,5.0,5.0,,22.0,,,,0.5,0.5,0.5714285714285714,,0.6333333333333333,,0.6176470588235294,,0.6666666666666666,,0.625,,,,80.67226890756302,17.6,18.1,17.6,16.45,0.13333333333333333,0.5,1.0,,0.13333333333333333,0.6666666666666666,,,0.2,0.40968666666666664,,,15.135714285714286,,,8.0,1.0,1.0,0.07142857142857142,0.5,,,,,3.0,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,0.7,0.7,0.5714285714285714,0.06666666666666667,1.0,1.0,1.0,0.11764705882352941,0.125,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-2046-2209-56-699,1610612760,"Predrag Drobnjak, Desmond Mason, Vladimir Radmanovic, Gary Payton, Brent Barry","Drobnjak, Mason, Radmanovic, Payton, Barry",1542-2046-2209-56-699,SEA,182.0,1,3.0,-4.0,5.0,5.0,5.0,2.0,1.0,10,,1.0,,1.0,1.0,2.0,2.0,4.0,5.0,9.0,2.0,4.0,5.0,2.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,5.0,5.0,,0.5,0.5,0.5,0.5,0.4,0.4,0.4166666666666667,0.4166666666666667,,0.5,,0.3333333333333333,,,79.12087912087912,19.0,17.4,18.2,17.4,0.2,,,,0.2,0.4,0.2,,0.4,0.42774999999999996,0.42774999999999996,1.0,13.175,1.0,1.0,2.0,1.0,1.0,0.25,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,0.3927,0.4,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,0.2,,,,,,,0.5,0.5,1.0,0.2,,,,,,25.4,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-2046-2209-56-988,1610612760,"Predrag Drobnjak, Desmond Mason, Vladimir Radmanovic, Gary Payton, Randy Livingston","Drobnjak, Mason, Radmanovic, Payton, Livingston",1542-2046-2209-56-988,SEA,173.0,1,3.0,-1.0,5.0,5.0,,,1.0,10,1.0,2.0,,,,3.0,1.0,5.0,5.0,6.0,,,,,,1.0,,3.0,1.0,1.0,2.0,1.0,3.0,,,,2.0,,,3.0,,,,,,0.2,,0.4166666666666667,,0.4166666666666667,,1.0,0.25,1.0,0.25,,1.0,83.23699421965318,18.2,16.4,18.2,13.2,0.3333333333333333,0.5,0.5,,,0.5,,,0.5,0.5317916666666667,,,10.8,,,2.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,0.8184,0.4,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,0.16666666666666666,,1.0,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,24.6,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-2046-452-56-699,1610612760,"Predrag Drobnjak, Desmond Mason, Vin Baker, Gary Payton, Brent Barry","Drobnjak, Mason, Baker, Payton, Barry",1542-2046-452-56-699,SEA,774.0,2,13.0,-14.0,20.0,22.0,,3.0,3.0,42,2.0,4.0,,,8.0,8.0,7.0,20.0,15.0,29.0,,,,8.0,4.0,4.0,1.0,8.0,4.0,3.0,5.0,4.0,9.0,1.0,1.0,,5.0,2.0,,12.0,,,,0.5714285714285714,0.6666666666666666,0.35,,0.3181818181818182,,0.32608695652173914,,0.75,0.3076923076923077,0.8,0.26666666666666666,0.3333333333333333,1.0,78.13953488372093,22.7,14.545454545454545,21.15,13.227272727272727,0.18181818181818182,0.5,0.6666666666666666,0.5,0.36363636363636365,0.36363636363636365,,,0.2727272727272727,0.4196136363636364,,,11.045,,2.0,6.0,5.0,3.0,0.25,0.25,0.25,0.5,1.0,1.0,1.0,1.0,3.0,3.0,,0.3333333333333333,0.3333333333333333,0.375,0.2,0.3333333333333333,1.0,,0.43673333333333336,0.2,3.0,,1.0,,2.0,,1.0,,3.0,1.0,1.0,,,1.0,,,1.0,,,,,,,0.09090909090909091,1.0,1.0,1.0,,,,0.375,0.375,1.0,0.045454545454545456,,,,0.043478260869565216,0.047619047619047616,24.1,,,0.5,,,2.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.1,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1738-1740-1742-2046-452,1610612760,"Ansu Sesay, Rashard Lewis, Shammond Williams, Desmond Mason, Vin Baker","Sesay, Lewis, Williams, Mason, Baker",1738-1740-1742-2046-452,SEA,84.0,1,1.0,-3.0,3.0,2.0,,,,5,,,,,,2.0,,2.0,,3.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,85.71428571428572,19.0,13.5,19.0,13.5,,,,,,1.0,,,,0.3635,,,18.8,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1738-1740-1742-452-699,1610612760,"Ansu Sesay, Rashard Lewis, Shammond Williams, Vin Baker, Brent Barry","Sesay, Lewis, Williams, Baker, Barry",1738-1740-1742-452-699,SEA,140.0,1,2.0,-3.0,4.0,4.0,,,,8,,1.0,,,1.0,1.0,2.0,3.0,4.0,7.0,,,,,,,,,,,,,,1.0,,1.0,,,,4.0,,,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,,,,,82.28571428571428,18.0,17.0,18.0,17.0,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.47923333333333334,,,8.066666666666666,,1.0,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1738-1740-2046-2071-988,1610612760,"Ansu Sesay, Rashard Lewis, Desmond Mason, Olumide Oyedeji, Randy Livingston","Sesay, Lewis, Mason, Oyedeji, Livingston",1738-1740-2046-2071-988,SEA,9.0,1,,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
