EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FTDefRebounds,FG3APct,DefFTReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG2M,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,Travels,ShootingFouls,Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,SelfOReb,Technical Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,DefensiveGoaltends,Arc3PctBlocked,HeaveAttempts,BlockedLongMidRange,SecondChanceCorner3FGM,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1425-1496-1533-2030-446,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Kenyon Martin, Lucious Harris","Williams, Van Horn, Johnson, Martin, Harris",1425-1496-1533-2030-446,NJN,173.0,3,3.0,-4.0,5.0,5.0,2.0,10.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.25,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,83.23699421965318,18.8,15.8,18.8,15.6,0.5,0.5,0.38845,0.3333333333333333,0.3333333333333333,14.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2030-954,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Kenyon Martin, Kerry Kittles","Williams, Van Horn, Johnson, Martin, Kittles",1425-1496-1533-2030-954,NJN,76.0,1,1.0,-2.0,2.0,3.0,2.0,5.0,,,,,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,,1.0,1.0,,1.0,,,94.73684210526316,20.0,12.0,20.0,12.0,,,0.45615,,,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45615,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2210-446,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Richard Jefferson, Lucious Harris","Williams, Van Horn, Johnson, Jefferson, Harris",1425-1496-1533-2210-446,NJN,1769.0,9,29.0,7.0,52.0,53.0,9.0,105.0,6.0,16.0,43.0,10.0,49.0,42.0,2.0,14.0,19.0,30.0,5.0,4.0,9.0,1.0,12.0,4.0,1.0,39.0,9.0,0.4537037037037037,0.5555555555555556,0.875,1.0,0.8888888888888888,0.75,1.0,85.472018089316,18.173076923076923,15.547169811320755,17.03846153846154,15.358490566037736,0.12244897959183673,0.32653061224489793,0.48851428571428573,0.09433962264150944,0.08695652173913043,8.404651162790698,0.17307692307692307,4.0,4.0,1.0,6.0,1.0,4.0,3.0,0.12244897959183673,0.75,1.0,0.08163265306122448,0.1111111111111111,0.5510204081632653,0.4295222222222222,24.8,8.0,13.0,21.0,4.0,6.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,18.0,1.0,5.0,9.0,2.0,10.0,2.0,8.0,2.0,6.0,26.0,10.0,3.0,4.0,1.0,4.0,13.0,1.0,14.0,1.0,8.0,3.0,2.0,29.0,2.0,9.0,11.0,6.0,4.0,2.0,1.0,4.0,2.0,9.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,0.7222222222222222,0.8125,1.0,0.16666666666666666,0.16666666666666666,0.4186046511627907,0.5555555555555556,0.25,0.3979591836734694,0.45454545454545453,0.2222222222222222,0.45454545454545453,0.3,0.09302325581395349,0.14285714285714285,0.16666666666666666,0.36,0.4,0.36666666666666664,0.5,0.6666666666666666,0.21428571428571427,0.3333333333333333,0.5,0.75,0.5,0.42857142857142855,0.6190476190476191,0.7222222222222222,0.6153846153846154,0.5,0.6,1.0,0.125,0.125,1.0,0.04081632653061224,0.25,0.25,1.0,0.5454545454545454,0.6666666666666666,0.25,0.09090909090909091,0.09090909090909091,0.1111111111111111,1.0,0.25,0.5475444444444445,0.14285714285714285,0.20408163265306123,0.12244897959183673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2215-446,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Jason Collins, Lucious Harris","Williams, Van Horn, Johnson, Collins, Harris",1425-1496-1533-2215-446,NJN,92.0,1,2.0,5.0,3.0,3.0,,6.0,,1.0,3.0,,7.0,2.0,,2.0,2.0,3.0,,,,,,,,5.0,,0.875,,0.6666666666666666,,0.6666666666666666,1.0,,93.91304347826086,14.333333333333334,16.333333333333332,14.0,15.333333333333334,,0.25,0.4530375,,,7.1000000000000005,,,1.0,,1.0,,1.0,,0.25,,0.5,0.25,,0.75,,27.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,1.0,,2.0,1.0,1.0,1.0,,2.0,,,,,2.0,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,,0.875,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,0.5,0.5,0.5,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,0.4217,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-467-954,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Jason Kidd, Kerry Kittles","Williams, Van Horn, Johnson, Kidd, Kittles",1425-1496-1533-467-954,NJN,22.0,1,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,130.9090909090909,19.0,3.0,19.0,3.0,,,0.38445,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.38445,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-2030-446-467,1610612751,"Aaron Williams, Keith Van Horn, Kenyon Martin, Lucious Harris, Jason Kidd","Williams, Van Horn, Martin, Harris, Kidd",1425-1496-2030-446-467,NJN,1836.0,12,31.0,-22.0,51.0,56.0,22.0,107.0,6.0,14.0,34.0,10.0,47.0,69.0,5.0,9.0,14.0,22.0,3.0,1.0,8.0,4.0,17.0,5.0,4.0,42.0,22.0,0.44339622641509435,0.375,0.6,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.8,83.92156862745098,18.470588235294116,15.964285714285714,18.0,15.160714285714286,0.13333333333333333,0.3111111111111111,0.4645311111111111,0.10204081632653061,0.13157894736842105,9.070588235294117,0.43137254901960786,18.0,7.0,1.0,11.0,3.0,7.0,,0.24444444444444444,,0.5714285714285714,0.15555555555555556,0.0625,0.5555555555555556,0.450825,24.827272727272728,7.0,8.0,14.0,1.0,3.0,5.0,6.0,2.0,7.0,4.0,,,2.0,17.0,1.0,1.0,3.0,2.0,5.0,7.0,13.0,9.0,23.0,20.0,14.0,3.0,2.0,,,10.0,1.0,11.0,,6.0,,4.0,23.0,4.0,2.0,8.0,4.0,1.0,3.0,2.0,5.0,,9.0,18.0,2.0,1.0,,,,,,,23.0,0.5882352941176471,0.625,1.0,0.09090909090909091,0.09090909090909091,0.5,0.3333333333333333,0.5384615384615384,0.4111111111111111,0.2,0.4375,0.35714285714285715,0.5,,,,0.11764705882352941,0.4,0.2222222222222222,0.16666666666666666,0.25,,0.2857142857142857,0.6666666666666666,0.8,,0.3111111111111111,0.5714285714285714,0.5714285714285714,0.75,0.3333333333333333,0.3333333333333333,,0.5,0.5,0.5714285714285714,0.08888888888888889,,,,0.6,0.3333333333333333,,,0.4,0.375,0.8333333333333334,,0.527925,,0.10638297872340426,0.48936170212765956,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.25,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-2030-467-954,1610612751,"Aaron Williams, Keith Van Horn, Kenyon Martin, Jason Kidd, Kerry Kittles","Williams, Van Horn, Martin, Kidd, Kittles",1425-1496-2030-467-954,NJN,4801.0,14,80.0,26.0,165.0,161.0,83.0,326.0,24.0,34.0,100.0,51.0,156.0,130.0,24.0,40.0,72.0,100.0,12.0,5.0,32.0,19.0,68.0,19.0,13.0,136.0,83.0,0.484375,0.375,0.625,0.7741935483870968,0.6736842105263158,0.55,0.72,97.77962924390752,15.175757575757576,14.267080745341614,14.393939393939394,13.347826086956522,0.1875,0.265625,0.479815625,0.1360544217687075,0.16101694915254236,8.767999999999999,0.503030303030303,77.0,19.0,11.0,28.0,17.0,19.0,8.0,0.21875,1.0,0.75,0.1484375,0.19642857142857142,0.546875,0.47742500000000004,24.853571428571428,22.0,22.0,42.0,4.0,10.0,9.0,20.0,8.0,12.0,9.0,1.0,6.0,3.0,42.0,7.0,4.0,15.0,4.0,20.0,16.0,39.0,30.0,74.0,50.0,34.0,15.0,6.0,6.0,14.0,25.0,5.0,30.0,5.0,10.0,6.0,9.0,65.0,8.0,19.0,28.0,19.0,15.0,4.0,7.0,20.0,,9.0,41.0,7.0,1.0,1.0,7.0,6.0,1.0,7.0,4.0,74.0,0.5952380952380952,0.6410256410256411,0.7142857142857143,0.25,0.25,0.42,0.26666666666666666,0.41025641025641024,0.41015625,0.2894736842105263,0.39285714285714285,0.4,0.4805194805194805,0.14,0.23809523809523808,0.16666666666666666,0.3333333333333333,0.38095238095238093,0.34615384615384615,0.55,0.25,0.19047619047619047,0.46153846153846156,0.25,0.5,0.5714285714285714,0.328125,0.5238095238095238,0.6875,0.45454545454545453,0.3333333333333333,0.4,0.75,0.35294117647058826,0.35294117647058826,0.75,0.0703125,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.5263157894736842,0.4,,0.05263157894736842,0.15789473684210525,0.35714285714285715,0.45,0.3157894736842105,0.5023366666666667,0.034482758620689655,0.1282051282051282,0.47435897435897434,1.0,6.0,9.0,,1.0,1.0,4.0,3.0,6.0,10.0,0.125,1.0,0.1111111111111111,0.125,,0.10714285714285714,1.0,1.0,3.0,1.0,4.0,6.0,1.0,4.0,1.0,3.0,1.0,0.25,0.23529411764705882,0.03571428571428571,0.1111111111111111,0.06349206349206349,0.3333333333333333,1.0,0.16666666666666666,0.2727272727272727,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-2210-446-467,1610612751,"Aaron Williams, Keith Van Horn, Richard Jefferson, Lucious Harris, Jason Kidd","Williams, Van Horn, Jefferson, Harris, Kidd",1425-1496-2210-446-467,NJN,1659.0,12,28.0,19.0,59.0,51.0,32.0,110.0,10.0,13.0,42.0,21.0,71.0,52.0,5.0,12.0,17.0,29.0,5.0,1.0,8.0,5.0,35.0,13.0,6.0,61.0,32.0,0.5546875,0.625,0.8,0.7142857142857143,0.7727272727272727,0.75,0.6,95.47920433996384,14.305084745762711,15.980392156862745,13.220338983050848,15.156862745098039,0.2,0.26,0.505576530612245,0.2413793103448276,0.2653061224489796,7.607142857142857,0.5423728813559322,15.0,7.0,4.0,8.0,5.0,7.0,,0.16,,0.875,0.14,0.14814814814814814,0.54,0.49978846153846157,27.1125,11.0,13.0,19.0,2.0,4.0,6.0,11.0,4.0,5.0,1.0,1.0,2.0,1.0,22.0,2.0,3.0,7.0,2.0,10.0,11.0,22.0,15.0,40.0,30.0,14.0,6.0,2.0,2.0,3.0,15.0,2.0,17.0,2.0,10.0,2.0,3.0,36.0,3.0,7.0,12.0,7.0,4.0,3.0,4.0,3.0,,7.0,16.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,40.0,0.6818181818181818,0.7142857142857143,1.0,0.25,0.25,0.5238095238095238,0.42857142857142855,0.5,0.5,0.3333333333333333,0.46296296296296297,0.4166666666666667,0.5405405405405406,0.07142857142857142,0.05263157894736842,0.2,0.35,0.6,0.4,0.6666666666666666,0.3333333333333333,0.125,0.5,1.0,0.6666666666666666,1.0,0.38,0.6842105263157895,0.7222222222222222,0.7692307692307693,0.4,0.5,0.5,0.38461538461538464,0.38461538461538464,0.6,0.02,0.2857142857142857,0.2857142857142857,1.0,0.4444444444444444,0.5,0.5,0.1111111111111111,0.1111111111111111,0.4074074074074074,0.5454545454545454,0.2857142857142857,0.494625,0.1111111111111111,0.14084507042253522,0.5633802816901409,,1.0,4.0,,2.0,1.0,,1.0,2.0,1.0,0.3333333333333333,1.0,,,,0.037037037037037035,,,1.0,,1.0,,,1.0,,1.0,,,0.2,,,0.045454545454545456,,,,0.25,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-2210-446-954,1610612751,"Aaron Williams, Keith Van Horn, Richard Jefferson, Lucious Harris, Kerry Kittles","Williams, Van Horn, Jefferson, Harris, Kittles",1425-1496-2210-446-954,NJN,397.0,3,7.0,14.0,13.0,14.0,,27.0,,1.0,6.0,7.0,23.0,9.0,,7.0,7.0,8.0,2.0,1.0,2.0,,7.0,4.0,,21.0,,0.9583333333333334,1.0,0.875,,0.875,0.5,,97.93450881612091,12.538461538461538,16.714285714285715,12.076923076923077,16.642857142857142,,0.1111111111111111,0.5789888888888889,0.3333333333333333,0.4444444444444444,2.9166666666666665,,,1.0,,3.0,,1.0,,0.3333333333333333,,1.0,0.1111111111111111,,0.8888888888888888,,24.2,1.0,4.0,5.0,,,,,,1.0,2.0,,1.0,,5.0,2.0,,,,2.0,,,,,8.0,2.0,6.0,,1.0,,4.0,2.0,6.0,1.0,4.0,,,14.0,,1.0,1.0,2.0,2.0,,1.0,,,1.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,,0.8,0.8,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,,,0.8888888888888888,,,1.0,,,,,1.0,,0.5,1.0,,,,,1.0,1.0,0.5555555555555556,0.8,0.8,1.0,,,,1.0,1.0,,0.2222222222222222,1.0,1.0,1.0,,,,,,,,1.0,,,0.08695652173913043,,1.0,,2.0,1.0,,,,,,,,,0.5,0.5,1.0,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-2210-467-954,1610612751,"Aaron Williams, Keith Van Horn, Richard Jefferson, Jason Kidd, Kerry Kittles","Williams, Van Horn, Jefferson, Kidd, Kittles",1425-1496-2210-467-954,NJN,573.0,6,10.0,,20.0,18.0,11.0,38.0,3.0,6.0,13.0,8.0,18.0,18.0,1.0,4.0,5.0,8.0,,,1.0,1.0,10.0,4.0,1.0,16.0,11.0,0.42857142857142855,,0.5714285714285714,0.5,0.5555555555555556,0.5,0.5,95.49738219895288,15.9,14.166666666666666,14.9,11.666666666666666,0.1875,0.375,0.446796875,0.2,0.23529411764705882,10.36923076923077,0.55,2.0,2.0,1.0,3.0,2.0,2.0,,0.1875,,0.3333333333333333,0.125,0.14285714285714285,0.4375,0.45713571428571426,25.666666666666668,3.0,2.0,4.0,,,,1.0,2.0,1.0,1.0,,,,5.0,,,1.0,,2.0,1.0,5.0,6.0,8.0,8.0,2.0,,,,2.0,4.0,,4.0,,2.0,1.0,1.0,8.0,,2.0,3.0,3.0,,3.0,,1.0,,1.0,5.0,1.0,,,,,,,,8.0,0.8,0.8,,,,0.38461538461538464,,0.2,0.3125,,0.14285714285714285,0.5,0.36363636363636365,0.15384615384615385,0.25,0.3333333333333333,0.25,,0.18181818181818182,1.0,,,,,1.0,,0.25,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,0.16666666666666666,0.16666666666666666,1.0,0.0625,,,,,,,,,0.14285714285714285,,,0.4364,,0.1111111111111111,0.4444444444444444,,1.0,2.0,,1.0,,,1.0,,1.0,1.0,,,,,0.14285714285714285,,,,,,,,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
