EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,PenaltyFG2A,FTDefRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGA,FG2M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,OffTwoPtRebounds,OffRebounds,SelfOReb,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Corner3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,BadPassSteals,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimPctBlocked,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,HeaveAttempts,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtShootingFoulsDrawn,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,Arc3Assists,LongMidRangePctBlocked,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceFtPoints,Blocked3s,BlockedArc3,OffAtRimReboundPct,BlockedCorner3,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,Fg3aBlocked,FTOffRebounds,Travels,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,team_id,year,season,team_vs
1065-1499-1548-677-960,1610612738,"Erick Strickland, Tony Battie, Mark Blount, Eric Williams, Tony Delk","Strickland, Battie, Blount, Williams, Delk",1065-1499-1548-677-960,BOS,6.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,480.0,5.0,1.0,5.0,1.0,1.0,0.2398,0.2398,23.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-1718-677-952,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Eric Williams, Antoine Walker","Strickland, Battie, Pierce, Williams, Walker",1065-1499-1718-677-952,BOS,374.0,4,14.0,15.0,2.0,1.0,29.0,3.0,8.0,2.0,,7.0,7.0,2.0,,111.65775401069519,10.428571428571429,15.2,9.857142857142858,14.0,0.3333333333333333,0.5331277777777778,0.4107,9.15,0.14285714285714285,6.0,6.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0,5.0,17.0,11.0,1.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,6.0,1.0,2.0,15.0,2.0,0.5,0.5,0.75,1.0,0.5,0.6666666666666666,1.0,0.5,0.7083333333333334,1.0,0.5,0.1111111111111111,1.0,0.8,1.0,0.875,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,0.4444444444444444,0.1,0.1111111111111111,0.11764705882352941,0.11764705882352941,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-1718-72-915,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Kenny Anderson, Rodney Rogers","Strickland, Battie, Pierce, Anderson, Rogers",1065-1499-1718-72-915,BOS,29.0,1,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,99.3103448275862,29.0,,23.0,,0.5,0.335075,0.335075,20.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,28.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.30315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-1718-72-952,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Kenny Anderson, Antoine Walker","Strickland, Battie, Pierce, Anderson, Walker",1065-1499-1718-72-952,BOS,877.0,3,26.0,27.0,17.0,10.0,53.0,7.0,11.0,8.0,1.0,10.0,10.0,17.0,1.0,87.02394526795895,17.153846153846153,15.962962962962964,17.153846153846153,14.592592592592593,0.4666666666666667,0.44476666666666664,0.44965000000000005,12.718181818181819,0.6538461538461539,15.0,-2.0,,2.0,3.0,,1.0,4.0,1.0,6.0,4.0,8.0,29.0,31.0,,,,5.0,24.0,8.0,4.0,1.0,4.0,7.0,1.0,,3.0,17.0,3.0,6.0,1.0,1.0,4.0,3.0,6.0,6.0,8.0,,11.0,3.0,2.0,29.0,24.0,0.6666666666666666,0.6666666666666666,0.5454545454545454,,0.625,0.7,,0.7272727272727273,0.725,,0.75,0.26666666666666666,0.6666666666666666,0.6,0.42857142857142855,0.5294117647058824,0.5,0.5,0.6666666666666666,0.3333333333333333,0.2,0.6666666666666666,0.6666666666666666,0.5,0.06666666666666667,,,,0.5714285714285714,0.5714285714285714,0.75,0.06666666666666667,0.4666666666666667,0.16666666666666666,0.21428571428571427,,0.8275862068965517,23.7,,1.0,,3.0,,,,,,,,,0.09090909090909091,,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,8.0,9.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.75,0.09090909090909091,1.0,0.5,0.2,1.0,1.0,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-1718-72-962,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Kenny Anderson, Walter McCarty","Strickland, Battie, Pierce, Anderson, McCarty",1065-1499-1718-72-962,BOS,1.0,1,1.0,,1.0,,1.0,,,,,,,1.0,,1440.0,1.0,,1.0,,,,,,1.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-1718-915-960,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Rodney Rogers, Tony Delk","Strickland, Battie, Pierce, Rogers, Delk",1065-1499-1718-915-960,BOS,75.0,1,3.0,3.0,,3.0,6.0,,3.0,,,2.0,3.0,,,115.2,10.333333333333334,14.666666666666666,9.666666666666666,13.0,,0.5222666666666667,,4.433333333333334,,1.0,4.0,1.0,2.0,2.0,,1.0,,,2.0,,,4.0,,1.0,1.0,2.0,,,,4.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,2.0,,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,1.0,0.5,0.5,0.5,0.5,,,0.5,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,0.6666666666666666,,,0.5,,,,,,,1.0,1.0,,1.0,1.0,,,,,0.5465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-1718-915-962,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Rodney Rogers, Walter McCarty","Strickland, Battie, Pierce, Rogers, McCarty",1065-1499-1718-915-962,BOS,138.0,3,4.0,4.0,4.0,1.0,8.0,2.0,4.0,3.0,,,2.0,4.0,,83.47826086956522,21.0,13.5,17.75,13.5,0.5,0.420475,0.4273,10.925,1.0,2.0,-2.0,1.0,,1.0,1.0,1.0,,,1.0,,,2.0,4.0,,1.0,,1.0,2.0,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,,,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.25,,0.3333333333333333,,1.0,,,,,,,,0.25,,,,0.25,1.0,1.0,,,,,,0.25,,,,1.0,,,,,,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,,,0.538,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,0.25,,,,,,,0.3333333333333333,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-1718-952-960,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Antoine Walker, Tony Delk","Strickland, Battie, Pierce, Walker, Delk",1065-1499-1718-952-960,BOS,44.0,1,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,2.0,,98.18181818181819,14.5,15.0,14.5,15.0,1.0,0.3769,0.3769,17.6,1.0,1.0,-2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-1718-952-962,1610612738,"Erick Strickland, Tony Battie, Paul Pierce, Antoine Walker, Walter McCarty","Strickland, Battie, Pierce, Walker, McCarty",1065-1499-1718-952-962,BOS,460.0,4,16.0,14.0,13.0,,30.0,6.0,10.0,7.0,,5.0,5.0,13.0,,93.91304347826086,14.1875,16.642857142857142,12.75,16.642857142857142,0.5454545454545454,0.47487727272727276,0.45265625,11.74,0.8125,8.0,3.0,1.0,2.0,2.0,,2.0,5.0,1.0,7.0,1.0,4.0,18.0,15.0,,,,5.0,13.0,10.0,4.0,1.0,5.0,5.0,2.0,,3.0,10.0,3.0,2.0,2.0,,1.0,1.0,3.0,2.0,3.0,,6.0,1.0,2.0,18.0,13.0,0.7142857142857143,0.7142857142857143,0.7,,0.7142857142857143,0.6363636363636364,,0.625,0.6923076923076923,,0.65,0.09090909090909091,0.3333333333333333,1.0,1.0,1.0,,1.0,1.0,1.0,0.18181818181818182,1.0,1.0,1.0,0.18181818181818182,,,,0.8333333333333334,0.8333333333333334,0.6,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.1,,0.7222222222222222,25.1,,1.0,,1.0,,,,,,,,,0.125,,1.0,1.0,,,,,,,3.0,,,,,,2.0,,3.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,0.125,1.0,,,,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
1065-1499-677-72-952,1610612738,"Erick Strickland, Tony Battie, Eric Williams, Kenny Anderson, Antoine Walker","Strickland, Battie, Williams, Anderson, Walker",1065-1499-677-72-952,BOS,155.0,2,5.0,5.0,,,10.0,1.0,3.0,,,2.0,3.0,,,92.9032258064516,18.2,12.8,16.0,12.8,0.25,0.4526375,,14.766666666666666,,3.0,5.0,1.0,,,,2.0,,,,1.0,4.0,7.0,2.0,,,3.0,,,,,,,1.0,,,,3.0,,2.0,1.0,,,,,,,,4.0,2.0,,4.0,,,,,,,0.375,1.5,,0.5833333333333334,1.5,,0.25,,1.0,,1.0,,1.0,1.0,,,,,,0.5,,,,,,,,0.25,0.3333333333333333,0.4,0.42857142857142855,,24.1,,,1.0,,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,0.66705,,,1.0,1.0,,,1.0,,,3.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,0.25,1.0,1.0,1.0,,,,,,,,1.0,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,True
