EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,FG3APct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG2A,FG3M,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,LostBallTurnovers,PenaltyTurnovers,BlockedShortMidRange,OffensiveGoaltends,OffAtRimReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,OffFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PtsUnassisted3s,SecondChanceCorner3FGM,SecondChanceFG3M,Clear Path Fouls,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,OffCorner3ReboundPct,3SecondViolations,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
120-1477-1520-345-685,1610612759,"Steven Smith, Bruce Bowen, Charles Smith, Terry Porter, Cherokee Parks","Smith, Bowen, Smith, Porter, Parks",120-1477-1520-345-685,SAS,108.0,1,,,,,,,,,,,2.0,-4.0,3.0,4.0,,,,7.0,1.0,1.0,,2.0,,,,1.0,3.0,,,2.0,6.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,93.33333333333333,21.0,11.25,21.0,11.25,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,,,,0.3758333333333333,,,,,,,13.433333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1477-1520-345-990,1610612759,"Steven Smith, Bruce Bowen, Charles Smith, Terry Porter, Malik Rose","Smith, Bowen, Smith, Porter, Rose",120-1477-1520-345-990,SAS,123.0,1,,,2.0,,,0.4,,,0.4,23.5,2.0,,4.0,3.0,,,2.0,7.0,,2.0,,1.0,2.0,,,,3.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,2.0,3.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,1.0,0.3333333333333333,1.0,0.6,0.5,,1.0,,,81.95121951219512,21.5,12.333333333333334,11.5,12.333333333333334,0.4,,,0.2,,,,0.4,,,,,,0.44794,0.5376,,,,,,10.6,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,1.0,,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,0.5,,1.0,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1610612759,2002,2001-02,False
120-1477-198-2225-990,1610612759,"Steven Smith, Bruce Bowen, Danny Ferry, Tony Parker, Malik Rose","Smith, Bowen, Ferry, Parker, Rose",120-1477-198-2225-990,SAS,103.0,1,,,1.0,1.0,,0.25,,,0.5,23.3,2.0,2.0,3.0,3.0,3.0,2.0,1.0,6.0,,1.0,1.0,1.0,1.0,,,2.0,3.0,,,4.0,2.0,,1.0,,2.0,3.0,,,4.0,4.0,,,,,,2.0,,2.0,,1.0,4.0,1.0,2.0,,2.0,2.0,4.0,1.0,,1.0,,,4.0,4.0,3.0,,1.0,1.0,,,,,0.6666666666666666,,0.6666666666666666,0.5,,0.5,0.5,,0.5,,,,1.0,1.0,1.0,1.0,1.0,,,,0.5,83.88349514563107,16.333333333333332,18.0,15.333333333333334,18.0,0.25,,,0.25,1.0,1.0,1.0,0.25,,,,,,0.49085,,0.49085,,,,1.0,7.333333333333333,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,0.25,1.0,1.0,1.0,,,,,,,,,0.25,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.25,1.0,,,,,,,1.0,,,,,,,1610612759,2002,2001-02,False
120-1477-2225-345-990,1610612759,"Steven Smith, Bruce Bowen, Tony Parker, Terry Porter, Malik Rose","Smith, Bowen, Parker, Porter, Rose",120-1477-2225-345-990,SAS,249.0,1,,,,,,,,,0.6666666666666666,,4.0,-2.0,9.0,8.0,9.0,8.0,,17.0,,,2.0,2.0,,,,4.0,6.0,,6.0,14.0,16.0,,,,4.0,6.0,,6.0,14.0,4.0,4.0,,,,2.0,2.0,,2.0,,1.0,4.0,,2.0,,2.0,,2.0,,,,6.0,1.0,14.0,14.0,9.0,,0.5,0.5,,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.7777777777777778,,0.7777777777777778,0.3333333333333333,,,1.0,,1.0,,,,,1.0,,98.31325301204818,14.88888888888889,14.375,14.88888888888889,14.375,,,,0.3333333333333333,1.0,1.0,0.5,,,,,,,0.4923166666666667,,0.4923166666666667,0.14285714285714285,0.14285714285714285,,1.0,5.266666666666667,1.0,2.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,0.5,,,,,,,,,0.6666666666666666,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,0.6666666666666666,0.5,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1477-2225-685-990,1610612759,"Steven Smith, Bruce Bowen, Tony Parker, Cherokee Parks, Malik Rose","Smith, Bowen, Parker, Parks, Rose",120-1477-2225-685-990,SAS,367.0,1,,,,,,,,,0.36363636363636365,,6.0,-1.0,12.0,13.0,,2.0,1.0,25.0,,2.0,1.0,5.0,,,,5.0,11.0,,4.0,14.0,15.0,,,2.0,,,,,,8.0,2.0,,,,1.0,4.0,,4.0,,1.0,8.0,1.0,3.0,,4.0,1.0,5.0,,2.0,3.0,5.0,3.0,12.0,,,,0.8,0.8,,,,,0.45454545454545453,,,0.45454545454545453,,,0.5384615384615384,1.0,,0.09090909090909091,0.5,,1.0,0.16666666666666666,1.0,0.16666666666666666,,0.25,1.0,1.0,,98.09264305177112,16.583333333333332,12.923076923076923,16.5,12.923076923076923,0.18181818181818182,,,0.45454545454545453,0.2,0.2,1.0,,,,,,,0.4849090909090909,,,0.23076923076923078,0.23076923076923078,0.14285714285714285,,9.281818181818181,,4.0,4.0,,,,,,,,,,,3.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,0.36363636363636365,1.0,1.0,0.75,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1477-2225-95-990,1610612759,"Steven Smith, Bruce Bowen, Tony Parker, Mark Bryant, Malik Rose","Smith, Bowen, Parker, Bryant, Rose",120-1477-2225-95-990,SAS,571.0,1,3.0,,3.0,,,0.2,0.2,,0.4666666666666667,24.866666666666664,10.0,-3.0,16.0,15.0,,,5.0,31.0,2.0,7.0,,1.0,,1.0,,3.0,12.0,1.0,2.0,11.0,14.0,2.0,3.0,4.0,,,,,,,6.0,3.0,3.0,1.0,2.0,,1.0,1.0,1.0,,3.0,3.0,3.0,1.0,6.0,5.0,11.0,1.0,2.0,4.0,2.0,,7.0,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.25,0.6666666666666666,,0.3,0.6666666666666666,,0.3,0.6666666666666666,,0.16666666666666666,,1.0,0.6,0.3333333333333333,0.7142857142857143,0.45454545454545453,0.4,,1.0,,0.1111111111111111,78.1786339754816,19.3125,17.466666666666665,17.8125,16.6,0.4666666666666667,0.2857142857142857,0.2857142857142857,0.06666666666666667,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.49140333333333336,0.5824,,,,0.36363636363636365,,6.0249999999999995,,1.0,4.0,1.0,1.0,,,,,,,4.0,,,,2.0,2.0,2.0,2.0,,1.0,1.0,,5.0,6.0,2.0,,1.0,,2.0,,,2.0,2.0,2.0,1.0,,0.5,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.26666666666666666,0.25,0.5,,,,,,0.3333333333333333,1.0,,,,,,,1.0,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1477-345-685-990,1610612759,"Steven Smith, Bruce Bowen, Terry Porter, Cherokee Parks, Malik Rose","Smith, Bowen, Porter, Parks, Rose",120-1477-345-685-990,SAS,11.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-1498-198-2225,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Danny Ferry, Tony Parker","Smith, Duncan, Daniels, Ferry, Parker",120-1495-1498-198-2225,SAS,863.0,4,5.0,4.0,6.0,5.0,,0.3157894736842105,0.2631578947368421,0.3333333333333333,0.631578947368421,25.0,14.0,12.0,27.0,25.0,16.0,7.0,1.0,52.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,11.0,13.0,1.0,8.0,33.0,21.0,1.0,1.0,2.0,6.0,7.0,1.0,5.0,20.0,6.0,16.0,,5.0,1.0,,3.0,,3.0,,,6.0,,6.0,,7.0,1.0,8.0,,3.0,5.0,10.0,5.0,31.0,20.0,16.0,,0.2727272727272727,0.3,,0.16666666666666666,0.2,0.16666666666666666,0.8461538461538461,1.0,0.8571428571428571,0.6578947368421053,1.0,0.625,0.6875,1.0,0.6666666666666666,,,,0.5454545454545454,,0.5833333333333334,0.16666666666666666,,,0.3333333333333333,0.6,,86.76709154113557,16.0,17.24,15.925925925925926,14.8,0.2631578947368421,0.8,0.8,0.10526315789473684,0.5,0.5,,0.05263157894736842,0.2,0.2,,0.25,0.2,0.4614210526315789,,0.44027083333333333,0.20833333333333334,0.2777777777777778,0.06060606060606061,0.6060606060606061,6.661538461538461,0.5925925925925926,6.0,6.0,,,,,,1.0,,,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,3.0,4.0,,,2.0,,,,,3.0,1.0,3.0,,,,0.25,1.0,0.25,0.25,0.6666666666666666,1.0,,,0.3157894736842105,1.0,1.0,0.16666666666666666,0.5,,,,,,,,0.08333333333333333,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,0.16666666666666666,1.0,3.0,,,,,,,1.0,,,,,,1610612759,2002,2001-02,False
120-1495-1498-198-345,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Danny Ferry, Terry Porter","Smith, Duncan, Daniels, Ferry, Porter",120-1495-1498-198-345,SAS,118.0,3,,,,,,,,,,,2.0,-2.0,4.0,3.0,3.0,,,7.0,1.0,2.0,,1.0,,,,1.0,3.0,,,2.0,4.0,,,,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,2.0,2.0,3.0,,,,,,,,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5,,,,0.5,,0.3333333333333333,,,,1.0,,,85.42372881355932,11.75,23.666666666666668,11.75,23.0,0.6666666666666666,0.5,0.5,0.3333333333333333,,,,,,,,,,0.3262,,0.29715,,,,1.0,14.666666666666666,0.75,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-1498-198-764,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Danny Ferry, David Robinson","Smith, Duncan, Daniels, Ferry, Robinson",120-1495-1498-198-764,SAS,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-1498-198-990,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Danny Ferry, Malik Rose","Smith, Duncan, Daniels, Ferry, Rose",120-1495-1498-198-990,SAS,39.0,2,,,,,,,,,,,1.0,-1.0,2.0,1.0,2.0,1.0,1.0,3.0,,1.0,,,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,0.25,,0.25,,,,,1.0,,1.0,1.0,,,,,110.76923076923076,13.0,13.0,13.0,13.0,1.0,,,,,,,,,,,,,0.2936,,0.2936,0.5,0.5,,1.0,13.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-1498-2225-764,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Tony Parker, David Robinson","Smith, Duncan, Daniels, Parker, Robinson",120-1495-1498-2225-764,SAS,84.0,1,,,,,,,,,,,1.0,,2.0,2.0,,,,4.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,68.57142857142857,23.5,18.5,23.5,18.5,1.0,,,,,,,,,,,,,0.35135,,,,,,,9.4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-1498-2225-95,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Tony Parker, Mark Bryant","Smith, Duncan, Daniels, Parker, Bryant",120-1495-1498-2225-95,SAS,168.0,2,,,,,,,,,0.25,,3.0,4.0,6.0,5.0,,,,11.0,2.0,2.0,,1.0,,,,3.0,4.0,,4.0,10.0,6.0,,,,,,,,,2.0,4.0,,,,,1.0,,1.0,,,2.0,,,,1.0,,1.0,,,,4.0,2.0,10.0,,,,0.3333333333333333,0.3333333333333333,,,,,0.75,,,0.75,,,0.9,,,,,,,,1.0,,,,,,,94.28571428571429,17.333333333333332,12.8,17.333333333333332,12.8,0.5,1.0,1.0,0.25,,,,,,,,,,0.458225,,,0.4,0.4,,,10.375,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,0.25,1.0,1.0,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-1498-2225-990,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Tony Parker, Malik Rose","Smith, Duncan, Daniels, Parker, Rose",120-1495-1498-2225-990,SAS,698.0,7,2.0,1.0,3.0,1.0,,0.15789473684210525,0.10526315789473684,0.14285714285714285,0.42105263157894735,24.166666666666668,12.0,20.0,22.0,19.0,9.0,5.0,2.0,41.0,3.0,6.0,3.0,5.0,1.0,2.0,1.0,9.0,16.0,3.0,6.0,33.0,13.0,1.0,2.0,2.0,4.0,6.0,1.0,5.0,16.0,12.0,6.0,9.0,2.0,2.0,2.0,6.0,3.0,9.0,2.0,2.0,21.0,2.0,5.0,1.0,10.0,2.0,12.0,,2.0,5.0,8.0,3.0,31.0,16.0,9.0,,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.5625,0.5,0.6666666666666666,0.7105263157894737,0.5,0.7857142857142857,0.717391304347826,0.5,0.8,0.125,0.16666666666666666,1.0,0.7142857142857143,0.2857142857142857,0.75,0.2857142857142857,0.3333333333333333,0.5,1.0,,,84.58452722063038,15.636363636363637,18.63157894736842,15.045454545454545,17.42105263157895,0.3157894736842105,0.5,0.6,0.2631578947368421,0.6,0.6,0.6666666666666666,0.05263157894736842,1.0,1.0,1.0,1.0,1.0,0.4842973684210527,0.42085,0.4481857142857143,0.13636363636363635,0.15789473684210525,0.06060606060606061,0.48484848484848486,8.975,0.4090909090909091,3.0,5.0,,,1.0,,,,,,2.0,1.0,3.0,1.0,,4.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,0.2,1.0,0.8,,,,0.75,1.0,1.0,0.2631578947368421,0.6,0.75,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-1498-345-764,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Terry Porter, David Robinson","Smith, Duncan, Daniels, Porter, Robinson",120-1495-1498-345-764,SAS,335.0,1,1.0,,2.0,,,0.3333333333333333,0.16666666666666666,,0.6666666666666666,24.5,6.0,,9.0,11.0,,,1.0,20.0,1.0,1.0,1.0,1.0,1.0,,,3.0,4.0,1.0,3.0,12.0,12.0,,1.0,,,,,,,2.0,4.0,3.0,1.0,,,1.0,1.0,2.0,,,5.0,1.0,3.0,,3.0,2.0,5.0,1.0,1.0,4.0,3.0,1.0,12.0,,,,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.5,0.75,,,0.75,,,0.7857142857142857,,,,,,1.0,1.0,1.0,1.0,,,1.0,,0.5,85.97014925373135,16.666666666666668,16.818181818181817,16.666666666666668,16.181818181818183,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,,,0.5472083333333333,,,0.14285714285714285,0.2,,,5.275,,1.0,2.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,3.0,4.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,0.25,,1.0,1.0,1.0,,,1.0,0.3333333333333333,0.5,0.5,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-1498-345-990,1610612759,"Steven Smith, Tim Duncan, Antonio Daniels, Terry Porter, Malik Rose","Smith, Duncan, Daniels, Porter, Rose",120-1495-1498-345-990,SAS,773.0,4,1.0,1.0,2.0,1.0,,0.1,0.05,0.16666666666666666,0.45,23.75,13.0,4.0,23.0,24.0,8.0,6.0,3.0,47.0,3.0,6.0,1.0,5.0,1.0,,,9.0,18.0,1.0,6.0,27.0,23.0,3.0,3.0,7.0,1.0,5.0,,4.0,6.0,4.0,14.0,3.0,1.0,,,2.0,1.0,3.0,,,7.0,3.0,9.0,,11.0,3.0,14.0,1.0,3.0,7.0,7.0,3.0,20.0,6.0,8.0,1.0,0.2222222222222222,0.25,1.0,0.5,,0.5,0.5,1.0,0.2,0.525,1.0,0.16666666666666666,0.5869565217391305,1.1666666666666667,0.375,,,,0.6923076923076923,0.3333333333333333,0.7333333333333333,0.3,0.3333333333333333,,0.8,0.5,0.1,87.55498059508409,16.217391304347824,16.666666666666668,15.826086956521738,15.791666666666666,0.3,0.5,0.5,0.25,0.2,0.2,,0.05,,,,,,0.47531249999999997,0.49923333333333336,0.4854833333333333,0.13636363636363635,0.15,0.25925925925925924,0.2222222222222222,8.06111111111111,0.34782608695652173,5.0,7.0,2.0,2.0,1.0,,,,,,2.0,1.0,2.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,,,1.0,1.0,,,1.0,2.0,1.0,2.0,2.0,,,0.3333333333333333,1.0,,,0.75,1.0,,1.0,0.35,0.7142857142857143,0.7142857142857143,0.4,,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,0.5,,,,,1610612759,2002,2001-02,False
120-1495-198-2225-345,1610612759,"Steven Smith, Tim Duncan, Danny Ferry, Tony Parker, Terry Porter","Smith, Duncan, Ferry, Parker, Porter",120-1495-198-2225-345,SAS,9.0,1,,,,,,,,,1.0,,,-2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,8.0,1.0,8.0,1.0,,,,,,,,,,,,,,0.8005,,0.8005,,,,,0.4,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-198-2225-990,1610612759,"Steven Smith, Tim Duncan, Danny Ferry, Tony Parker, Malik Rose","Smith, Duncan, Ferry, Parker, Rose",120-1495-198-2225-990,SAS,429.0,3,7.0,7.0,9.0,9.0,,0.6428571428571429,0.5,0.5384615384615384,0.7142857142857143,24.799999999999997,7.0,-1.0,17.0,17.0,15.0,12.0,1.0,34.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,20.0,21.0,,,,2.0,4.0,3.0,3.0,16.0,2.0,4.0,6.0,7.0,3.0,,1.0,2.0,3.0,2.0,1.0,8.0,,3.0,,3.0,1.0,4.0,1.0,1.0,6.0,8.0,2.0,20.0,16.0,15.0,4.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,,0.5,0.5357142857142857,,0.5,0.5555555555555556,,0.5,,,,0.75,,0.75,0.125,,,0.6666666666666666,,0.125,114.12587412587412,12.058823529411764,13.176470588235293,11.588235294117647,13.176470588235293,0.07142857142857142,1.0,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.4467214285714286,,0.44843076923076924,0.125,0.2857142857142857,,0.8,14.24,0.8823529411764706,,1.0,,,,1.0,,2.0,,1.0,,,,,1.0,,2.0,2.0,,,,,,,,1.0,,,,,2.0,2.0,1.0,2.0,2.0,,,,,0.16666666666666666,0.25,1.0,,,1.0,0.07142857142857142,,,,,,,,,,1.0,,0.15384615384615385,,,,,,1.0,,,,1.0,,,,,,,,,0.07692307692307693,,3.0,,,,,,,,,,,,,1610612759,2002,2001-02,False
120-1495-198-345-990,1610612759,"Steven Smith, Tim Duncan, Danny Ferry, Terry Porter, Malik Rose","Smith, Duncan, Ferry, Porter, Rose",120-1495-198-345-990,SAS,24.0,1,2.0,,3.0,,,0.75,0.5,,1.0,25.400000000000002,,-1.0,3.0,2.0,,2.0,1.0,5.0,,,,,1.0,,,1.0,1.0,,,2.0,3.0,,,,,,,,,2.0,,,2.0,,,1.0,,1.0,,,2.0,,,,,1.0,1.0,,,2.0,,,2.0,,,2.0,1.0,1.0,,,,,1.0,,,0.25,,,0.25,,,,,,,,,0.3333333333333333,,,,,,300.0,7.0,1.5,5.333333333333333,1.5,,,,,,,,0.25,,,,,,0.4117375,0.33615,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.25,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.3333333333333333,1.0,,1610612759,2002,2001-02,False
