EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,AtRimFGM,AtRimAssists,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,2pt And 1 Free Throw Trips,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeAssists,AtRimPctBlocked,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsAssisted3s,ThreePtAssists,Corner3Assists,LostBallTurnovers,ThreePtShootingFoulsDrawn,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffThreePtRebounds,Loose Ball Fouls,Offensive Fouls,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3Frequency,Arc3Assists,Arc3PctAssisted,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimAccuracy,Defensive 3 Seconds Violations,BlockedShortMidRange,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SelfOReb,Travels,BlockedLongMidRange,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
1000-2068-221-349-703,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Mark Jackson, Kurt Thomas","Anderson, Postell, Weatherspoon, Jackson, Thomas",1000-2068-221-349-703,NYK,123.0,1,2.0,1.0,4.0,4.0,4.0,8,1.0,1.0,1.0,1.0,2.0,2.0,4.0,8.0,7.0,2.0,2.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,8.0,4.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,93.65853658536587,14.25,16.5,14.25,16.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.35335,0.35335,0.3333333333333333,0.3333333333333333,1.0,16.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-221-349-84,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Mark Jackson, Latrell Sprewell","Anderson, Postell, Weatherspoon, Jackson, Sprewell",1000-2068-221-349-84,NYK,65.0,1,1.0,-2.0,2.0,3.0,2.0,5,,,,,,2.0,2.0,2.0,4.0,,2.0,2.0,2.0,,,,,,,,,,,2.0,,1.0,2.0,2.0,2.0,,,,,,,0.3333333333333333,0.3333333333333333,110.76923076923077,21.5,7.333333333333333,21.0,7.333333333333333,,,,,,,,0.5722,0.5722,,,1.0,,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-221-349-969,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Mark Jackson, Travis Knight","Anderson, Postell, Weatherspoon, Jackson, Knight",1000-2068-221-349-969,NYK,96.0,1,2.0,-4.0,3.0,3.0,,6,,,,,1.0,2.0,1.0,3.0,7.0,,,,,2.0,,1.0,1.0,,2.0,,,,,2.0,1.0,,3.0,,,1.0,1.0,0.5,,0.5,,0.5,,90.0,18.666666666666668,13.333333333333334,18.666666666666668,13.333333333333334,,,,,,,,0.57645,,0.3333333333333333,0.3333333333333333,,,,,,2.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-221-369-703,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Charlie Ward, Kurt Thomas","Anderson, Postell, Weatherspoon, Ward, Thomas",1000-2068-221-369-703,NYK,21.0,1,,3.0,1.0,,,1,,,,,1.0,1.0,1.0,3.0,,,,,,2.0,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,,3.0,,,1.0,1.0,1.0,,1.0,,1.5,,68.57142857142857,10.0,,10.0,,,,,,,,,0.5914,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-221-369-969,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Charlie Ward, Travis Knight","Anderson, Postell, Weatherspoon, Ward, Knight",1000-2068-221-369-969,NYK,521.0,2,9.0,-10.0,18.0,18.0,9.0,36,,2.0,3.0,6.0,3.0,10.0,4.0,13.0,23.0,2.0,3.0,2.0,9.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,11.0,9.0,9.0,0.6666666666666666,0.6666666666666666,0.3,0.6666666666666666,0.34615384615384615,0.7,0.43333333333333335,0.75,99.50095969289826,13.777777777777779,15.166666666666666,12.833333333333334,15.0,0.15384615384615385,,,0.46153846153846156,0.5,0.5,0.6666666666666666,0.46617692307692304,0.43395,0.07142857142857142,0.09090909090909091,0.6923076923076923,12.830000000000002,0.5,1.0,2.0,2.0,1.0,,2.0,2.0,,5.0,2.0,7.0,,0.2857142857142857,0.2222222222222222,,0.15384615384615385,0.5,,0.38461538461538464,0.45475,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,0.23076923076923078,0.1,0.5,0.75,0.4,1.0,0.625,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,0.07692307692307693,0.15384615384615385,0.5,0.5,0.4,0.5,0.5,0.15384615384615385,24.433333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-221-458-703,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Howard Eisley, Kurt Thomas","Anderson, Postell, Weatherspoon, Eisley, Thomas",1000-2068-221-458-703,NYK,231.0,2,4.0,-4.0,7.0,8.0,2.0,15,1.0,3.0,1.0,1.0,3.0,6.0,,6.0,10.0,1.0,1.0,,2.0,4.0,2.0,2.0,2.0,,4.0,1.0,,1.0,1.0,,,,6.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1.0,0.5,1.0,93.5064935064935,19.285714285714285,12.0,19.285714285714285,12.0,0.5,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,,0.48196666666666665,0.3717,,,0.3333333333333333,8.983333333333333,0.2857142857142857,2.0,,2.0,,,,,,2.0,,2.0,,,,,0.3333333333333333,,,0.3333333333333333,,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,0.6666666666666666,,0.5,1.0,0.6666666666666666,,,,,1.0,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-221-458-969,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Howard Eisley, Travis Knight","Anderson, Postell, Weatherspoon, Eisley, Knight",1000-2068-221-458-969,NYK,193.0,2,3.0,,5.0,5.0,,10,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.61139896373057,22.0,16.6,22.0,16.6,,,,0.25,,,,0.4933875,,,,,8.55,,,,1.0,,,,,,3.0,,3.0,,,,,0.25,,,0.75,,,,,,,,,,2.0,,,,2.0,,,,,,2.0,,,,3.0,,,,1.0,,1.0,,,,,,,,0.5,,,,1.0,,1.0,,,1.0,1.0,,,,0.5,,,,,,,25.75,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-275-349-970,1610612752,"Shandon Anderson, Lavor Postell, Allan Houston, Mark Jackson, Othella Harrington","Anderson, Postell, Houston, Jackson, Harrington",1000-2068-275-349-970,NYK,349.0,1,6.0,8.0,11.0,11.0,10.0,22,1.0,1.0,1.0,2.0,2.0,4.0,8.0,15.0,7.0,2.0,3.0,8.0,15.0,2.0,2.0,1.0,2.0,,5.0,2.0,,,1.0,9.0,1.0,2.0,15.0,15.0,10.0,0.5,0.5,0.5,0.6666666666666666,0.5833333333333334,0.7,0.75,0.8333333333333334,90.77363896848138,14.181818181818182,17.545454545454547,14.181818181818182,15.818181818181818,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.5,,0.42983333333333335,0.40898,0.25,0.2,1.0,11.875,0.9090909090909091,1.0,,1.0,,,,1.0,,4.0,1.0,5.0,,0.5,0.3333333333333333,1.0,0.16666666666666666,,,0.5,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,1.0,2.0,,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,,,2.0,1.0,0.5,0.5,0.5,,,,0.3333333333333333,0.25,,1.0,1.0,0.5,0.8,,,1.0,1.0,,0.5,0.16666666666666666,0.16666666666666666,,,0.2,,,,24.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-275-369-703,1610612752,"Shandon Anderson, Lavor Postell, Allan Houston, Charlie Ward, Kurt Thomas","Anderson, Postell, Houston, Ward, Thomas",1000-2068-275-369-703,NYK,525.0,3,9.0,-1.0,19.0,19.0,7.0,38,1.0,5.0,2.0,4.0,5.0,13.0,,13.0,14.0,1.0,5.0,,5.0,10.0,,5.0,6.0,2.0,13.0,1.0,,1.0,3.0,,,,11.0,5.0,7.0,1.0,1.0,0.38461538461538464,0.2,0.43333333333333335,0.4166666666666667,0.43333333333333335,0.4166666666666667,104.22857142857143,13.894736842105264,13.736842105263158,13.578947368421053,13.736842105263158,0.3333333333333333,0.2,0.25,0.26666666666666666,0.5,0.5,1.0,0.44923,0.40325833333333333,,,0.38461538461538464,9.923076923076923,0.3684210526315789,8.0,1.0,4.0,,,1.0,,1.0,10.0,1.0,11.0,1.0,,0.1111111111111111,,0.26666666666666666,,,0.4,,2.0,2.0,0.5,0.5,1.0,,1.0,,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,7.0,1.0,4.0,4.0,1.0,,5.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.13333333333333333,0.07692307692307693,0.2,0.8,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,,,,,,0.15384615384615385,24.35,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
1000-2068-280-349-703,1610612752,"Shandon Anderson, Lavor Postell, Felton Spencer, Mark Jackson, Kurt Thomas","Anderson, Postell, Spencer, Jackson, Thomas",1000-2068-280-349-703,NYK,9.0,1,,2.0,1.0,,1.0,1,,,,,1.0,1.0,,2.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,160.0,9.0,,9.0,,,,,,,,,0.4523,0.4523,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,False
