EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,BadPassTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyArc3FGA,PenaltyFG3A,BlockedAtRim,PenaltyArc3Frequency,Fg2aBlocked,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FG2APctBlocked,AtRimPctBlocked,OffThreePtRebounds,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyTurnovers,HeaveAttempts,PenaltyFtPoints,FTDefRebounds,BlockedLongMidRange,DefFTReboundPct,FTOffRebounds,OffFTReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,SelfOReb,PenaltyFg3Pct,OffArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,ShortMidRangePctBlocked,NonShootingFoulsDrawn,Travels,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,LostBallOutOfBoundsTurnovers,PtsUnassisted3s,3SecondViolations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Fg3aBlocked,Clear Path Fouls,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FoulsDrawn,Offensive Fouls Drawn,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
1000-2068-221-349-703,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Mark Jackson, Kurt Thomas","Anderson, Postell, Weatherspoon, Jackson, Thomas",1000-2068-221-349-703,NYK,123.0,1,2.0,-1.0,4.0,4.0,4.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.25,1.1666666666666667,0.5,1.0,93.65853658536587,16.5,14.25,16.5,14.25,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.4548,0.3333333333333333,0.5,15.3,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-221-349-84,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Mark Jackson, Latrell Sprewell","Anderson, Postell, Weatherspoon, Jackson, Sprewell",1000-2068-221-349-84,NYK,65.0,1,1.0,2.0,3.0,2.0,2.0,5,,,,,2.0,2.0,,,,4.0,2.0,,,,,,2.0,,4.0,,,,,1.0,,,4.0,1.0,,,,1.0,1.0,1.0,,,110.76923076923077,7.333333333333333,21.5,7.333333333333333,21.0,,,,,,,,0.5,,0.46765,,,6.65,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.46765,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-221-349-969,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Mark Jackson, Travis Knight","Anderson, Postell, Weatherspoon, Jackson, Knight",1000-2068-221-349-969,NYK,96.0,1,2.0,4.0,3.0,3.0,,6,,,1.0,1.0,2.0,2.0,1.0,1.0,,7.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,1.0,1.0,,,7.0,,1.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,,90.0,13.333333333333334,18.666666666666668,13.333333333333334,18.666666666666668,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.5754666666666667,,,6.25,24.5,,1.0,1.0,,,1.0,1.0,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,,0.5,0.5,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-221-369-703,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Charlie Ward, Kurt Thomas","Anderson, Postell, Weatherspoon, Ward, Thomas",1000-2068-221-369-703,NYK,21.0,1,,-3.0,,1.0,,1,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,68.57142857142857,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-221-369-969,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Charlie Ward, Travis Knight","Anderson, Postell, Weatherspoon, Ward, Knight",1000-2068-221-369-969,NYK,521.0,2,9.0,10.0,18.0,18.0,9.0,36,1.0,3.0,,2.0,9.0,14.0,,3.0,5.0,23.0,13.0,6.0,,2.0,,,6.0,,12.0,2.0,1.0,2.0,1.0,3.0,7.0,4.0,19.0,1.0,,,,0.6428571428571429,0.5294117647058824,0.575,0.17647058823529413,1.0,99.50095969289826,15.166666666666666,13.777777777777779,15.0,12.833333333333334,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.11764705882352941,,,,0.7058823529411765,,0.5131941176470588,0.2,0.23529411764705882,4.178571428571429,25.266666666666666,1.0,7.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,12.0,6.0,5.0,,5.0,7.0,10.0,2.0,1.0,0.6666666666666666,0.75,1.0,1.0,1.0,0.7142857142857143,0.7777777777777778,1.0,0.5294117647058824,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.11764705882352941,0.5,0.5,,1.0,1.0,0.6009,0.08695652173913043,0.05555555555555555,3.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6,1.0,0.375,0.5,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,0.058823529411764705,1.0,0.5,0.5629,0.17391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-221-458-703,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Howard Eisley, Kurt Thomas","Anderson, Postell, Weatherspoon, Eisley, Thomas",1000-2068-221-458-703,NYK,231.0,2,4.0,4.0,8.0,7.0,2.0,15,2.0,2.0,,1.0,4.0,6.0,,1.0,2.0,10.0,6.0,6.0,,1.0,,,1.0,,2.0,1.0,,1.0,,,2.0,1.0,8.0,,,,,0.6666666666666666,0.5714285714285714,0.625,0.14285714285714285,1.0,93.5064935064935,12.0,19.285714285714285,12.0,19.285714285714285,0.2857142857142857,1.0,1.0,0.14285714285714285,,,,0.14285714285714285,,0.39930000000000004,0.125,0.14285714285714285,12.700000000000001,25.5,2.0,,,,,2.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,3.0,3.0,4.0,2.0,2.0,0.25,0.25,1.0,0.5,0.5,1.0,1.0,1.0,,,,,0.5714285714285714,0.5,0.5,0.5,,,0.43485,0.2,0.25,1.0,,,,,,2.0,2.0,,,1.0,,1.0,,,1.0,,3.0,2.0,3.0,3.0,,,1.0,0.5,,0.3333333333333333,,0.5,,1.0,,,,1.0,,,,,,0.2,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-221-458-969,1610612752,"Shandon Anderson, Lavor Postell, Clar. Weatherspoon, Howard Eisley, Travis Knight","Anderson, Postell, Weatherspoon, Eisley, Knight",1000-2068-221-458-969,NYK,193.0,2,3.0,,5.0,5.0,,10,,1.0,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,74.61139896373057,16.6,22.0,16.6,22.0,0.3333333333333333,,,,,,,0.6666666666666666,,0.49466666666666664,,,4.966666666666667,,,,2.0,,,,,,,,,,,,2.0,4.0,4.0,,,,,,,,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,2.0,2.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-275-349-970,1610612752,"Shandon Anderson, Lavor Postell, Allan Houston, Mark Jackson, Othella Harrington","Anderson, Postell, Houston, Jackson, Harrington",1000-2068-275-349-970,NYK,349.0,1,6.0,-8.0,11.0,11.0,10.0,22,1.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,,7.0,15.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,,3.0,2.0,5.0,,,7.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.4375,0.4375,0.375,0.6666666666666666,90.77363896848138,17.545454545454547,14.181818181818182,15.818181818181818,14.181818181818182,0.25,0.5,0.5,0.125,1.0,1.0,1.0,0.625,1.0,0.4623375,,,9.8,25.03333333333333,1.0,1.0,2.0,,,,1.0,,,,2.0,1.0,,,1.0,2.0,3.0,,1.0,0.5,0.5,,,,0.5,0.6666666666666666,,0.25,0.5,1.0,,0.125,,,,,,,,0.09090909090909091,1.0,,,2.0,,,,,,1.0,,1.0,1.0,2.0,1.0,2.0,,1.0,,1.0,,,,,,1.0,0.2,,,,,1.0,1.0,,,1.0,0.25,,,,,,,1.0,,1.0,,1.0,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-275-369-703,1610612752,"Shandon Anderson, Lavor Postell, Allan Houston, Charlie Ward, Kurt Thomas","Anderson, Postell, Houston, Ward, Thomas",1000-2068-275-369-703,NYK,525.0,3,9.0,1.0,19.0,19.0,7.0,38,1.0,6.0,,1.0,7.0,14.0,,2.0,,14.0,13.0,8.0,,1.0,,,3.0,,6.0,1.0,,2.0,,1.0,1.0,1.0,14.0,,,,,0.5,0.4375,0.4375,0.125,0.5,104.22857142857143,13.736842105263158,13.894736842105264,13.736842105263158,13.578947368421053,0.375,0.16666666666666666,0.16666666666666666,0.0625,,,,0.4375,,0.49528125,0.0625,0.07142857142857142,9.085714285714285,25.4,8.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,4.0,6.0,6.0,3.0,2.0,,8.0,8.0,8.0,6.0,8.0,0.42857142857142855,0.42857142857142855,0.75,0.6,0.6,1.0,0.8888888888888888,1.0,0.3125,0.8,0.8,0.5,0.1875,0.6666666666666666,0.6666666666666666,,0.2,1.0,0.44583000000000006,0.42857142857142855,0.42105263157894735,,,,1.0,,,,,,1.0,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,0.0625,,,,,1.0,1.0,,0.2,,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
1000-2068-280-349-703,1610612752,"Shandon Anderson, Lavor Postell, Felton Spencer, Mark Jackson, Kurt Thomas","Anderson, Postell, Spencer, Jackson, Thomas",1000-2068-280-349-703,NYK,9.0,1,,-2.0,,1.0,1.0,1,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,160.0,,9.0,,9.0,,,,1.0,,,,1.0,,,,,,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2002,2001-02,True
