EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,FG2M,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,DefThreePtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefThreePtReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyFG2A,Fouls,PenaltyOffPossExcludingTakeFouls,DefArc3ReboundPct,PenaltyShotQualityAvg,PenaltyOffPossPct,OffThreePtRebounds,OffRebounds,DeadBallTurnovers,Travels,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondChanceOffPoss,ShortMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,ShortMidRangeAssists,LostBallTurnovers,ShootingFouls,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,Corner3FGA,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,Corner3Assists,SelfOReb,SecondChanceTsPct,OffLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChancePointsPct,NonShootingPenaltyNonTakeFouls,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsUnassisted2s,PtsPutbacks,FTOffRebounds,FTDefRebounds,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,DefFTReboundPct,OffFTReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Fg2aBlocked,AtRimAssists,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,AtRimPctAssisted,PtsUnassisted3s,PenaltyTurnovers,ShortMidRangePctBlocked,LostBallSteals,Technical Free Throw Trips,OffAtRimReboundPct,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,BlockedShortMidRange,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyFtPoints,PenaltyAtRimAccuracy,Loose Ball Fouls,HeaveAttempts,DefensiveGoaltends,OffensiveGoaltends,NonShootingFoulsDrawn,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedLongMidRange,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FoulsDrawn,Offensive Fouls Drawn,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
1134-1510-1715-1934-2031,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Rodney Buford, Stromile Swift","Austin, Knight, Williams, Buford, Swift",1134-1510-1715-1934-2031,MEM,94.0,2,2.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.75,0.8333333333333334,0.5,1.0,1.0,1.0,1.0,107.23404255319149,1.0,15.0,11.333333333333334,15.0,11.333333333333334,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.634525,0.3333333333333333,0.5,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-1934-2200,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Rodney Buford, Pau Gasol","Austin, Knight, Williams, Buford, Gasol",1134-1510-1715-1934-2200,MEM,77.0,1,1.0,,1.0,2.0,3.0,,,,1.0,,,,2.0,2.0,,,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,0.5,,56.1038961038961,,21.0,28.0,21.0,18.5,,,,,,,,0.4137,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-1934-3,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Rodney Buford, Grant Long","Austin, Knight, Williams, Buford, Long",1134-1510-1715-1934-3,MEM,40.0,2,1.0,,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,108.0,,16.0,12.0,16.0,12.0,,,,,,,,0.3974,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,15.3,1.0,2.0,1.0,1.0,1.0,1.0,0.3974,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-1934-98,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Rodney Buford, Nick Anderson","Austin, Knight, Williams, Buford, Anderson",1134-1510-1715-1934-98,MEM,80.0,1,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,36.0,,55.0,25.0,40.0,25.0,,1.0,,,,1.0,,0.4086,,,27.2,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-2031-2200,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Stromile Swift, Pau Gasol","Austin, Knight, Williams, Swift, Gasol",1134-1510-1715-2031-2200,MEM,41.0,1,1.0,,2.0,1.0,3.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.5,,,,,105.36585365853658,,10.0,21.0,4.5,21.0,,0.5,,,,0.5,,0.488925,,,25.8,,,,,,,,,,,,,,,,,8.6,1.0,,1.0,1.0,1.0,,0.488925,0.5,,1.0,,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.54255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-2031-2203,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Stromile Swift, Shane Battier","Austin, Knight, Williams, Swift, Battier",1134-1510-1715-2031-2203,MEM,68.0,1,1.0,-1.0,2.0,3.0,5.0,,,,1.0,,,,2.0,3.0,,,,,1.0,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,105.88235294117648,,11.0,15.333333333333334,11.0,15.333333333333334,,,,,,,,0.3935,,,,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,13.7,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-2031-2226,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Stromile Swift, Will Solomon","Austin, Knight, Williams, Swift, Solomon",1134-1510-1715-2031-2226,MEM,3.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-2031-3,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Stromile Swift, Grant Long","Austin, Knight, Williams, Swift, Long",1134-1510-1715-2031-3,MEM,170.0,1,3.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,7.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,5.0,,,,,,2.0,1.0,,,,,6.0,1.0,1.0,1.0,0.42857142857142855,0.4375,0.2857142857142857,,1.0,1.0,,84.70588235294117,,20.4,13.6,19.2,13.6,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,1.0,0.4435928571428572,0.125,0.16666666666666666,25.7,,2.0,,,,,1.0,,,,1.0,,0.2857142857142857,,,,12.24,,,,,,1.0,,,,3.0,,,,0.6,,1.0,2.0,,,,,3.0,0.6,1.0,0.2857142857142857,,,0.3929,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.2,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-2200-2203,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Pau Gasol, Shane Battier","Austin, Knight, Williams, Gasol, Battier",1134-1510-1715-2200-2203,MEM,24.0,1,,-2.0,2.0,2.0,4.0,,,2.0,,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,240.0,,8.5,3.5,8.5,3.5,,1.0,,,,1.0,,0.396,,,26.7,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,2.0,,0.396,1.0,,,,,,,,,,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
1134-1510-1715-2200-3,1610612763,"Ike Austin, Brevin Knight, Jason Williams, Pau Gasol, Grant Long","Austin, Knight, Williams, Gasol, Long",1134-1510-1715-2200-3,MEM,246.0,3,4.0,3.0,10.0,7.0,17.0,1.0,,,6.0,,,1.0,9.0,6.0,,,,,1.0,,2.0,3.0,4.0,6.0,1.0,1.0,2.0,,5.0,1.0,1.0,,,,,7.0,,,,0.6666666666666666,0.75,,0.4,1.0,1.0,1.0,99.51219512195122,,14.5,14.428571428571429,11.9,14.428571428571429,0.16666666666666666,,,,,0.16666666666666666,,0.41441666666666666,0.16666666666666666,0.16666666666666666,,1.0,2.0,4.0,2.0,1.0,,,0.25,0.3333333333333333,0.6666666666666666,,,0.3333333333333333,0.5,0.5,,10.383333333333333,,,,2.0,,,,,,2.0,3.0,,,0.5,,3.0,3.0,,,,,1.0,0.5,1.0,0.5,,,0.5187,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,1.0,,2.0,,,1.0,,,,,,,0.2222222222222222,,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2002,2001-02,True
