EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyArc3FGA,PenaltyFG3A,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyPointsPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceOffPoss,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,Corner3Assists,OffTwoPtRebounds,FTOffRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,SelfOReb,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,HeaveAttempts,SecondChanceTurnovers,OffShortMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,OffThreePtRebounds,Travels,Loose Ball Fouls,Technical Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTDefRebounds,DefFTReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1088-1112-1442-361-711,1610612765,"Chucky Atkins, Ben Wallace, Zeljko Rebraca, Clifford Robinson, Jerry Stackhouse","Atkins, Wallace, Rebraca, Robinson, Stackhouse",1088-1112-1442-361-711,DET,127.0,1,2.0,2.0,3.0,4,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.25,1.0,0.5,1.0,1.0,1.0,1.0,1.0,79.37007874015748,20.333333333333332,16.5,20.333333333333332,16.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.489525,0.3333333333333333,0.5,9.2,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-1442-468-688,1610612765,"Chucky Atkins, Ben Wallace, Zeljko Rebraca, Jon Barry, Michael Curry","Atkins, Wallace, Rebraca, Barry, Curry",1088-1112-1442-468-688,DET,75.0,1,1.0,-2.0,2.0,2,4,,,,1.0,,,,1.0,,,2.0,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,76.8,19.5,18.0,19.5,18.0,,,,1.0,,,,1.0,,0.4887,,,,27.6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4887,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-1442-468-722,1610612765,"Chucky Atkins, Ben Wallace, Zeljko Rebraca, Jon Barry, Corliss Williamson","Atkins, Wallace, Rebraca, Barry, Williamson",1088-1112-1442-468-722,DET,73.0,1,1.0,4.0,3.0,2,5,,,,,3.0,3.0,,,,6.0,2.0,4.0,,,,,1.0,,2.0,,1.0,1.0,1.0,,,6.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,98.63013698630138,14.333333333333334,15.0,14.333333333333334,15.0,,,,,,,,,,0.32683333333333336,,,15.766666666666666,,3.0,2.0,,,,,,,3.0,,,0.32683333333333336,1.0,3.0,3.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,6.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-1442-688-711,1610612765,"Chucky Atkins, Ben Wallace, Zeljko Rebraca, Michael Curry, Jerry Stackhouse","Atkins, Wallace, Rebraca, Curry, Stackhouse",1088-1112-1442-688-711,DET,182.0,2,3.0,5.0,8.0,7,15,1.0,2.0,,,3.0,5.0,,,3.0,9.0,4.0,,,,,,3.0,,6.0,1.0,2.0,3.0,3.0,7.0,3.0,9.0,,,,0.6,0.6,0.5625,,1.0,1.0,1.0,1.0,1.0,118.68131868131869,11.25,13.142857142857142,11.25,13.142857142857142,0.4,0.5,1.0,,,,,0.2,,0.47603999999999996,0.42857142857142855,0.42857142857142855,11.1,,5.0,7.0,,,,,,,5.0,,,0.5299333333333334,0.625,1.0,2.0,2.0,3.0,7.0,6.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7,,0.4,0.5,0.5,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,0.2,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-1442-711-722,1610612765,"Chucky Atkins, Ben Wallace, Zeljko Rebraca, Jerry Stackhouse, Corliss Williamson","Atkins, Wallace, Rebraca, Stackhouse, Williamson",1088-1112-1442-711-722,DET,450.0,2,8.0,-1.0,14.0,13,27,,,,,4.0,7.0,1.0,1.0,3.0,14.0,15.0,2.0,3.0,,,1.0,4.0,,9.0,,4.0,4.0,6.0,4.0,,11.0,1.0,1.0,1.0,0.5714285714285714,0.6875,0.7,0.125,0.4444444444444444,,0.4444444444444444,1.0,,86.4,14.714285714285714,18.76923076923077,13.928571428571429,17.23076923076923,,,,,,,,0.75,,0.49353125,,,5.328571428571428,24.9,14.0,10.0,,1.0,3.0,1.0,6.0,6.0,14.0,,,0.49353125,1.0,2.0,2.0,4.0,7.0,14.0,6.0,3.0,1.0,1.0,2.0,14.0,0.75,0.75,0.5714285714285714,0.6875,0.7,,0.25,1.0,1.0,0.5,1.0,2.0,5.0,2.0,5.0,3.0,1.0,2.0,,1.0,,,2.0,0.14285714285714285,,0.6666666666666666,0.625,0.4,0.5,1.0,,0.625,0.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.2,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.125,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.125,1.0,0.465525,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-361-468-711,1610612765,"Chucky Atkins, Ben Wallace, Clifford Robinson, Jon Barry, Jerry Stackhouse","Atkins, Wallace, Robinson, Barry, Stackhouse",1088-1112-361-468-711,DET,1333.0,8,22.0,12.0,43.0,42,85,2.0,2.0,6.0,10.0,7.0,23.0,10.0,15.0,6.0,50.0,38.0,8.0,24.0,10.0,6.0,8.0,11.0,4.0,30.0,3.0,12.0,15.0,22.0,9.0,3.0,40.0,0.8,0.6666666666666666,0.6666666666666666,0.30434782608695654,0.5789473684210527,0.5952380952380952,0.39473684210526316,0.8,0.75,0.7894736842105263,1.0,0.5,91.82295573893474,15.325581395348838,16.047619047619047,14.720930232558139,14.476190476190476,0.05263157894736842,1.0,1.0,0.2631578947368421,0.6,0.6,0.6666666666666666,0.6842105263157895,0.6,0.4713328947368421,0.075,0.12,8.830434782608695,25.759999999999998,16.0,23.0,2.0,5.0,4.0,1.0,7.0,3.0,16.0,1.0,0.18181818181818182,0.4716863636363637,0.37209302325581395,1.0,10.0,1.0,6.0,21.0,6.0,3.0,1.0,2.0,8.0,21.0,0.42857142857142855,0.6,0.16666666666666666,0.7727272727272727,0.75,0.7142857142857143,0.2631578947368421,0.1,0.1111111111111111,1.0,0.42,4.0,11.0,1.0,4.0,4.0,1.0,2.0,,2.0,2.0,1.0,2.0,0.043478260869565216,,0.6666666666666666,0.2894736842105263,0.36363636363636365,0.36363636363636365,0.5,,0.36363636363636365,0.25,7.0,3.0,4.0,5.0,,,3.0,3.0,5.0,,,10.0,5.0,4.0,6.0,1.0,7.0,,3.0,2.0,1.0,2.0,7.0,6.0,7.0,,1.0,0.8,0.8333333333333334,,0.42857142857142855,0.5,0.375,0.2857142857142857,0.42857142857142855,0.13157894736842105,0.8,0.8,1.0,0.6,,,,0.2727272727272727,1.0,0.49668,0.2,3.0,2.0,4.0,2.0,6.0,4.0,2.0,1.0,1.0,4.0,2.0,0.8,0.1,0.3333333333333333,0.1,0.5714285714285714,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-361-468-722,1610612765,"Chucky Atkins, Ben Wallace, Clifford Robinson, Jon Barry, Corliss Williamson","Atkins, Wallace, Robinson, Barry, Williamson",1088-1112-361-468-722,DET,683.0,6,11.0,-1.0,22.0,20,42,5.0,6.0,,3.0,6.0,13.0,,5.0,2.0,14.0,15.0,8.0,,2.0,,,2.0,,4.0,2.0,6.0,8.0,11.0,3.0,2.0,14.0,,,,0.46153846153846156,0.3333333333333333,0.3684210526315789,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,88.55051244509517,16.636363636363637,15.85,16.0,15.85,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.16666666666666666,,,,0.4444444444444444,,0.44086176470588234,0.10526315789473684,0.14285714285714285,10.015384615384615,35.18,9.0,7.0,1.0,2.0,4.0,,6.0,2.0,9.0,1.0,0.125,0.3908642857142857,0.4090909090909091,1.0,4.0,2.0,6.0,4.0,4.0,2.0,1.0,1.0,5.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,1.0,0.2222222222222222,0.25,0.25,1.0,0.2857142857142857,,3.0,,1.0,,2.0,,1.0,2.0,1.0,1.0,,0.15384615384615385,,1.0,0.16666666666666666,,,,0.2,0.125,,2.0,,,2.0,,,,1.0,,,,,,,3.0,,3.0,1.0,2.0,2.0,,,,,,,,,,0.6666666666666666,0.3333333333333333,,0.42857142857142855,0.2727272727272727,0.3333333333333333,0.1111111111111111,,,,,,,,0.125,,,,,,,,,,,3.0,,,2.0,,,0.3333333333333333,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-361-688-711,1610612765,"Chucky Atkins, Ben Wallace, Clifford Robinson, Michael Curry, Jerry Stackhouse","Atkins, Wallace, Robinson, Curry, Stackhouse",1088-1112-361-688-711,DET,8855.0,10,148.0,-43.0,260.0,261,521,10.0,37.0,9.0,31.0,57.0,167.0,17.0,57.0,47.0,212.0,255.0,50.0,48.0,31.0,9.0,16.0,48.0,8.0,112.0,24.0,67.0,91.0,120.0,59.0,29.0,188.0,0.9411764705882353,0.2982456140350877,0.2982456140350877,0.3413173652694611,0.36830357142857145,0.42168674698795183,0.2544642857142857,0.6261682242990654,0.7741935483870968,0.6594202898550725,0.6363636363636364,0.8095238095238095,84.72501411631846,17.346153846153847,16.64750957854406,16.415384615384614,15.482758620689655,0.16517857142857142,0.2702702702702703,0.29411764705882354,0.13839285714285715,0.2903225806451613,0.2903225806451613,0.8888888888888888,0.48214285714285715,0.2903225806451613,0.4812872767857143,0.11693548387096774,0.1518324607329843,10.335928143712575,24.7859649122807,18.0,18.0,1.0,1.0,16.0,3.0,40.0,7.0,18.0,0.7,0.09090909090909091,0.4753636363636364,0.06923076923076923,23.0,79.0,5.0,10.0,12.0,64.0,32.0,16.0,24.0,63.0,12.0,0.5614035087719298,0.5714285714285714,0.5,0.45454545454545453,0.5,0.47058823529411764,0.35267857142857145,0.2911392405063291,0.2948717948717949,0.6956521739130435,0.05660377358490566,24.0,51.0,3.0,4.0,2.0,12.0,12.0,4.0,24.0,13.0,5.0,1.0,0.0718562874251497,0.08108108108108109,0.7254901960784313,0.22767857142857142,0.47058823529411764,0.5581395348837209,0.5,0.4,0.36363636363636365,0.75,26.0,10.0,8.0,26.0,1.0,2.0,,,19.0,2.0,4.0,24.0,,8.0,22.0,,29.0,11.0,24.0,9.0,15.0,4.0,17.0,10.0,17.0,0.5,,0.34782608695652173,0.42592592592592593,0.1568627450980392,0.6,,0.2,0.19463087248322147,0.2222222222222222,0.11607142857142858,0.3076923076923077,0.3076923076923077,1.0,0.43478260869565216,0.08695652173913043,0.5,1.0,,,0.4718261904761905,0.11320754716981132,2.0,,5.0,8.0,3.0,2.0,3.0,2.0,3.0,6.0,1.0,0.2631578947368421,0.012658227848101266,0.21428571428571427,0.021897810218978103,0.35294117647058826,0.2,0.5,,,1.0,0.14814814814814814,1.0,2.0,7.0,1.0,7.0,3.0,4.0,1.0,1.0,0.1794871794871795,0.14285714285714285,0.2222222222222222,0.08695652173913043,0.5,1.0,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-361-688-722,1610612765,"Chucky Atkins, Ben Wallace, Clifford Robinson, Michael Curry, Corliss Williamson","Atkins, Wallace, Robinson, Curry, Williamson",1088-1112-361-688-722,DET,100.0,1,2.0,,2.0,3,5,,,,1.0,1.0,1.0,,1.0,,2.0,2.0,2.0,,1.0,,,,,,,2.0,2.0,2.0,,,2.0,,,,1.0,0.5,0.5,0.5,0.6666666666666666,,0.5,1.0,,72.0,12.0,25.333333333333332,12.0,20.333333333333332,,,,0.5,,,,1.0,,0.7265,,,0.7,37.4,2.0,3.0,1.0,1.0,,,1.0,1.0,2.0,,0.5,0.7265,1.0,,,1.0,1.0,2.0,,,,,1.0,2.0,,,1.0,0.5,0.5,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0.5,0.5,1.0,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2002,2001-02,False
1088-1112-361-711-722,1610612765,"Chucky Atkins, Ben Wallace, Clifford Robinson, Jerry Stackhouse, Corliss Williamson","Atkins, Wallace, Robinson, Stackhouse, Williamson",1088-1112-361-711-722,DET,3591.0,10,60.0,10.0,106.0,107,213,8.0,22.0,5.0,18.0,30.0,74.0,6.0,21.0,37.0,115.0,105.0,30.0,18.0,18.0,5.0,6.0,21.0,5.0,48.0,6.0,30.0,38.0,64.0,43.0,14.0,94.0,1.0,0.2857142857142857,0.2857142857142857,0.40540540540540543,0.4105263157894737,0.4956896551724138,0.22105263157894736,0.6521739130434783,0.6666666666666666,0.6545454545454545,0.8333333333333334,0.5714285714285714,85.41353383458646,15.90566037735849,17.80373831775701,14.962264150943396,16.345794392523363,0.23157894736842105,0.36363636363636365,0.42105263157894735,0.18947368421052632,0.2777777777777778,0.2777777777777778,1.0,0.6736842105263158,0.2777777777777778,0.4940421052631579,0.12962962962962962,0.16091954022988506,4.936486486486487,25.75238095238095,72.0,63.0,10.0,13.0,8.0,1.0,15.0,11.0,72.0,1.0,0.15873015873015872,0.49395634920634923,0.6792452830188679,,9.0,21.0,50.0,82.0,30.0,15.0,,14.0,25.0,82.0,0.5,0.5769230769230769,0.42,0.42857142857142855,0.5256410256410257,0.5,0.09473684210526316,,,,0.7130434782608696,22.0,43.0,15.0,31.0,28.0,8.0,11.0,4.0,16.0,13.0,1.0,8.0,0.10810810810810811,0.13636363636363635,0.65,0.45263157894736844,0.5116279069767442,0.5641025641025641,0.5,0.5,0.49206349206349204,0.4838709677419355,23.0,10.0,1.0,3.0,,,1.0,3.0,16.0,1.0,4.0,21.0,4.0,1.0,20.0,,26.0,3.0,7.0,4.0,3.0,2.0,10.0,6.0,10.0,0.25,0.3076923076923077,0.475,0.5,0.09302325581395349,0.4666666666666667,,0.46511627906976744,0.4482758620689655,0.45,0.031578947368421054,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,0.047619047619047616,0.3333333333333333,0.481309375,0.1826086956521739,6.0,3.0,8.0,2.0,,8.0,2.0,4.0,2.0,4.0,5.0,0.5,0.1111111111111111,0.4444444444444444,0.04,0.4,0.6,0.3333333333333333,0.3,,3.0,0.5,1.0,4.0,6.0,,2.0,,2.0,,,0.4,0.38461538461538464,0.5,0.2,0.25,1.0,2.0,0.6666666666666666,,,,,,,,,1610612765,2002,2001-02,False
