EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,LiveBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,DefThreePtRebounds,Steals,BadPassSteals,BadPassTurnovers,OffFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,SelfOReb,LostBallSteals,SelfORebPct,Fg2aBlocked,OffThreePtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,PenaltyFG3M,Arc3Assists,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3FGM,BlockedAtRim,AtRimPctBlocked,PenaltyArc3Accuracy,SecondChanceTurnovers,3SecondViolations,SecondChanceArc3FGM,SecondChanceArc3FGA,LongMidRangePctBlocked,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Travels,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawnPct,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
147-1944-2033-2037-2053,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Jamal Crawford, Dalibor Bagaric","Rose, Robinson, Fizer, Crawford, Bagaric",147-1944-2033-2037-2053,CHI,506.0,5,8.0,-1.0,14.0,17.0,9.0,11.0,3.0,31.0,5.0,6.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,7.0,14.0,3.0,2.0,16.0,17.0,2.0,3.0,1.0,1.0,5.0,3.0,6.0,2.0,1.0,7.0,12.0,2.0,2.0,2.0,6.0,6.0,4.0,1.0,1.0,12.0,4.0,5.0,1.0,6.0,4.0,10.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,11.0,7.0,9.0,1.0,0.8571428571428571,1.0,0.5,0.6666666666666666,0.5,0.4117647058823529,0.5,0.375,0.39473684210526316,0.5,0.35,0.17647058823529413,0.5,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.4444444444444444,1.0,0.5,0.5,0.6666666666666666,1.0,88.22134387351778,0.5,17.857142857142858,15.058823529411764,16.428571428571427,14.470588235294118,0.35294117647058826,0.8333333333333334,0.8333333333333334,0.8,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.29411764705882354,0.2,0.2,1.0,0.058823529411764705,0.11764705882352941,0.75,0.6666666666666666,0.5,0.25,0.25,1.0,0.25,0.5294117647058824,0.4544941176470588,0.571625,0.408175,0.05555555555555555,0.06666666666666667,0.3125,0.4375,8.764285714285714,27.400000000000002,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2033-2037-2199,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Jamal Crawford, Tyson Chandler","Rose, Robinson, Fizer, Crawford, Chandler",147-1944-2033-2037-2199,CHI,228.0,2,4.0,1.0,7.0,7.0,,,,14.0,2.0,2.0,,,,,,,,,1.0,,1.0,,2.0,2.0,2.0,1.0,11.0,10.0,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,,,5.0,,1.0,,1.0,,1.0,1.0,3.0,,1.0,2.0,,,2.0,,,1.0,,,,,,11.0,1.0,,,0.5,0.5,1.0,,,1.25,,,1.1,,0.5,0.5,,1.0,,1.0,,,,,,,88.42105263157895,,19.857142857142858,12.714285714285714,19.857142857142858,12.714285714285714,0.5,1.0,1.0,0.5,,,,,,,,,0.25,0.25,,,,,,,,1.0,0.54505,,,,,,0.09090909090909091,,24.35,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2033-2037-891,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Jamal Crawford, Charles Oakley","Rose, Robinson, Fizer, Crawford, Oakley",147-1944-2033-2037-891,CHI,543.0,3,9.0,-1.0,17.0,15.0,6.0,5.0,1.0,32.0,2.0,3.0,,,,,2.0,4.0,2.0,5.0,1.0,,,,6.0,12.0,1.0,6.0,18.0,19.0,,1.0,,,,3.0,5.0,,2.0,8.0,10.0,2.0,,,5.0,5.0,2.0,1.0,2.0,10.0,,2.0,1.0,5.0,1.0,6.0,,1.0,,1.0,4.0,2.0,,6.0,,2.0,1.0,,,,,,18.0,8.0,6.0,1.0,0.8333333333333334,0.8333333333333334,0.5,,0.6,0.46153846153846156,,0.6,0.5625,,0.6666666666666666,0.07692307692307693,1.0,0.5,,0.5714285714285714,,,,,1.0,0.3333333333333333,84.86187845303867,,16.235294117647058,17.8,15.764705882352942,16.6,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.3076923076923077,0.5,0.5,0.5,0.38461538461538464,0.4,0.4,1.0,0.07692307692307693,,,,,,,,,0.3076923076923077,0.4408692307692308,0.4187,0.39486,0.13333333333333333,0.14285714285714285,,0.4444444444444444,11.041666666666666,24.0,0.35294117647058826,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2033-2053-2062,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Dalibor Bagaric, A.J. Guyton","Rose, Robinson, Fizer, Bagaric, Guyton",147-1944-2033-2053-2062,CHI,103.0,1,2.0,-2.0,2.0,3.0,1.0,3.0,1.0,5.0,,,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,1.0,,0.5,,1.0,,,,69.90291262135922,,26.0,17.0,17.0,17.0,,,,,0.5,,,,,,,,0.5,,,,,1.0,,,,0.5,0.47145,0.5433,0.47145,,,,,10.1,23.8,0.5,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2033-2053-696,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Dalibor Bagaric, Travis Best","Rose, Robinson, Fizer, Bagaric, Best",147-1944-2033-2053-696,CHI,180.0,3,3.0,,6.0,5.0,,2.0,2.0,11.0,2.0,5.0,1.0,2.0,,,1.0,2.0,,,,,,,3.0,7.0,,2.0,8.0,8.0,2.0,3.0,,,4.0,,,,,,2.0,4.0,4.0,,1.0,1.0,1.0,,,2.0,3.0,1.0,,1.0,3.0,4.0,,,,1.0,2.0,,,2.0,,1.0,,,,,,,4.0,,,1.0,0.3333333333333333,1.0,0.42857142857142855,0.6666666666666666,,0.42857142857142855,0.6666666666666666,,0.5,0.6666666666666666,,,,1.0,0.75,1.0,0.75,0.6666666666666666,1.0,,,1.0,88.0,,16.666666666666668,16.0,16.0,16.0,0.7142857142857143,0.4,0.4,0.5,0.2857142857142857,0.5,0.5,,,,,,,,0.6666666666666666,0.5,,,,,,0.7142857142857143,0.5267285714285714,0.5173,,0.125,0.125,0.5,,2.585714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2033-2199-696,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Tyson Chandler, Travis Best","Rose, Robinson, Fizer, Chandler, Best",147-1944-2033-2199-696,CHI,113.0,1,2.0,4.0,3.0,2.0,,2.0,1.0,5.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,3.0,1.0,2.0,4.0,,,,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,2.0,2.0,4.0,,,,1.0,1.0,,,2.0,,1.0,,,,,,,2.0,,,,,,0.3333333333333333,,,0.25,,,0.4,0.5,,0.25,1.0,1.0,0.5,1.0,0.6666666666666666,,1.0,,1.0,,63.716814159292035,,21.0,25.0,18.333333333333332,25.0,0.25,1.0,1.0,,0.25,,,,0.25,,,,0.25,,,,,1.0,,,,0.5,0.481825,0.5421,,0.2,0.25,0.5,,8.6,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2033-2201-696,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Eddy Curry, Travis Best","Rose, Robinson, Fizer, Curry, Best",147-1944-2033-2201-696,CHI,97.0,2,2.0,2.0,4.0,3.0,3.0,,,7.0,2.0,2.0,,,2.0,2.0,,,,,,,,,2.0,2.0,,,4.0,2.0,,,,,,2.0,2.0,,,4.0,4.0,,,,2.0,2.0,2.0,,,4.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,4.0,4.0,3.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,103.91752577319588,,9.0,20.333333333333332,9.0,20.333333333333332,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,0.55535,,0.55535,,,,1.0,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2033-2239-696,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Trenton Hassell, Travis Best","Rose, Robinson, Fizer, Hassell, Best",147-1944-2033-2239-696,CHI,16.0,1,,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,2.0,4.0,2.0,,,,,,1.0,1.0,,2.0,4.0,2.0,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,4.0,4.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,360.0,,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,0.7332,,0.7332,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2033-696-891,1610612741,"Jalen Rose, Eddie Robinson, Marcus Fizer, Travis Best, Charles Oakley","Rose, Robinson, Fizer, Best, Oakley",147-1944-2033-696-891,CHI,1146.0,4,19.0,6.0,35.0,36.0,17.0,6.0,6.0,71.0,7.0,8.0,3.0,3.0,4.0,5.0,1.0,2.0,6.0,16.0,3.0,2.0,2.0,,14.0,26.0,5.0,13.0,50.0,44.0,4.0,5.0,2.0,,14.0,9.0,13.0,1.0,7.0,28.0,16.0,12.0,2.0,2.0,8.0,11.0,5.0,1.0,2.0,25.0,6.0,9.0,,9.0,7.0,16.0,1.0,3.0,1.0,3.0,8.0,1.0,,15.0,,4.0,4.0,,,,,,36.0,28.0,17.0,2.0,0.5714285714285714,0.6153846153846154,0.5384615384615384,0.8,0.6923076923076923,0.5967741935483871,1.0,0.75,0.6578947368421053,1.0,0.7777777777777778,0.16129032258064516,,0.6923076923076923,0.5,0.6428571428571429,0.42857142857142855,1.0,,0.5,0.8,0.8,89.21465968586386,,16.942857142857143,15.36111111111111,15.542857142857143,14.5,0.25806451612903225,0.875,0.875,0.7142857142857143,0.06451612903225806,0.5,0.5,1.0,0.5161290322580645,0.375,0.375,0.3333333333333333,0.0967741935483871,0.06451612903225806,0.42857142857142855,1.0,0.3333333333333333,0.2857142857142857,0.35714285714285715,0.8,,0.41935483870967744,0.48416774193548384,0.5530214285714286,0.5175678571428571,0.11764705882352941,0.13793103448275862,0.28,0.56,11.676923076923078,23.880000000000003,0.4857142857142857,2.0,1.0,3.0,9.0,,1.0,3.0,2.0,2.0,,,1.0,0.6,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,1.0,,4.0,3.0,2.0,0.5,,,,1.0,0.07142857142857142,,1.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
147-1944-2037-2053-2199,1610612741,"Jalen Rose, Eddie Robinson, Jamal Crawford, Dalibor Bagaric, Tyson Chandler","Rose, Robinson, Crawford, Bagaric, Chandler",147-1944-2037-2053-2199,CHI,937.0,4,16.0,5.0,31.0,32.0,16.0,3.0,2.0,63.0,3.0,5.0,,,1.0,2.0,6.0,8.0,3.0,12.0,,,2.0,2.0,12.0,25.0,2.0,6.0,36.0,31.0,1.0,3.0,,,2.0,7.0,11.0,2.0,4.0,24.0,14.0,10.0,2.0,2.0,7.0,9.0,3.0,2.0,2.0,20.0,3.0,10.0,,11.0,3.0,14.0,2.0,4.0,1.0,5.0,7.0,1.0,,6.0,,3.0,,1.0,,1.0,1.0,,34.0,24.0,16.0,,0.5833333333333334,0.6363636363636364,0.48,0.3333333333333333,0.6363636363636364,0.5555555555555556,0.3333333333333333,0.7692307692307693,0.6,0.3333333333333333,0.8,0.07407407407407407,,0.7142857142857143,0.25,0.7333333333333333,0.25,0.5,,0.25,0.6666666666666666,0.6666666666666666,96.8196371398079,1.0,14.806451612903226,14.9375,14.129032258064516,14.25,0.18518518518518517,0.6,0.75,1.0,0.2962962962962963,0.75,0.75,0.3333333333333333,0.4444444444444444,0.25,0.25,0.6666666666666666,,0.07407407407407407,,,,,0.15384615384615385,0.5,0.15384615384615385,0.25925925925925924,0.4381538461538461,0.40336666666666665,0.4315833333333334,0.1,0.10714285714285714,0.05555555555555555,0.6666666666666666,12.332,26.05,0.5161290322580645,,2.0,2.0,6.0,,2.0,2.0,,2.0,,,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,1.0,,1.0,,,2.0,,1.0,1.0,,,,,,,1.0,,0.04,,,,1.0,,,,2.0,2.0,,,1.0,1.0,,,,2.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2002,2001-02,True
