EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,ShortMidRangeFGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,DefTwoPtRebounds,DefRebounds,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,PenaltyFG2M,PenaltyPoints,ShortMidRangeAssists,LongMidRangeAssists,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyPointsPct,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,FTDefRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,NonShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGA,PenaltyCorner3FGA,BlockedShortMidRange,AtRimPctBlocked,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceTurnovers,HeaveAttempts,Corner3FGM,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyTurnovers,Blocked3s,BlockedCorner3,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedArc3,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
1073-1425-2030-446-467,1610612751,"Reggie Slater, Aaron Williams, Kenyon Martin, Lucious Harris, Jason Kidd","Slater, Williams, Martin, Harris, Kidd",1073-1425-2030-446-467,NJN,201.0,1,3.0,-1.0,5.0,6.0,2.0,2.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,9.0,10.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,0.5,0.5,1.0,0.5,0.5,0.6666666666666666,1.0,0.7,1.0,0.75,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,78.80597014925372,22.8,14.5,18.4,14.5,0.4,1.0,1.0,0.5,0.2,0.4,0.5,0.5,1.0,1.0,1.0,0.8,0.5,0.52914,0.5019,0.16666666666666666,0.25,0.4444444444444444,7.3,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1073-1425-2210-467-954,1610612751,"Reggie Slater, Aaron Williams, Richard Jefferson, Jason Kidd, Kerry Kittles","Slater, Williams, Jefferson, Kidd, Kittles",1073-1425-2210-467-954,NJN,77.0,1,1.0,-3.0,3.0,3.0,3.0,,6.0,,,,,,,1.0,,2.0,,1.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,112.2077922077922,16.333333333333332,9.333333333333334,16.333333333333332,8.333333333333334,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,0.4121666666666666,,,,,11.35,26.1,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.4121666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1073-1496-1760-2215-2220,1610612751,"Reggie Slater, Keith Van Horn, Derrick Dial, Jason Collins, Brandon Armstrong","Slater, Van Horn, Dial, Collins, Armstrong",1073-1496-1760-2215-2220,NJN,181.0,1,3.0,-2.0,5.0,4.0,4.0,2.0,9.0,,,,,3.0,,2.0,3.0,4.0,,2.0,,6.0,8.0,1.0,1.0,,2.0,4.0,2.0,,2.0,,2.0,,2.0,,,4.0,2.0,,2.0,2.0,,,,,,,,,,4.0,,0.6666666666666666,0.6666666666666666,,,,0.75,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,,,1.0,0.6666666666666666,,1.0,71.60220994475138,23.2,16.25,20.8,15.25,,,,,0.5,0.3333333333333333,,,,,,0.3333333333333333,,0.3834916666666666,,,,0.3333333333333333,15.2,25.5,5.0,1.0,2.0,4.0,2.0,,,,,,5.0,,,,0.16666666666666666,0.3333333333333333,0.3834916666666666,1.0,1.0,2.0,3.0,6.0,1.0,1.0,6.0,0.75,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1073-1760-2210-2215-2220,1610612751,"Reggie Slater, Derrick Dial, Richard Jefferson, Jason Collins, Brandon Armstrong","Slater, Dial, Jefferson, Collins, Armstrong",1073-1760-2210-2215-2220,NJN,164.0,2,3.0,-5.0,7.0,6.0,6.0,,13.0,,,,,4.0,,,3.0,4.0,,,,6.0,11.0,,,,,4.0,2.0,,,,2.0,,2.0,,,4.0,,,,1.0,,,,,,1.0,1.0,,,6.0,,0.6666666666666666,0.6666666666666666,,,,0.75,,0.75,,0.75,,,,,,,,,114.14634146341463,11.142857142857142,14.333333333333334,11.142857142857142,14.333333333333334,,,,,1.0,,,,,,,,,0.3771,,,,,17.125,,5.0,,,3.0,,,1.0,,,,5.0,,1.0,,,,0.39233333333333337,0.7142857142857143,,3.0,3.0,6.0,,2.0,6.0,1.0,1.0,1.0,,,,0.75,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2030-467,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Kenyon Martin, Jason Kidd","Williams, Van Horn, Johnson, Martin, Kidd",1425-1496-1533-2030-467,NJN,298.0,2,5.0,1.0,10.0,9.0,8.0,1.0,19.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,7.0,1.0,1.0,3.0,14.0,13.0,1.0,1.0,,2.0,4.0,4.0,,1.0,1.0,2.0,,2.0,,,4.0,,1.0,1.0,3.0,1.0,,2.0,,2.0,3.0,3.0,4.0,,12.0,,0.5,0.6666666666666666,,1.0,1.0,0.5714285714285714,1.0,0.6875,1.0,0.7,1.0,0.125,1.0,0.3333333333333333,,0.3333333333333333,,,91.81208053691275,17.7,13.444444444444445,17.5,13.444444444444445,0.25,0.5,0.5,,0.375,0.125,1.0,1.0,,1.0,1.0,0.375,1.0,0.43601875,0.5893,,,0.14285714285714285,9.085714285714285,26.0,4.0,2.0,,4.0,,,2.0,,,,4.0,,1.0,,0.25,,0.441175,0.4,1.0,2.0,2.0,7.0,,2.0,7.0,0.5,0.5,0.5833333333333334,0.5,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.14285714285714285,0.5,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2210-446,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Richard Jefferson, Lucious Harris","Williams, Van Horn, Johnson, Jefferson, Harris",1425-1496-1533-2210-446,NJN,435.0,2,7.0,,13.0,13.0,,1.0,26.0,1.0,2.0,,,5.0,2.0,2.0,4.0,8.0,2.0,2.0,1.0,15.0,15.0,,,,3.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,,10.0,,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,2.0,,12.0,,0.5,0.5,1.0,1.0,1.0,0.5,,0.7,1.5,0.6818181818181818,1.5,0.2,0.75,0.25,,0.25,,,86.06896551724138,15.923076923076923,17.53846153846154,15.538461538461538,16.615384615384617,0.2,0.5,0.5,,0.5,0.2,1.0,1.0,1.0,,,0.4,1.0,0.45786499999999997,0.579,,,0.2,12.6125,24.25,,1.0,,,,2.0,2.0,1.0,1.0,1.0,,0.6666666666666666,0.5,,0.1,,,,,3.0,,,,2.0,,,,,,,,0.6,0.6,0.6666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2210-467,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Richard Jefferson, Jason Kidd","Williams, Van Horn, Johnson, Jefferson, Kidd",1425-1496-1533-2210-467,NJN,382.0,3,6.0,9.0,12.0,11.0,,,23.0,3.0,3.0,,,1.0,1.0,2.0,3.0,5.0,1.0,2.0,7.0,16.0,7.0,,,,,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,,,,6.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,3.0,16.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6,,0.6428571428571429,,0.75,,0.2857142857142857,1.0,,,,,,86.70157068062828,14.916666666666666,18.454545454545453,14.916666666666666,15.545454545454545,0.42857142857142855,1.0,1.0,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,,,0.7142857142857143,0.5,0.46822857142857144,,0.3,0.375,,7.92,25.6,3.0,1.0,2.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,3.0,0.5555555555555556,0.6,0.5,0.14285714285714285,0.6666666666666666,0.47583333333333333,0.25,,,1.0,5.0,,,5.0,1.0,0.8333333333333334,0.8333333333333334,,,,,,,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,0.3333333333333333,1.0,,,,,,,,1.0,,,,0.6666666666666666,0.5,1.0,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2210-954,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Richard Jefferson, Kerry Kittles","Williams, Van Horn, Johnson, Jefferson, Kittles",1425-1496-1533-2210-954,NJN,406.0,3,7.0,-1.0,13.0,12.0,1.0,1.0,25.0,1.0,3.0,,,2.0,,1.0,4.0,8.0,,2.0,3.0,11.0,12.0,1.0,1.0,,2.0,6.0,2.0,,1.0,,3.0,,3.0,,1.0,6.0,,1.0,1.0,7.0,,,2.0,,2.0,,1.0,4.0,1.0,9.0,,0.75,1.0,,,,0.5,1.0,0.4,1.0,0.4583333333333333,1.0,0.2,1.0,0.25,,0.16666666666666666,,,88.66995073891626,15.615384615384615,16.916666666666668,15.538461538461538,16.333333333333332,0.3,0.3333333333333333,1.0,1.0,0.2,0.1,,,,,,0.5,,0.46897,0.2343,0.09090909090909091,0.1111111111111111,0.18181818181818182,7.825,23.55,5.0,3.0,,4.0,1.0,5.0,6.0,3.0,1.0,3.0,5.0,0.7142857142857143,0.75,1.0,0.3,,0.47568,0.38461538461538464,2.0,1.0,2.0,5.0,1.0,1.0,5.0,0.5,0.4,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,1.0,0.45454545454545453,1.0,1.0,1.0,,2.0,1.0,,2.0,2.0,,,,2.0,1.0,0.25,,,0.5,,,0.4,,,,,,,,,2.0,,,,,0.8,0.6666666666666666,,,,,,,,,1.0,1.0,2.0,0.6666666666666666,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2243-446,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Brian Scalabrine, Lucious Harris","Williams, Van Horn, Johnson, Scalabrine, Harris",1425-1496-1533-2243-446,NJN,64.0,1,1.0,-4.0,2.0,2.0,,,4.0,,,,,,,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,90.0,20.5,11.5,20.5,11.5,,,,,,,,,,,,0.5,,0.5041,,,,,11.7,24.1,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
1425-1496-1533-2243-954,1610612751,"Aaron Williams, Keith Van Horn, Anthony Johnson, Brian Scalabrine, Kerry Kittles","Williams, Van Horn, Johnson, Scalabrine, Kittles",1425-1496-1533-2243-954,NJN,71.0,1,1.0,,2.0,3.0,,,5.0,,,,,,,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,,2.0,,,1.0,,1.0,,1.0,,,2.0,,,,1.0,,,,,,,,,,2.0,,1.0,1.0,,,,1.0,,0.5,,0.5,,0.5,,,,,,,101.40845070422534,23.5,8.0,23.5,8.0,,,,,,0.5,,,,,,0.5,,0.46155,,,,,13.8,24.1,,1.0,,,,,1.0,,,,,,,,0.5,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2002,2001-02,True
