EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Technical Free Throw Trips,BlockedAtRim,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsUnassisted3s,LostBallSteals,BadPassOutOfBoundsTurnovers,ShortMidRangePctBlocked,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,3SecondViolations,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,team_id,year,season,team_vs
120-1477-1495-1498-990,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Antonio Daniels, Malik Rose","Smith, Bowen, Duncan, Daniels, Rose",120-1477-1495-1498-990,SAS,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1495-198-2225,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Danny Ferry, Tony Parker","Smith, Bowen, Duncan, Ferry, Parker",120-1477-1495-198-2225,SAS,522.0,4,9.0,2.0,13.0,11.0,3.0,7.0,1.0,24.0,1.0,1.0,3.0,4.0,2.0,7.0,1.0,1.0,6.0,12.0,1.0,1.0,2.0,17.0,15.0,1.0,2.0,1.0,3.0,8.0,4.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,17.0,3.0,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,0.5769230769230769,0.5,0.6071428571428571,0.5,0.07692307692307693,1.0,0.4,0.16666666666666666,1.0,0.5,0.16666666666666666,0.2,0.5,1.0,66.20689655172414,0.5,21.384615384615383,22.181818181818183,21.384615384615383,20.454545454545453,0.07692307692307693,1.0,1.0,1.0,0.3076923076923077,0.75,0.75,0.3333333333333333,0.5384615384615384,0.2857142857142857,0.2857142857142857,1.0,0.07692307692307693,1.0,1.0,1.0,0.15384615384615385,1.0,0.39679615384615385,0.2993,0.15384615384615385,0.16666666666666666,0.17647058823529413,13.191666666666668,24.6,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1495-2225-764,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, David Robinson","Smith, Bowen, Duncan, Parker, Robinson",120-1477-1495-2225-764,SAS,2666.0,4,44.0,-2.0,72.0,74.0,10.0,5.0,13.0,146.0,20.0,30.0,5.0,16.0,10.0,18.0,2.0,7.0,35.0,64.0,3.0,9.0,4.0,83.0,85.0,4.0,9.0,,11.0,30.0,40.0,9.0,7.0,2.0,15.0,3.0,18.0,2.0,10.0,1.0,4.0,39.0,9.0,10.0,18.0,1.0,29.0,13.0,42.0,8.0,11.0,4.0,7.0,18.0,2.0,8.0,3.0,5.0,,2.0,1.0,2.0,2.0,68.0,11.0,10.0,0.42857142857142855,0.45454545454545453,1.0,0.3333333333333333,0.3333333333333333,0.546875,0.4444444444444444,0.541095890410959,0.4583333333333333,0.5466666666666666,0.4583333333333333,0.1232876712328767,1.0,0.72,0.32142857142857145,0.9090909090909091,0.7777777777777778,0.38235294117647056,0.375,0.6666666666666666,1.0,78.85971492873219,1.0,18.694444444444443,17.83783783783784,17.86111111111111,17.27027027027027,0.410958904109589,0.6666666666666666,0.7407407407407407,0.5,0.2191780821917808,0.3125,0.3125,0.2,0.2465753424657534,0.5555555555555556,0.5555555555555556,0.4,0.0958904109589041,0.2857142857142857,0.2857142857142857,1.0,0.5342465753424658,0.2857142857142857,0.49215,0.5381874999999999,0.06666666666666667,0.07575757575757576,0.13253012048192772,7.9578125,24.744444444444444,0.1388888888888889,5.0,7.0,4.0,7.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,9.0,1.0,1.0,15.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.75,0.046875,0.1,0.2727272727272727,0.6666666666666666,0.3,0.3,0.8,1.0,0.6,0.875,0.0967741935483871,0.0273972602739726,0.5,0.5,1.0,0.7,0.7142857142857143,0.4,0.1,1.0,1.0,0.5833333333333334,0.5714285714285714,0.25,0.3333333333333333,0.5094428571428572,0.18072289156626506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1495-2225-95,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, Mark Bryant","Smith, Bowen, Duncan, Parker, Bryant",120-1477-1495-2225-95,SAS,2021.0,4,34.0,-1.0,59.0,62.0,,11.0,8.0,121.0,11.0,17.0,6.0,17.0,4.0,13.0,5.0,6.0,21.0,47.0,5.0,7.0,7.0,64.0,65.0,,,,,18.0,24.0,12.0,6.0,5.0,9.0,4.0,13.0,4.0,4.0,1.0,4.0,30.0,9.0,1.0,21.0,1.0,23.0,9.0,32.0,3.0,11.0,,7.0,16.0,2.0,11.0,1.0,6.0,,2.0,1.0,2.0,1.0,47.0,,,0.42857142857142855,0.5294117647058824,0.8,0.7142857142857143,0.7142857142857143,0.44680851063829785,,0.5277777777777778,,0.5423728813559322,,0.12962962962962962,1.0,0.7241379310344828,0.34615384615384615,0.5,0.7096774193548387,0.32142857142857145,0.2222222222222222,0.7142857142857143,1.0,86.21474517565562,0.5,16.76271186440678,16.64516129032258,16.389830508474578,15.548387096774194,0.3148148148148148,0.6470588235294118,0.7333333333333333,0.36363636363636365,0.3148148148148148,0.35294117647058826,0.375,0.16666666666666666,0.24074074074074073,0.3076923076923077,0.3076923076923077,1.0,0.1111111111111111,0.8333333333333334,0.8333333333333334,0.8,0.4444444444444444,0.8333333333333334,0.4866564814814815,,0.1016949152542373,0.11538461538461539,,8.240425531914894,25.52857142857143,,4.0,5.0,,,,1.0,1.0,1.0,,,7.0,8.0,1.0,1.0,17.0,,,8.0,3.0,,,1.0,5.0,3.0,8.0,4.0,,4.0,,,2.0,,1.0,1.0,1.0,1.0,,0.875,0.9444444444444444,0.9444444444444444,0.06382978723404255,0.11764705882352941,0.7272727272727273,,0.6666666666666666,0.2727272727272727,,0.8,0.7,,0.04,0.018518518518518517,,,,0.5555555555555556,0.8,,0.1111111111111111,1.0,1.0,,,,,0.5537444444444444,0.265625,3.0,2.0,1.0,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1495-2225-990,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, Malik Rose","Smith, Bowen, Duncan, Parker, Rose",120-1477-1495-2225-990,SAS,5427.0,9,90.0,-13.0,162.0,163.0,38.0,45.0,25.0,325.0,22.0,38.0,17.0,52.0,12.0,40.0,8.0,25.0,51.0,130.0,11.0,32.0,16.0,151.0,164.0,13.0,29.0,7.0,39.0,44.0,58.0,30.0,25.0,8.0,22.0,10.0,32.0,7.0,10.0,4.0,8.0,74.0,23.0,11.0,52.0,5.0,68.0,32.0,100.0,7.0,23.0,2.0,21.0,44.0,2.0,24.0,2.0,7.0,5.0,11.0,5.0,11.0,3.0,121.0,39.0,38.0,0.43137254901960786,0.4888888888888889,0.9090909090909091,0.34375,0.34375,0.3923076923076923,0.4482758620689655,0.4166666666666667,0.4444444444444444,0.4331395348837209,0.4642857142857143,0.19753086419753085,0.8333333333333334,0.5977011494252874,0.2911392405063291,0.8461538461538461,0.63,0.31,0.2857142857142857,0.48717948717948717,1.0,86.23548922056385,0.2727272727272727,17.12962962962963,16.26993865030675,15.975308641975309,14.963190184049079,0.2345679012345679,0.5789473684210527,0.6666666666666666,0.45454545454545453,0.32098765432098764,0.3269230769230769,0.38636363636363635,0.23529411764705882,0.24691358024691357,0.3,0.3076923076923077,0.6666666666666666,0.15432098765432098,0.32,0.3333333333333333,0.875,0.43209876543209874,0.32,0.47909999999999997,0.4782861111111111,0.041916167664670656,0.05185185185185185,0.2582781456953642,9.29923076923077,24.66875,0.2345679012345679,7.0,13.0,4.0,9.0,3.0,7.0,2.0,4.0,1.0,5.0,11.0,23.0,2.0,5.0,30.0,2.0,7.0,12.0,14.0,3.0,8.0,5.0,8.0,5.0,16.0,10.0,,6.0,3.0,7.0,8.0,2.0,5.0,,8.0,0.4,0.2857142857142857,0.4782608695652174,0.5,0.5172413793103449,0.1076923076923077,0.13157894736842105,0.6956521739130435,0.38095238095238093,0.25,0.3142857142857143,0.4117647058823529,0.5,0.8214285714285714,0.7142857142857143,0.058823529411764705,0.043209876543209874,0.42857142857142855,0.42857142857142855,1.0,0.4642857142857143,0.5384615384615384,,0.14285714285714285,0.5,1.0,0.25,0.4444444444444444,0.1388888888888889,0.2,0.5087349999999999,0.1986754966887417,3.0,3.0,1.0,0.15384615384615385,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.03125,0.025,0.04,0.2,0.25,0.03571428571428571,0.05555555555555555,0.5,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1495-345-990,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Terry Porter, Malik Rose","Smith, Bowen, Duncan, Porter, Rose",120-1477-1495-345-990,SAS,379.0,2,6.0,-4.0,12.0,11.0,11.0,7.0,1.0,23.0,2.0,3.0,2.0,4.0,1.0,2.0,,1.0,5.0,9.0,,1.0,2.0,12.0,16.0,5.0,9.0,2.0,12.0,2.0,8.0,,1.0,,1.0,,1.0,,,1.0,,2.0,1.0,,2.0,1.0,3.0,1.0,4.0,,1.0,,1.0,3.0,,4.0,,,2.0,1.0,1.0,1.0,,10.0,12.0,11.0,0.2,0.25,,,,0.5555555555555556,0.5555555555555556,0.5,0.5555555555555556,0.5,0.5454545454545454,0.1,1.0,0.5,0.25,,0.5,0.2,,,,87.38786279683377,,19.083333333333332,13.636363636363637,19.083333333333332,13.0,0.3,0.6666666666666666,0.6666666666666666,,0.4,0.5,0.5,0.5,0.2,0.5,0.5,,0.1,,,,0.4,,0.44373500000000005,0.4336888888888889,,,1.0,7.433333333333334,23.9,0.9166666666666666,1.0,1.0,2.0,3.0,,,,,,,1.0,1.0,,,2.0,,,2.0,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,0.5,,,1.0,,,,,,,1.0,1.0,,,,,0.3333333333333333,0.6666666666666666,,,0.5997,0.16666666666666666,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1498-198-2225,1610612759,"Steven Smith, Bruce Bowen, Antonio Daniels, Danny Ferry, Tony Parker","Smith, Bowen, Daniels, Ferry, Parker",120-1477-1498-198-2225,SAS,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1498-2225-990,1610612759,"Steven Smith, Bruce Bowen, Antonio Daniels, Tony Parker, Malik Rose","Smith, Bowen, Daniels, Parker, Rose",120-1477-1498-2225-990,SAS,190.0,1,3.0,3.0,7.0,7.0,7.0,,,14.0,2.0,2.0,,2.0,,,,,2.0,4.0,,,1.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,,,,,2.0,,2.0,,2.0,,,4.0,,1.0,3.0,,4.0,,4.0,1.0,2.0,,,3.0,1.0,2.0,,1.0,,,,,,5.0,5.0,7.0,1.0,1.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,1.0,,1.0,1.0,,,1.0,,106.10526315789474,,10.142857142857142,17.0,10.142857142857142,17.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,0.5,,0.51405,0.51405,0.2,0.2,1.0,3.05,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,0.5,,,,,,1.0,1.0,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1498-345-685,1610612759,"Steven Smith, Bruce Bowen, Antonio Daniels, Terry Porter, Cherokee Parks","Smith, Bowen, Daniels, Porter, Parks",120-1477-1498-345-685,SAS,358.0,1,6.0,-7.0,12.0,12.0,3.0,12.0,1.0,24.0,,,1.0,1.0,,4.0,,2.0,1.0,5.0,,2.0,5.0,7.0,14.0,1.0,1.0,2.0,4.0,2.0,,,2.0,,1.0,,1.0,,,1.0,,2.0,1.0,3.0,1.0,,4.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,,5.0,,1.0,2.0,1.0,,1.0,,7.0,4.0,3.0,1.0,1.0,,,,0.2,1.0,0.14285714285714285,1.0,0.35,1.0,0.2857142857142857,,0.3333333333333333,0.25,0.6,0.5,0.2,0.25,,1.0,96.53631284916202,,16.166666666666668,13.666666666666666,15.666666666666666,12.25,,,,,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,,,,0.2857142857142857,,,,0.2857142857142857,,0.384,0.4236,0.125,0.16666666666666666,0.5714285714285714,15.040000000000001,26.1,0.25,,,,,,,,1.0,,,,,,1.0,,,,,2.0,,,,2.0,1.0,2.0,,,2.0,,,,,1.0,,1.0,,,,,,0.4,,0.6666666666666666,,,,,0.5,,0.5,,,,,,,,,1.0,,,,,,,0.3735,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
120-1477-1498-685-95,1610612759,"Steven Smith, Bruce Bowen, Antonio Daniels, Cherokee Parks, Mark Bryant","Smith, Bowen, Daniels, Parks, Bryant",120-1477-1498-685-95,SAS,211.0,1,4.0,1.0,7.0,8.0,,2.0,1.0,15.0,2.0,4.0,,,,2.0,1.0,3.0,2.0,6.0,1.0,3.0,,7.0,6.0,,,,,,4.0,,3.0,1.0,,,,,,,,,2.0,2.0,1.0,,3.0,2.0,5.0,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3888888888888889,,0.3888888888888889,,0.3333333333333333,,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,102.3696682464455,,13.0,15.0,12.714285714285714,15.0,0.4444444444444444,0.5,0.5,,,,,,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.7777777777777778,0.3333333333333333,0.5433055555555556,,,,,7.8,24.666666666666668,,1.0,2.0,,,,,,,,,1.0,2.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,,,,0.5,,,,,1.0,,,,,,1.0,0.5,,,,,,,,,0.52105,0.2857142857142857,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2002,2001-02,True
